trial_index	trial_type	block_number	mean_acceleration
55	go	4	38940.989360
56	go	4	33444.336698
57	go	4	47235.442454
58	go	4	44139.854967
59	go	4	n/a
60	nogo	4	45470.858965
61	go	4	42802.667529
62	go	4	44304.659355
63	go	4	39633.646791
64	go	4	44143.516539
65	nogo	4	n/a
66	go	4	66252.252320
67	go	4	52459.598549
68	nogo	4	42215.422680
69	go	4	44906.045219
70	nogo	4	42520.416244
71	go	4	43372.295513
72	go	4	75478.357013
73	go	4	54269.660116
74	nogo	4	37680.181547
75	go	4	49901.268391
76	go	4	41340.036379
77	go	4	66147.231814
78	go	4	45234.155397
79	go	4	38497.111902
80	nogo	4	32112.892457
81	go	4	72372.672877
82	go	4	32564.940368
83	go	4	42103.148202
84	nogo	4	32940.916711
85	go	4	47444.051108
86	go	4	62109.514387
87	nogo	4	29997.951848
88	go	4	39505.155683
89	go	4	39460.583711
90	go	4	44555.731331
91	go	4	36133.762990
92	go	4	40405.053450
93	nogo	4	33683.407852
94	go	4	46689.788029
95	go	4	48098.238351
96	go	4	31179.914436
97	go	4	32094.332543
98	go	4	40245.000797
99	nogo	4	41336.566528
100	go	4	58209.743490
101	go	4	43219.870389
102	go	4	59750.186927
103	nogo	4	30581.097193
104	go	4	40521.168364
105	go	4	77209.513189
106	go	4	55550.289990
107	go	4	60124.575934
108	nogo	4	39646.822247
109	go	4	32214.521242
110	go	4	33785.573646
111	go	4	51427.409269
112	go	4	26541.713707
113	go	4	22025.475860
114	go	4	51216.549638
115	go	5	43825.405148
116	go	5	58052.300557
117	go	5	43127.576560
118	go	5	54527.484665
119	go	5	48095.094826
120	go	5	42371.591593
121	nogo	5	36170.387687
122	go	5	53255.918661
123	nogo	5	n/a
124	go	5	39703.453533
125	nogo	5	44890.785289
126	go	5	44552.404752
127	go	5	51035.286355
128	go	5	47748.911803
129	nogo	5	43011.244521
130	go	5	42558.947982
131	go	5	38862.559230
132	go	5	39999.687463
133	go	5	43937.099312
134	go	5	43146.879138
135	go	5	33737.563113
136	nogo	5	32626.365122
137	go	5	80896.326046
138	go	5	27022.820646
139	go	5	30539.087422
140	go	5	40427.092325
141	go	5	33636.719522
142	go	5	51394.245426
143	nogo	5	50141.715838
144	go	5	47851.043843
145	go	5	50976.436128
146	go	5	28977.420002
147	go	5	26183.202276
148	nogo	5	n/a
149	go	5	40646.347244
150	nogo	5	36092.540875
151	go	5	27189.923853
152	go	5	111475.346377
153	go	5	50912.041628
154	go	5	48420.569125
155	go	5	39162.652772
156	go	5	38050.574111
157	go	5	28791.809383
158	go	5	42692.348376
159	go	5	37753.581524
160	nogo	5	26632.549712
161	go	5	62047.339410
162	go	5	30380.323149
163	go	5	26349.682718
164	nogo	5	53038.345488
165	go	5	35221.661795
166	nogo	5	44620.657800
167	go	5	45825.689471
168	go	5	47272.823759
169	go	5	39964.579026
170	nogo	5	n/a
171	go	5	37343.488565
172	go	5	40339.884576
173	go	5	50248.724073
174	go	5	40660.640090
193	go	7	34820.287250
194	go	7	32839.541688
195	go	7	56635.565021
196	go	7	51335.868868
197	nogo	7	55556.513541
198	go	7	51919.805190
199	nogo	7	30295.495668
200	go	7	51999.111867
201	go	7	39541.954185
202	nogo	7	44929.266793
203	go	7	41358.887583
204	go	7	35936.549073
205	go	7	36319.782374
206	go	7	63200.562880
207	go	7	38856.344980
208	go	7	52878.993451
209	go	7	40990.992609
210	go	7	45462.141545
211	go	7	52599.959092
212	go	7	40023.989434
213	go	7	60508.065075
214	go	7	33608.670096
215	go	7	47383.385421
216	go	7	71269.820759
217	nogo	7	64318.277396
218	go	7	57917.500020
219	nogo	7	44943.845059
220	go	7	49733.459173
221	nogo	7	55117.205108
222	go	7	61439.130778
223	nogo	7	58870.732388
224	go	7	68548.185801
225	go	7	45948.710531
226	go	7	44266.499945
227	go	7	53233.665213
228	go	7	57492.524876
229	go	7	43664.714227
230	go	7	31713.496367
231	nogo	7	45943.090356
232	go	7	52554.376422
233	go	7	40522.188078
234	nogo	7	35040.256303
235	go	7	20024.803531
236	go	7	24659.507640
237	nogo	7	n/a
238	go	7	20810.920604
239	go	7	36177.799511
240	go	7	32942.637815
241	go	7	48310.552143
242	go	7	41709.292015
243	go	7	47010.987943
244	go	7	n/a
245	go	7	31733.394002
246	nogo	7	31273.770972
247	go	7	43433.520108
248	go	7	108335.122492
249	go	7	39915.378301
250	go	7	68831.216316
251	nogo	7	31580.906819
252	go	7	29538.182909
253	go	8	34747.694728
254	nogo	8	61483.835684
255	go	8	41254.473100
256	go	8	61242.842354
257	go	8	31287.716823
258	go	8	54569.286304
259	go	8	38176.286291
260	nogo	8	30993.364743
261	go	8	38744.246738
262	nogo	8	33607.051949
263	go	8	68897.454269
264	go	8	40752.427964
265	go	8	32247.971911
266	nogo	8	23982.790720
267	go	8	45252.386514
268	go	8	42057.673506
269	go	8	19942.816421
270	go	8	n/a
271	go	8	52999.481034
272	nogo	8	46482.424971
273	go	8	39219.892682
274	go	8	44092.765374
275	go	8	45229.290651
276	go	8	28434.998400
277	go	8	30226.269325
278	go	8	39892.204193
279	go	8	31853.401391
280	nogo	8	38046.163003
281	go	8	41951.956253
282	go	8	33854.455806
283	go	8	27423.260778
284	nogo	8	28530.787932
285	go	8	33688.556093
286	go	8	34299.094596
287	go	8	21165.461932
288	go	8	50535.451894
289	go	8	33149.851180
290	go	8	66435.795431
291	go	8	32840.415253
292	nogo	8	28295.918399
293	go	8	41676.381932
294	nogo	8	29555.789639
295	go	8	56434.519291
296	nogo	8	n/a
297	go	8	45216.696630
298	go	8	41633.209795
299	go	8	29518.107445
300	go	8	38430.884264
301	go	8	47994.135625
302	go	8	54001.231717
303	nogo	8	44929.872769
304	go	8	36209.414503
305	go	8	35762.433052
306	go	8	45571.984229
307	go	8	n/a
308	go	8	39658.844256
309	nogo	8	35258.007933
310	go	8	45205.788852
311	go	8	41738.845500
312	go	8	56248.682233
331	go	10	37414.245882
332	go	10	34702.738662
333	nogo	10	36911.916316
334	go	10	67438.282553
335	go	10	42269.348075
336	go	10	33840.682091
337	nogo	10	n/a
338	go	10	48194.328885
339	go	10	46780.411910
340	go	10	46902.702903
341	go	10	51409.893758
342	go	10	67490.663967
343	go	10	57550.769877
344	go	10	42096.507752
345	go	10	51087.115267
346	go	10	34594.979172
347	go	10	78969.158513
348	go	10	55281.728239
349	go	10	36282.008920
350	nogo	10	n/a
351	go	10	88203.816373
352	go	10	n/a
353	go	10	47273.933556
354	nogo	10	44359.599685
355	go	10	41949.639613
356	go	10	47785.487433
357	go	10	n/a
358	go	10	53208.598426
359	nogo	10	n/a
360	go	10	59075.089928
361	go	10	49598.409323
362	go	10	49235.204875
363	go	10	45632.419443
364	go	10	46187.443048
365	go	10	72136.186307
366	go	10	39872.565936
367	go	10	42940.448688
368	nogo	10	30862.596788
369	go	10	47737.513515
370	nogo	10	35711.068332
371	go	10	21503.276681
372	go	10	83282.473783
373	go	10	42167.715432
374	nogo	10	n/a
375	go	10	36191.223466
376	nogo	10	23587.281590
377	go	10	38943.422806
378	nogo	10	41509.038535
379	go	10	86113.684124
380	go	10	67537.021567
381	nogo	10	n/a
382	go	10	40658.225343
383	go	10	54223.405948
384	go	10	n/a
385	go	10	47261.676178
386	go	10	40564.687533
387	go	10	31821.347391
388	go	10	36782.457357
389	nogo	10	25278.564965
390	go	10	39884.459210
391	nogo	11	33146.528764
392	go	11	36072.870935
393	go	11	59616.908874
394	go	11	36507.259637
395	go	11	37914.585883
396	go	11	46573.911268
397	go	11	75793.700280
398	go	11	28401.884126
399	nogo	11	38509.487879
400	go	11	46038.095177
401	go	11	30781.647797
402	nogo	11	40186.421511
403	go	11	35870.717974
404	go	11	43395.498788
405	go	11	47621.270261
406	go	11	37594.314779
407	nogo	11	65276.892492
408	go	11	38270.779825
409	go	11	44083.497540
410	go	11	37179.877744
411	go	11	45806.132871
412	nogo	11	40853.286351
413	go	11	47648.651256
414	go	11	54496.885614
415	go	11	38235.842442
416	go	11	86346.194614
417	go	11	n/a
418	go	11	n/a
419	nogo	11	n/a
420	go	11	55101.265137
421	go	11	58575.721301
422	go	11	42565.013877
423	go	11	36259.388556
424	nogo	11	67536.939024
425	go	11	39738.137904
426	nogo	11	53430.636178
427	go	11	43390.671850
428	go	11	47636.501702
429	go	11	54096.033182
430	go	11	34713.349480
431	go	11	39481.350365
432	go	11	37388.384591
433	nogo	11	49173.450330
434	go	11	36576.395010
435	go	11	58407.902622
436	nogo	11	27516.714640
437	go	11	46555.519250
438	go	11	33530.605743
439	go	11	36822.128622
440	go	11	67537.632513
441	go	11	44713.331385
442	go	11	46817.840701
443	go	11	54166.632728
444	go	11	85054.171238
445	go	11	73510.609351
446	nogo	11	79241.501968
447	go	11	28610.473380
448	nogo	11	38339.650224
449	go	11	46265.025428
450	go	11	32598.161588
469	nogo	13	n/a
470	go	13	65378.945546
471	go	13	44858.206232
472	go	13	26663.433072
473	nogo	13	58168.326654
474	go	13	24856.611726
475	go	13	29158.183443
476	nogo	13	31242.289579
477	go	13	82076.710793
478	go	13	47121.938246
479	go	13	29786.786071
480	go	13	32141.720956
481	nogo	13	41820.779159
482	go	13	62125.876065
483	nogo	13	26231.308250
484	go	13	31285.590053
485	go	13	34719.554366
486	go	13	39021.324858
487	go	13	50211.712703
488	go	13	40658.666595
489	go	13	n/a
490	go	13	n/a
491	go	13	54128.713803
492	go	13	72890.702837
493	nogo	13	n/a
494	go	13	123020.163195
495	go	13	36423.043846
496	go	13	32535.814157
497	go	13	31073.887896
498	go	13	27368.172544
499	nogo	13	29835.694563
500	go	13	45451.341765
501	go	13	18936.873202
502	go	13	61900.495607
503	go	13	54992.479066
504	go	13	41373.748530
505	go	13	60086.228750
506	go	13	17504.660371
507	go	13	41359.885831
508	nogo	13	n/a
509	go	13	67192.794833
510	go	13	49014.469954
511	nogo	13	28616.126636
512	go	13	54098.774197
513	go	13	100437.949675
514	go	13	55894.836721
515	nogo	13	39506.270881
516	go	13	54946.280234
517	nogo	13	24679.141995
518	go	13	82731.727597
519	go	13	46375.948158
520	go	13	42206.722009
521	go	13	48268.806531
522	go	13	54483.138964
523	go	13	103137.891062
524	go	13	35776.306691
525	go	13	40587.825040
526	go	13	37127.857317
527	go	13	23784.369407
528	nogo	13	n/a
529	go	14	55948.021776
530	go	14	33355.505233
531	nogo	14	58562.095804
532	go	14	75659.164212
533	nogo	14	34681.071538
534	go	14	63619.154921
535	go	14	48901.865653
536	go	14	42668.300229
537	go	14	55888.017857
538	go	14	41964.080906
539	go	14	42982.382822
540	go	14	39069.715418
541	go	14	n/a
542	go	14	43611.054990
543	go	14	32315.543911
544	go	14	51050.707548
545	go	14	34966.741826
546	go	14	50165.452279
547	nogo	14	40871.730634
548	go	14	56259.455265
549	go	14	47166.287135
550	go	14	47698.362043
551	go	14	38377.928391
552	go	14	67955.806698
553	go	14	52192.442950
554	go	14	43938.869212
555	nogo	14	71815.877357
556	go	14	41516.999129
557	go	14	38310.951564
558	go	14	45212.886104
559	go	14	40548.673559
560	go	14	28028.567829
561	go	14	73019.587836
562	nogo	14	n/a
563	go	14	42890.335656
564	go	14	31388.506892
565	go	14	39924.878751
566	nogo	14	36912.127091
567	go	14	52657.267751
568	nogo	14	67169.975298
569	go	14	36102.789972
570	nogo	14	43641.943601
571	go	14	40667.862894
572	go	14	31043.892366
573	go	14	59441.362658
574	go	14	59767.871730
575	go	14	75213.262882
576	go	14	44795.608892
577	go	14	42439.587472
578	nogo	14	30779.301285
579	go	14	46275.857332
580	nogo	14	28208.346366
581	go	14	33694.863459
582	go	14	108452.679381
583	go	14	41939.772118
584	go	14	33269.231976
585	go	14	40453.921255
586	nogo	14	35828.343345
587	go	14	46948.627522
588	nogo	14	n/a
