onset	duration	response_time_ms	trial_type	learning_stage	stimulus	coherence	response_port
0.000	8.599	8599.0	learning	LS1	PICTURE_212.jpg	c	n/a
8.599	11.209	11209.0	learning	LS1	PICTURE_654.jpg	i	n/a
19.808	12.381	12381.0	learning	LS1	PICTURE_212.jpg	i	n/a
32.189	12.594	12594.0	learning	LS1	PICTURE_659.jpg	i	n/a
44.783	11.052	11052.0	learning	LS1	PICTURE_38.jpg	c	n/a
55.835	13.031	13031.0	learning	LS1	PICTURE_659.jpg	c	n/a
68.866	11.487	11487.0	learning	LS1	PICTURE_26.jpg	i	n/a
80.353	12.964	12964.0	learning	LS1	PICTURE_654.jpg	c	n/a
93.317	11.726	11726.0	learning	LS1	PICTURE_38.jpg	i	n/a
105.043	10.487	10487.0	learning	LS1	PICTURE_26.jpg	c	n/a
115.530	10.278	10278.0	learning	LS2	PICTURE_38.jpg	c	n/a
125.808	10.802	10802.0	learning	LS2	PICTURE_26.jpg	i	n/a
136.610	8.449	8449.0	learning	LS2	PICTURE_654.jpg	c	n/a
145.059	10.579	10579.0	learning	LS2	PICTURE_38.jpg	i	n/a
155.638	10.475	10475.0	learning	LS2	PICTURE_212.jpg	c	n/a
166.113	10.208	10208.0	learning	LS2	PICTURE_659.jpg	i	n/a
176.321	14.418	14418.0	learning	LS2	PICTURE_212.jpg	i	n/a
190.739	10.474	10474.0	learning	LS2	PICTURE_26.jpg	c	n/a
201.213	10.686	10686.0	learning	LS2	PICTURE_654.jpg	i	n/a
211.899	10.899	10899.0	learning	LS2	PICTURE_659.jpg	c	n/a
222.798	9.113	9113.0	learning	LS3	PICTURE_659.jpg	c	n/a
231.911	9.643	9643.0	learning	LS3	PICTURE_38.jpg	i	n/a
241.554	8.582	8582.0	learning	LS3	PICTURE_212.jpg	c	n/a
250.136	8.793	8793.0	learning	LS3	PICTURE_38.jpg	c	n/a
258.929	7.886	7886.0	learning	LS3	PICTURE_654.jpg	c	n/a
266.815	7.625	7625.0	learning	LS3	PICTURE_26.jpg	c	n/a
274.440	6.877	6877.0	learning	LS3	PICTURE_659.jpg	i	n/a
281.317	8.695	8695.0	learning	LS3	PICTURE_212.jpg	i	n/a
290.012	8.915	8915.0	learning	LS3	PICTURE_654.jpg	i	n/a
298.927	8.800	8800.0	learning	LS3	PICTURE_26.jpg	i	n/a
307.727	12.112	12112.0	learning	LS4	PICTURE_659.jpg	i	n/a
319.839	7.993	7993.0	learning	LS4	PICTURE_654.jpg	i	n/a
327.832	8.830	8830.0	learning	LS4	PICTURE_38.jpg	i	n/a
336.662	8.069	8069.0	learning	LS4	PICTURE_212.jpg	c	n/a
344.731	8.595	8595.0	learning	LS4	PICTURE_38.jpg	c	n/a
353.326	8.800	8800.0	learning	LS4	PICTURE_26.jpg	i	n/a
362.126	9.492	9492.0	learning	LS4	PICTURE_659.jpg	c	n/a
371.618	8.106	8106.0	learning	LS4	PICTURE_212.jpg	i	n/a
379.724	7.359	7359.0	learning	LS4	PICTURE_654.jpg	c	n/a
387.083	7.411	7411.0	learning	LS4	PICTURE_26.jpg	c	n/a
394.494	10.566	10566.0	control	LS1	PICTURE_255.jpg	i	n/a
405.060	9.021	9021.0	control	LS1	PICTURE_398.jpg	i	n/a
414.081	9.240	9240.0	control	LS1	PICTURE_391.jpg	c	n/a
423.321	8.661	8661.0	control	LS1	PICTURE_338.jpg	c	n/a
431.982	9.041	9041.0	control	LS1	PICTURE_391.jpg	i	n/a
441.023	7.820	7820.0	control	LS1	PICTURE_368.jpg	c	n/a
448.843	7.721	7721.0	control	LS1	PICTURE_255.jpg	c	n/a
456.564	9.061	9061.0	control	LS1	PICTURE_398.jpg	c	n/a
465.625	8.940	8940.0	control	LS1	PICTURE_368.jpg	i	n/a
474.565	7.220	7220.0	control	LS1	PICTURE_338.jpg	i	n/a
481.785	8.932	8932.0	control	LS2	PICTURE_338.jpg	i	n/a
490.717	10.249	10249.0	control	LS2	PICTURE_368.jpg	c	n/a
500.966	10.135	10135.0	control	LS2	PICTURE_391.jpg	i	n/a
511.101	7.622	7622.0	control	LS2	PICTURE_338.jpg	c	n/a
518.723	7.349	7349.0	control	LS2	PICTURE_391.jpg	c	n/a
526.072	8.358	8358.0	control	LS2	PICTURE_398.jpg	c	n/a
534.430	9.365	9365.0	control	LS2	PICTURE_255.jpg	i	n/a
543.795	9.576	9576.0	control	LS2	PICTURE_398.jpg	i	n/a
553.371	9.461	9461.0	control	LS2	PICTURE_368.jpg	i	n/a
562.832	9.035	9035.0	control	LS2	PICTURE_255.jpg	c	n/a
571.867	8.528	8528.0	control	LS3	PICTURE_185.jpg	i	n/a
580.395	9.220	9220.0	control	LS3	PICTURE_708.jpg	i	n/a
589.615	7.675	7675.0	control	LS3	PICTURE_185.jpg	c	n/a
597.290	7.411	7411.0	control	LS3	PICTURE_551.jpg	i	n/a
604.701	7.783	7783.0	control	LS3	PICTURE_343.jpg	i	n/a
612.484	8.634	8634.0	control	LS3	PICTURE_19.jpg	i	n/a
621.118	8.046	8046.0	control	LS3	PICTURE_551.jpg	c	n/a
629.164	7.147	7147.0	control	LS3	PICTURE_708.jpg	c	n/a
636.311	9.605	9605.0	control	LS3	PICTURE_343.jpg	c	n/a
645.916	7.737	7737.0	control	LS3	PICTURE_19.jpg	c	n/a
653.653	7.225	7225.0	control	LS4	PICTURE_551.jpg	c	n/a
660.878	8.545	8545.0	control	LS4	PICTURE_19.jpg	c	n/a
669.423	6.664	6664.0	control	LS4	PICTURE_708.jpg	c	n/a
676.087	7.976	7976.0	control	LS4	PICTURE_343.jpg	i	n/a
684.063	6.740	6740.0	control	LS4	PICTURE_551.jpg	i	n/a
690.803	7.907	7907.0	control	LS4	PICTURE_185.jpg	c	n/a
698.710	6.995	6995.0	control	LS4	PICTURE_343.jpg	c	n/a
705.705	7.847	7847.0	control	LS4	PICTURE_708.jpg	i	n/a
713.552	7.422	7422.0	control	LS4	PICTURE_185.jpg	i	n/a
720.974	7.792	7792.0	control	LS4	PICTURE_19.jpg	i	n/a
728.766	12.071	12071.0	learning	LS1	PICTURE_165.jpg	c	n/a
740.837	8.927	8927.0	learning	LS1	PICTURE_202.jpg	i	n/a
749.764	11.697	11697.0	learning	LS1	PICTURE_165.jpg	i	n/a
761.461	11.110	11110.0	learning	LS1	PICTURE_358.jpg	i	n/a
772.571	11.641	11641.0	learning	LS1	PICTURE_453.jpg	c	n/a
784.212	11.871	11871.0	learning	LS1	PICTURE_148.jpg	i	n/a
796.083	14.010	14010.0	learning	LS1	PICTURE_453.jpg	i	n/a
810.093	12.787	12787.0	learning	LS1	PICTURE_202.jpg	c	n/a
822.880	9.810	9810.0	learning	LS1	PICTURE_148.jpg	c	n/a
832.690	8.572	8572.0	learning	LS1	PICTURE_358.jpg	c	n/a
841.262	9.324	9324.0	learning	LS2	PICTURE_165.jpg	c	n/a
850.586	10.800	10800.0	learning	LS2	PICTURE_148.jpg	i	n/a
861.386	10.516	10516.0	learning	LS2	PICTURE_202.jpg	i	n/a
871.902	10.722	10722.0	learning	LS2	PICTURE_165.jpg	i	n/a
882.624	8.050	8050.0	learning	LS2	PICTURE_202.jpg	c	n/a
890.674	8.739	8739.0	learning	LS2	PICTURE_453.jpg	i	n/a
899.413	8.005	8005.0	learning	LS2	PICTURE_148.jpg	c	n/a
907.418	8.364	8364.0	learning	LS2	PICTURE_358.jpg	c	n/a
915.782	8.096	8096.0	learning	LS2	PICTURE_453.jpg	c	n/a
923.878	8.947	8947.0	learning	LS2	PICTURE_358.jpg	i	n/a
932.825	8.441	8441.0	learning	LS3	PICTURE_358.jpg	c	n/a
941.266	7.695	7695.0	learning	LS3	PICTURE_148.jpg	c	n/a
948.961	8.227	8227.0	learning	LS3	PICTURE_165.jpg	c	n/a
957.188	6.679	6679.0	learning	LS3	PICTURE_202.jpg	c	n/a
963.867	8.328	8328.0	learning	LS3	PICTURE_453.jpg	c	n/a
972.195	9.501	9501.0	learning	LS3	PICTURE_202.jpg	i	n/a
981.696	7.797	7797.0	learning	LS3	PICTURE_148.jpg	i	n/a
989.493	9.129	9129.0	learning	LS3	PICTURE_453.jpg	i	n/a
998.622	8.862	8862.0	learning	LS3	PICTURE_165.jpg	i	n/a
1007.484	7.482	7482.0	learning	LS3	PICTURE_358.jpg	i	n/a
1014.966	12.730	12730.0	learning	LS4	PICTURE_165.jpg	c	n/a
1027.696	7.336	7336.0	learning	LS4	PICTURE_202.jpg	c	n/a
1035.032	8.654	8654.0	learning	LS4	PICTURE_453.jpg	i	n/a
1043.686	8.534	8534.0	learning	LS4	PICTURE_202.jpg	i	n/a
1052.220	8.734	8734.0	learning	LS4	PICTURE_148.jpg	c	n/a
1060.954	8.620	8620.0	learning	LS4	PICTURE_453.jpg	c	n/a
