onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
212.165	2.107	incorrect	learning	LS1	h50_p21_i_up_right.jpg	98
259.326	1.34	correct	learning	LS1	h74_p12_i_up_right.jpg	97
306.486	1.228	incorrect	learning	LS1	h77_p42_k_down_q1_left.jpg	97
353.647	1.212	correct	learning	LS1	h27_p8_k_up_q1_left.jpg	98
400.808	1.355	correct	learning	LS1	h76_p11_i_down_right.jpg	97
447.968	1.499	incorrect	learning	LS1	h50_p45_k_up_q3_right.jpg	97
494.962	0.956	correct	learning	LS1	h27_p10_i_up_left.jpg	97
542.123	0.86	correct	learning	LS1	h76_p29_k_down_q1_left.jpg	98
589.283	1.691	incorrect	learning	LS1	h74_p16_k_up_q1_left.jpg	97
636.11	1.772	correct	learning	LS1	h77_p16_i_down_right.jpg	97
728.265	1.349	correct	learning	LS2	h74_p48_i_up_right.jpg	97
775.092	0.727	correct	learning	LS2	h27_p8_k_up_q1_left.jpg	98
822.086	1.175	correct	learning	LS2	h50_p37_i_up_right.jpg	97
868.913	1.001	correct	learning	LS2	h27_p34_i_up_right.jpg	97
916.074	1.272	correct	learning	LS2	h50_p45_k_up_q3_right.jpg	98
963.234	1.209	correct	learning	LS2	h77_p35_i_down_left.jpg	97
1010.395	0.985	correct	learning	LS2	h76_p29_k_down_q1_left.jpg	98
1057.722	0.84	correct	learning	LS2	h77_p42_k_down_q1_left.jpg	98
1104.883	0.728	correct	learning	LS2	h74_p16_k_up_q1_left.jpg	98
1152.21	0.919	correct	learning	LS2	h76_p49_i_down_right.jpg	97
1244.531	0.784	correct	learning	LS3	h27_p8_k_up_q1_left.jpg	98
1291.692	0.783	correct	learning	LS3	h74_p12_i_up_right.jpg	97
1338.852	0.831	correct	learning	LS3	h77_p16_i_down_right.jpg	97
1385.846	0.848	correct	learning	LS3	h76_p11_i_down_right.jpg	97
1433.007	0.656	correct	learning	LS3	h74_p16_k_up_q1_left.jpg	98
1480.167	0.96	correct	learning	LS3	h27_p10_i_up_left.jpg	97
1527.328	1.183	correct	learning	LS3	h50_p45_k_up_q3_right.jpg	98
1574.322	1.024	correct	learning	LS3	h76_p29_k_down_q1_left.jpg	98
1621.482	0.992	correct	learning	LS3	h77_p42_k_down_q1_left.jpg	98
1668.476	1.185	correct	learning	LS3	h50_p21_i_up_right.jpg	97
1760.631	0.858	correct	learning	LS4	h50_p45_k_up_q3_right.jpg	98
1807.625	0.81	correct	learning	LS4	h76_p29_k_down_q1_left.jpg	98
1854.619	0.922	correct	learning	LS4	h74_p48_i_up_right.jpg	97
1901.613	1.099	correct	learning	LS4	h50_p37_i_up_right.jpg	97
1948.44	0.748	correct	learning	LS4	h77_p42_k_down_q1_left.jpg	98
1995.434	0.781	correct	learning	LS4	h27_p34_i_up_right.jpg	97
2042.594	0.877	correct	learning	LS4	h76_p49_i_down_right.jpg	97
2089.922	0.732	correct	learning	LS4	h77_p35_i_down_left.jpg	97
2137.249	0.764	correct	learning	LS4	h27_p8_k_up_q1_left.jpg	98
2184.576	0.875	correct	learning	LS4	h74_p16_k_up_q1_left.jpg	98
2458.374	1.775	correct	learning	LS1	h60_p48_i_up_right.jpg	97
2505.701	1.279	correct	learning	LS1	h80_p30_k_down_q2_right.jpg	98
2552.862	1.039	correct	learning	LS1	h95_p37_i_down_left.jpg	97
2600.022	1.438	incorrect	learning	LS1	h57_p34_i_down_left.jpg	98
2647.349	0.862	correct	learning	LS1	h51_p24_k_up_q3_right.jpg	98
2694.51	1.166	correct	learning	LS1	h95_p32_k_down_q2_right.jpg	98
2741.504	1.118	correct	learning	LS1	h60_p49_k_up_q4_left.jpg	98
2788.498	1.023	correct	learning	LS1	h51_p17_i_up_left.jpg	97
2835.492	1.151	incorrect	learning	LS1	h80_p25_i_down_right.jpg	98
2882.319	1.616	incorrect	learning	LS1	h57_p36_k_down_q1_left.jpg	97
2974.307	0.89	correct	learning	LS2	h57_p36_k_down_q1_left.jpg	98
3021.301	0.81	correct	learning	LS2	h95_p32_k_down_q2_right.jpg	98
3068.128	1.659	correct	learning	LS2	h60_p35_i_up_right.jpg	97
3114.955	1.053	correct	learning	LS2	h80_p30_k_down_q2_right.jpg	98
3161.949	0.845	correct	learning	LS2	h60_p49_k_up_q4_left.jpg	98
3209.276	0.637	correct	learning	LS2	h51_p24_k_up_q3_right.jpg	98
3256.604	0.972	correct	learning	LS2	h80_p16_i_down_right.jpg	97
3303.931	0.715	correct	learning	LS2	h51_p13_i_up_right.jpg	97
3351.258	1.13	correct	learning	LS2	h57_p15_i_down_left.jpg	97
3398.585	1.034	correct	learning	LS2	h95_p31_i_down_right.jpg	97
3491.073	1.201	correct	learning	LS3	h60_p48_i_up_right.jpg	97
3538.234	0.721	correct	learning	LS3	h51_p24_k_up_q3_right.jpg	98
3585.394	0.849	incorrect	learning	LS3	h57_p34_i_down_left.jpg	98
3632.555	0.865	correct	learning	LS3	h51_p17_i_up_left.jpg	97
3679.549	0.722	correct	learning	LS3	h57_p36_k_down_q1_left.jpg	98
3726.709	1.218	correct	learning	LS3	h95_p37_i_down_left.jpg	97
3773.703	1.074	correct	learning	LS3	h80_p30_k_down_q2_right.jpg	98
3820.697	0.851	correct	learning	LS3	h60_p49_k_up_q4_left.jpg	98
3867.858	0.851	correct	learning	LS3	h95_p32_k_down_q2_right.jpg	98
3914.685	0.965	correct	learning	LS3	h80_p25_i_down_right.jpg	97
4006.84	1.069	correct	learning	LS4	h95_p31_i_down_right.jpg	97
4053.667	0.895	correct	learning	LS4	h60_p35_i_up_right.jpg	97
4100.494	0.8	correct	learning	LS4	h95_p32_k_down_q2_right.jpg	98
4147.488	0.833	correct	learning	LS4	h51_p24_k_up_q3_right.jpg	98
4194.482	0.897	correct	learning	LS4	h57_p15_i_down_left.jpg	97
4241.309	0.946	correct	learning	LS4	h80_p16_i_down_right.jpg	97
4288.303	0.739	correct	learning	LS4	h60_p49_k_up_q4_left.jpg	98
4335.63	1.122	correct	learning	LS4	h51_p13_i_up_right.jpg	97
4382.958	1.601	correct	learning	LS4	h57_p36_k_down_q1_left.jpg	98
4430.285	0.833	correct	learning	LS4	h80_p30_k_down_q2_right.jpg	98
4703.916	2.134	incorrect	learning	LS1	h101_p37_i_down_left.jpg	98
4751.076	1.239	correct	learning	LS1	h75_p37_k_down_q1_left.jpg	98
4798.237	1.175	correct	learning	LS1	h34_p21_i_up_right.jpg	97
4845.564	1.813	incorrect	learning	LS1	h84_p47_i_down_right.jpg	98
4892.725	1.606	incorrect	learning	LS1	h30_p14_k_up_q2_right.jpg	97
4939.885	0.566	correct	learning	LS1	h101_p49_k_down_q2_right.jpg	98
4987.046	1.957	correct	learning	LS1	h84_p8_k_down_q3_right.jpg	98
5034.04	1.031	correct	learning	LS1	h75_p16_i_down_right.jpg	97
5081.034	1.127	correct	learning	LS1	h30_p47_i_up_left.jpg	97
5127.861	1.113	correct	learning	LS1	h34_p41_k_up_q4_left.jpg	98
5220.016	0.993	correct	learning	LS2	h101_p21_i_down_left.jpg	97
5266.843	0.595	correct	learning	LS2	h75_p37_k_down_q1_left.jpg	98
5313.837	0.692	correct	learning	LS2	h34_p41_k_up_q4_left.jpg	98
5360.664	0.789	correct	learning	LS2	h101_p49_k_down_q2_right.jpg	98
5407.491	1.254	correct	learning	LS2	h34_p17_i_up_left.jpg	97
5454.652	1.781	correct	learning	LS2	h75_p13_i_down_left.jpg	97
5501.979	0.981	correct	learning	LS2	h30_p11_i_up_left.jpg	97
5549.306	1.268	incorrect	learning	LS2	h84_p34_i_down_left.jpg	98
