onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
211.704	1.034	correct	learning	LS1	h38_p37_k_up_q3_right.jpg	98
258.532	1.195	incorrect	learning	LS1	h74_p16_k_up_q1_left.jpg	97
305.526	1.26	incorrect	learning	LS1	h97_p23_k_down_q2_right.jpg	97
352.686	0.94	correct	learning	LS1	h97_p35_i_down_left.jpg	97
400.18	1.098	correct	learning	LS1	h74_p48_i_up_right.jpg	97
447.674	1.144	correct	learning	LS1	h80_p25_i_down_right.jpg	97
495.001	1.031	correct	learning	LS1	h38_p47_i_up_left.jpg	97
542.329	0.902	correct	learning	LS1	h80_p30_k_down_q2_right.jpg	98
589.489	1.382	incorrect	learning	LS1	h20_p53_k_up_q3_right.jpg	97
636.816	1.604	incorrect	learning	LS1	h20_p43_i_up_right.jpg	98
729.138	1.132	correct	learning	LS2	h38_p37_k_up_q3_right.jpg	98
776.299	1.116	correct	learning	LS2	h80_p16_i_down_right.jpg	97
823.459	1.548	correct	learning	LS2	h80_p30_k_down_q2_right.jpg	98
870.453	1.037	correct	learning	LS2	h74_p12_i_up_right.jpg	97
917.614	0.861	correct	learning	LS2	h20_p12_i_up_right.jpg	97
964.774	0.861	incorrect	learning	LS2	h97_p23_k_down_q2_right.jpg	97
1011.768	2.156	correct	learning	LS2	h20_p53_k_up_q3_right.jpg	98
1058.929	0.797	correct	learning	LS2	h97_p33_i_down_right.jpg	97
1105.756	1.374	correct	learning	LS2	h74_p16_k_up_q1_left.jpg	98
1152.75	0.878	correct	learning	LS2	h38_p25_i_up_left.jpg	97
1244.738	1.111	correct	learning	LS3	h38_p47_i_up_left.jpg	97
1291.732	1.192	correct	learning	LS3	h97_p35_i_down_left.jpg	97
1338.726	1.016	correct	learning	LS3	h74_p48_i_up_right.jpg	97
1385.72	0.904	correct	learning	LS3	h20_p53_k_up_q3_right.jpg	98
1432.714	1.512	correct	learning	LS3	h80_p25_i_down_right.jpg	97
1480.041	0.744	correct	learning	LS3	h80_p30_k_down_q2_right.jpg	98
1527.535	1.174	correct	learning	LS3	h97_p23_k_down_q2_right.jpg	98
1574.863	0.998	correct	learning	LS3	h38_p37_k_up_q3_right.jpg	98
1622.19	0.821	correct	learning	LS3	h20_p43_i_up_right.jpg	97
1669.35	1.044	correct	learning	LS3	h74_p16_k_up_q1_left.jpg	98
1761.672	1.068	correct	learning	LS4	h97_p33_i_down_right.jpg	97
1808.833	1.148	correct	learning	LS4	h80_p30_k_down_q2_right.jpg	98
1856.16	0.955	correct	learning	LS4	h74_p16_k_up_q1_left.jpg	98
1903.32	0.971	correct	learning	LS4	h74_p12_i_up_right.jpg	97
1950.481	1.418	correct	learning	LS4	h80_p16_i_down_right.jpg	97
1997.642	1.034	correct	learning	LS4	h20_p12_i_up_right.jpg	97
2044.636	1.019	incorrect	learning	LS4	h38_p25_i_up_left.jpg	98
2091.63	0.731	correct	learning	LS4	h97_p23_k_down_q2_right.jpg	98
2138.624	0.78	correct	learning	LS4	h20_p53_k_up_q3_right.jpg	98
2185.784	1.259	correct	learning	LS4	h38_p37_k_up_q3_right.jpg	98
2458.749	1.458	correct	control	LS1	h34_p17_i_up_left.jpg	97
2504.743	1.159	correct	control	LS1	h75_p37_k_down_q1_left.jpg	97
2550.737	1.163	correct	control	LS1	h75_p13_i_down_left.jpg	97
2597.231	1.23	correct	control	LS1	h61_p5_k_up_q2_right.jpg	98
2643.559	0.705	correct	control	LS1	h55_p24_k_down_q4_left.jpg	97
2689.886	0.803	correct	control	LS1	h80_p16_i_down_right.jpg	98
2736.38	1.286	correct	control	LS1	h34_p41_k_up_q4_left.jpg	97
2782.707	1.433	correct	control	LS1	h61_p15_i_up_right.jpg	98
2829.201	1.164	correct	control	LS1	h55_p11_i_down_right.jpg	98
2875.529	0.863	correct	control	LS1	h80_p30_k_down_q2_right.jpg	98
2966.85	1.21	correct	control	LS2	h80_p30_k_down_q2_right.jpg	98
3013.011	0.798	correct	control	LS2	h75_p37_k_down_q1_left.jpg	97
3059.172	0.818	correct	control	LS2	h55_p15_i_down_left.jpg	97
3105.333	1.206	correct	control	LS2	h34_p41_k_up_q4_left.jpg	97
3151.493	0.778	correct	control	LS2	h34_p21_i_up_right.jpg	98
3197.654	0.638	correct	control	LS2	h61_p5_k_up_q2_right.jpg	98
3243.815	0.962	correct	control	LS2	h61_p25_i_up_left.jpg	97
3289.976	0.917	correct	control	LS2	h80_p25_i_down_right.jpg	98
3335.97	1.162	correct	control	LS2	h55_p24_k_down_q4_left.jpg	97
3381.964	0.703	correct	control	LS2	h75_p16_i_down_right.jpg	98
3473.119	2.058	correct	control	LS3	h75_p13_i_down_left.jpg	97
3519.28	0.959	correct	control	LS3	h61_p5_k_up_q2_right.jpg	98
3565.274	1.316	correct	control	LS3	h75_p37_k_down_q1_left.jpg	97
3611.268	0.729	correct	control	LS3	h61_p15_i_up_right.jpg	98
3657.428	0.924	correct	control	LS3	h80_p16_i_down_right.jpg	98
3703.756	1.119	correct	control	LS3	h55_p24_k_down_q4_left.jpg	97
3750.083	1.49	correct	control	LS3	h55_p11_i_down_right.jpg	98
3796.577	0.822	correct	control	LS3	h80_p30_k_down_q2_right.jpg	98
3843.071	1.32	correct	control	LS3	h34_p17_i_up_left.jpg	97
3889.399	n/a	to late	control	LS3	h34_p41_k_up_q4_left.jpg	n/a
3985.886	1.553	correct	control	LS4	h75_p37_k_down_q1_left.jpg	97
4032.047	0.678	correct	control	LS4	h61_p5_k_up_q2_right.jpg	98
4078.208	0.841	correct	control	LS4	h75_p16_i_down_right.jpg	98
4124.368	0.653	correct	control	LS4	h34_p21_i_up_right.jpg	98
4170.529	0.913	correct	control	LS4	h80_p25_i_down_right.jpg	98
4216.69	1.508	correct	control	LS4	h55_p15_i_down_left.jpg	97
4262.851	0.936	correct	control	LS4	h61_p25_i_up_left.jpg	97
