onset	duration	accuracy	trial_type	learning_stage	stimulus
0.0	2.399	correct	generate	Run1	generate/STIM_000.jpg
4.977	1.44	correct	generate	Run1	generate/STIM_000.jpg
8.583	2.238	correct	generate	Run1	generate/STIM_000.jpg
13.589	2.352	incorrect	generate	Run1	generate/STIM_000.jpg
19.171	1.38	correct	generate	Run1	generate/STIM_000.jpg
23.955	2.949	correct	generate	Run1	generate/STIM_001.jpg
30.866	1.538	correct	generate	Run1	generate/STIM_001.jpg
34.981	2.079	correct	generate	Run1	generate/STIM_001.jpg
39.169	1.413	correct	generate	Run1	generate/STIM_001.jpg
44.411	1.233	correct	generate	Run1	generate/STIM_001.jpg
48.587	2.834	incorrect	generate	Run1	generate/STIM_002.jpg
54.918	2.709	correct	generate	Run1	generate/STIM_002.jpg
59.66	1.632	correct	generate	Run1	generate/STIM_002.jpg
64.345	1.177	incorrect	generate	Run1	generate/STIM_002.jpg
67.566	2.264	correct	generate	Run1	generate/STIM_002.jpg
72.806	1.391	incorrect	generate	Run1	generate/STIM_003.jpg
77.303	1.982	incorrect	generate	Run1	generate/STIM_003.jpg
82.965	2.748	correct	generate	Run1	generate/STIM_003.jpg
89.673	1.909	incorrect	generate	Run1	generate/STIM_003.jpg
95.078	1.475	correct	generate	Run1	generate/STIM_003.jpg
99.793	1.832	correct	generate	Run1	generate/STIM_004.jpg
105.409	2.76	correct	generate	Run1	generate/STIM_004.jpg
110.993	1.764	incorrect	generate	Run1	generate/STIM_004.jpg
116.584	2.608	correct	generate	Run1	generate/STIM_004.jpg
122.568	1.942	incorrect	generate	Run1	generate/STIM_004.jpg
127.742	2.296	incorrect	generate	Run1	generate/STIM_005.jpg
133.568	2.158	correct	generate	Run1	generate/STIM_005.jpg
138.129	1.28	correct	generate	Run1	generate/STIM_005.jpg
142.779	2.21	correct	generate	Run1	generate/STIM_005.jpg
147.939	1.709	incorrect	generate	Run1	generate/STIM_005.jpg
153.062	2.419	incorrect	generate	Run1	generate/STIM_006.jpg
157.752	1.42	correct	generate	Run1	generate/STIM_006.jpg
162.326	2.429	correct	generate	Run1	generate/STIM_006.jpg
167.372	2.169	correct	generate	Run1	generate/STIM_006.jpg
172.236	1.725	correct	generate	Run1	generate/STIM_006.jpg
176.032	1.434	correct	generate	Run1	generate/STIM_007.jpg
180.41	2.944	incorrect	generate	Run1	generate/STIM_007.jpg
186.122	2.858	correct	generate	Run1	generate/STIM_007.jpg
192.194	1.178	correct	generate	Run1	generate/STIM_007.jpg
196.99	1.915	incorrect	generate	Run1	generate/STIM_007.jpg
202.015	2.131	correct	generate	Run1	generate/STIM_008.jpg
206.897	1.785	correct	generate	Run1	generate/STIM_008.jpg
210.934	1.822	correct	generate	Run1	generate/STIM_008.jpg
215.607	2.137	correct	generate	Run1	generate/STIM_008.jpg
219.872	1.9	correct	generate	Run1	generate/STIM_008.jpg
224.623	3.091	correct	generate	Run1	generate/STIM_009.jpg
231.138	2.671	correct	generate	Run1	generate/STIM_009.jpg
236.987	1.998	correct	generate	Run1	generate/STIM_009.jpg
242.519	1.362	incorrect	generate	Run1	generate/STIM_009.jpg
247.551	2.554	incorrect	generate	Run1	generate/STIM_009.jpg
253.715	1.384	incorrect	generate	Run1	generate/STIM_010.jpg
257.742	1.268	correct	generate	Run1	generate/STIM_010.jpg
262.181	2.409	correct	generate	Run1	generate/STIM_010.jpg
267.045	2.028	correct	generate	Run1	generate/STIM_010.jpg
272.421	1.523	correct	generate	Run1	generate/STIM_010.jpg
276.268	1.358	correct	generate	Run1	generate/STIM_011.jpg
280.706	1.387	correct	generate	Run1	generate/STIM_011.jpg
285.146	1.615	correct	generate	Run1	generate/STIM_011.jpg
290.252	1.484	correct	generate	Run1	generate/STIM_011.jpg
295.613	1.626	incorrect	generate	Run1	generate/STIM_011.jpg
301.053	1.958	incorrect	generate	Run1	generate/STIM_012.jpg
306.811	2.26	correct	generate	Run1	generate/STIM_012.jpg
312.833	1.792	correct	generate	Run1	generate/STIM_012.jpg
317.968	2.685	correct	generate	Run1	generate/STIM_012.jpg
323.125	1.691	correct	generate	Run1	generate/STIM_012.jpg
328.331	3.121	incorrect	generate	Run1	generate/STIM_013.jpg
334.477	1.707	correct	generate	Run1	generate/STIM_013.jpg
338.296	1.291	incorrect	generate	Run1	generate/STIM_013.jpg
342.157	1.864	correct	generate	Run1	generate/STIM_013.jpg
346.849	1.371	correct	generate	Run1	generate/STIM_013.jpg
351.254	1.303	correct	generate	Run1	generate/STIM_014.jpg
355.513	1.472	correct	generate	Run1	generate/STIM_014.jpg
359.367	1.5	incorrect	generate	Run1	generate/STIM_014.jpg
363.599	2.649	correct	generate	Run1	generate/STIM_014.jpg
369.395	1.869	incorrect	generate	Run1	generate/STIM_014.jpg
373.972	2.792	correct	generate	Run1	generate/STIM_015.jpg
380.408	3.054	incorrect	generate	Run1	generate/STIM_015.jpg
386.216	1.88	correct	generate	Run1	generate/STIM_015.jpg
390.393	1.857	correct	generate	Run1	generate/STIM_015.jpg
395.261	1.608	incorrect	generate	Run1	generate/STIM_015.jpg
400.02	2.365	incorrect	generate	Run1	generate/STIM_016.jpg
404.84	2.998	correct	generate	Run1	generate/STIM_016.jpg
410.653	2.589	correct	generate	Run1	generate/STIM_016.jpg
417.161	2.045	incorrect	generate	Run1	generate/STIM_016.jpg
422.947	1.309	incorrect	generate	Run1	generate/STIM_016.jpg
428.031	2.829	incorrect	generate	Run1	generate/STIM_017.jpg
434.071	1.542	correct	generate	Run1	generate/STIM_017.jpg
439.134	2.28	correct	generate	Run1	generate/STIM_017.jpg
443.558	2.159	incorrect	generate	Run1	generate/STIM_017.jpg
448.634	1.808	correct	generate	Run1	generate/STIM_017.jpg
452.868	1.609	correct	generate	Run1	generate/STIM_018.jpg
457.11	2.298	incorrect	generate	Run1	generate/STIM_018.jpg
461.927	2.33	correct	generate	Run1	generate/STIM_018.jpg
467.385	2.385	incorrect	generate	Run1	generate/STIM_018.jpg
471.901	1.04	correct	generate	Run1	generate/STIM_018.jpg
475.06	2.513	correct	generate	Run1	generate/STIM_019.jpg
480.55	2.953	correct	generate	Run1	generate/STIM_019.jpg
486.226	2.89	correct	generate	Run1	generate/STIM_019.jpg
492.288	2.453	incorrect	generate	Run1	generate/STIM_019.jpg
498.657	1.038	correct	generate	Run1	generate/STIM_019.jpg
503.3	2.878	incorrect	generate	Run1	generate/STIM_020.jpg
508.457	2.957	correct	generate	Run1	generate/STIM_020.jpg
515.197	2.012	correct	generate	Run1	generate/STIM_020.jpg
519.527	1.826	correct	generate	Run1	generate/STIM_020.jpg
523.482	1.467	correct	generate	Run1	generate/STIM_020.jpg
527.943	1.443	incorrect	generate	Run1	generate/STIM_021.jpg
532.342	2.323	correct	generate	Run1	generate/STIM_021.jpg
538.278	2.749	incorrect	generate	Run1	generate/STIM_021.jpg
543.27	2.189	correct	generate	Run1	generate/STIM_021.jpg
549.322	1.474	correct	generate	Run1	generate/STIM_021.jpg
553.459	1.316	correct	generate	Run1	generate/STIM_022.jpg
556.982	2.638	correct	generate	Run1	generate/STIM_022.jpg
561.807	1.841	correct	generate	Run1	generate/STIM_022.jpg
567.552	2.18	incorrect	generate	Run1	generate/STIM_022.jpg
572.86	1.783	incorrect	generate	Run1	generate/STIM_022.jpg
576.679	3.014	incorrect	generate	Run1	generate/STIM_023.jpg
581.779	2.914	correct	generate	Run1	generate/STIM_023.jpg
588.093	1.531	correct	generate	Run1	generate/STIM_023.jpg
592.982	1.989	correct	generate	Run1	generate/STIM_023.jpg
597.773	1.204	incorrect	generate	Run1	generate/STIM_023.jpg
601.369	2.83	correct	generate	Run1	generate/STIM_024.jpg
607.237	3.057	correct	generate	Run1	generate/STIM_024.jpg
614.068	2.59	incorrect	generate	Run1	generate/STIM_024.jpg
620.384	1.812	incorrect	generate	Run1	generate/STIM_024.jpg
626.083	1.836	correct	generate	Run1	generate/STIM_024.jpg
631.492	0.584	correct	repeat	Run1	repeat/STIM_000.jpg
634.649	0.54	correct	repeat	Run1	repeat/STIM_000.jpg
638.257	0.589	correct	repeat	Run1	repeat/STIM_000.jpg
641.839	0.734	correct	repeat	Run1	repeat/STIM_000.jpg
646.137	0.913	correct	repeat	Run1	repeat/STIM_000.jpg
650.574	0.792	correct	repeat	Run1	repeat/STIM_001.jpg
654.268	0.774	incorrect	repeat	Run1	repeat/STIM_001.jpg
658.334	0.572	correct	repeat	Run1	repeat/STIM_001.jpg
662.286	0.745	correct	repeat	Run1	repeat/STIM_001.jpg
665.042	0.748	correct	repeat	Run1	repeat/STIM_001.jpg
669.182	0.59	incorrect	repeat	Run1	repeat/STIM_002.jpg
673.419	0.806	correct	repeat	Run1	repeat/STIM_002.jpg
676.783	0.764	correct	repeat	Run1	repeat/STIM_002.jpg
680.875	1.004	correct	repeat	Run1	repeat/STIM_002.jpg
685.638	0.768	correct	repeat	Run1	repeat/STIM_002.jpg
690.293	0.932	correct	repeat	Run1	repeat/STIM_003.jpg
693.943	0.734	correct	repeat	Run1	repeat/STIM_003.jpg
698.199	0.582	correct	repeat	Run1	repeat/STIM_003.jpg
702.384	0.786	correct	repeat	Run1	repeat/STIM_003.jpg
706.59	0.738	correct	repeat	Run1	repeat/STIM_003.jpg
710.219	1.06	correct	repeat	Run1	repeat/STIM_004.jpg
714.112	1.013	correct	repeat	Run1	repeat/STIM_004.jpg
718.944	0.678	correct	repeat	Run1	repeat/STIM_004.jpg
723.236	0.844	correct	repeat	Run1	repeat/STIM_004.jpg
727.866	0.672	correct	repeat	Run1	repeat/STIM_004.jpg
731.039	0.721	incorrect	repeat	Run1	repeat/STIM_005.jpg
734.495	0.776	correct	repeat	Run1	repeat/STIM_005.jpg
737.748	0.577	correct	repeat	Run1	repeat/STIM_005.jpg
741.652	0.84	correct	repeat	Run1	repeat/STIM_005.jpg
745.418	0.95	incorrect	repeat	Run1	repeat/STIM_005.jpg
749.165	0.838	correct	repeat	Run1	repeat/STIM_006.jpg
752.822	0.794	correct	repeat	Run1	repeat/STIM_006.jpg
757.239	0.652	correct	repeat	Run1	repeat/STIM_006.jpg
761.025	0.636	correct	repeat	Run1	repeat/STIM_006.jpg
764.367	0.936	correct	repeat	Run1	repeat/STIM_006.jpg
769.175	0.857	correct	repeat	Run1	repeat/STIM_007.jpg
773.672	0.622	correct	repeat	Run1	repeat/STIM_007.jpg
776.465	0.683	correct	repeat	Run1	repeat/STIM_007.jpg
780.796	0.891	correct	repeat	Run1	repeat/STIM_007.jpg
783.856	0.555	correct	repeat	Run1	repeat/STIM_007.jpg
787.659	1.071	correct	repeat	Run1	repeat/STIM_008.jpg
791.454	0.606	correct	repeat	Run1	repeat/STIM_008.jpg
794.185	0.589	correct	repeat	Run1	repeat/STIM_008.jpg
798.647	0.608	correct	repeat	Run1	repeat/STIM_008.jpg
801.839	0.868	correct	repeat	Run1	repeat/STIM_008.jpg
805.766	0.888	correct	repeat	Run1	repeat/STIM_009.jpg
809.735	0.774	correct	repeat	Run1	repeat/STIM_009.jpg
813.529	0.647	correct	repeat	Run1	repeat/STIM_009.jpg
816.389	0.854	correct	repeat	Run1	repeat/STIM_009.jpg
820.18	0.823	correct	repeat	Run1	repeat/STIM_009.jpg
823.96	0.552	correct	repeat	Run1	repeat/STIM_010.jpg
827.155	0.831	correct	repeat	Run1	repeat/STIM_010.jpg
831.759	0.835	correct	repeat	Run1	repeat/STIM_010.jpg
836.259	0.903	correct	repeat	Run1	repeat/STIM_010.jpg
840.895	0.723	correct	repeat	Run1	repeat/STIM_010.jpg
844.496	0.937	incorrect	repeat	Run1	repeat/STIM_011.jpg
848.721	0.746	correct	repeat	Run1	repeat/STIM_011.jpg
852.235	0.937	correct	repeat	Run1	repeat/STIM_011.jpg
856.799	0.79	correct	repeat	Run1	repeat/STIM_011.jpg
861.143	1.014	correct	repeat	Run1	repeat/STIM_011.jpg
864.381	1.018	incorrect	repeat	Run1	repeat/STIM_012.jpg
869.363	0.814	correct	repeat	Run1	repeat/STIM_012.jpg
873.212	0.7	correct	repeat	Run1	repeat/STIM_012.jpg
876.938	0.8	correct	repeat	Run1	repeat/STIM_012.jpg
880.69	0.728	correct	repeat	Run1	repeat/STIM_012.jpg
