trial_index	trial_type	block_number	response_time_ms
55	go	4	645.079
56	go	4	494.006
57	go	4	n/a
58	go	4	545.444
59	go	4	428.620
60	go	4	544.675
61	nogo	4	375.604
62	go	4	492.825
63	go	4	444.058
64	nogo	4	376.204
65	go	4	611.542
66	nogo	4	344.098
67	go	4	542.822
68	go	4	793.708
69	go	4	642.536
70	go	4	579.973
71	go	4	758.968
72	go	4	562.911
73	go	4	675.978
74	go	4	n/a
75	go	4	459.611
76	nogo	4	361.234
77	go	4	578.028
78	go	4	578.091
79	go	4	544.371
80	go	4	509.108
81	go	4	527.331
82	go	4	663.004
83	go	4	644.982
84	go	4	641.517
85	go	4	627.577
86	nogo	4	327.012
87	go	4	477.290
88	go	4	592.629
89	nogo	4	394.368
90	go	4	594.611
91	go	4	460.870
92	go	4	544.302
93	nogo	4	443.007
94	go	4	544.202
95	nogo	4	394.462
96	go	4	611.134
97	go	4	542.919
98	go	4	544.400
99	go	4	627.992
100	go	4	527.406
101	go	4	512.643
102	go	4	445.243
103	go	4	559.575
104	nogo	4	278.628
105	go	4	561.640
106	go	4	461.493
107	nogo	4	359.912
108	go	4	577.119
109	go	4	426.945
110	go	4	495.042
111	nogo	4	426.677
112	go	4	494.587
113	go	4	444.798
114	nogo	4	444.715
115	nogo	5	361.021
116	go	5	642.721
117	go	5	576.651
118	go	5	576.253
119	nogo	5	426.052
120	go	5	544.633
121	go	5	611.112
122	go	5	609.028
123	go	5	510.898
124	go	5	528.453
125	go	5	544.348
126	go	5	444.322
127	go	5	460.526
128	nogo	5	360.202
129	go	5	460.638
130	go	5	510.253
131	go	5	543.084
132	go	5	525.328
133	go	5	609.409
134	go	5	579.644
135	nogo	5	427.784
136	go	5	494.222
137	go	5	428.080
138	go	5	476.706
139	go	5	411.277
140	go	5	443.621
141	nogo	5	409.512
142	go	5	428.973
143	nogo	5	443.256
144	go	5	394.365
145	go	5	376.251
146	go	5	511.709
147	nogo	5	425.952
148	go	5	n/a
149	nogo	5	392.653
150	go	5	411.595
151	go	5	626.498
152	go	5	544.596
153	go	5	544.527
154	nogo	5	345.629
155	go	5	376.867
156	go	5	394.882
157	go	5	529.310
158	go	5	409.093
159	nogo	5	444.984
160	go	5	n/a
161	go	5	545.338
162	nogo	5	595.217
163	go	5	460.578
164	go	5	427.697
165	go	5	461.267
166	go	5	494.233
167	go	5	445.880
168	go	5	409.510
169	go	5	378.378
170	go	5	560.584
171	go	5	445.905
172	go	5	495.048
173	nogo	5	n/a
174	go	5	811.669
193	go	7	527.934
194	go	7	545.833
195	nogo	7	376.536
196	go	7	544.598
197	go	7	593.669
198	go	7	561.309
199	go	7	410.954
200	go	7	629.145
201	nogo	7	360.514
202	go	7	477.372
203	go	7	510.831
204	nogo	7	377.000
205	go	7	542.631
206	go	7	661.623
207	go	7	476.674
208	go	7	477.073
209	nogo	7	527.169
210	go	7	528.056
211	go	7	461.450
212	nogo	7	360.460
