trial_index	trial_type	block_number	mean_velocity
55	go	4	824.952632
56	go	4	753.360761
57	nogo	4	n/a
58	go	4	925.620076
59	nogo	4	910.598645
60	go	4	836.137622
61	go	4	1038.500304
62	go	4	846.480410
63	nogo	4	756.089587
64	go	4	1002.874933
65	go	4	1075.036797
66	go	4	1148.744769
67	nogo	4	766.495113
68	go	4	1090.639511
69	nogo	4	878.194820
70	go	4	727.308549
71	go	4	1014.747326
72	go	4	1089.170250
73	nogo	4	991.250996
74	go	4	659.282820
75	go	4	1069.341977
76	go	4	571.769195
77	go	4	551.771158
78	go	4	848.236666
79	go	4	694.253962
80	nogo	4	870.908180
81	go	4	811.756042
82	go	4	907.204829
83	go	4	963.338115
84	go	4	1313.638577
85	go	4	1099.660883
86	go	4	1023.177328
87	nogo	4	n/a
88	go	4	851.145896
89	go	4	913.356303
90	nogo	4	635.882831
91	go	4	840.265115
92	go	4	876.828407
93	go	4	989.480441
94	go	4	711.494651
95	go	4	534.275574
96	go	4	724.438853
97	go	4	704.091403
98	go	4	858.436261
99	go	4	963.320022
100	go	4	836.907288
101	go	4	866.772843
102	go	4	932.699229
103	nogo	4	912.810679
104	go	4	927.031428
105	go	4	596.992950
106	go	4	987.933526
107	nogo	4	741.465790
108	go	4	656.793817
109	go	4	792.149075
110	go	4	772.202166
111	nogo	4	855.767751
112	go	4	812.010260
113	go	4	927.431512
114	go	4	936.243227
115	nogo	5	n/a
116	go	5	980.800222
117	nogo	5	559.822853
118	go	5	1007.063598
119	go	5	1169.269988
120	go	5	1047.432601
121	go	5	1092.883405
122	go	5	961.826357
123	go	5	855.392380
124	go	5	969.872267
125	nogo	5	847.591810
126	go	5	740.925402
127	go	5	775.141424
128	go	5	804.764429
129	go	5	917.394995
130	nogo	5	811.318723
131	go	5	808.413161
132	go	5	1007.363532
133	go	5	941.106246
134	go	5	843.652680
135	go	5	970.519415
136	go	5	614.942307
137	nogo	5	787.443097
138	go	5	872.793340
139	go	5	888.335626
140	go	5	948.509039
141	go	5	880.384674
142	go	5	1033.754858
143	go	5	806.403302
144	nogo	5	877.057086
145	go	5	892.943019
146	go	5	633.792645
147	go	5	792.066055
148	nogo	5	677.120471
149	go	5	915.490451
150	nogo	5	808.854680
151	go	5	707.862384
152	go	5	1041.367806
153	go	5	952.821300
154	go	5	779.444238
155	nogo	5	886.951101
156	go	5	772.976844
157	go	5	809.238378
158	go	5	898.301245
159	go	5	728.692844
160	go	5	907.382653
161	go	5	798.688233
162	go	5	787.240592
163	go	5	856.759919
