onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	8.797	incorrect	learning	LS1	PICTURE_15.jpg	i	false alarm
8.797	9.821	correct	learning	LS1	PICTURE_508.jpg	c	hit
18.618	10.206	correct	learning	LS1	PICTURE_95.jpg	c	hit
28.824	8.359	correct	learning	LS1	PICTURE_15.jpg	c	hit
37.183	9.710	correct	learning	LS1	PICTURE_95.jpg	i	correct rejection
46.893	11.062	correct	learning	LS1	PICTURE_480.jpg	c	hit
57.955	8.415	incorrect	learning	LS1	PICTURE_508.jpg	i	false alarm
66.370	7.527	incorrect	learning	LS1	PICTURE_488.jpg	c	miss
73.897	13.677	correct	learning	LS1	PICTURE_480.jpg	i	correct rejection
87.574	13.435	correct	learning	LS1	PICTURE_488.jpg	i	correct rejection
101.009	8.977	correct	learning	LS2	PICTURE_480.jpg	i	correct rejection
109.986	7.937	correct	learning	LS2	PICTURE_15.jpg	i	correct rejection
117.923	9.296	correct	learning	LS2	PICTURE_95.jpg	c	hit
127.219	9.367	correct	learning	LS2	PICTURE_508.jpg	c	hit
136.586	10.087	correct	learning	LS2	PICTURE_488.jpg	i	correct rejection
146.673	8.727	correct	learning	LS2	PICTURE_95.jpg	i	correct rejection
155.400	6.720	correct	learning	LS2	PICTURE_15.jpg	c	hit
162.120	11.276	correct	learning	LS2	PICTURE_480.jpg	c	hit
173.396	8.150	correct	learning	LS2	PICTURE_488.jpg	c	hit
181.546	7.729	correct	learning	LS2	PICTURE_508.jpg	i	correct rejection
189.275	7.559	correct	learning	LS3	PICTURE_480.jpg	c	hit
196.834	6.978	correct	learning	LS3	PICTURE_508.jpg	i	correct rejection
203.812	6.883	correct	learning	LS3	PICTURE_15.jpg	c	hit
210.695	6.469	correct	learning	LS3	PICTURE_488.jpg	c	hit
217.164	7.973	correct	learning	LS3	PICTURE_480.jpg	i	correct rejection
225.137	6.766	correct	learning	LS3	PICTURE_95.jpg	c	hit
231.903	6.678	correct	learning	LS3	PICTURE_15.jpg	i	correct rejection
238.581	7.071	correct	learning	LS3	PICTURE_488.jpg	i	correct rejection
245.652	5.704	correct	learning	LS3	PICTURE_95.jpg	i	correct rejection
251.356	7.376	correct	learning	LS3	PICTURE_508.jpg	c	hit
258.732	7.068	correct	learning	LS4	PICTURE_508.jpg	c	hit
265.800	6.508	correct	learning	LS4	PICTURE_15.jpg	c	hit
272.308	7.387	correct	learning	LS4	PICTURE_480.jpg	c	hit
279.695	8.266	correct	learning	LS4	PICTURE_488.jpg	i	correct rejection
287.961	8.186	correct	learning	LS4	PICTURE_508.jpg	i	correct rejection
296.147	7.465	correct	learning	LS4	PICTURE_480.jpg	i	correct rejection
303.612	7.065	correct	learning	LS4	PICTURE_15.jpg	i	correct rejection
310.677	7.784	correct	learning	LS4	PICTURE_95.jpg	i	correct rejection
318.461	6.584	correct	learning	LS4	PICTURE_488.jpg	c	hit
325.045	6.184	correct	learning	LS4	PICTURE_95.jpg	c	hit
331.229	12.476	incorrect	learning	LS1	PICTURE_462.jpg	i	false alarm
343.705	14.136	incorrect	learning	LS1	PICTURE_400.jpg	i	false alarm
357.841	15.481	incorrect	learning	LS1	PICTURE_21.jpg	i	false alarm
373.322	17.146	correct	learning	LS1	PICTURE_405.jpg	c	hit
390.468	7.621	correct	learning	LS1	PICTURE_21.jpg	c	hit
398.089	8.492	incorrect	learning	LS1	PICTURE_400.jpg	c	miss
406.581	8.725	incorrect	learning	LS1	PICTURE_402.jpg	c	miss
415.306	9.757	correct	learning	LS1	PICTURE_405.jpg	i	correct rejection
425.063	13.508	correct	learning	LS1	PICTURE_402.jpg	i	correct rejection
438.571	10.221	correct	learning	LS1	PICTURE_462.jpg	c	hit
448.792	7.193	correct	learning	LS2	PICTURE_462.jpg	c	hit
455.985	6.945	correct	learning	LS2	PICTURE_405.jpg	c	hit
462.930	8.143	correct	learning	LS2	PICTURE_400.jpg	c	hit
471.073	5.496	incorrect	learning	LS2	PICTURE_402.jpg	i	false alarm
476.569	8.134	correct	learning	LS2	PICTURE_405.jpg	i	correct rejection
484.703	8.053	correct	learning	LS2	PICTURE_21.jpg	i	correct rejection
492.756	7.805	correct	learning	LS2	PICTURE_400.jpg	i	correct rejection
500.561	7.404	correct	learning	LS2	PICTURE_21.jpg	c	hit
507.965	8.123	correct	learning	LS2	PICTURE_462.jpg	i	correct rejection
516.088	7.230	correct	learning	LS2	PICTURE_402.jpg	c	hit
523.318	8.661	correct	learning	LS3	PICTURE_400.jpg	i	correct rejection
531.979	7.282	correct	learning	LS3	PICTURE_462.jpg	c	hit
