trial_index	trial_type	block_number	mean_velocity
55	go	4	859.042749
56	go	4	942.763122
57	nogo	4	777.818114
58	go	4	870.974600
59	go	4	774.643538
60	go	4	906.619671
61	go	4	661.650393
62	go	4	733.221056
63	nogo	4	581.720324
64	go	4	805.027763
65	go	4	678.645059
66	go	4	862.435346
67	go	4	909.962444
68	go	4	936.540811
69	nogo	4	886.792041
70	go	4	1144.296949
71	go	4	766.206605
72	nogo	4	722.403110
73	go	4	538.015780
74	go	4	645.916339
75	go	4	676.303972
76	go	4	706.784558
77	go	4	543.406601
78	go	4	831.049669
79	go	4	n/a
80	go	4	739.291097
81	go	4	827.985497
82	go	4	701.225606
83	nogo	4	545.321945
84	go	4	776.854547
85	go	4	737.244302
86	go	4	789.490210
87	go	4	794.848632
88	go	4	702.201166
89	go	4	654.804965
90	go	4	729.450988
91	nogo	4	817.827189
92	go	4	754.769864
93	go	4	652.667203
94	go	4	616.676261
95	go	4	672.389732
96	go	4	646.005744
97	nogo	4	707.683452
98	go	4	796.981040
99	nogo	4	670.602883
100	go	4	730.272091
101	go	4	624.084291
102	go	4	732.936516
103	go	4	592.702409
104	nogo	4	713.156434
105	go	4	899.836097
106	nogo	4	801.394815
107	go	4	872.130355
108	go	4	960.965185
109	nogo	4	621.506163
110	go	4	777.096160
111	go	4	960.816640
112	go	4	1006.826319
113	nogo	4	809.184177
114	go	4	795.398921
115	go	5	869.235802
116	go	5	903.077172
117	go	5	711.974130
118	nogo	5	708.181330
119	go	5	946.590831
120	nogo	5	626.714165
121	go	5	715.831474
122	go	5	860.502123
123	go	5	856.203521
124	go	5	996.215759
125	nogo	5	885.928671
126	go	5	864.881909
127	go	5	802.474345
128	go	5	740.806989
129	nogo	5	555.945018
130	go	5	774.555222
131	go	5	813.405138
132	nogo	5	833.486893
133	go	5	840.086081
134	go	5	686.439436
135	go	5	855.878686
136	go	5	1021.226271
137	go	5	856.999912
138	nogo	5	800.346258
139	go	5	851.348952
140	nogo	5	756.941390
141	go	5	736.016697
142	go	5	739.696709
143	go	5	953.031998
144	go	5	886.006699
145	go	5	853.827822
146	go	5	685.527764
147	nogo	5	938.168225
148	go	5	807.633368
149	go	5	846.360207
150	go	5	747.109109
151	go	5	841.782634
152	nogo	5	755.893499
153	go	5	906.122901
154	go	5	594.877880
155	nogo	5	766.986208
156	go	5	714.584060
157	nogo	5	488.157763
158	go	5	740.544863
159	go	5	744.040690
160	go	5	n/a
161	go	5	741.008380
162	go	5	617.952853
163	go	5	653.312905
164	go	5	629.781157
165	nogo	5	607.285288
166	go	5	961.472773
167	go	5	718.278755
168	go	5	887.767886
169	go	5	796.015916
170	go	5	633.340358
171	go	5	1079.227856
172	go	5	990.540825
173	go	5	856.108951
174	go	5	783.506468
193	nogo	7	857.634635
194	go	7	1262.213224
195	go	7	1294.557339
196	go	7	1026.454306
197	go	7	831.656869
198	go	7	894.700336
199	go	7	972.108073
200	nogo	7	895.025679
201	go	7	965.826409
202	go	7	993.409153
203	go	7	956.664977
204	go	7	948.354822
205	go	7	771.355571
206	go	7	690.596432
207	go	7	966.032007
208	go	7	734.142304
209	go	7	952.614179
210	nogo	7	895.561595
211	go	7	1061.979373
212	nogo	7	997.051597
213	go	7	860.519918
214	go	7	764.464961
215	go	7	884.913911
216	go	7	891.338984
217	nogo	7	n/a
218	go	7	727.453218
219	go	7	747.725411
220	go	7	756.737531
221	go	7	634.941352
222	nogo	7	763.942130
223	go	7	978.778344
224	nogo	7	631.305879
225	go	7	790.000671
226	go	7	730.625365
227	go	7	801.914496
228	go	7	990.180438
229	go	7	1063.237906
230	nogo	7	1010.209276
231	go	7	654.152875
232	go	7	646.681974
233	go	7	756.124618
234	go	7	1007.445662
235	nogo	7	759.816738
236	go	7	667.115180
237	go	7	548.633081
238	go	7	882.025315
239	go	7	744.380243
240	go	7	614.673109
241	go	7	953.451079
242	go	7	813.878477
243	go	7	721.413268
244	nogo	7	779.799759
245	go	7	522.799630
246	nogo	7	626.338147
247	go	7	1089.756128
248	go	7	684.468477
249	go	7	665.968758
250	go	7	740.395100
251	go	7	682.554217
252	nogo	7	769.175300
253	nogo	8	706.956643
254	go	8	781.564394
255	go	8	669.242505
256	nogo	8	762.653653
257	go	8	650.185155
258	go	8	753.907273
259	go	8	805.008254
260	nogo	8	811.237353
261	go	8	699.489366
262	nogo	8	737.034522
263	go	8	722.652908
264	go	8	666.810218
265	go	8	806.367337
266	go	8	835.851043
267	go	8	846.160425
