trial_index	trial_type	block_number	path_length
55	nogo	4	515.948033
56	go	4	524.557236
57	go	4	n/a
58	nogo	4	573.158256
59	go	4	619.035334
60	go	4	504.117096
61	go	4	612.129819
62	nogo	4	399.674050
63	go	4	603.100770
64	go	4	532.918306
65	go	4	550.408569
66	go	4	563.400869
67	go	4	621.960534
68	go	4	583.000292
69	nogo	4	410.442380
70	go	4	547.792669
71	go	4	544.409453
72	go	4	588.838422
73	go	4	535.232433
74	go	4	559.048854
75	go	4	519.142430
76	go	4	569.208373
77	nogo	4	473.740624
78	go	4	586.662661
79	nogo	4	582.147002
80	go	4	597.162648
81	go	4	585.086345
82	go	4	606.637375
83	nogo	4	418.094503
84	go	4	546.218053
85	nogo	4	523.622443
86	go	4	548.583003
87	go	4	555.988622
88	go	4	555.181506
89	go	4	617.221127
90	go	4	533.760029
91	nogo	4	558.872415
92	go	4	584.733046
93	go	4	583.195583
94	go	4	580.738713
95	go	4	586.077735
96	go	4	627.167105
97	go	4	622.216184
98	nogo	4	505.071096
99	go	4	563.453374
100	go	4	573.788655
101	nogo	4	359.392414
102	go	4	503.187486
103	go	4	561.232418
104	go	4	599.593280
105	go	4	529.673166
106	nogo	4	532.698552
107	go	4	583.476926
108	go	4	565.059937
109	go	4	571.969651
110	go	4	512.040021
111	go	4	546.440056
112	go	4	508.417269
113	go	4	573.699932
114	go	4	587.260963
115	go	5	n/a
116	nogo	5	458.683016
117	go	5	514.542620
118	go	5	581.555355
119	nogo	5	n/a
120	go	5	510.463074
121	go	5	567.817983
122	go	5	537.403714
123	go	5	n/a
124	go	5	516.592224
125	go	5	566.555167
126	go	5	588.768389
127	go	5	537.998511
128	nogo	5	617.295689
129	go	5	589.162105
130	go	5	595.463185
131	nogo	5	405.000931
132	go	5	629.979643
133	nogo	5	510.395807
134	go	5	596.170991
135	go	5	532.507716
136	nogo	5	468.123391
137	go	5	583.047178
138	nogo	5	346.330897
139	go	5	629.362494
140	go	5	599.307328
141	go	5	533.470992
142	go	5	610.332558
143	go	5	560.863115
