trial_index	trial_type	block_number	mean_acceleration
55	go	4	8810.538936
56	go	4	7873.649045
57	go	4	9261.762211
58	nogo	4	8001.778432
59	go	4	9588.544838
60	go	4	8689.962951
61	nogo	4	9450.181913
62	go	4	11249.980209
63	go	4	8558.394945
64	nogo	4	9627.257540
65	go	4	9100.655678
66	go	4	10079.583045
67	go	4	7597.494272
68	nogo	4	7462.119746
69	go	4	9566.509281
70	go	4	7054.050361
71	go	4	8680.312727
72	nogo	4	16539.204937
73	go	4	7238.978938
74	nogo	4	10855.467559
75	go	4	10549.008898
76	go	4	6634.178012
77	go	4	7106.079726
78	go	4	8802.298563
79	go	4	8243.888753
80	nogo	4	8291.345166
81	go	4	9880.288386
82	nogo	4	12930.193653
83	go	4	7626.964154
84	nogo	4	8309.919849
85	go	4	7722.287706
86	nogo	4	5640.081023
87	go	4	6609.976815
88	go	4	9105.765784
89	go	4	7244.710326
90	go	4	9076.794161
91	go	4	9501.322572
92	go	4	9666.937989
93	go	4	8498.997719
94	go	4	11474.464383
95	go	4	8921.775641
96	nogo	4	9150.830226
97	go	4	7758.291177
98	go	4	7215.243146
99	go	4	11811.386493
100	go	4	9117.354212
101	go	4	n/a
102	go	4	12951.687670
103	go	4	10486.174436
104	nogo	4	10216.194633
105	go	4	8256.556867
106	go	4	10777.316371
107	go	4	11352.420340
108	go	4	7511.558116
109	go	4	7355.512245
110	go	4	7778.829177
111	go	4	7383.843560
112	go	4	8164.699058
113	go	4	8412.548531
114	go	4	11902.712213
115	nogo	5	12862.803276
116	go	5	13144.545231
117	go	5	7722.454284
118	go	5	8048.706198
119	go	5	8749.567365
120	go	5	7768.185942
121	go	5	10019.014007
122	go	5	5484.333820
123	nogo	5	9749.162121
124	go	5	7928.312843
125	go	5	10418.591920
126	nogo	5	8387.999321
127	go	5	9176.459293
128	go	5	8393.073908
129	nogo	5	18245.227434
130	go	5	9350.865039
131	go	5	8578.520804
132	go	5	10665.921965
133	go	5	15255.866455
134	go	5	8993.957707
135	go	5	10247.478812
136	go	5	6913.714238
137	go	5	8503.896445
138	nogo	5	8155.271115
139	go	5	10866.542689
140	go	5	9623.900086
141	go	5	8121.472531
142	go	5	12739.783504
143	go	5	10990.928669
144	nogo	5	9831.686607
145	go	5	8347.798647
146	go	5	10564.420531
147	nogo	5	8947.458918
148	go	5	n/a
149	go	5	10144.009508
150	go	5	5543.280786
151	go	5	16530.762642
152	go	5	8893.835233
153	nogo	5	9631.216769
154	go	5	11011.082720
155	go	5	9159.909705
156	go	5	12368.636759
157	go	5	6840.333235
158	nogo	5	10477.850979
159	go	5	10649.066803
160	go	5	12533.457108
161	go	5	7172.458159
162	go	5	8781.637408
163	go	5	16465.903569
164	go	5	24455.119428
165	go	5	8840.472747
166	nogo	5	13143.720572
167	go	5	11579.201299
168	go	5	7307.157050
169	go	5	15151.405858
170	go	5	11373.059301
171	nogo	5	6398.729705
172	go	5	8088.804742
173	go	5	9008.729768
174	nogo	5	10441.001612
193	go	7	12431.186358
194	nogo	7	8765.528131
195	go	7	8058.423586
196	go	7	7957.189892
197	go	7	6870.295907
198	go	7	6962.545945
199	go	7	6115.588342
200	go	7	13280.580355
201	go	7	8958.031327
202	go	7	n/a
203	go	7	6980.008197
204	nogo	7	8010.111935
205	go	7	10482.569287
206	nogo	7	7649.279173
207	go	7	9925.972121
208	nogo	7	9448.371329
209	go	7	9717.108800
210	go	7	6402.147252
211	go	7	10639.154710
212	go	7	11748.473045
213	nogo	7	11558.043610
214	go	7	6001.148632
215	go	7	n/a
216	go	7	7671.677135
217	go	7	9627.322742
218	nogo	7	9010.740764
219	go	7	10052.731023
220	go	7	8719.723514
221	go	7	7890.247802
222	nogo	7	11398.176522
223	go	7	7950.336934
224	go	7	10005.872393
225	nogo	7	12734.442486
226	go	7	8299.176713
227	go	7	8278.818273
228	go	7	10607.227035
229	go	7	6489.023400
230	go	7	8932.436691
231	go	7	9650.330219
232	go	7	18065.200210
233	go	7	9096.118412
234	go	7	7053.649311
235	go	7	9726.110705
236	go	7	12122.781785
237	go	7	8990.821202
238	nogo	7	12091.907758
239	go	7	7227.912084
240	go	7	7277.301500
241	go	7	9366.215417
242	go	7	10375.986068
243	nogo	7	14256.382639
244	go	7	8244.938734
245	go	7	n/a
246	go	7	9585.553530
247	nogo	7	12219.155390
248	go	7	8399.452617
249	nogo	7	8950.671542
250	go	7	11983.224693
251	go	7	13103.740956
252	go	7	9696.461955
253	go	8	10149.954880
254	go	8	8754.131998
255	go	8	12983.094252
256	nogo	8	8962.748494
257	go	8	13484.688877
258	go	8	11594.670434
259	go	8	6267.550333
260	go	8	6031.368895
261	go	8	18226.246493
262	go	8	8547.692397
263	go	8	9712.320025
264	nogo	8	5523.110108
265	go	8	7330.063961
266	nogo	8	5921.457353
267	go	8	11850.788564
268	go	8	7347.321757
269	go	8	6864.202604
270	go	8	6549.823813
271	go	8	9162.381721
272	go	8	n/a
273	go	8	12025.329717
274	go	8	11172.158623
275	go	8	10580.644016
276	nogo	8	6177.063153
277	go	8	11130.594573
278	go	8	11520.336464
279	go	8	n/a
280	go	8	8828.237163
281	go	8	8230.819493
282	go	8	8712.086009
283	nogo	8	9692.937068
284	go	8	13572.584212
285	nogo	8	9692.507288
286	go	8	9155.460111
287	nogo	8	8953.915532
288	go	8	8878.646759
289	go	8	6118.670417
290	go	8	10676.572024
291	go	8	16887.104221
292	go	8	7194.819412
293	nogo	8	12759.260200
294	go	8	11287.678094
295	go	8	10160.177854
296	go	8	9648.463917
297	go	8	6269.816814
298	go	8	7644.342578
299	nogo	8	12182.361679
300	go	8	8822.700644
301	go	8	10277.007981
302	nogo	8	9780.310627
303	go	8	7118.610374
304	go	8	n/a
305	go	8	10465.351821
306	nogo	8	8963.826378
307	go	8	10483.794423
308	go	8	6469.680350
309	go	8	8357.159016
310	nogo	8	12265.802967
311	go	8	10161.204033
312	go	8	n/a
331	go	10	11077.823703
332	go	10	10291.105721
333	go	10	8770.615687
334	go	10	8193.804046
335	nogo	10	10243.588507
336	go	10	7279.069210
337	go	10	6653.214056
338	go	10	8250.278891
339	nogo	10	10186.098862
340	go	10	8041.200117
341	go	10	9152.578682
342	nogo	10	8062.334115
343	go	10	8452.161706
344	go	10	9621.459635
345	go	10	9046.303047
346	go	10	n/a
347	go	10	17868.777531
348	go	10	9513.040183
349	go	10	6508.539924
350	nogo	10	9063.691325
351	go	10	8755.653398
352	nogo	10	21032.811767
353	go	10	11604.206402
354	go	10	10445.002516
355	nogo	10	16486.089624
356	go	10	9990.197741
357	nogo	10	6162.778783
358	go	10	12597.064504
359	go	10	13477.799493
360	go	10	n/a
361	go	10	n/a
362	go	10	11909.951697
363	go	10	9955.756621
364	go	10	7514.624247
365	go	10	9383.771776
366	go	10	9591.178480
367	nogo	10	10810.944182
368	go	10	9811.157708
369	nogo	10	12341.356021
370	go	10	15027.146332
371	nogo	10	10951.245360
372	go	10	10574.897926
373	nogo	10	9086.602586
374	go	10	10634.593752
375	go	10	13195.651563
376	go	10	7101.109008
377	go	10	9307.662855
378	go	10	20131.528470
379	go	10	25675.673128
380	go	10	12459.201476
381	go	10	14852.835523
382	go	10	8315.040763
383	go	10	7234.578053
384	nogo	10	7753.737561
385	go	10	20106.562426
386	go	10	9988.699578
387	go	10	9122.659092
388	go	10	7207.916151
389	go	10	7318.865713
390	go	10	6303.134497
391	go	11	14467.889731
392	nogo	11	11152.120078
393	go	11	8763.405770
394	go	11	8477.984134
395	go	11	14850.234245
396	go	11	9114.725763
397	go	11	8634.772887
398	go	11	10386.612257
399	go	11	8496.187827
400	go	11	8915.606522
401	go	11	11130.663821
402	go	11	8703.092578
403	nogo	11	9679.292067
404	go	11	7845.077289
405	go	11	9322.197888
406	nogo	11	10504.732941
407	go	11	10980.293642
408	go	11	5922.381389
409	go	11	10524.999203
410	go	11	8533.820658
411	go	11	8647.718926
412	go	11	9332.764692
413	go	11	11135.562820
414	go	11	n/a
415	go	11	11593.152586
416	nogo	11	11282.804063
417	go	11	13054.593668
418	go	11	12450.852068
419	go	11	12725.308987
420	nogo	11	10287.874007
421	go	11	12247.065195
422	go	11	15474.954278
423	nogo	11	10873.476129
424	go	11	9667.973102
425	nogo	11	11539.341901
426	go	11	13663.671867
427	go	11	12292.761057
428	go	11	9180.621659
429	go	11	10306.468719
430	go	11	11974.483185
431	nogo	11	13195.576074
432	go	11	13134.917435
433	go	11	9783.448142
434	nogo	11	14739.009991
435	go	11	7818.919167
436	nogo	11	13132.529415
437	go	11	10920.756701
438	go	11	6343.447962
439	go	11	n/a
440	go	11	11178.228486
441	go	11	12070.847478
442	go	11	11088.261594
443	go	11	7556.047341
444	go	11	8693.413138
445	go	11	7497.743243
446	nogo	11	n/a
447	go	11	7416.052423
448	nogo	11	6549.725870
449	go	11	7977.742280
450	go	11	12494.355289
469	go	13	19000.876324
470	go	13	21569.289757
471	go	13	14302.607790
472	go	13	12416.181563
473	go	13	8153.393074
474	nogo	13	14337.655797
475	go	13	7634.093391
476	nogo	13	8104.921250
477	go	13	8368.844437
478	nogo	13	13426.388866
479	go	13	n/a
480	nogo	13	10762.575700
481	go	13	12304.446765
482	go	13	6462.668231
483	go	13	8505.514932
484	go	13	9884.337100
485	go	13	9577.716949
486	nogo	13	8725.004423
487	go	13	7150.974524
488	go	13	11690.925573
489	go	13	11085.991268
490	go	13	13532.928339
491	nogo	13	16691.525414
492	go	13	8776.637882
493	go	13	13623.939013
494	go	13	8438.459095
495	go	13	11129.849407
496	go	13	11126.799440
497	go	13	6849.081414
498	nogo	13	10381.782947
499	go	13	7142.964166
500	nogo	13	6850.442661
501	go	13	12443.684106
502	go	13	n/a
503	nogo	13	10460.265238
504	go	13	8545.994204
505	go	13	6817.477874
506	go	13	11717.142667
507	go	13	n/a
508	go	13	9332.986557
509	go	13	14191.455905
510	go	13	13221.197792
511	go	13	17419.725940
512	go	13	10864.979172
513	go	13	10573.496392
514	go	13	8982.455530
515	go	13	7464.470704
516	go	13	12548.836006
517	nogo	13	11035.628999
518	go	13	12599.875755
519	nogo	13	n/a
520	go	13	7038.704088
521	go	13	8954.722511
522	go	13	13815.303564
523	go	13	12115.119921
524	go	13	7602.134886
525	nogo	13	11866.444058
526	go	13	14689.971713
527	go	13	8807.864262
528	go	13	14046.432602
529	nogo	14	12067.171768
530	go	14	21267.827286
531	go	14	14263.768396
532	go	14	10784.511028
533	go	14	11207.786502
534	go	14	8535.829850
535	go	14	9678.524244
536	go	14	n/a
537	go	14	12995.361150
538	nogo	14	7905.757126
539	go	14	13277.903308
540	nogo	14	15754.939672
541	go	14	n/a
542	go	14	16085.737222
543	go	14	12633.803494
544	go	14	11064.924571
545	go	14	12054.302051
546	go	14	8291.149044
547	nogo	14	7895.664450
548	go	14	7433.114694
549	go	14	9755.386940
550	go	14	12258.859101
551	go	14	n/a
552	go	14	5526.685971
553	go	14	n/a
554	go	14	n/a
555	go	14	10419.793662
556	go	14	13115.442406
557	go	14	15922.674416
558	nogo	14	11375.219148
559	go	14	13494.842849
560	go	14	9333.837284
561	nogo	14	7964.350541
562	go	14	9271.983821
563	go	14	12264.371221
564	go	14	10170.374024
565	nogo	14	13888.611636
566	go	14	14619.607792
567	go	14	9604.499237
568	go	14	11178.942668
569	go	14	10471.088900
570	go	14	n/a
571	go	14	23460.586788
572	go	14	20477.574757
573	nogo	14	15082.203409
574	go	14	14406.943533
575	go	14	18395.628727
576	nogo	14	7943.305936
577	go	14	n/a
578	go	14	13101.214242
579	nogo	14	15215.479175
580	go	14	9055.410856
581	nogo	14	7755.522400
582	go	14	9904.944618
583	go	14	7319.550415
584	go	14	n/a
585	go	14	10246.320947
586	go	14	13688.140743
587	go	14	15401.034161
588	nogo	14	10866.271457
