trial_index	trial_type	block_number	mean_velocity
55	nogo	4	819.508885
56	go	4	1531.252400
57	nogo	4	1882.818993
58	go	4	1798.089762
59	go	4	1164.261501
60	go	4	1298.949710
61	nogo	4	1826.513103
62	go	4	1560.149121
63	go	4	1942.517026
64	go	4	1309.225835
65	go	4	1761.794557
66	go	4	1022.062337
67	go	4	1299.062667
68	nogo	4	1745.765412
69	go	4	1199.389373
70	go	4	1853.948183
71	go	4	1483.978662
72	go	4	1974.120712
73	go	4	1820.870583
74	go	4	1665.738138
75	go	4	1346.531495
76	go	4	1204.778218
77	go	4	1500.390686
78	go	4	1396.080610
79	nogo	4	752.455390
80	go	4	705.385276
81	go	4	1245.040875
82	go	4	1482.541830
83	go	4	1577.293944
84	go	4	1575.134406
85	nogo	4	n/a
86	go	4	1197.024503
87	go	4	1418.946879
88	go	4	1098.172953
89	go	4	1407.017729
90	go	4	1606.786440
91	go	4	1680.063248
92	go	4	1589.755839
93	go	4	1640.325295
94	go	4	1358.053649
95	go	4	1939.826210
96	nogo	4	1079.159106
97	go	4	1745.383413
98	go	4	1255.246346
99	go	4	1477.154284
100	nogo	4	1513.545024
101	go	4	1356.536968
102	go	4	1566.778050
103	nogo	4	1469.242204
104	go	4	1261.022823
105	go	4	n/a
106	go	4	1885.466951
107	nogo	4	n/a
108	go	4	1192.662848
109	go	4	1586.420253
110	nogo	4	1310.009203
111	go	4	1395.920733
112	go	4	1280.302334
113	nogo	4	675.377445
114	go	4	1198.687820
115	go	5	1521.353833
116	nogo	5	1259.558665
117	go	5	994.317695
118	nogo	5	867.799620
119	go	5	2235.295372
120	go	5	1084.169384
121	nogo	5	1677.371468
122	go	5	942.545921
123	go	5	1810.715273
124	go	5	1094.439574
125	go	5	1273.468011
126	go	5	1290.974854
127	go	5	1449.831969
128	go	5	1802.738670
129	go	5	1335.495893
130	nogo	5	n/a
131	go	5	771.259027
132	go	5	1460.756292
133	go	5	1185.449932
134	go	5	874.567508
135	go	5	1491.056987
136	go	5	1581.442884
137	go	5	1537.338223
