trial_index	block_number	block_type	is_practice	trials_count	digit	trial_type	correct_response	mouse_resp.x	mouse_resp.y	mouse_resp.leftButton	mouse_resp.midButton	mouse_resp.rightButton	mouse_resp.time	click_pos_x	click_pos_y	iti_duration	participant
1	1	go_only	1	18	3	go	click	[58.0, 76.0, 76.0, 121.0, 168.0, 212.0, 248.0, 301.0, 331.0, 344.0, 346.0, 346.0, 346.0, 344.0, 333.0, 317.0, 290.0, 264.0, 248.0, 240.0, 232.0, 229.0, 226.0, 223.0, 223.0, 223.0, 225.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 219.0, 214.0, 210.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0]	[-189.0, -139.0, -139.0, -19.0, 131.0, 282.0, 450.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 536.0, 516.0, 484.0, 441.0, 400.0, 367.0, 340.0, 301.0, 271.0, 243.0, 228.0, 227.0, 228.0, 235.0, 243.0, 246.0, 246.0, 246.0, 246.0, 246.0, 246.0, 250.0, 262.0, 275.0, 289.0, 292.0, 293.0, 293.0, 293.0, 293.0, 293.0, 293.0, 293.0, 293.0, 293.0, 293.0, 293.0, 293.0, 293.0, 293.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0002147001214325428, 0.005605899961665273, 0.022663200041279197, 0.03935130010358989, 0.05659239995293319, 0.07252210006117821, 0.08925600000657141, 0.10620130016468465, 0.12282659998163581, 0.13935240008868277, 0.15586870000697672, 0.17278230004012585, 0.18957000016234815, 0.2060458001215011, 0.22299490007571876, 0.2396374000236392, 0.2561366001609713, 0.27294110017828643, 0.2894119000993669, 0.3060284999664873, 0.32252950011752546, 0.339654500130564, 0.356082099955529, 0.37274490017443895, 0.38904640008695424, 0.4057192001491785, 0.4225657000206411, 0.4393752000760287, 0.4558393999468535, 0.4724662001244724, 0.4892812001053244, 0.505836799973622, 0.522677700035274, 0.5393771000672132, 0.5559670000802726, 0.5727655000519007, 0.5893039000220597, 0.6058060999494046, 0.6228752001188695, 0.639227099949494, 0.6559148000087589, 0.6723782999906689, 0.6891813999973238, 0.705684500047937, 0.7225500999484211, 0.7389516001567245, 0.7559345001354814, 0.7724209001753479, 0.7890355000272393, 0.80592570011504, 0.8223349000327289, 0.8389973000157624, 0.8561228001490235]	209.0	293.0	0.5	22a
2	1	go_only	1	18	7	go	click	[54.0, 54.0, 59.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 67.0, 84.0, 110.0, 136.0, 150.0, 152.0, 152.0, 151.0, 150.0, 149.0, 149.0, 149.0, 149.0, 152.0, 163.0, 176.0, 186.0, 193.0, 200.0, 207.0, 215.0, 219.0, 221.0, 222.0, 222.0, 222.0, 222.0, 222.0, 217.0, 209.0, 201.0, 196.0, 193.0, 191.0, 190.0, 190.0, 190.0, 190.0, 190.0, 190.0, 190.0, 191.0, 195.0, 197.0, 198.0, 198.0, 198.0]	[-181.0, -181.0, -161.0, -134.0, -124.0, -124.0, -124.0, -124.0, -124.0, -124.0, -121.0, -99.0, -64.0, -30.0, -6.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 17.0, 47.0, 93.0, 156.0, 236.0, 316.0, 389.0, 442.0, 473.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0, 475.0, 452.0, 419.0, 385.0, 353.0, 326.0, 310.0, 304.0, 304.0, 304.0, 304.0, 305.0, 308.0, 311.0, 315.0, 318.0, 319.0, 319.0, 319.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00025240005925297737, 0.006551000056788325, 0.02369730011560023, 0.040294700069352984, 0.05662870011292398, 0.07322810008190572, 0.09013210004195571, 0.10666480008512735, 0.12329270015470684, 0.14003470004536211, 0.15674040000885725, 0.17336690006777644, 0.18997570010833442, 0.20660310005769134, 0.22320200013928115, 0.2400138999801129, 0.2570011999923736, 0.27361240005120635, 0.28999150008894503, 0.30704860016703606, 0.3230187001172453, 0.33969900012016296, 0.3563502000179142, 0.37331430008634925, 0.3897474999539554, 0.4064795000012964, 0.4232125000562519, 0.43999710003845394, 0.4565042001195252, 0.4732025000266731, 0.48982980009168386, 0.5064126001670957, 0.5233357001561671, 0.5397852000314742, 0.5564546999521554, 0.5732191000133753, 0.5898517000023276, 0.606694099958986, 0.6232495000585914, 0.6398118999786675, 0.6565459000412375, 0.6731909001246095, 0.6897196001373231, 0.7065376001410186, 0.7236254999879748, 0.7398586999624968, 0.7563241000752896, 0.7729974000249058, 0.7899643001146615, 0.8066432001069188, 0.8229976000729948, 0.8397540999576449, 0.8563590000849217, 0.8732617001514882, 0.8897619999479502, 0.9064248001668602, 0.9234180001076311]	198.0	319.0	0.9	22a
3	1	go_only	1	18	7	go	click	[63.0, 63.0, 79.0, 108.0, 126.0, 136.0, 145.0, 151.0, 158.0, 159.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 159.0, 158.0, 158.0, 158.0, 159.0, 161.0, 164.0, 167.0, 169.0, 169.0, 170.0, 172.0, 177.0, 180.0, 184.0, 187.0, 187.0, 186.0, 185.0, 185.0, 185.0, 184.0]	[-229.0, -229.0, -204.0, -153.0, -115.0, -88.0, -67.0, -50.0, -33.0, -25.0, -22.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -15.0, -6.0, 9.0, 19.0, 30.0, 42.0, 59.0, 81.0, 116.0, 136.0, 160.0, 187.0, 217.0, 249.0, 279.0, 308.0, 329.0, 341.0, 346.0, 347.0, 347.0, 347.0, 347.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00020510004833340645, 0.009141999995335937, 0.025608900003135204, 0.04224340012297034, 0.059002900030463934, 0.07570139993913472, 0.09243740001693368, 0.1093991999514401, 0.12580680008977652, 0.14265340007841587, 0.15925080003216863, 0.17558049992658198, 0.1922379001043737, 0.209181800018996, 0.22580439993180335, 0.24224609998054802, 0.25933269993402064, 0.2756968999747187, 0.292359400074929, 0.3091538001317531, 0.32560120010748506, 0.34248410002328455, 0.35896220011636615, 0.3757484999950975, 0.3924402000848204, 0.40914459992200136, 0.42566700000315905, 0.4425057000480592, 0.45925060007721186, 0.47568990010768175, 0.4924914001021534, 0.5090838000178337, 0.5257813001517206, 0.5426903001498431, 0.5591710000298917, 0.5757053999695927, 0.5922642999794334, 0.6089681999292225, 0.6258030000608414, 0.6423194000963122, 0.6590700999367982, 0.6754523999989033, 0.6923192001413554, 0.7088347000535578, 0.7255395001266152]	184.0	347.0	1.0	22a
4	1	go_only	1	18	8	go	click	[62.0, 62.0, 78.0, 115.0, 189.0, 252.0, 305.0, 334.0, 345.0, 345.0, 345.0, 345.0, 345.0, 344.0, 339.0, 336.0, 308.0, 277.0, 246.0, 231.0, 225.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0]	[-235.0, -235.0, -174.0, -48.0, 185.0, 342.0, 478.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 537.0, 525.0, 520.0, 483.0, 432.0, 370.0, 335.0, 319.0, 313.0, 311.0, 309.0, 307.0, 306.0, 306.0, 302.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0001947998534888029, 0.009689899859949946, 0.0261546999681741, 0.043088499922305346, 0.06007969984784722, 0.07657420006580651, 0.09355450002476573, 0.10985479992814362, 0.12646759999915957, 0.143286099890247, 0.15960550005547702, 0.17640589992515743, 0.19312820001505315, 0.20976529992185533, 0.22676400002092123, 0.24334020004607737, 0.25968090002425015, 0.2765557998791337, 0.2932233000174165, 0.3095982999075204, 0.32623500004410744, 0.3430659999139607, 0.35966639989055693, 0.3762349998578429, 0.39289789996109903, 0.4097120000515133, 0.42642239993438125, 0.44306960003450513, 0.4595397000666708, 0.47607069998048246, 0.49269929993897676, 0.5096189000178128, 0.5262618998531252, 0.5427993000485003, 0.5595426000654697, 0.5763246999122202]	224.0	300.0	1.0	22a
5	1	go_only	1	18	3	go	click	[52.0, 52.0, 66.0, 105.0, 158.0, 199.0, 234.0, 254.0, 258.0, 258.0, 259.0, 259.0, 259.0, 259.0, 258.0, 256.0, 252.0, 243.0, 225.0, 216.0, 214.0, 213.0, 213.0, 213.0, 213.0, 213.0, 213.0, 213.0, 213.0, 213.0, 213.0, 213.0, 213.0, 213.0, 213.0]	[-250.0, -250.0, -209.0, -94.0, 54.0, 196.0, 310.0, 393.0, 414.0, 418.0, 419.0, 419.0, 419.0, 419.0, 413.0, 403.0, 390.0, 367.0, 323.0, 305.0, 302.0, 302.0, 302.0, 302.0, 302.0, 302.0, 302.0, 302.0, 300.0, 298.0, 298.0, 298.0, 298.0, 298.0, 298.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00018540001474320889, 0.00921420007944107, 0.025884800124913454, 0.04255190002731979, 0.05932330014184117, 0.07595030008815229, 0.0928319999948144, 0.10953420004807413, 0.1258088001050055, 0.14275090000592172, 0.15900840004906058, 0.1758116001728922, 0.19225920015014708, 0.20916420011781156, 0.22591030015610158, 0.24265839997678995, 0.2594785999972373, 0.27608910016715527, 0.29284840007312596, 0.3096730001270771, 0.32596320006996393, 0.3422644999809563, 0.35896480013616383, 0.3757875000592321, 0.392263000132516, 0.40889449999667704, 0.4255071000661701, 0.4422639000695199, 0.458922800142318, 0.4754290001001209, 0.49218249996192753, 0.5089764001313597, 0.5257745000999421, 0.5423097000457346, 0.5594687999691814]	213.0	298.0	0.7	22a
6	1	go_only	1	18	4	go	click	[15.0, 15.0, 21.0, 34.0, 47.0, 51.0, 54.0, 55.0, 55.0, 56.0, 56.0, 58.0, 61.0, 67.0, 74.0, 91.0, 108.0, 125.0, 141.0, 155.0, 160.0, 161.0, 162.0, 162.0, 162.0, 162.0, 162.0, 162.0, 162.0, 163.0, 164.0, 165.0, 165.0]	[-263.0, -263.0, -236.0, -190.0, -139.0, -117.0, -105.0, -99.0, -97.0, -96.0, -94.0, -90.0, -84.0, -74.0, -59.0, -13.0, 37.0, 84.0, 138.0, 191.0, 223.0, 239.0, 246.0, 248.0, 249.0, 250.0, 251.0, 251.0, 251.0, 256.0, 264.0, 268.0, 268.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00021910015493631363, 0.00927090016193688, 0.025838000001385808, 0.04267040011473, 0.05943890009075403, 0.07589680003002286, 0.0923018001485616, 0.1091166001278907, 0.1257899000775069, 0.1424823000561446, 0.1591543999966234, 0.17564100003801286, 0.19242790015414357, 0.20918410015292466, 0.2260069001931697, 0.2424170000012964, 0.2591130000073463, 0.27551100007258356, 0.29226460005156696, 0.3090837001800537, 0.3257156000472605, 0.34235310018993914, 0.3589715000707656, 0.37571280007250607, 0.3924422001000494, 0.40902900020591915, 0.4256519000045955, 0.442279500188306, 0.45956440013833344, 0.4761595001909882, 0.4921626001596451, 0.5087516000494361, 0.5260209999978542]	165.0	269.0	0.5	22a
7	1	go_only	1	18	3	go	click	[32.0, 32.0, 62.0, 108.0, 167.0, 235.0, 266.0, 278.0, 284.0, 288.0, 294.0, 296.0, 296.0, 296.0, 296.0, 296.0, 296.0, 294.0, 284.0, 265.0, 246.0, 234.0, 234.0, 234.0, 233.0, 230.0, 227.0, 227.0, 227.0, 227.0, 227.0]	[-275.0, -275.0, -192.0, -83.0, 36.0, 152.0, 229.0, 264.0, 285.0, 299.0, 309.0, 310.0, 310.0, 310.0, 310.0, 310.0, 310.0, 309.0, 305.0, 301.0, 298.0, 296.0, 296.0, 296.0, 296.0, 296.0, 295.0, 295.0, 295.0, 295.0, 295.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00011360016651451588, 0.011651100125163794, 0.02808670001104474, 0.04487330000847578, 0.06163150002248585, 0.07800430012866855, 0.0943492001388222, 0.11114050005562603, 0.12800840009003878, 0.14451360004022717, 0.1614209001418203, 0.17773060011677444, 0.1942418001126498, 0.21098630013875663, 0.22762430016882718, 0.2442338999826461, 0.261192100122571, 0.2778172001708299, 0.29448759998194873, 0.311218700138852, 0.32819580007344484, 0.3442536999937147, 0.3608727001119405, 0.3780875999946147, 0.39459300017915666, 0.41128730005584657, 0.427576299989596, 0.44425800000317395, 0.46083870017901063, 0.47747060004621744, 0.49465490016154945]	227.0	295.0	0.7	22a
8	1	go_only	1	18	4	go	click	[40.0, 40.0, 51.0, 92.0, 134.0, 167.0, 189.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 197.0, 197.0, 196.0, 196.0, 196.0, 196.0, 195.0, 195.0, 195.0, 195.0, 195.0, 195.0, 195.0, 195.0, 195.0, 195.0, 195.0, 195.0]	[-159.0, -159.0, -91.0, 55.0, 178.0, 269.0, 318.0, 342.0, 342.0, 342.0, 342.0, 342.0, 342.0, 339.0, 335.0, 330.0, 326.0, 323.0, 322.0, 321.0, 320.0, 319.0, 318.0, 317.0, 316.0, 315.0, 314.0, 313.0, 312.0, 311.0, 311.0, 311.0, 311.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00018630013801157475, 0.01105900015681982, 0.027707200031727552, 0.04461170011200011, 0.06119540007784963, 0.07778499997220933, 0.09433690016157925, 0.11107830004766583, 0.1276932000182569, 0.14443600014783442, 0.1608863000292331, 0.17743919999338686, 0.19422299996949732, 0.21103759994730353, 0.2275841999799013, 0.24453230015933514, 0.26124659995548427, 0.27765780012123287, 0.29469050001353025, 0.3114732000976801, 0.32775659998878837, 0.3445701999589801, 0.3612347999587655, 0.37788740010000765, 0.3945265000220388, 0.41108700004406273, 0.4274673000909388, 0.44419210008345544, 0.4608637001365423, 0.4774360000155866, 0.49402640014886856, 0.5110057001002133, 0.5279684001579881]	195.0	311.0	0.7	22a
9	1	go_only	1	18	6	go	click	[56.0, 56.0, 78.0, 123.0, 165.0, 199.0, 217.0, 228.0, 230.0, 233.0, 233.0, 233.0, 233.0, 233.0, 233.0, 232.0, 230.0, 230.0, 229.0, 229.0, 229.0, 229.0, 229.0, 226.0, 225.0, 224.0, 224.0, 224.0]	[-186.0, -186.0, -132.0, 0.0, 119.0, 214.0, 272.0, 308.0, 325.0, 333.0, 334.0, 334.0, 334.0, 334.0, 331.0, 325.0, 323.0, 321.0, 320.0, 319.0, 319.0, 319.0, 319.0, 317.0, 316.0, 316.0, 316.0, 316.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00018269987776875496, 0.008989299880340695, 0.0259249999653548, 0.04235200001858175, 0.058918199967592955, 0.0756562000606209, 0.09254259988665581, 0.10907789994962513, 0.1256881000008434, 0.1424229999538511, 0.15871079987846315, 0.175337600056082, 0.1920535999815911, 0.20898770005442202, 0.22564169997349381, 0.2421238999813795, 0.25882750004529953, 0.2756950999610126, 0.29240179993212223, 0.3090154998935759, 0.3255070000886917, 0.34215399995446205, 0.359065999975428, 0.3754602998960763, 0.3922546999529004, 0.40872800000943244, 0.42522890004329383, 0.44239789992570877]	224.0	316.0	0.9	22a
10	1	go_only	1	18	6	go	click	[40.0, 40.0, 90.0, 153.0, 200.0, 217.0, 222.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 223.0, 218.0, 218.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 219.0, 219.0, 219.0, 219.0, 219.0, 219.0, 219.0, 219.0, 219.0, 219.0, 219.0, 219.0, 219.0, 221.0, 221.0, 217.0, 216.0, 214.0, 214.0]	[-255.0, -255.0, -145.0, -37.0, 40.0, 67.0, 78.0, 78.0, 79.0, 79.0, 79.0, 79.0, 79.0, 79.0, 79.0, 79.0, 79.0, 79.0, 79.0, 79.0, 87.0, 114.0, 150.0, 196.0, 220.0, 231.0, 233.0, 233.0, 233.0, 233.0, 234.0, 234.0, 234.0, 234.0, 234.0, 234.0, 236.0, 239.0, 240.0, 240.0, 240.0, 240.0, 240.0, 240.0, 240.0, 240.0, 240.0, 240.0, 240.0, 243.0, 254.0, 269.0, 287.0, 310.0, 332.0, 347.0, 350.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00012770015746355057, 0.012535900110378861, 0.029932500096037984, 0.04615100007504225, 0.062459600158035755, 0.07893149997107685, 0.09670640015974641, 0.11238340009003878, 0.12878750008530915, 0.1455741000827402, 0.1622208000626415, 0.17885829997248948, 0.19547619996592402, 0.2122512999922037, 0.22880010004155338, 0.24535150011070073, 0.26212590001523495, 0.27868390013463795, 0.29533040011301637, 0.3122060000896454, 0.32882450008764863, 0.3455497999675572, 0.36227930011227727, 0.3787330000195652, 0.39549900009296834, 0.41237560007721186, 0.42889660014770925, 0.4454084001481533, 0.46221989998593926, 0.4788438000250608, 0.49550830014050007, 0.5120217001531273, 0.5288454999681562, 0.5454392000101507, 0.5621977001428604, 0.5785632999613881, 0.5953324001748115, 0.6122816000133753, 0.6289061000570655, 0.6460033999755979, 0.6618993000593036, 0.6787463000509888, 0.6955160000361502, 0.7120056001003832, 0.7288528999779373, 0.7453418001532555, 0.7618978000245988, 0.7787113001104444, 0.7954953000880778, 0.8118265999946743, 0.8290491001680493, 0.8453752000350505, 0.8620607999619097, 0.8781664001289755, 0.8949088000226766, 0.9117906000465155, 0.928562100045383]	214.0	350.0	0.5	22a
