trial_index	trial_type	block_number	path_length
55	nogo	4	474.190213
56	go	4	857.272881
57	nogo	4	962.814701
58	go	4	831.624786
59	go	4	572.637944
60	go	4	512.375779
61	nogo	4	868.492917
62	go	4	589.355067
63	go	4	863.870733
64	go	4	581.851251
65	go	4	752.756323
66	go	4	455.347271
67	go	4	618.231458
68	nogo	4	1041.128752
69	go	4	733.514637
70	go	4	824.109074
71	go	4	483.493901
72	go	4	480.010412
73	go	4	779.901086
74	go	4	490.142781
75	go	4	574.501837
76	go	4	555.718049
77	go	4	665.598065
78	go	4	619.540926
79	nogo	4	446.238402
80	go	4	689.437080
81	go	4	552.995363
82	go	4	560.276130
83	go	4	571.312901
84	go	4	699.190979
85	nogo	4	n/a
86	go	4	631.306892
87	go	4	559.639318
88	go	4	487.733311
89	go	4	879.742197
90	go	4	768.826262
91	go	4	610.379578
92	go	4	601.605897
93	go	4	563.477820
94	go	4	694.179308
95	go	4	634.875051
96	nogo	4	785.349946
97	go	4	659.188379
98	go	4	496.186077
99	go	4	654.263539
100	nogo	4	471.999016
101	go	4	511.616697
102	go	4	620.653900
103	nogo	4	849.490425
104	go	4	518.281137
105	go	4	n/a
106	go	4	586.193938
107	nogo	4	n/a
108	go	4	548.244570
109	go	4	680.715004
110	nogo	4	495.345789
111	go	4	528.541516
112	go	4	655.296503
113	nogo	4	501.571829
114	go	4	572.887551
115	go	5	600.105474
116	nogo	5	452.854669
117	go	5	507.566172
118	nogo	5	775.206355
119	go	5	956.275007
120	go	5	552.269487
121	nogo	5	1022.340801
122	go	5	621.217501
123	go	5	833.046541
124	go	5	706.676240
125	go	5	736.378548
126	go	5	576.214491
127	go	5	496.614859
128	go	5	588.485831
129	go	5	592.217507
130	nogo	5	n/a
131	go	5	663.138461
132	go	5	653.771266
133	go	5	544.963899
134	go	5	678.976607
135	go	5	561.038074
136	go	5	624.640366
137	go	5	659.511641
138	nogo	5	522.636310
139	go	5	609.749193
140	go	5	831.552008
141	go	5	503.077144
142	go	5	665.202058
143	go	5	647.042935
144	go	5	568.818312
145	go	5	645.153212
146	go	5	625.816320
147	go	5	798.063799
148	go	5	n/a
149	nogo	5	502.214880
150	go	5	602.686170
151	go	5	756.243801
152	nogo	5	724.857169
153	go	5	606.508685
154	nogo	5	594.272020
155	go	5	683.649337
156	go	5	626.715253
157	go	5	578.320038
158	go	5	503.399583
159	go	5	544.295135
160	go	5	624.954822
161	go	5	653.730772
162	go	5	589.513693
163	go	5	673.111397
164	go	5	696.515001
165	nogo	5	638.138228
166	go	5	702.710843
167	nogo	5	653.797145
168	go	5	551.121512
169	nogo	5	297.130902
170	go	5	578.121066
171	go	5	760.258587
172	go	5	661.037019
173	nogo	5	493.986713
174	go	5	678.322903
193	go	7	486.572610
194	go	7	541.656374
195	go	7	631.609994
196	go	7	428.713186
197	go	7	823.553753
198	nogo	7	331.253751
199	go	7	558.194407
200	go	7	622.185849
201	nogo	7	223.724084
202	go	7	n/a
203	go	7	608.743413
204	nogo	7	115.848205
205	go	7	609.650738
206	go	7	n/a
207	go	7	599.750037
208	go	7	532.414122
209	go	7	595.691734
210	nogo	7	253.912154
211	go	7	663.559814
212	go	7	650.472722
213	go	7	571.106195
214	go	7	551.136775
215	go	7	621.819997
216	go	7	591.404265
217	nogo	7	n/a
218	go	7	575.220128
219	go	7	623.259189
220	go	7	583.382313
221	go	7	572.968337
222	nogo	7	627.948771
223	go	7	533.847099
224	nogo	7	495.261365
225	go	7	558.778540
226	nogo	7	576.395130
227	go	7	597.287156
228	go	7	732.590296
229	go	7	594.135205
230	go	7	n/a
231	go	7	628.197151
232	go	7	460.938645
233	go	7	886.637413
234	go	7	586.156727
235	go	7	497.015355
236	go	7	518.053622
237	go	7	705.869176
238	nogo	7	398.712412
239	go	7	640.075310
240	go	7	1009.509287
241	go	7	590.590287
242	go	7	603.751868
243	go	7	598.429013
244	go	7	638.253906
245	nogo	7	558.963192
246	go	7	729.945509
247	go	7	607.458346
248	nogo	7	502.753832
249	go	7	560.583456
250	go	7	523.409069
251	go	7	584.868510
252	nogo	7	586.979032
253	nogo	8	612.938593
254	go	8	515.907064
255	go	8	642.517967
256	go	8	611.564481
257	nogo	8	478.851589
258	go	8	573.407995
259	go	8	n/a
260	go	8	631.470088
261	nogo	8	441.286084
262	go	8	493.420766
263	go	8	607.953616
264	go	8	514.783891
265	nogo	8	440.637064
266	go	8	611.328852
267	nogo	8	578.523069
268	go	8	536.340076
269	go	8	520.921425
270	go	8	638.677794
271	go	8	656.202432
272	go	8	558.470270
273	go	8	552.463127
274	go	8	n/a
275	go	8	520.846821
276	nogo	8	559.993772
277	go	8	505.739510
278	go	8	583.094506
279	nogo	8	961.336678
280	go	8	520.947021
281	go	8	n/a
282	go	8	566.145583
283	go	8	592.080442
284	go	8	512.526470
285	go	8	516.863001
286	go	8	595.513314
287	go	8	659.036542
288	go	8	571.462793
289	nogo	8	480.522845
290	go	8	550.341918
291	go	8	537.269303
292	go	8	631.055840
293	go	8	511.368327
294	nogo	8	725.357417
295	go	8	638.842074
296	go	8	639.752702
297	go	8	486.142593
298	go	8	551.504223
299	go	8	713.558826
300	nogo	8	908.268022
301	go	8	580.614452
302	go	8	548.991080
303	go	8	541.575121
304	go	8	596.868303
305	go	8	605.387430
306	nogo	8	n/a
307	go	8	569.361147
308	go	8	553.286203
309	go	8	565.363981
310	go	8	560.560005
311	go	8	476.297251
312	nogo	8	391.471478
331	go	10	904.757805
332	go	10	602.014204
333	nogo	10	589.126064
334	go	10	713.205264
335	nogo	10	444.293557
336	go	10	569.315286
337	go	10	598.033752
338	go	10	562.383686
339	nogo	10	603.043094
340	go	10	466.716022
341	go	10	635.842242
342	nogo	10	669.463789
343	go	10	638.338534
344	go	10	611.740866
345	go	10	521.902877
346	go	10	575.770521
347	go	10	593.283577
348	go	10	644.374100
349	nogo	10	n/a
350	go	10	480.827238
351	go	10	562.811449
352	go	10	544.827397
353	go	10	570.415012
354	nogo	10	252.680765
355	go	10	453.321541
356	go	10	681.740337
357	go	10	758.028495
358	go	10	n/a
359	go	10	690.812797
360	go	10	578.535559
361	go	10	491.594536
362	go	10	513.828333
363	go	10	866.079116
364	go	10	620.680793
365	go	10	491.814140
366	go	10	509.637756
367	go	10	742.759470
368	nogo	10	552.426254
369	go	10	579.031265
370	go	10	726.890885
371	go	10	622.199335
372	nogo	10	n/a
373	go	10	492.020452
374	go	10	611.673715
375	nogo	10	596.779614
376	go	10	580.757677
377	go	10	843.050319
378	go	10	n/a
379	nogo	10	801.991896
380	go	10	503.870783
381	go	10	545.965642
382	go	10	599.630577
383	nogo	10	563.159665
384	go	10	631.314877
385	go	10	637.367463
386	go	10	701.004117
387	go	10	596.810059
388	nogo	10	800.229896
389	go	10	545.157114
390	go	10	528.558750
391	go	11	518.048410
392	go	11	700.931407
393	go	11	537.794617
394	go	11	580.814318
395	go	11	543.822841
396	go	11	648.936211
397	go	11	600.625326
398	nogo	11	735.015734
399	go	11	807.829172
400	nogo	11	625.679640
401	go	11	613.290376
402	go	11	629.272837
403	go	11	535.947930
404	go	11	479.955072
405	go	11	500.913268
406	go	11	486.166940
407	go	11	624.656794
408	go	11	543.899641
409	go	11	642.599007
410	go	11	704.427468
411	nogo	11	702.623655
412	go	11	1339.365125
413	go	11	539.661990
414	go	11	571.959538
415	go	11	710.965837
416	go	11	465.940831
417	go	11	880.883927
418	go	11	797.912602
419	go	11	553.236878
420	go	11	721.017180
421	go	11	619.091569
422	go	11	644.799210
423	go	11	506.654316
424	go	11	554.619419
425	nogo	11	n/a
426	go	11	557.384265
427	nogo	11	583.871696
428	go	11	532.720128
429	go	11	529.681725
430	nogo	11	469.950588
431	go	11	629.671704
432	go	11	n/a
433	go	11	746.009346
434	nogo	11	533.842038
435	go	11	749.754830
436	nogo	11	543.424534
437	go	11	505.034325
438	go	11	536.467983
439	nogo	11	n/a
440	go	11	912.693007
441	go	11	689.727969
442	go	11	584.590656
443	go	11	497.919893
444	go	11	527.939507
445	nogo	11	492.542213
446	go	11	803.230836
447	go	11	438.491489
448	nogo	11	645.847357
449	go	11	537.836523
450	nogo	11	449.818268
469	go	13	n/a
470	go	13	505.595271
471	go	13	644.151219
472	nogo	13	510.128934
473	go	13	508.290419
474	go	13	557.049760
475	go	13	474.582286
476	go	13	632.343637
477	nogo	13	518.819924
478	go	13	516.674046
479	nogo	13	615.582106
480	go	13	604.262242
481	go	13	612.133140
482	go	13	536.063668
483	go	13	547.351358
484	nogo	13	392.491749
485	go	13	n/a
486	go	13	546.536573
487	go	13	561.859913
488	go	13	460.835966
489	go	13	701.016948
490	go	13	625.404992
491	nogo	13	n/a
492	go	13	615.293024
493	go	13	610.650622
494	go	13	799.597034
495	go	13	849.788243
496	go	13	554.326239
497	go	13	756.497630
498	go	13	n/a
499	go	13	505.568134
500	go	13	928.915333
501	go	13	616.260324
502	nogo	13	561.689612
503	go	13	538.542040
504	go	13	818.615680
505	go	13	584.961320
506	go	13	575.700957
507	nogo	13	925.537741
508	go	13	597.671802
509	go	13	592.429169
510	go	13	453.155773
511	nogo	13	500.487091
512	go	13	499.237226
513	nogo	13	473.127421
514	go	13	519.754102
515	go	13	620.627752
516	nogo	13	516.703801
517	go	13	597.402822
518	nogo	13	604.073440
519	go	13	610.431676
520	go	13	576.493855
521	go	13	990.437943
522	go	13	723.974853
523	nogo	13	628.323546
524	go	13	562.078010
525	go	13	594.243092
526	go	13	532.892477
527	go	13	578.627171
528	go	13	673.576536
529	go	14	749.957775
530	go	14	644.886354
531	go	14	641.920828
532	go	14	752.445756
533	go	14	708.056959
534	go	14	498.076383
535	go	14	575.376814
536	go	14	726.427699
537	go	14	601.489918
538	go	14	600.611354
539	nogo	14	708.190443
540	go	14	552.353657
541	go	14	634.438274
542	go	14	460.017861
543	nogo	14	807.422879
544	go	14	707.100268
545	go	14	549.543173
546	go	14	879.915336
547	go	14	814.537388
548	go	14	486.245519
549	go	14	636.242528
550	nogo	14	n/a
551	go	14	465.436392
552	go	14	473.666240
553	nogo	14	338.345587
