trial_index	trial_type	block_number	response_time_ms
55	nogo	4	428.790
56	go	4	576.708
57	nogo	4	377.964
58	go	4	462.505
59	go	4	508.804
60	go	4	394.454
61	nogo	4	325.566
62	go	4	377.756
63	go	4	461.631
64	go	4	444.424
65	go	4	443.834
66	go	4	462.669
67	go	4	492.850
68	nogo	4	462.699
69	go	4	628.326
70	go	4	461.362
71	go	4	342.187
72	go	4	259.718
73	go	4	444.730
74	go	4	311.230
75	go	4	443.688
76	go	4	477.978
77	go	4	443.617
78	go	4	443.772
79	nogo	4	443.129
80	go	4	994.444
81	go	4	461.099
82	go	4	377.916
83	go	4	362.211
84	go	4	460.645
85	nogo	4	n/a
86	go	4	527.397
87	go	4	394.405
88	go	4	444.132
89	go	4	642.254
90	go	4	495.187
91	go	4	380.014
92	go	4	378.427
93	go	4	343.516
94	go	4	528.325
95	go	4	344.181
96	nogo	4	577.868
97	go	4	394.635
98	go	4	395.290
99	go	4	442.922
100	nogo	4	178.434
101	go	4	394.571
102	go	4	412.724
103	nogo	4	444.705
104	go	4	428.087
105	go	4	n/a
106	go	4	327.906
107	nogo	4	n/a
108	go	4	476.843
109	go	4	429.089
110	nogo	4	244.779
111	go	4	378.633
112	go	4	528.875
113	nogo	4	609.378
114	go	4	477.929
115	go	5	394.455
116	nogo	5	209.696
117	go	5	510.467
118	nogo	5	759.653
119	go	5	445.035
120	go	5	526.279
121	nogo	5	459.572
122	go	5	659.085
123	go	5	460.065
124	go	5	645.697
125	go	5	578.247
126	go	5	446.341
127	go	5	342.533
128	go	5	326.440
129	go	5	443.444
130	nogo	5	n/a
131	go	5	859.813
132	go	5	464.840
133	go	5	459.711
134	go	5	776.357
135	go	5	393.207
136	go	5	411.537
137	go	5	446.409
138	nogo	5	393.308
139	go	5	445.163
140	go	5	394.839
141	go	5	477.701
142	go	5	695.352
143	go	5	395.041
144	go	5	560.371
145	go	5	445.229
146	go	5	477.248
147	go	5	477.369
148	go	5	n/a
149	nogo	5	428.543
150	go	5	477.569
151	go	5	561.948
152	nogo	5	727.604
153	go	5	428.553
154	nogo	5	909.874
155	go	5	910.083
156	go	5	893.659
157	go	5	660.033
158	go	5	559.344
159	go	5	509.635
160	go	5	476.791
161	go	5	558.980
162	go	5	759.862
163	go	5	510.481
164	go	5	544.710
165	nogo	5	809.082
166	go	5	794.843
167	nogo	5	844.902
168	go	5	494.977
169	nogo	5	159.069
170	go	5	796.104
171	go	5	627.049
172	go	5	612.629
173	nogo	5	144.518
174	go	5	512.095
193	go	7	428.320
194	go	7	493.477
195	go	7	560.652
196	go	7	577.925
197	go	7	826.673
198	nogo	7	492.289
199	go	7	746.053
200	go	7	627.913
201	nogo	7	193.425
202	go	7	n/a
203	go	7	860.379
204	nogo	7	93.535
205	go	7	576.623
206	go	7	n/a
207	go	7	713.455
208	go	7	746.013
209	go	7	761.256
210	nogo	7	95.530
211	go	7	693.697
212	go	7	745.839
213	go	7	880.343
214	go	7	480.400
215	go	7	429.722
216	go	7	442.832
217	nogo	7	n/a
218	go	7	510.124
219	go	7	629.370
220	go	7	563.256
221	go	7	593.500
222	nogo	7	378.654
223	go	7	442.985
224	nogo	7	142.383
225	go	7	660.437
226	nogo	7	541.873
227	go	7	676.102
228	go	7	946.629
229	go	7	679.137
230	go	7	n/a
231	go	7	677.166
232	go	7	478.238
233	go	7	528.550
234	go	7	476.959
235	go	7	477.421
236	go	7	476.354
237	go	7	478.787
238	nogo	7	260.547
239	go	7	643.655
240	go	7	561.211
241	go	7	525.605
242	go	7	445.324
243	go	7	446.241
244	go	7	411.026
245	nogo	7	275.869
246	go	7	461.127
247	go	7	559.418
248	nogo	7	509.905
249	go	7	643.917
250	go	7	411.815
251	go	7	678.254
252	nogo	7	394.056
253	nogo	8	392.401
254	go	8	793.182
255	go	8	509.827
256	go	8	479.674
257	nogo	8	243.765
258	go	8	726.996
259	go	8	n/a
260	go	8	442.315
261	nogo	8	328.288
262	go	8	560.096
263	go	8	476.836
264	go	8	428.770
265	nogo	8	358.273
266	go	8	677.430
267	nogo	8	411.624
268	go	8	526.535
269	go	8	511.872
270	go	8	528.465
271	go	8	493.281
272	go	8	561.295
273	go	8	428.040
274	go	8	n/a
275	go	8	495.757
276	nogo	8	412.382
277	go	8	409.411
278	go	8	562.083
279	nogo	8	777.319
280	go	8	475.736
281	go	8	n/a
282	go	8	495.167
283	go	8	709.798
284	go	8	509.745
285	go	8	775.685
286	go	8	777.510
287	go	8	578.412
288	go	8	844.677
289	nogo	8	477.731
290	go	8	795.596
291	go	8	510.935
292	go	8	892.867
293	go	8	577.826
294	nogo	8	459.976
295	go	8	493.730
296	go	8	460.556
297	go	8	495.175
298	go	8	377.211
299	go	8	711.538
300	nogo	8	726.998
301	go	8	892.018
302	go	8	493.454
303	go	8	509.874
304	go	8	560.005
305	go	8	476.592
306	nogo	8	n/a
307	go	8	375.970
308	go	8	459.012
309	go	8	445.020
310	go	8	628.875
311	go	8	444.795
312	nogo	8	360.378
331	go	10	809.846
332	go	10	475.547
333	nogo	10	377.596
334	go	10	445.405
335	nogo	10	244.564
336	go	10	526.321
337	go	10	643.562
338	go	10	494.917
339	nogo	10	742.556
340	go	10	408.840
341	go	10	511.421
342	nogo	10	327.882
343	go	10	544.193
344	go	10	511.230
345	go	10	479.778
346	go	10	860.451
347	go	10	509.534
348	go	10	427.585
349	nogo	10	n/a
350	go	10	393.026
351	go	10	446.413
352	go	10	378.534
353	go	10	493.190
354	nogo	10	620.901
355	go	10	326.019
356	go	10	462.171
357	go	10	629.804
358	go	10	n/a
359	go	10	394.996
360	go	10	361.737
361	go	10	429.886
362	go	10	428.122
363	go	10	461.833
364	go	10	513.594
365	go	10	326.860
366	go	10	494.308
367	go	10	528.494
368	nogo	10	427.720
369	go	10	477.760
370	go	10	609.741
371	go	10	463.352
372	nogo	10	n/a
373	go	10	409.775
374	go	10	377.734
375	nogo	10	344.552
