trial_index	trial_type	block_number	mean_acceleration
55	nogo	4	20437.525852
56	go	4	46987.374844
57	nogo	4	55118.022657
58	go	4	71693.470536
59	go	4	42570.481128
60	go	4	61031.087633
61	nogo	4	63697.167627
62	go	4	59868.972502
63	go	4	50827.646023
64	go	4	46388.964609
65	go	4	55731.191587
66	go	4	41227.698064
67	go	4	51387.295339
68	nogo	4	59929.050904
69	go	4	63260.743653
70	go	4	63685.213809
71	go	4	69334.958225
72	go	4	90928.041814
73	go	4	47440.704917
74	go	4	56245.345867
75	go	4	40401.726303
76	go	4	73852.233256
77	go	4	65065.236646
78	go	4	42847.268449
79	nogo	4	31010.037235
80	go	4	23001.024292
81	go	4	45129.961245
82	go	4	68462.321830
83	go	4	59025.577819
84	go	4	49881.300620
85	nogo	4	n/a
86	go	4	39384.285708
87	go	4	43816.055918
88	go	4	41727.662514
89	go	4	41733.292625
90	go	4	78480.882238
91	go	4	41677.787883
92	go	4	55541.712011
93	go	4	53065.117577
94	go	4	58595.019989
95	go	4	48750.888177
96	nogo	4	34365.669225
97	go	4	63486.709997
98	go	4	50619.225557
99	go	4	52091.901590
100	nogo	4	47982.213635
101	go	4	52964.635789
102	go	4	51839.933701
103	nogo	4	54997.067688
104	go	4	45458.694726
105	go	4	n/a
106	go	4	59111.965734
107	nogo	4	n/a
108	go	4	50660.317171
109	go	4	56459.870633
110	nogo	4	48540.296583
111	go	4	74584.787810
112	go	4	37099.494075
113	nogo	4	19781.311780
114	go	4	48256.380575
115	go	5	50160.912905
116	nogo	5	46146.640435
117	go	5	38646.221065
118	nogo	5	32563.827279
119	go	5	73901.956551
120	go	5	35470.181011
121	nogo	5	62645.834652
122	go	5	29081.452396
123	go	5	65526.097183
124	go	5	38162.892839
125	go	5	51714.409591
126	go	5	61460.591088
127	go	5	54435.457599
128	go	5	69358.502476
129	go	5	52464.362840
130	nogo	5	n/a
131	go	5	23759.896530
132	go	5	36051.401183
133	go	5	43965.750049
134	go	5	29187.886924
135	go	5	77779.777208
136	go	5	42822.421239
137	go	5	40524.611918
138	nogo	5	33676.076159
139	go	5	46182.122572
140	go	5	77931.526946
141	go	5	46560.402431
142	go	5	45351.770322
143	go	5	52726.966443
144	go	5	31446.810147
145	go	5	33997.154687
146	go	5	34379.413892
147	go	5	54649.406345
148	go	5	n/a
149	nogo	5	27487.813070
150	go	5	43714.533993
151	go	5	35004.388267
152	nogo	5	25179.235706
153	go	5	47719.946693
154	nogo	5	15919.722040
155	go	5	22187.878085
156	go	5	18326.244471
157	go	5	22285.855861
158	go	5	37615.835949
159	go	5	33879.210825
160	go	5	36771.453456
161	go	5	31628.523587
