trial_index	trial_type	block_number	mean_acceleration
55	go	4	15835.552853
56	go	4	16265.451431
57	go	4	15155.816538
58	go	4	14204.489219
59	go	4	16288.991970
60	go	4	14613.306236
61	nogo	4	13916.885764
62	go	4	17255.931450
63	go	4	18331.327437
64	go	4	14449.565489
65	nogo	4	14155.362429
66	go	4	20722.785621
67	go	4	18255.363229
68	go	4	14895.728933
69	go	4	14143.510239
70	go	4	14891.217823
71	nogo	4	16305.925484
72	go	4	16619.183895
73	go	4	21833.028366
74	go	4	16376.305162
75	go	4	18306.135573
76	nogo	4	14341.230646
77	go	4	20638.267572
78	go	4	25427.945765
79	nogo	4	23622.962263
80	go	4	17783.891551
81	go	4	14908.762289
82	go	4	15347.271015
83	go	4	10653.232065
84	go	4	12043.713047
85	nogo	4	17866.097947
86	go	4	12480.738329
87	go	4	16465.436400
88	go	4	12812.171585
89	go	4	13049.958065
90	go	4	10647.943750
91	go	4	10830.342711
92	go	4	15721.439819
93	go	4	18191.522842
94	go	4	15852.900263
95	go	4	19864.168246
96	go	4	12229.790315
97	nogo	4	13408.215586
98	go	4	19766.861476
99	go	4	15067.150798
100	go	4	15699.825749
101	go	4	8886.346871
102	go	4	13435.959149
103	go	4	13852.663293
104	go	4	12753.244677
105	go	4	10921.682055
106	nogo	4	9717.638896
107	go	4	23428.371712
108	nogo	4	13791.976817
109	go	4	18614.490440
110	nogo	4	12622.425298
111	go	4	17012.489391
112	nogo	4	10756.001856
113	go	4	16643.397538
114	nogo	4	10488.440483
115	go	5	13431.493103
116	go	5	10316.126976
117	go	5	11807.720372
118	go	5	14762.786042
119	go	5	23203.888332
120	go	5	13598.066985
121	go	5	13636.789640
122	go	5	13697.499074
123	go	5	13616.049111
124	go	5	13355.786431
125	go	5	15287.022300
126	go	5	21405.756901
127	nogo	5	16467.760227
128	go	5	16104.206604
129	go	5	19923.553943
130	go	5	10503.909801
131	nogo	5	11575.077646
132	go	5	17779.095779
133	go	5	17741.834054
134	go	5	14285.715684
135	go	5	16893.043599
136	go	5	10516.957476
137	nogo	5	18932.517297
138	go	5	19087.149658
139	go	5	12260.029803
140	go	5	9797.388019
141	nogo	5	8585.244849
142	go	5	15130.312284
143	nogo	5	10235.418010
144	go	5	13204.933335
145	go	5	17578.868062
146	nogo	5	8529.665977
147	go	5	8843.403089
148	go	5	18230.656570
149	go	5	11163.641695
150	go	5	14507.658237
151	go	5	11222.602487
152	go	5	11775.548818
153	go	5	15095.299125
154	nogo	5	14084.115121
155	go	5	12240.141018
156	nogo	5	13145.287410
157	go	5	11672.159586
158	go	5	6845.728333
159	go	5	9402.490486
160	nogo	5	10370.964192
161	go	5	10174.182433
162	go	5	11173.402503
163	go	5	13730.544505
164	go	5	13465.093974
165	go	5	10360.416097
166	go	5	11219.813074
167	go	5	12364.269069
168	nogo	5	12607.844643
169	go	5	17687.784020
170	go	5	14178.319667
171	go	5	13975.688697
172	nogo	5	11215.176023
173	go	5	19221.922270
174	nogo	5	10470.527002
193	go	7	33089.105791
194	go	7	16265.403386
195	go	7	22308.472090
196	go	7	17259.575717
197	go	7	14112.321266
198	nogo	7	18233.754904
199	go	7	20161.295395
200	go	7	14087.889615
201	go	7	19999.510952
202	nogo	7	13410.462206
203	go	7	14941.827818
204	go	7	15407.205737
205	nogo	7	15369.975356
206	go	7	18833.115216
207	nogo	7	17609.011597
208	go	7	21501.469974
209	go	7	50390.116943
210	nogo	7	14089.221895
211	go	7	17610.903334
212	go	7	16395.219649
213	go	7	14978.552480
214	nogo	7	18348.228959
215	go	7	18134.862084
216	go	7	11327.267131
217	go	7	20093.928994
218	go	7	13380.077907
219	go	7	16939.226572
220	go	7	24392.575143
221	go	7	24293.978980
222	go	7	15659.304619
223	nogo	7	22412.442124
224	go	7	18488.109078
225	nogo	7	16440.078281
226	go	7	18486.277812
227	go	7	24027.101592
228	go	7	20831.609070
229	go	7	14788.694679
230	go	7	20263.360727
231	go	7	15349.370949
232	go	7	22634.973419
233	go	7	16639.415992
234	nogo	7	24502.759052
235	go	7	16070.534001
236	nogo	7	14344.310730
237	go	7	21038.128748
238	nogo	7	12031.735342
239	go	7	20394.046617
240	go	7	21124.618208
241	go	7	n/a
242	go	7	17902.860040
243	go	7	16081.051181
244	go	7	n/a
245	go	7	17864.956368
246	go	7	18205.885657
247	go	7	19661.049409
248	nogo	7	19769.369086
249	go	7	19178.024488
250	go	7	12625.563266
251	go	7	12334.595236
252	go	7	26464.790195
253	go	8	24207.675200
254	go	8	19347.971828
255	go	8	22814.184540
256	go	8	18542.892921
257	nogo	8	37696.359985
258	go	8	20000.074427
259	go	8	15300.075467
260	go	8	15222.944426
261	go	8	14209.030170
262	nogo	8	12133.103817
263	go	8	26425.879876
264	go	8	17960.577674
265	go	8	12084.037254
266	go	8	25864.608767
267	go	8	24376.488234
268	go	8	26675.542877
269	nogo	8	13952.711499
270	go	8	32658.380550
271	go	8	12771.942712
272	nogo	8	19025.728202
273	go	8	20065.882282
274	go	8	18684.309844
275	nogo	8	19105.876975
276	go	8	18992.908193
277	nogo	8	21322.951720
278	go	8	15571.980101
279	nogo	8	12066.819032
280	go	8	30256.905017
281	go	8	19579.864848
282	go	8	14677.077831
283	go	8	15665.807862
284	nogo	8	12779.575193
285	go	8	27643.242726
286	go	8	18051.396099
287	go	8	13960.511913
288	go	8	16497.609468
289	go	8	17833.949117
290	go	8	17775.707202
291	go	8	18311.176945
292	nogo	8	21977.913575
293	go	8	18398.610955
294	go	8	22799.545408
295	nogo	8	14641.460936
296	go	8	28302.547879
297	go	8	15401.285693
298	go	8	19451.473746
299	go	8	18478.608539
300	go	8	14209.090031
301	go	8	18134.445230
302	go	8	n/a
303	go	8	34519.418536
304	go	8	12748.180065
305	go	8	14180.959507
306	go	8	n/a
307	go	8	12925.694145
308	nogo	8	12571.176300
309	go	8	12414.490435
310	go	8	18605.729749
311	nogo	8	17610.165862
312	go	8	22698.217039
331	nogo	10	17267.533056
332	go	10	22418.125337
333	go	10	18037.807748
334	go	10	16727.770385
335	go	10	24027.569042
336	go	10	15499.090530
337	go	10	18858.981302
338	go	10	21181.357733
339	go	10	12134.720429
340	go	10	23566.837227
341	nogo	10	13190.147518
342	go	10	20567.659006
343	go	10	24264.347711
344	go	10	13430.591545
345	go	10	15386.822863
346	go	10	17086.860072
347	nogo	10	13607.063758
348	go	10	26237.851960
349	nogo	10	19206.878820
350	go	10	14480.280134
351	nogo	10	19554.707097
352	go	10	20313.263000
353	go	10	19043.925418
354	go	10	17610.311541
355	go	10	27208.291894
356	go	10	n/a
357	nogo	10	27636.075787
358	go	10	14357.334342
359	go	10	13227.269355
360	nogo	10	11566.381576
361	go	10	14232.827055
362	go	10	19850.403987
363	go	10	8558.659079
364	nogo	10	22091.279302
365	go	10	16555.338343
366	nogo	10	20242.245396
367	go	10	24615.779456
368	go	10	14124.209759
369	go	10	13674.720133
370	nogo	10	20645.334460
371	go	10	25640.760050
372	go	10	20827.970708
373	go	10	26436.757690
374	go	10	22634.211350
375	go	10	18116.297943
376	go	10	28070.581702
377	go	10	28391.796940
378	go	10	15585.925481
379	go	10	22063.650845
380	go	10	24466.486449
381	nogo	10	16099.481931
382	go	10	19832.969089
383	nogo	10	30431.685258
384	go	10	18816.144995
385	go	10	22298.691327
386	go	10	14231.804660
387	go	10	21768.346199
388	go	10	21212.653060
389	go	10	19872.106109
390	go	10	20643.369827
391	go	11	28525.722557
392	go	11	21351.963997
393	go	11	n/a
394	go	11	20429.118462
395	go	11	16562.812165
396	go	11	30751.751490
397	go	11	16263.310571
398	nogo	11	25170.051352
399	go	11	26333.612547
400	go	11	27798.007781
401	nogo	11	16421.222757
402	go	11	15992.127355
403	go	11	25272.497742
404	go	11	26140.725340
