trial_index	trial_type	block_number	mean_velocity
55	go	4	1136.184810
56	go	4	1621.969091
57	go	4	1507.108368
58	go	4	1823.455452
59	go	4	1460.834824
60	go	4	1696.933127
61	go	4	1213.326479
62	go	4	930.300012
63	go	4	795.245196
64	nogo	4	1570.304874
65	go	4	1388.774607
66	nogo	4	763.906735
67	go	4	1321.166890
68	go	4	1234.173181
69	go	4	1946.818519
70	go	4	1326.633816
71	go	4	1212.311955
72	nogo	4	1209.229567
73	go	4	1183.259967
74	nogo	4	1476.097849
75	go	4	1173.762829
76	go	4	1866.778484
77	nogo	4	917.295930
78	go	4	1049.042523
79	go	4	1181.416116
80	go	4	1799.388491
81	go	4	1458.209677
82	go	4	1109.937036
83	go	4	1274.668086
84	go	4	1547.193569
85	go	4	1019.910708
86	nogo	4	1408.722517
87	go	4	1070.081139
88	go	4	n/a
89	go	4	1044.928425
90	go	4	1121.081733
91	nogo	4	1543.092811
92	go	4	1030.042532
93	go	4	n/a
94	go	4	1547.021409
95	go	4	1351.969471
96	go	4	n/a
97	go	4	1711.449664
98	go	4	1324.956657
99	nogo	4	1081.190337
100	go	4	1508.079697
101	nogo	4	874.425973
102	go	4	1581.264259
103	go	4	1170.444737
104	nogo	4	937.901759
105	go	4	1038.550375
106	go	4	1330.655176
107	go	4	1069.288877
108	go	4	1074.149219
109	nogo	4	629.725444
110	go	4	1265.835536
111	go	4	1523.795793
112	nogo	4	953.617933
113	go	4	1219.381512
114	go	4	1109.034937
115	nogo	5	1069.677922
116	go	5	1503.883422
117	go	5	1708.554719
118	go	5	1798.977549
119	go	5	1076.440337
120	go	5	1791.679649
121	nogo	5	931.799611
122	go	5	n/a
123	go	5	1519.238753
124	nogo	5	n/a
125	go	5	1588.512786
126	go	5	1766.913412
127	go	5	1547.103360
128	nogo	5	911.358041
129	go	5	n/a
130	go	5	1480.374285
131	go	5	1792.302214
132	nogo	5	717.598724
133	go	5	1056.668473
134	go	5	1334.125635
135	go	5	1475.525789
136	go	5	1210.974451
137	nogo	5	n/a
138	go	5	1255.705132
139	nogo	5	684.667810
140	go	5	1263.064096
141	go	5	1198.098292
142	go	5	1107.507665
143	go	5	1522.020587
144	go	5	1052.804736
145	nogo	5	n/a
146	go	5	1285.500339
147	go	5	n/a
148	go	5	1566.855246
149	go	5	n/a
150	go	5	1499.728581
151	go	5	1653.492030
152	nogo	5	935.608748
153	go	5	1412.859197
154	go	5	n/a
155	go	5	1077.465725
156	go	5	1208.992769
157	go	5	1032.443918
158	go	5	1121.046355
159	go	5	1606.938943
160	go	5	877.315291
161	go	5	1615.620513
162	go	5	1230.742374
163	go	5	1489.327790
164	nogo	5	520.324672
165	go	5	1485.676125
166	go	5	1242.409009
167	go	5	1352.545407
168	nogo	5	669.052778
169	go	5	1355.510365
170	go	5	1461.464500
171	go	5	1316.320623
172	nogo	5	674.134941
173	go	5	1448.352631
174	go	5	1096.092728
193	go	7	1758.633721
194	go	7	1323.739686
195	nogo	7	739.927315
196	go	7	1336.667101
197	go	7	1406.259719
198	go	7	n/a
199	go	7	1436.081129
200	go	7	1631.173805
201	go	7	1321.249340
202	nogo	7	800.268185
203	go	7	1106.219182
204	go	7	1461.070277
205	go	7	1136.096117
206	go	7	1443.793884
207	go	7	1321.313885
208	go	7	1434.880660
209	go	7	1368.996148
210	go	7	1496.246935
211	go	7	1564.863353
212	go	7	1161.538313
213	go	7	1185.871341
214	nogo	7	n/a
215	go	7	975.393833
216	go	7	1168.965704
217	go	7	1235.110617
218	go	7	n/a
219	nogo	7	n/a
220	go	7	1649.575765
221	nogo	7	812.488660
222	go	7	1122.906799
223	nogo	7	856.196261
224	go	7	1327.060473
225	nogo	7	920.258721
226	go	7	1695.321787
227	go	7	925.789159
228	nogo	7	1539.751870
229	go	7	1252.955498
230	nogo	7	1110.032449
231	go	7	1338.434126
232	nogo	7	789.870871
233	go	7	1240.449606
234	go	7	1303.564740
235	go	7	1091.376592
236	go	7	1306.936034
237	go	7	1338.546162
238	go	7	n/a
239	go	7	747.799143
240	go	7	964.385724
241	nogo	7	1033.425414
242	go	7	1431.933558
243	go	7	1467.837250
244	go	7	939.107077
245	go	7	1325.445152
246	go	7	1058.447002
247	go	7	1198.356504
248	go	7	1343.800372
249	go	7	1920.541453
250	go	7	1523.104320
251	nogo	7	1040.273457
252	go	7	1488.809753
253	go	8	1559.339745
254	go	8	332.626189
255	go	8	1766.566711
256	nogo	8	n/a
257	go	8	1466.837147
258	nogo	8	1327.864241
259	go	8	1449.283517
260	nogo	8	1007.627668
261	go	8	1327.910483
262	go	8	1230.995363
263	nogo	8	695.488704
264	go	8	806.585620
265	go	8	1824.902432
266	nogo	8	1076.710619
267	go	8	1172.209489
268	go	8	891.235610
269	nogo	8	1135.749330
270	go	8	1082.838594
271	nogo	8	1519.353113
272	go	8	1255.910817
273	go	8	935.072780
274	nogo	8	n/a
275	go	8	1647.115772
276	nogo	8	1038.980426
277	go	8	1112.084739
278	go	8	595.711347
279	go	8	1025.136350
280	go	8	914.773944
281	go	8	724.430980
282	nogo	8	915.682483
283	go	8	1035.531373
284	go	8	1597.514664
285	nogo	8	1387.629629
286	go	8	1158.547257
287	go	8	1027.161967
288	go	8	1154.503789
289	go	8	1585.833865
290	go	8	1331.319018
291	go	8	1638.099460
292	go	8	1251.259091
293	go	8	1495.756104
294	go	8	1535.900669
295	go	8	1178.681521
296	go	8	1602.602446
297	go	8	1382.273946
298	go	8	1543.915699
299	go	8	619.425009
300	go	8	903.144407
301	go	8	1406.876619
302	go	8	1040.696845
303	go	8	1428.600063
304	nogo	8	742.506750
305	go	8	1497.645852
306	go	8	1166.761790
307	go	8	1156.018965
308	go	8	1487.456513
309	go	8	1432.006688
310	go	8	1266.740906
311	go	8	829.597597
312	go	8	887.200859
331	nogo	10	1331.573296
