trial_index	block_number	block_type	is_practice	trials_count	digit	trial_type	correct_response	mouse_resp.x	mouse_resp.y	mouse_resp.leftButton	mouse_resp.midButton	mouse_resp.rightButton	mouse_resp.time	click_pos_x	click_pos_y	iti_duration	participant
1	1	go_only	1	18	6	go	click	[18.0, 18.0, 18.0, 21.0, 26.0, 30.0, 45.0, 71.0, 94.0, 111.0, 125.0, 139.0, 145.0, 150.0, 155.0, 158.0, 158.0, 158.0, 159.0, 164.0, 170.0, 175.0, 177.0, 177.0, 177.0, 177.0, 182.0, 191.0, 200.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0]	[-252.0, -252.0, -215.0, -169.0, -142.0, -116.0, -73.0, -13.0, 43.0, 81.0, 103.0, 126.0, 135.0, 141.0, 145.0, 145.0, 145.0, 145.0, 145.0, 149.0, 158.0, 168.0, 180.0, 187.0, 190.0, 200.0, 220.0, 246.0, 265.0, 272.0, 272.0, 272.0, 272.0, 272.0, 272.0, 272.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0001925998367369175, 0.007939199917018414, 0.024668100057169795, 0.041214099852368236, 0.05782849993556738, 0.07453330000862479, 0.09134439984336495, 0.10804249998182058, 0.12459359993226826, 0.14140670001506805, 0.15814159996807575, 0.17506739986129105, 0.1914063999429345, 0.20807449985295534, 0.2244945999700576, 0.24109539994969964, 0.2577787998598069, 0.2745016999542713, 0.2911755000241101, 0.3079806000459939, 0.3246607999317348, 0.3413728999439627, 0.35842459998093545, 0.37501379987224936, 0.39136829995550215, 0.4079086999408901, 0.42461039987392724, 0.44129669992253184, 0.45785939996130764, 0.4746129000559449, 0.49096490000374615, 0.507623199839145, 0.5245292999316007, 0.5410456999670714, 0.5576599000487477, 0.5750225000083447]	204.0	272.0	0.9	5b
2	1	go_only	1	18	8	go	click	[92.0, 92.0, 100.0, 118.0, 148.0, 169.0, 181.0, 187.0, 188.0, 188.0, 188.0, 188.0, 188.0, 188.0, 188.0, 187.0, 187.0, 187.0, 188.0, 193.0, 195.0, 202.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0]	[-224.0, -224.0, -165.0, -50.0, 105.0, 225.0, 299.0, 359.0, 391.0, 406.0, 408.0, 408.0, 408.0, 405.0, 386.0, 360.0, 336.0, 320.0, 313.0, 308.0, 306.0, 298.0, 295.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00018480001017451286, 0.009324399987235665, 0.025901000015437603, 0.042734399903565645, 0.05925489985384047, 0.07605629996396601, 0.09256519982591271, 0.10939419991336763, 0.12635469995439053, 0.14318070001900196, 0.15902130003087223, 0.1760114999487996, 0.1927280998788774, 0.20944590005092323, 0.22612389991991222, 0.2427966999821365, 0.2591732998844236, 0.27593909995630383, 0.29266449995338917, 0.30925599997863173, 0.32655090000480413, 0.3425894998945296, 0.359397399937734, 0.3757527000270784, 0.3923686998896301, 0.4092891998589039, 0.42596569983288646, 0.4425391999538988, 0.45910690003074706, 0.4757328999694437, 0.49234510003589094, 0.5090383999049664, 0.5257090998347849, 0.5424319999292493, 0.5588060999289155, 0.5754878998268396, 0.5925202998332679]	204.0	294.0	1.0	5b
3	1	go_only	1	18	7	go	click	[107.0, 107.0, 123.0, 146.0, 177.0, 193.0, 198.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0]	[-152.0, -152.0, -91.0, 40.0, 180.0, 256.0, 272.0, 278.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0001906000543385744, 0.009509199997410178, 0.026118800044059753, 0.042811800027266145, 0.05987500003539026, 0.07636100007221103, 0.09276719996705651, 0.1095618000254035, 0.126018000068143, 0.14271400007419288, 0.15959640010260046, 0.17607680009678006, 0.19272099994122982, 0.20967789995484054, 0.2260941001586616, 0.24269720003940165, 0.25947290007025003, 0.27630520006641746, 0.2926515999715775, 0.3095261000562459, 0.3259968999773264, 0.34277500002644956, 0.35937980003654957, 0.37592860008589923, 0.39314140006899834]	201.0	279.0	0.8	5b
4	1	go_only	1	18	2	go	click	[44.0, 44.0, 59.0, 70.0, 75.0, 80.0, 84.0, 90.0, 93.0, 98.0, 99.0, 99.0, 101.0, 107.0, 137.0, 155.0, 166.0, 174.0, 184.0, 194.0, 201.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0]	[-140.0, -140.0, 25.0, 133.0, 183.0, 214.0, 235.0, 246.0, 256.0, 260.0, 262.0, 263.0, 265.0, 271.0, 301.0, 313.0, 317.0, 318.0, 315.0, 307.0, 303.0, 302.0, 302.0, 302.0, 302.0, 302.0, 302.0, 302.0, 302.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00019899988546967506, 0.011210499797016382, 0.02827319991774857, 0.04472779994830489, 0.061319599859416485, 0.07763600000180304, 0.0944866999052465, 0.1113410999532789, 0.12781500001437962, 0.14447379997000098, 0.16122209979221225, 0.17773879994638264, 0.1945524998009205, 0.21135859983041883, 0.2284860999789089, 0.24496679985895753, 0.2611636999063194, 0.27768939989618957, 0.2942366998177022, 0.3110589999705553, 0.32820579991675913, 0.3445216999389231, 0.36105940002016723, 0.37774639995768666, 0.3945178999565542, 0.4111219998449087, 0.42764859995804727, 0.44433079985901713, 0.4613753999583423]	204.0	302.0	1.0	5b
5	1	go_only	1	18	3	go	click	[40.0, 40.0, 55.0, 97.0, 131.0, 154.0, 164.0, 171.0, 174.0, 177.0, 184.0, 195.0, 205.0, 211.0, 212.0, 212.0, 212.0, 212.0, 210.0, 210.0, 210.0, 210.0, 210.0, 210.0, 210.0]	[-173.0, -173.0, -97.0, 26.0, 111.0, 163.0, 186.0, 200.0, 210.0, 216.0, 230.0, 253.0, 278.0, 301.0, 308.0, 308.0, 308.0, 307.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00019780010916292667, 0.009783399989828467, 0.026322900084778666, 0.043279699981212616, 0.060188200091943145, 0.07626180001534522, 0.09320870018564165, 0.11040650005452335, 0.12651129998266697, 0.14301720005460083, 0.15981430001556873, 0.17633070005103946, 0.19298060005530715, 0.20980000006966293, 0.2260606000199914, 0.2430030000396073, 0.25984690012410283, 0.27664729999378324, 0.29288680013269186, 0.3096664999611676, 0.32631719997152686, 0.34287700010463595, 0.3594790999777615, 0.3762366999872029, 0.39326720009557903]	210.0	300.0	1.0	5b
6	1	go_only	1	18	2	go	click	[63.0, 63.0, 79.0, 94.0, 103.0, 115.0, 134.0, 161.0, 181.0, 193.0, 200.0, 207.0, 219.0, 238.0, 261.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 267.0, 263.0, 257.0, 253.0, 247.0, 241.0, 235.0, 230.0, 229.0, 229.0, 228.0, 228.0, 228.0]	[-221.0, -221.0, -172.0, -104.0, -41.0, -8.0, 35.0, 89.0, 126.0, 150.0, 160.0, 169.0, 183.0, 209.0, 232.0, 244.0, 245.0, 245.0, 245.0, 245.0, 245.0, 245.0, 245.0, 247.0, 253.0, 259.0, 266.0, 270.0, 274.0, 277.0, 277.0, 278.0, 278.0, 278.0, 278.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.000188400037586689, 0.009449899895116687, 0.026333000045269728, 0.04330580006353557, 0.05994229996576905, 0.07676719990558922, 0.09314469993114471, 0.11004370008595288, 0.12655599997378886, 0.14319489989429712, 0.1597762000747025, 0.1765056001022458, 0.19299610005691648, 0.2096686998847872, 0.22605869988910854, 0.2427300000563264, 0.2592972000129521, 0.2759940999094397, 0.29272780008614063, 0.3091810999903828, 0.3257033999543637, 0.34264830010943115, 0.35924539994448423, 0.37607600004412234, 0.39259400009177625, 0.40936570009216666, 0.4259933000430465, 0.4426402999088168, 0.4592373000923544, 0.47586290002800524, 0.49264180008322, 0.5095514999702573, 0.525873800041154, 0.542535400018096, 0.5592662000562996]	228.0	278.0	0.5	5b
7	1	go_only	1	18	4	go	click	[7.0, 13.0, 18.0, 35.0, 58.0, 77.0, 94.0, 104.0, 111.0, 115.0, 116.0, 116.0, 117.0, 118.0, 119.0, 122.0, 133.0, 159.0, 195.0, 227.0, 244.0, 246.0, 246.0, 246.0, 246.0, 246.0, 246.0, 245.0, 242.0, 237.0, 233.0, 231.0, 230.0, 229.0, 229.0, 229.0, 229.0]	[-240.0, -161.0, -83.0, 63.0, 159.0, 218.0, 265.0, 299.0, 319.0, 325.0, 327.0, 327.0, 327.0, 327.0, 327.0, 322.0, 306.0, 290.0, 285.0, 286.0, 287.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[8.050003089010715e-05, 0.009278099983930588, 0.026063499972224236, 0.04279630002565682, 0.05930530000478029, 0.07605600007809699, 0.09280460001900792, 0.10964139993302524, 0.12635000003501773, 0.14301160001195967, 0.15925100003369153, 0.17615359998308122, 0.19251469988375902, 0.20912729995325208, 0.2258685000706464, 0.2425710998941213, 0.2593592000193894, 0.2759513999335468, 0.29255779995583, 0.30950580001808703, 0.3261120000388473, 0.34251350001432, 0.3593737999908626, 0.3758139000274241, 0.3933069999329746, 0.40918680001050234, 0.42600549990311265, 0.44238849985413253, 0.45918740006163716, 0.47611759998835623, 0.4927558000199497, 0.5092448000796139, 0.5260759999509901, 0.5426145000383258, 0.5591663999948651, 0.5758350999094546, 0.5929795999545604]	229.0	288.0	0.5	5b
8	1	go_only	1	18	4	go	click	[65.0, 65.0, 70.0, 82.0, 87.0, 91.0, 99.0, 112.0, 123.0, 127.0, 127.0, 127.0, 127.0, 126.0, 124.0, 124.0, 143.0, 173.0, 201.0, 212.0, 212.0, 212.0, 212.0, 209.0, 208.0, 207.0, 207.0, 207.0, 207.0, 207.0, 207.0, 207.0]	[-106.0, -106.0, -31.0, 113.0, 261.0, 321.0, 375.0, 428.0, 457.0, 464.0, 464.0, 464.0, 464.0, 453.0, 434.0, 410.0, 360.0, 329.0, 308.0, 301.0, 300.0, 300.0, 300.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0002560000866651535, 0.013175600208342075, 0.02988450019620359, 0.04624080006033182, 0.0631222000811249, 0.08008560002781451, 0.0964637000579387, 0.11310120020061731, 0.12957950006239116, 0.1460081001278013, 0.1632050999905914, 0.17970219999551773, 0.19631820009090006, 0.2129850999917835, 0.22961860010400414, 0.24635550007224083, 0.26304170000366867, 0.2797795000951737, 0.2965499002020806, 0.3131022001616657, 0.3295729001984, 0.34606940019875765, 0.3628138001076877, 0.3797003000508994, 0.3961738001089543, 0.4129745000973344, 0.42952800006605685, 0.4461465000640601, 0.4628796000033617, 0.4794230000115931, 0.4960753000341356, 0.5126432999968529]	207.0	299.0	0.7	5b
9	1	go_only	1	18	3	go	click	[32.0, 32.0, 32.0, 37.0, 49.0, 67.0, 81.0, 91.0, 99.0, 104.0, 110.0, 115.0, 122.0, 125.0, 139.0, 148.0, 152.0, 152.0, 155.0, 166.0, 175.0, 179.0, 180.0, 180.0, 180.0, 180.0, 180.0, 180.0]	[-207.0, -207.0, -113.0, -13.0, 61.0, 115.0, 153.0, 171.0, 182.0, 185.0, 188.0, 193.0, 203.0, 206.0, 226.0, 238.0, 242.0, 244.0, 248.0, 264.0, 283.0, 293.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00021379999816417694, 0.010224899975582957, 0.02765460009686649, 0.0435548999812454, 0.06025530002079904, 0.07717359997332096, 0.09371170005761087, 0.11030939989723265, 0.12695159995928407, 0.14368210011161864, 0.16031740000471473, 0.1770961000584066, 0.19337749993428588, 0.21049010008573532, 0.2272107999306172, 0.24360299995169044, 0.26015780004672706, 0.2771372999995947, 0.29387980001047254, 0.31023969990201294, 0.3268329999409616, 0.34365130006335676, 0.3600993000436574, 0.37676799995824695, 0.3935918998904526, 0.4103224000427872, 0.4266786000225693, 0.4436695999465883]	180.0	294.0	0.7	5b
10	1	go_only	1	18	3	go	click	[82.0, 82.0, 130.0, 165.0, 188.0, 193.0, 197.0, 206.0, 216.0, 221.0, 223.0, 224.0, 226.0, 228.0, 229.0, 229.0, 229.0, 229.0, 229.0, 229.0, 228.0, 219.0, 211.0, 205.0, 200.0, 199.0, 198.0, 198.0, 198.0, 197.0, 196.0, 196.0, 196.0, 196.0]	[-270.0, -270.0, -119.0, 41.0, 176.0, 276.0, 329.0, 372.0, 392.0, 407.0, 414.0, 417.0, 420.0, 422.0, 422.0, 422.0, 422.0, 423.0, 423.0, 423.0, 418.0, 393.0, 366.0, 348.0, 339.0, 334.0, 333.0, 332.0, 330.0, 326.0, 323.0, 323.0, 323.0, 323.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[8.819997310638428e-05, 0.012285799952223897, 0.02862160000950098, 0.04544849996455014, 0.06207909993827343, 0.07877079979516566, 0.095740299904719, 0.11223839991725981, 0.1290341999847442, 0.14527819980867207, 0.16203739983029664, 0.17890649987384677, 0.19514799979515374, 0.2120687998831272, 0.22852729982696474, 0.24527879990637302, 0.26227469998411834, 0.2785720999818295, 0.2951666999142617, 0.31212129979394376, 0.32908089994452894, 0.34558289987035096, 0.36189669999293983, 0.37862579990178347, 0.3951635998673737, 0.4117577997967601, 0.4296122998930514, 0.4452100999187678, 0.4618110000155866, 0.47844579978846014, 0.49508799985051155, 0.511752099962905, 0.528436099877581, 0.5450166999362409]	196.0	323.0	0.9	5b
