trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
2	go	1	go_only	1	1	1	1.277219	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.277219	1
3	go	1	go_only	1	1	1	0.792337	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.792337	1
4	go	1	go_only	1	1	1	0.727960	0	0	0	0	0	0	1	1	0	0.411144	1	stopped_early	0	0.727960	1
5	go	1	go_only	1	2	0	0.593690	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
6	go	1	go_only	1	1	1	0.677209	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.677209	1
7	go	1	go_only	1	1	1	0.660771	0	0	0	0	0	0	1	1	0	0.476624	1	stopped_early	0	0.660771	1
8	go	1	go_only	1	1	1	0.676852	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.676852	1
9	go	1	go_only	1	1	1	0.445553	0	0	0	0	0	0	1	1	0	0.244929	1	stopped_early	0	0.445553	1
10	go	1	go_only	1	1	1	0.442532	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.442532	1
11	go	1	go_only	1	1	1	0.527073	0	0	0	0	0	0	1	1	0	0.376947	1	stopped_early	0	0.527073	1
12	go	1	go_only	1	1	1	0.494526	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494526	1
13	go	1	go_only	1	1	1	0.628096	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.628096	1
14	go	1	go_only	1	1	1	0.527635	0	0	0	0	0	0	1	1	0	0.260781	1	stopped_early	0	0.527635	1
15	go	1	go_only	1	1	1	0.427468	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.427468	1
16	go	1	go_only	1	1	1	0.477740	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477740	1
17	go	1	go_only	1	1	1	0.344826	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.344826	1
18	go	1	go_only	1	1	1	0.344420	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.344420	1
19	go	2	go_nogo_prac	1	1	1	0.462492	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.462492	1
20	go	2	go_nogo_prac	1	1	1	0.511248	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511248	1
21	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.394171	1	stopped_early	0	0.394171	1
22	go	2	go_nogo_prac	1	1	1	0.459634	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.459634	1
23	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.560313	1	stopped_early	0	0.560313	1
24	go	2	go_nogo_prac	1	1	1	0.528485	0	0	0	0	0	0	1	1	0	0.244659	1	stopped_early	0	0.528485	1
25	go	2	go_nogo_prac	1	1	1	0.578325	0	0	0	0	0	0	1	1	0	0.394484	1	stopped_early	0	0.578325	1
26	go	2	go_nogo_prac	1	1	1	0.511625	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511625	1
27	go	2	go_nogo_prac	1	1	1	0.477553	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477553	1
28	go	2	go_nogo_prac	1	1	1	0.494098	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494098	1
29	go	2	go_nogo_prac	1	2	0	0.362530	0	0	0	0	0	0	1	1	0	0.162334	1	stopped_early	0	n/a	0
30	go	2	go_nogo_prac	1	1	1	0.460730	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460730	1
31	go	2	go_nogo_prac	1	1	1	0.496286	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.496286	1
32	go	2	go_nogo_prac	1	1	1	1.193382	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.193382	1
33	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.577533	1	stopped_early	0	0.577533	1
34	go	2	go_nogo_prac	1	1	1	1.178586	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.178586	1
35	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.327613	1	stopped_early	0	0.327613	1
36	go	2	go_nogo_prac	1	1	1	0.478567	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.478567	1
37	go	3	go_only	0	1	1	0.609292	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.609292	1
38	go	3	go_only	0	1	1	0.677100	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.677100	1
39	go	3	go_only	0	1	1	0.526129	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526129	1
40	go	3	go_only	0	1	1	0.544984	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544984	1
41	go	3	go_only	0	1	1	0.644849	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644849	1
42	go	3	go_only	0	1	1	0.543819	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.543819	1
43	go	3	go_only	0	1	1	0.460737	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460737	1
44	go	3	go_only	0	1	1	0.394141	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.394141	1
45	go	3	go_only	0	1	1	0.493623	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493623	1
46	go	3	go_only	0	1	1	0.511245	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511245	1
47	go	3	go_only	0	1	1	0.512881	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.512881	1
48	go	3	go_only	0	1	1	0.578657	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.578657	1
49	go	3	go_only	0	1	1	0.510504	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510504	1
50	go	3	go_only	0	1	1	0.477999	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477999	1
51	go	3	go_only	0	1	1	0.477062	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477062	1
52	go	3	go_only	0	1	1	0.427934	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.427934	1
53	go	3	go_only	0	1	1	0.395856	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.395856	1
54	go	3	go_only	0	1	1	0.626174	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626174	1
55	go	4	go_nogo	0	1	1	0.443786	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.443786	1
56	go	4	go_nogo	0	1	1	0.477987	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477987	1
57	go	4	go_nogo	0	1	1	0.527811	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527811	1
58	nogo	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.494489	1	stopped_early	0	0.494489	1
59	go	4	go_nogo	0	1	1	0.492951	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.492951	1
60	go	4	go_nogo	0	1	1	0.460586	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460586	1
61	go	4	go_nogo	0	1	1	0.545095	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.545095	1
62	go	4	go_nogo	0	1	1	0.626468	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626468	1
63	go	4	go_nogo	0	1	1	0.409304	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.409304	1
64	nogo	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.276190	1	stopped_early	0	0.276190	1
65	go	4	go_nogo	0	1	1	0.345157	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.345157	1
66	go	4	go_nogo	0	1	1	0.495999	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.495999	1
67	go	4	go_nogo	0	1	1	0.396476	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.396476	1
68	go	4	go_nogo	0	1	1	0.493213	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493213	1
69	go	4	go_nogo	0	1	1	0.344412	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.344412	1
70	go	4	go_nogo	0	1	1	0.359711	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.359711	1
71	go	4	go_nogo	0	1	1	0.410634	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.410634	1
72	go	4	go_nogo	0	1	1	0.577501	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577501	1
73	go	4	go_nogo	0	1	1	0.560196	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.560196	1
74	go	4	go_nogo	0	1	1	0.476585	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.476585	1
