trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
2	go	1	go_only	1	0	48	0.774424	609.134661	9256.606875	786.564397	377485.808323	27132.050476
3	go	1	go_only	1	0	44	0.708687	572.120375	3975.052865	807.296274	151148.862965	15875.961106
4	go	1	go_only	1	0	43	0.694816	620.449900	3636.379897	892.970209	150179.325231	15752.811286
5	go	1	go_only	1	0	46	0.741740	591.890437	2394.310915	797.976051	75138.170560	16459.885701
6	go	1	go_only	1	0	60	0.975407	755.199867	2725.740729	774.241088	65021.473800	10756.269176
7	go	1	go_only	1	0	49	0.792019	586.316637	2805.175622	740.281305	86068.057563	12415.473353
8	go	1	go_only	1	0	38	0.608743	603.131520	2624.595211	990.782346	81944.733481	16865.402964
9	go	1	go_only	1	0	41	0.660862	542.674430	2984.650540	821.161498	132672.230706	13601.867700
10	go	1	go_only	1	0	46	0.743146	558.402332	2591.321593	751.403064	111988.431802	18167.510377
11	go	1	go_only	1	0	39	0.627665	543.771111	3647.406239	866.339705	136626.793584	20626.531516
12	go	1	go_only	1	0	36	0.578628	567.277712	3388.235306	980.384983	106930.083483	16542.391500
13	go	1	go_only	1	0	51	0.826866	640.584792	2547.506705	774.713778	155894.714164	14581.176985
14	go	1	go_only	1	0	41	0.659140	613.267560	3634.699142	930.405760	96241.235015	18886.324626
15	go	1	go_only	1	0	46	0.742336	571.385027	2860.000353	769.712446	83949.967908	15813.556840
16	go	1	go_only	1	0	43	0.693352	651.269774	1978.451595	939.306252	57481.421990	11689.035392
17	go	1	go_only	1	0	48	0.774659	679.896601	3869.417975	877.672453	141519.349509	19730.882093
18	go	1	go_only	1	0	48	0.777855	545.272859	2541.228423	700.995596	74365.124026	14335.903961
19	nogo	2	go_nogo_prac	1	0	31	0.493239	340.833605	1960.527913	691.010782	54244.667781	14158.348077
20	go	2	go_nogo_prac	1	0	45	0.726568	551.200630	3591.589689	758.636402	85713.244082	18095.516930
21	go	2	go_nogo_prac	1	0	55	0.893453	637.544380	4447.977500	713.573175	143553.513298	14317.438510
22	go	2	go_nogo_prac	1	0	56	0.906944	549.042955	2037.506206	605.376575	123771.775050	11908.252245
23	go	2	go_nogo_prac	1	0	43	0.693699	567.686382	2228.282172	818.346364	69939.815845	15942.064148
24	go	2	go_nogo_prac	1	0	51	0.827738	635.956721	3559.549359	768.307063	135316.670524	16217.581449
25	go	2	go_nogo_prac	1	0	56	0.910478	623.284892	1968.954513	684.569016	47111.266876	9720.338673
26	go	2	go_nogo_prac	1	0	43	0.694023	596.451719	2953.973422	859.411911	87701.960934	16299.803205
27	go	2	go_nogo_prac	1	0	45	0.727211	596.124064	2833.246170	819.740501	116931.467037	13666.723659
28	go	2	go_nogo_prac	1	0	46	0.744552	587.846292	2065.979304	789.530522	80239.055152	14377.946424
29	go	2	go_nogo_prac	1	0	42	0.676205	570.193162	1941.599776	843.225422	65738.207165	13982.073051
30	nogo	2	go_nogo_prac	1	0	52	0.842902	420.280399	2423.502983	498.610989	79550.529294	9896.452957
31	go	2	go_nogo_prac	1	0	46	0.744357	567.871789	2102.479525	762.902156	64618.542965	13403.869919
32	go	2	go_nogo_prac	1	0	43	0.691746	585.590621	2672.616851	846.540067	79130.344415	17511.153379
33	go	2	go_nogo_prac	1	0	45	0.726926	573.856925	1980.515130	789.429958	81029.438022	18915.383861
34	nogo	2	go_nogo_prac	1	0	36	0.576842	443.017363	2055.063952	768.004826	57894.027847	15254.099332
35	nogo	2	go_nogo_prac	1	0	38	0.609981	260.753359	1953.996657	427.478119	55031.462963	8099.085889
36	go	2	go_nogo_prac	1	0	51	0.824948	606.638966	1963.375935	735.366487	46188.494784	9939.470038
37	go	3	go_only	0	0	51	0.827925	720.530122	4098.231323	870.283871	106185.216421	15874.889718
38	go	3	go_only	0	0	39	0.628065	591.658821	3457.492229	942.034977	208730.302951	18705.370528
39	go	3	go_only	0	0	44	0.709447	618.515285	3238.687195	871.827823	88928.960257	13819.918884
40	go	3	go_only	0	0	48	0.777742	611.578013	2549.783399	786.350558	63671.093703	11360.764440
41	go	3	go_only	0	0	35	0.560450	613.496299	2955.373744	1094.648890	92344.284380	18932.739828
42	go	3	go_only	0	0	37	0.594278	589.507122	2262.379900	991.971976	82069.930240	14981.315315
43	go	3	go_only	0	0	60	0.976852	730.039232	2121.126453	747.338626	115933.396133	12847.371541
44	go	3	go_only	0	0	47	0.760891	574.260039	2639.906618	754.720404	68758.615791	12602.574052
45	go	3	go_only	0	0	49	0.795641	622.274803	2786.384762	782.104802	62660.899917	11725.595059
46	go	3	go_only	0	0	46	0.743673	571.180691	1720.654322	768.053761	48239.473051	8944.691223
47	go	3	go_only	0	0	42	0.676582	607.961673	2744.581207	898.578624	70936.043065	17085.936128
48	go	3	go_only	0	0	41	0.661602	564.241637	1569.340475	852.841106	83611.152835	9546.754946
49	go	3	go_only	0	0	43	0.694851	606.823892	2112.692720	873.315256	54343.826129	14361.688458
50	go	3	go_only	0	0	39	0.629468	575.438803	2465.633092	914.167179	70266.471937	13857.422604
51	go	3	go_only	0	0	36	0.576503	603.187628	2865.433441	1046.287604	104768.432036	22351.465660
52	go	3	go_only	0	0	43	0.693498	610.181185	3086.495113	879.860304	159807.440920	15661.595193
53	go	3	go_only	0	0	37	0.593469	567.484187	3590.134011	956.215382	102875.475178	17136.822724
54	go	3	go_only	0	0	41	0.661320	601.471955	2825.607019	909.502553	111679.044044	15861.656544
55	go	4	go_nogo	0	0	44	0.708988	589.403723	2963.187215	831.331029	122233.419862	18991.662937
56	go	4	go_nogo	0	0	50	0.811051	591.854199	1952.679573	729.737520	49905.640410	12545.771001
57	go	4	go_nogo	0	0	51	0.826923	609.101692	2323.013359	736.588429	66711.550896	14101.267558
58	go	4	go_nogo	0	0	41	0.659758	585.353765	2946.234563	887.224287	79387.695104	19959.461630
59	nogo	4	go_nogo	0	0	37	0.594650	375.350553	1770.347785	631.212886	59442.421438	11385.606723
60	go	4	go_nogo	0	0	67	1.093072	568.197251	3376.386916	519.816856	135707.374435	15474.608372
61	go	4	go_nogo	0	0	56	0.910193	578.425644	1906.986872	635.497864	94937.182445	11313.299416
62	go	4	go_nogo	0	0	43	0.693151	620.041399	2599.606264	894.526109	56115.355503	16884.387404
63	go	4	go_nogo	0	0	46	0.744855	570.171980	3454.034001	765.480811	113577.028623	17705.875992
64	go	4	go_nogo	0	0	40	0.646406	630.371006	2633.093283	975.193618	79684.101281	17427.538998
65	go	4	go_nogo	0	0	42	0.677430	574.301144	2368.611821	847.764933	60580.442985	16444.366399
66	go	4	go_nogo	0	0	38	0.611343	625.447781	3354.384524	1023.072297	165669.665916	22024.820089
67	go	4	go_nogo	0	0	40	0.645025	594.402646	2858.399224	921.519201	100228.509962	15905.436936
68	go	4	go_nogo	0	0	48	0.778594	681.909319	3223.574021	875.821891	110101.610223	18311.074476
69	nogo	4	go_nogo	0	0	41	0.661058	437.386449	2358.548658	661.645903	124937.097292	15414.491493
70	go	4	go_nogo	0	0	54	0.877175	617.793328	1845.467937	704.299072	56635.868059	12292.579842
71	nogo	4	go_nogo	0	0	39	0.626897	329.891997	1674.815257	526.229562	84668.098807	7884.930586
72	go	4	go_nogo	0	0	39	0.627252	582.529427	2535.142201	928.700788	121192.393614	18236.710009
73	go	4	go_nogo	0	0	43	0.692245	592.442318	2548.161610	855.827020	66584.998016	16959.824819
74	go	4	go_nogo	0	0	44	0.711638	590.128204	2036.158757	829.253478	85784.573232	15550.875550
