trial_index	trial_type	block_number	mean_velocity
55	go	4	1098.375516
56	go	4	1075.094423
57	go	4	1064.558267
58	nogo	4	899.473082
59	go	4	1502.152395
60	go	4	1088.373386
61	go	4	n/a
62	go	4	839.044682
63	nogo	4	n/a
64	go	4	891.543111
65	go	4	774.214374
66	go	4	769.994332
67	go	4	894.005084
68	go	4	806.380539
69	go	4	1168.723345
70	go	4	960.859025
71	nogo	4	n/a
72	go	4	919.028761
73	go	4	985.848365
74	go	4	1380.038360
75	go	4	992.035167
76	nogo	4	1207.567406
77	go	4	936.870625
78	go	4	751.847408
79	go	4	883.146674
80	go	4	856.564240
81	nogo	4	710.993702
82	go	4	1108.969584
83	go	4	919.946892
84	nogo	4	n/a
85	go	4	903.095374
86	go	4	758.625459
87	go	4	1079.253265
88	nogo	4	709.927972
89	go	4	982.577183
90	go	4	906.171902
91	nogo	4	n/a
92	go	4	941.669626
93	go	4	459.916480
94	nogo	4	580.382505
95	go	4	985.700758
96	go	4	1168.910028
97	go	4	980.989052
98	go	4	1008.303859
99	go	4	773.524723
100	go	4	859.459685
101	go	4	1091.254748
102	go	4	992.921334
103	nogo	4	1296.460638
104	go	4	671.504065
105	go	4	960.752077
106	go	4	1026.276270
107	go	4	721.282693
108	nogo	4	n/a
109	go	4	795.849865
110	go	4	981.074726
111	go	4	1268.635450
112	go	4	944.339728
113	nogo	4	n/a
114	go	4	664.702955
115	go	5	1076.026382
116	go	5	783.420914
117	nogo	5	n/a
118	go	5	728.270902
119	nogo	5	1109.597109
120	go	5	1207.679977
121	nogo	5	846.666015
122	go	5	1088.072219
123	go	5	1238.539398
124	nogo	5	814.699279
125	go	5	567.684617
126	go	5	917.159639
127	go	5	590.081020
128	nogo	5	810.252412
129	go	5	446.215319
130	go	5	644.073769
131	nogo	5	n/a
132	go	5	731.266049
133	go	5	561.784298
134	go	5	698.347926
135	go	5	798.105597
136	go	5	751.100588
137	nogo	5	n/a
138	go	5	711.881468
139	go	5	620.580769
140	nogo	5	34.397435
141	go	5	1007.903225
142	nogo	5	50.273168
143	go	5	633.165667
144	go	5	582.761266
145	go	5	677.996611
146	nogo	5	n/a
147	go	5	620.528720
148	go	5	973.107749
149	go	5	792.204590
150	go	5	734.533741
151	go	5	804.913767
152	go	5	796.640601
153	go	5	812.144845
154	go	5	565.948153
155	nogo	5	n/a
156	go	5	664.656214
157	go	5	703.851378
158	go	5	622.147811
159	go	5	975.011119
160	go	5	970.418290
161	go	5	709.784363
162	go	5	549.246577
163	go	5	645.726461
164	go	5	905.845364
165	go	5	544.813951
166	go	5	739.992577
167	go	5	959.455961
168	go	5	n/a
169	go	5	955.714424
170	go	5	1042.204026
171	go	5	1039.084495
172	go	5	1226.366578
173	nogo	5	524.229079
174	go	5	695.631700
193	go	7	705.431465
194	go	7	953.917047
195	go	7	703.986754
196	go	7	804.808432
197	nogo	7	1055.514366
198	go	7	754.308602
199	go	7	904.652551
200	go	7	761.427014
201	go	7	n/a
202	go	7	711.957577
203	go	7	911.291722
204	go	7	738.857179
205	go	7	819.422176
206	go	7	712.198465
207	nogo	7	835.714582
208	go	7	n/a
209	nogo	7	343.036040
210	go	7	627.007005
211	go	7	850.392073
