onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	4.985	FLOW_B	B	1	1	1	5 + 108	113	113.0	4984.9	1	0
9.04	2.594	FLOW_B	B	1	2	1	103 + 6	109	109.0	2593.9	1	0
15.675	1.774	FLOW_B	B	1	3	1	105 + 2	107	107.0	1774.1	1	0
21.494	2.536	FLOW_B	B	1	4	1	6 + 104	110	110.0	2536.4	1	0
28.084	1.637	FLOW_B	B	1	5	1	102 + 5	107	107.0	1637.2	1	0
33.774	3.341	FLOW_B	B	1	6	1	107 + 9	116	116.0	3340.7	1	0
41.116	2.653	FLOW_B	B	1	7	1	109 + 9	118	118.0	2652.7	1	0
47.819	2.41	FLOW_B	B	1	8	1	106 + 5	111	111.0	2410.5	1	0
54.285	2.406	FLOW_B	B	1	9	1	100 + 3	103	103.0	2405.5	1	0
60.744	2.094	FLOW_B	B	1	10	1	105 + 1	106	106.0	2093.5	1	0
66.84	2.207	FLOW_B	B	1	11	1	6 + 106	112	112.0	2206.9	1	0
73.074	2.243	FLOW_B	B	1	12	1	107 + 8	115	115.0	2243.4	1	0
79.368	2.324	FLOW_B	B	1	13	1	106 + 5	111	111.0	2323.6	1	0
85.698	1.842	FLOW_B	B	1	14	1	102 + 1	103	103.0	1842.2	1	0
91.552	3.014	FLOW_B	B	1	15	1	8 + 105	113	113.0	3014.4	1	0
98.571	1.916	FLOW_B	B	1	16	1	7 + 103	110	110.0	1915.6	1	0
104.497	1.983	FLOW_B	B	1	17	1	108 + 5	113	113.0	1983.4	1	0
110.492	2.86	FLOW_B	B	1	18	1	106 + 1	107	107.0	2859.9	1	0
117.355	3.732	FLOW_B	B	1	19	1	107 + 4	111	111.0	3732.3	1	0
125.114	1.845	FLOW_B	B	1	20	1	3 + 100	103	103.0	1845.2	1	0
130.973	2.216	FLOW_B	B	1	21	1	4 + 107	111	111.0	2215.6	1	0
137.234	2.004	FLOW_B	B	1	22	1	2 + 103	105	105.0	2004.0	1	0
143.246	4.438	FLOW_B	B	1	23	1	109 + 2	111	111.0	4438.3	1	0
151.737	1.969	FLOW_B	B	1	24	1	2 + 106	108	108.0	1968.7	1	0
157.751	3.33	FLOW_B	B	1	25	1	9 + 108	117	117.0	3330.4	1	0
165.131	4.876	FLOW_B	B	1	26	1	9 + 109	118	n/a	4875.8	0	1
