trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	1	1	1.040434	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.040434	1
2	go	1	go_only	1	1	1	0.926428	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.926428	1
3	go	1	go_only	1	1	1	1.007437	0	0	0	0	0	0	1	1	0	0.707295	1	stopped_early	0	1.007437	1
4	go	1	go_only	1	1	1	1.106911	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.106911	1
5	go	1	go_only	1	1	1	0.909558	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.909558	1
6	go	1	go_only	1	1	1	0.724055	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.724055	1
7	go	1	go_only	1	1	1	0.796008	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.796008	1
8	go	1	go_only	1	1	1	1.044959	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.044959	1
9	go	1	go_only	1	1	1	0.743922	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.743922	1
10	go	1	go_only	1	1	1	0.610250	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610250	1
11	go	1	go_only	1	1	1	0.910525	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.910525	1
12	go	1	go_only	1	1	1	0.742418	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.742418	1
13	go	1	go_only	1	1	1	0.692700	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.692700	1
14	go	1	go_only	1	1	1	0.610857	0	0	0	0	0	0	1	1	0	0.460740	1	stopped_early	0	0.610857	1
15	go	1	go_only	1	1	1	0.794503	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.794503	1
16	go	1	go_only	1	1	1	0.742296	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.742296	1
17	go	1	go_only	1	1	1	0.628046	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.628046	1
18	go	1	go_only	1	1	1	0.758576	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.758576	1
19	go	2	go_nogo_prac	1	1	1	0.742991	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.742991	1
20	go	2	go_nogo_prac	1	1	1	0.695000	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.695000	1
21	go	2	go_nogo_prac	1	1	1	0.777920	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.777920	1
22	go	2	go_nogo_prac	1	1	1	0.643228	0	0	0	0	0	0	1	1	0	0.476157	1	stopped_early	0	0.643228	1
23	go	2	go_nogo_prac	1	1	1	0.708814	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.708814	1
24	go	2	go_nogo_prac	1	1	1	0.575959	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.575959	1
25	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.457705	1	stopped_early	0	0.457705	1
26	go	2	go_nogo_prac	1	1	1	0.560266	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.560266	1
27	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.675370	1	stopped_early	0	0.675370	1
28	go	2	go_nogo_prac	1	1	1	0.592965	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.592965	1
29	go	2	go_nogo_prac	1	1	1	0.611397	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611397	1
30	go	2	go_nogo_prac	1	1	1	0.559068	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559068	1
31	go	2	go_nogo_prac	1	1	1	0.711627	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.711627	1
32	go	2	go_nogo_prac	1	1	1	0.592585	0	0	0	0	0	0	1	1	0	0.425844	1	stopped_early	0	0.592585	1
33	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.627245	1	stopped_early	0	0.627245	1
34	go	2	go_nogo_prac	1	1	1	0.576881	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576881	1
35	go	2	go_nogo_prac	1	1	1	0.693433	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693433	1
36	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.643033	1	stopped_early	0	0.643033	1
37	go	3	go_only	0	1	1	0.777203	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.777203	1
38	go	3	go_only	0	1	1	0.679131	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.679131	1
39	go	3	go_only	0	1	1	0.958992	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.958992	1
40	go	3	go_only	0	1	1	0.627502	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627502	1
41	go	3	go_only	0	1	1	0.777204	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.777204	1
42	go	3	go_only	0	1	1	0.842917	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.842917	1
43	go	3	go_only	0	1	1	0.578206	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.578206	1
44	go	3	go_only	0	1	1	0.643896	0	0	0	0	0	0	1	1	0	0.426768	1	stopped_early	0	0.643896	1
45	go	3	go_only	0	1	1	0.610858	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610858	1
46	go	3	go_only	0	1	1	0.560761	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.560761	1
47	go	3	go_only	0	1	1	0.691958	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.691958	1
48	go	3	go_only	0	1	1	0.575448	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.575448	1
49	go	3	go_only	0	1	1	0.593516	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593516	1
50	go	3	go_only	0	1	1	0.661065	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.661065	1
51	go	3	go_only	0	1	1	0.557825	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.557825	1
52	go	3	go_only	0	1	1	0.594311	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594311	1
53	go	3	go_only	0	1	1	0.527660	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527660	1
54	go	3	go_only	0	1	1	0.491998	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.491998	1
55	go	4	go_nogo	0	1	1	0.609648	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.609648	1
56	nogo	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.693905	1	stopped_early	0	0.693905	1
57	go	4	go_nogo	0	1	1	0.574986	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.574986	1
58	go	4	go_nogo	0	1	1	0.575791	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.575791	1
59	go	4	go_nogo	0	1	1	0.542347	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.542347	1
60	go	4	go_nogo	0	1	1	0.507755	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.507755	1
61	nogo	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.876314	1	stopped_near_deadline	0	0.876314	1
62	go	4	go_nogo	0	1	1	0.574494	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.574494	1
63	go	4	go_nogo	0	1	1	0.644027	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644027	1
64	nogo	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.791933	1	stopped_early	0	0.791933	1
65	go	4	go_nogo	0	1	1	0.643581	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643581	1
66	go	4	go_nogo	0	1	1	0.493015	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493015	1
67	go	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_early	0	n/a	0
68	go	4	go_nogo	0	1	1	0.528217	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.528217	1
69	go	4	go_nogo	0	1	1	0.427507	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.427507	1
70	go	4	go_nogo	0	1	1	0.575792	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.575792	1
71	go	4	go_nogo	0	1	1	0.557689	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.557689	1
