trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
7	go	1	go_only	1	0	28	0.442284	530.120607	8533.955820	1198.597751	311374.290201	46898.747927
8	go	1	go_only	1	0	31	0.493087	669.325381	12313.128815	1357.418980	370338.111808	56502.712805
9	go	1	go_only	1	0	35	0.559763	603.213217	3327.543917	1077.621754	202901.494176	26458.980505
10	go	1	go_only	1	0	31	0.494398	625.236777	4555.088687	1264.643376	281600.715022	36318.923950
11	go	1	go_only	1	0	24	0.376514	518.748838	5148.199706	1377.768459	195748.089289	33067.960755
12	go	1	go_only	1	0	30	0.475214	599.084519	4706.039576	1260.662869	183899.464101	34824.885847
13	go	1	go_only	1	0	26	0.409997	647.026398	5764.627091	1578.124712	354949.424665	40181.152549
15	go	1	go_only	1	0	24	0.377732	406.004683	3898.375707	1074.849663	213654.791097	33292.312524
16	go	1	go_only	1	0	32	0.508802	620.126661	5142.661936	1218.797369	214065.599234	31449.811172
17	go	1	go_only	1	0	29	0.461002	599.466759	5493.372297	1300.356655	332575.884949	42966.573998
18	go	1	go_only	1	0	32	0.508489	614.556486	3009.125582	1208.592996	133301.439025	29337.243214
19	nogo	2	go_nogo_prac	1	0	36	0.577280	702.918388	7275.246406	1217.638138	440099.836852	38669.429587
20	go	2	go_nogo_prac	1	0	22	0.344826	665.120584	5860.201045	1928.860243	350136.587779	48303.850013
21	go	2	go_nogo_prac	1	0	29	0.461230	598.844635	4153.133668	1298.365293	180253.316654	27967.479918
22	nogo	2	go_nogo_prac	1	0	34	0.542098	579.541223	4932.254052	1069.070949	116909.691222	25500.846152
23	go	2	go_nogo_prac	1	0	21	0.325192	452.494600	7798.614988	1391.469468	341925.879595	60766.576029
24	go	2	go_nogo_prac	1	0	31	0.492395	892.675016	9216.615716	1812.924615	482485.061402	47469.997182
25	go	2	go_nogo_prac	1	0	21	0.325994	537.520652	8066.436097	1648.867208	247492.735508	65421.344454
26	go	2	go_nogo_prac	1	0	33	0.525966	684.352139	6506.379278	1301.134045	256450.237184	47913.532672
29	go	2	go_nogo_prac	1	0	30	0.476452	560.447050	6582.433051	1176.292784	208345.809727	37139.899158
30	go	2	go_nogo_prac	1	0	31	0.494063	843.148762	13311.592421	1706.562268	586511.221194	67441.744749
34	go	2	go_nogo_prac	1	0	31	0.494124	599.115669	4325.903781	1212.480162	177803.502526	30295.787272
36	go	2	go_nogo_prac	1	0	34	0.541465	518.877489	5576.557313	958.285333	170517.258209	33180.024753
37	go	3	go_only	0	0	29	0.459226	526.098764	6459.352761	1145.620596	215790.161813	36133.817098
38	go	3	go_only	0	0	30	0.476502	616.980600	8699.677037	1294.813010	288865.392865	45057.714964
39	go	3	go_only	0	0	25	0.393457	732.184895	14549.668823	1860.902413	864333.338425	95677.249881
41	go	3	go_only	0	0	23	0.358346	492.714431	6066.988558	1374.969566	368341.430966	51189.540980
42	go	3	go_only	0	0	22	0.344069	621.066461	10436.796823	1805.064747	305734.711214	65409.563699
43	go	3	go_only	0	0	26	0.410509	574.136738	7406.992915	1398.598563	241805.553579	42473.315169
44	go	3	go_only	0	0	22	0.344165	491.369025	10284.317776	1427.715599	481658.225851	68358.330535
45	go	3	go_only	0	0	22	0.346109	613.029048	7996.852019	1771.203297	436889.575721	57105.916616
46	go	3	go_only	0	0	26	0.413086	566.592573	6506.045656	1371.609567	386760.451719	47534.221954
47	go	3	go_only	0	0	27	0.427297	543.424908	7391.241300	1271.773579	224725.622373	42597.527546
48	go	3	go_only	0	0	30	0.478033	619.896774	7073.809700	1296.765107	264276.006880	36094.947037
49	go	3	go_only	0	0	23	0.360866	572.196916	7089.794042	1585.623334	252976.215984	59695.991584
50	go	3	go_only	0	0	22	0.345356	594.512303	8211.749789	1721.449228	222843.335078	46848.079495
51	go	3	go_only	0	0	24	0.375859	824.811262	15392.861669	2194.468733	769588.853388	99501.770573
52	go	3	go_only	0	0	18	0.273834	632.767728	10384.221672	2310.773759	292188.846412	92192.012725
53	go	3	go_only	0	0	32	0.510141	833.926205	10325.040268	1634.698759	291575.984975	50784.377517
54	go	3	go_only	0	0	23	0.360510	493.131762	11099.227777	1367.872251	506352.792250	66631.040012
55	nogo	4	go_nogo	0	0	42	0.675383	578.560672	8266.645177	856.640857	499012.745697	26951.419407
56	go	4	go_nogo	0	0	27	0.427183	623.092274	15454.121387	1458.608739	692646.891131	89340.902396
57	go	4	go_nogo	0	0	31	0.494505	712.696745	14005.529257	1441.233510	534694.903163	70195.727128
