onset	duration	response_time_ms	trial_type	learning_stage	stimulus	response_port
24.142	2.317	2316.8	learning	LS1	h84_p8_k_down_q3_right.jpg	n/a
28.828	1.741	1740.7	learning	LS1	h93_p27_k_down_q1_left.jpg	n/a
33.498	0.674	674.1	learning	LS1	h95_p32_k_down_q2_right.jpg	n/a
38.185	0.336	336.1	learning	LS1	h93_p27_k_down_q1_left.jpg	n/a
42.871	1.420	1420.1	learning	LS1	h30_p14_k_up_q2_right.jpg	n/a
47.541	0.459	458.6	learning	LS1	h51_p24_k_up_q3_right.jpg	n/a
52.211	0.504	503.8	learning	LS1	h84_p8_k_down_q3_right.jpg	n/a
56.881	2.060	2060.3	learning	LS1	h51_p24_k_up_q3_right.jpg	n/a
61.551	1.144	1143.6	learning	LS1	h95_p32_k_down_q2_right.jpg	n/a
66.221	0.022	21.8	learning	LS1	h30_p14_k_up_q2_right.jpg	n/a
75.427	1.028	1028.5	learning	LS2	h84_p8_k_down_q3_right.jpg	n/a
80.114	2.067	2067.4	learning	LS2	h95_p32_k_down_q2_right.jpg	n/a
84.784	1.475	1475.1	learning	LS2	h93_p27_k_down_q1_left.jpg	n/a
89.470	1.229	1229.3	learning	LS2	h30_p14_k_up_q2_right.jpg	n/a
94.173	0.575	574.8	learning	LS2	h84_p8_k_down_q3_right.jpg	n/a
98.843	1.410	1410.2	learning	LS2	h93_p27_k_down_q1_left.jpg	n/a
103.530	1.131	1131.2	learning	LS2	h51_p24_k_up_q3_right.jpg	n/a
108.216	0.426	426.4	learning	LS2	h95_p32_k_down_q2_right.jpg	n/a
112.903	1.521	1521.1	learning	LS2	h51_p24_k_up_q3_right.jpg	n/a
117.606	1.083	1082.9	learning	LS2	h30_p14_k_up_q2_right.jpg	n/a
126.779	1.144	1143.8	learning	LS3	h30_p14_k_up_q2_right.jpg	n/a
131.465	0.984	983.7	learning	LS3	h93_p27_k_down_q1_left.jpg	n/a
136.152	0.813	812.7	learning	LS3	h30_p14_k_up_q2_right.jpg	n/a
140.822	1.111	1111.4	learning	LS3	h51_p24_k_up_q3_right.jpg	n/a
145.475	1.552	1552.4	learning	LS3	h95_p32_k_down_q2_right.jpg	n/a
150.128	0.731	730.8	learning	LS3	h84_p8_k_down_q3_right.jpg	n/a
154.781	1.242	1242.1	learning	LS3	h93_p27_k_down_q1_left.jpg	n/a
159.468	1.587	1587.4	learning	LS3	h51_p24_k_up_q3_right.jpg	n/a
164.121	0.583	582.5	learning	LS3	h95_p32_k_down_q2_right.jpg	n/a
168.808	1.499	1499.1	learning	LS3	h84_p8_k_down_q3_right.jpg	n/a
177.981	0.950	950.3	learning	LS4	h93_p27_k_down_q1_left.jpg	n/a
182.650	0.312	312.3	learning	LS4	h84_p8_k_down_q3_right.jpg	n/a
187.304	0.979	979.4	learning	LS4	h95_p32_k_down_q2_right.jpg	n/a
191.974	0.602	601.7	learning	LS4	h51_p24_k_up_q3_right.jpg	n/a
196.660	0.180	180.5	learning	LS4	h93_p27_k_down_q1_left.jpg	n/a
201.330	1.348	1347.6	learning	LS4	h30_p14_k_up_q2_right.jpg	n/a
206.000	1.171	1170.6	learning	LS4	h51_p24_k_up_q3_right.jpg	n/a
210.686	0.115	115.4	learning	LS4	h95_p32_k_down_q2_right.jpg	n/a
215.373	1.092	1092.0	learning	LS4	h30_p14_k_up_q2_right.jpg	n/a
220.026	0.821	821.2	learning	LS4	h84_p8_k_down_q3_right.jpg	n/a
247.295	n/a	n/a	learning	LS1	n/a	n/a
251.965	0.586	585.6	learning	LS1	h50_p45_k_up_q3_right.jpg	n/a
256.635	1.413	1413.2	learning	LS1	h56_p13_k_up_q2_right.jpg	n/a
261.321	1.781	1780.6	learning	LS1	h50_p45_k_up_q3_right.jpg	n/a
266.007	0.420	420.4	learning	LS1	h97_p23_k_down_q2_right.jpg	n/a
270.711	1.348	1348.2	learning	LS1	h101_p49_k_down_q2_right.jpg	n/a
275.397	0.900	900.1	learning	LS1	h75_p37_k_down_q1_left.jpg	n/a
280.084	0.823	822.6	learning	LS1	h101_p49_k_down_q2_right.jpg	n/a
284.770	1.235	1235.4	learning	LS1	h97_p23_k_down_q2_right.jpg	n/a
289.440	0.979	978.6	learning	LS1	h56_p13_k_up_q2_right.jpg	n/a
298.630	1.866	1866.0	learning	LS2	h50_p45_k_up_q3_right.jpg	n/a
303.300	1.642	1641.7	learning	LS2	h97_p23_k_down_q2_right.jpg	n/a
308.003	0.491	491.5	learning	LS2	h56_p13_k_up_q2_right.jpg	n/a
312.656	0.304	303.7	learning	LS2	h97_p23_k_down_q2_right.jpg	n/a
317.326	1.019	1019.0	learning	LS2	h56_p13_k_up_q2_right.jpg	n/a
321.979	1.010	1010.1	learning	LS2	h75_p37_k_down_q1_left.jpg	n/a
326.666	0.005	5.1	learning	LS2	h101_p49_k_down_q2_right.jpg	n/a
331.336	1.291	1290.9	learning	LS2	h50_p45_k_up_q3_right.jpg	n/a
336.022	0.761	760.7	learning	LS2	h101_p49_k_down_q2_right.jpg	n/a
340.692	1.354	1353.9	learning	LS2	h75_p37_k_down_q1_left.jpg	n/a
349.882	0.428	428.0	learning	LS3	h97_p23_k_down_q2_right.jpg	n/a
354.551	0.123	123.5	learning	LS3	h56_p13_k_up_q2_right.jpg	n/a
359.221	1.169	1169.4	learning	LS3	h75_p37_k_down_q1_left.jpg	n/a
363.891	0.780	779.9	learning	LS3	h97_p23_k_down_q2_right.jpg	n/a
368.544	0.292	291.9	learning	LS3	h56_p13_k_up_q2_right.jpg	n/a
373.214	1.011	1011.2	learning	LS3	h101_p49_k_down_q2_right.jpg	n/a
377.884	1.331	1331.4	learning	LS3	h50_p45_k_up_q3_right.jpg	n/a
382.537	0.560	559.8	learning	LS3	h75_p37_k_down_q1_left.jpg	n/a
387.224	1.125	1124.7	learning	LS3	h101_p49_k_down_q2_right.jpg	n/a
391.877	0.882	882.4	learning	LS3	h50_p45_k_up_q3_right.jpg	n/a
401.050	1.324	1324.3	learning	LS4	h97_p23_k_down_q2_right.jpg	n/a
405.720	1.184	1184.2	learning	LS4	h101_p49_k_down_q2_right.jpg	n/a
410.390	0.345	345.2	learning	LS4	h50_p45_k_up_q3_right.jpg	n/a
415.060	0.926	925.6	learning	LS4	h75_p37_k_down_q1_left.jpg	n/a
419.713	1.352	1352.0	learning	LS4	h97_p23_k_down_q2_right.jpg	n/a
424.383	0.547	547.3	learning	LS4	h56_p13_k_up_q2_right.jpg	n/a
429.053	1.023	1023.1	learning	LS4	h101_p49_k_down_q2_right.jpg	n/a
433.739	1.053	1053.3	learning	LS4	h75_p37_k_down_q1_left.jpg	n/a
438.409	0.482	482.1	learning	LS4	h50_p45_k_up_q3_right.jpg	n/a
443.079	1.823	1823.1	learning	LS4	h56_p13_k_up_q2_right.jpg	n/a
470.314	1.729	1729.1	learning	LS1	h102_p40_k_down_q2_right.jpg	n/a
475.001	1.394	1393.7	learning	LS1	h77_p42_k_down_q1_left.jpg	n/a
479.687	1.137	1136.7	learning	LS1	h24_p40_k_up_q4_left.jpg	n/a
484.374	n/a	n/a	learning	LS1	n/a	n/a
489.060	0.913	913.1	learning	LS1	h24_p40_k_up_q4_left.jpg	n/a
493.730	0.671	671.0	learning	LS1	h102_p40_k_down_q2_right.jpg	n/a
498.417	0.116	116.3	learning	LS1	h38_p37_k_up_q3_right.jpg	n/a
503.103	1.216	1216.3	learning	LS1	h44_p18_k_up_q1_right.jpg	n/a
507.790	1.306	1306.3	learning	LS1	h38_p37_k_up_q3_right.jpg	n/a
512.443	0.452	451.5	learning	LS1	h77_p42_k_down_q1_left.jpg	n/a
521.649	0.207	207.3	learning	LS2	h38_p37_k_up_q3_right.jpg	n/a
526.319	0.170	169.6	learning	LS2	h102_p40_k_down_q2_right.jpg	n/a
531.006	1.031	1031.3	learning	LS2	h24_p40_k_up_q4_left.jpg	n/a
535.676	1.159	1158.9	learning	LS2	h102_p40_k_down_q2_right.jpg	n/a
540.345	0.421	420.6	learning	LS2	h77_p42_k_down_q1_left.jpg	n/a
545.032	0.952	951.9	learning	LS2	h38_p37_k_up_q3_right.jpg	n/a
549.718	1.227	1227.2	learning	LS2	h77_p42_k_down_q1_left.jpg	n/a
554.422	0.172	172.1	learning	LS2	h44_p18_k_up_q1_right.jpg	n/a
559.108	1.701	1701.4	learning	LS2	h24_p40_k_up_q4_left.jpg	n/a
563.778	1.062	1062.0	learning	LS2	h44_p18_k_up_q1_right.jpg	n/a
572.951	1.324	1324.4	learning	LS3	h24_p40_k_up_q4_left.jpg	n/a
577.621	0.879	879.2	learning	LS3	h102_p40_k_down_q2_right.jpg	n/a
582.291	0.708	708.2	learning	LS3	h38_p37_k_up_q3_right.jpg	n/a
586.977	0.170	170.2	learning	LS3	h44_p18_k_up_q1_right.jpg	n/a
591.630	1.331	1331.2	learning	LS3	h102_p40_k_down_q2_right.jpg	n/a
596.317	0.910	910.0	learning	LS3	h77_p42_k_down_q1_left.jpg	n/a
600.987	1.054	1053.8	learning	LS3	h44_p18_k_up_q1_right.jpg	n/a
605.657	1.066	1066.1	learning	LS3	h38_p37_k_up_q3_right.jpg	n/a
610.327	0.512	511.6	learning	LS3	h24_p40_k_up_q4_left.jpg	n/a
615.013	1.119	1118.7	learning	LS3	h77_p42_k_down_q1_left.jpg	n/a
624.203	0.596	595.8	learning	LS4	h77_p42_k_down_q1_left.jpg	n/a
628.873	0.341	341.2	learning	LS4	h38_p37_k_up_q3_right.jpg	n/a
633.543	1.536	1535.6	learning	LS4	h102_p40_k_down_q2_right.jpg	n/a
638.229	0.731	730.8	learning	LS4	h77_p42_k_down_q1_left.jpg	n/a
642.915	0.043	42.7	learning	LS4	h38_p37_k_up_q3_right.jpg	n/a
647.602	1.004	1003.5	learning	LS4	h24_p40_k_up_q4_left.jpg	n/a
652.272	0.548	548.3	learning	LS4	h102_p40_k_down_q2_right.jpg	n/a
656.958	0.093	93.4	learning	LS4	h44_p18_k_up_q1_right.jpg	n/a
661.645	1.238	1237.8	learning	LS4	h24_p40_k_up_q4_left.jpg	n/a
666.315	0.466	466.4	learning	LS4	h44_p18_k_up_q1_right.jpg	n/a
693.484	2.454	2453.5	control	LS1	h69_p34_k_down_q1_left.jpg	n/a
698.087	1.849	1848.9	control	LS1	h84_p34_i_down_left.jpg	n/a
702.690	1.244	1244.1	control	LS1	h77_p42_k_down_q1_left.jpg	n/a
707.293	1.327	1327.3	control	LS1	h75_p37_k_down_q1_left.jpg	n/a
711.896	2.034	2033.9	control	LS1	h75_p13_i_down_left.jpg	n/a
716.499	1.429	1429.3	control	LS1	h77_p16_i_down_right.jpg	n/a
721.102	0.825	824.5	control	LS1	h84_p8_k_down_q3_right.jpg	n/a
725.722	2.202	2202.2	control	LS1	h34_p41_k_up_q4_left.jpg	n/a
730.325	1.597	1597.5	control	LS1	h69_p20_i_down_left.jpg	n/a
734.928	1.009	1009.0	control	LS1	h34_p17_i_up_left.jpg	n/a
744.051	1.882	1882.1	control	LS2	h77_p42_k_down_q1_left.jpg	n/a
748.655	1.277	1277.3	control	LS2	h75_p16_i_down_right.jpg	n/a
753.258	1.264	1264.4	control	LS2	h34_p21_i_up_right.jpg	n/a
757.861	2.067	2067.2	control	LS2	h69_p34_k_down_q1_left.jpg	n/a
762.464	1.462	1462.4	control	LS2	h69_p47_i_down_right.jpg	n/a
767.067	n/a	n/a	control	LS2	n/a	n/a
772.171	1.768	1768.0	control	LS2	h77_p35_i_down_left.jpg	n/a
776.774	1.163	1163.1	control	LS2	h84_p47_i_down_right.jpg	n/a
781.377	1.262	1262.0	control	LS2	h34_p41_k_up_q4_left.jpg	n/a
785.980	1.953	1952.9	control	LS2	h75_p37_k_down_q1_left.jpg	n/a
795.103	1.163	1162.6	control	LS3	h34_p41_k_up_q4_left.jpg	n/a
799.706	2.221	2221.4	control	LS3	h84_p8_k_down_q3_right.jpg	n/a
804.309	1.617	1616.6	control	LS3	h69_p34_k_down_q1_left.jpg	n/a
808.913	1.124	1124.0	control	LS3	h75_p13_i_down_left.jpg	n/a
813.516	2.422	2422.5	control	LS3	h69_p20_i_down_left.jpg	n/a
818.119	1.818	1817.9	control	LS3	h75_p37_k_down_q1_left.jpg	n/a
822.722	1.213	1213.1	control	LS3	h84_p34_i_down_left.jpg	n/a
