onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
242.035	1.307	incorrect	learning	LS1	h48_p17_i_down_right.jpg	98
289.362	1.276	correct	learning	LS1	h36_p12_k_down_left.jpg	98
336.523	1.086	correct	learning	LS1	h28_p46_k_down_right.jpg	98
383.85	1.439	incorrect	learning	LS1	h114_p33_i_up_left.jpg	98
431.177	1.345	correct	learning	LS1	h28_p37_i_down_left.jpg	97
478.504	1.25	correct	learning	LS1	h114_p35_k_up_right.jpg	98
525.665	1.236	correct	learning	LS1	h94_p33_i_up_left.jpg	97
572.825	1.35	correct	learning	LS1	h48_p41_k_down_right.jpg	98
619.986	0.857	correct	learning	LS1	h94_p2_k_up_left.jpg	98
667.147	1.306	correct	learning	LS1	h36_p25_i_down_right.jpg	97
759.468	1.559	correct	learning	LS2	h28_p46_k_down_right.jpg	98
806.628	1.081	correct	learning	LS2	h114_p35_k_up_right.jpg	98
853.456	0.956	correct	learning	LS2	h36_p12_k_down_left.jpg	98
900.45	2.303	incorrect	learning	LS2	h48_p41_k_down_right.jpg	97
947.444	1.81	correct	learning	LS2	h94_p2_k_up_left.jpg	98
994.438	0.933	correct	learning	LS2	h28_p33_i_down_right.jpg	97
1041.431	1.144	correct	learning	LS2	h94_p31_i_up_left.jpg	97
1088.259	1.339	correct	learning	LS2	h48_p13_i_down_left.jpg	97
1135.253	1.15	correct	learning	LS2	h114_p16_i_up_left.jpg	97
1182.247	1.248	correct	learning	LS2	h36_p11_i_down_right.jpg	97
1274.401	0.941	correct	learning	LS3	h28_p37_i_down_left.jpg	97
1321.729	1.022	correct	learning	LS3	h114_p35_k_up_right.jpg	98
1369.056	0.767	correct	learning	LS3	h48_p41_k_down_right.jpg	98
1416.383	0.848	correct	learning	LS3	h36_p12_k_down_left.jpg	98
1463.71	0.802	correct	learning	LS3	h114_p33_i_up_left.jpg	97
1511.037	1.043	correct	learning	LS3	h28_p46_k_down_right.jpg	98
1558.198	1.572	incorrect	learning	LS3	h94_p33_i_up_left.jpg	98
1605.359	1.095	correct	learning	LS3	h48_p17_i_down_right.jpg	97
1652.519	1.225	correct	learning	LS3	h36_p25_i_down_right.jpg	97
1699.68	0.907	correct	learning	LS3	h94_p2_k_up_left.jpg	98
1792.001	0.84	correct	learning	LS4	h36_p12_k_down_left.jpg	98
1838.995	0.731	correct	learning	LS4	h114_p35_k_up_right.jpg	98
1885.989	0.926	correct	learning	LS4	h48_p13_i_down_left.jpg	97
1932.983	0.769	correct	learning	LS4	h28_p46_k_down_right.jpg	98
1980.143	1.283	correct	learning	LS4	h94_p31_i_up_left.jpg	97
2027.137	0.838	incorrect	learning	LS4	h28_p33_i_down_right.jpg	98
2074.131	1.353	correct	learning	LS4	h48_p41_k_down_right.jpg	98
2120.958	1.069	correct	learning	LS4	h36_p11_i_down_right.jpg	97
2167.786	0.928	correct	learning	LS4	h114_p16_i_up_left.jpg	97
2214.78	1.251	correct	learning	LS4	h94_p2_k_up_left.jpg	98
2488.078	1.448	correct	learning	LS1	h89_p39_k_up_left.jpg	98
2535.572	1.577	correct	learning	LS1	h120_p12_k_up_right.jpg	98
2583.065	1.098	incorrect	learning	LS1	h109_p34_i_up_right.jpg	98
2630.559	1.259	correct	learning	LS1	h89_p17_i_up_left.jpg	97
2677.72	1.31	correct	learning	LS1	h109_p51_k_up_left.jpg	98
2725.047	1.599	correct	learning	LS1	h29_p3_k_down_left.jpg	98
2772.374	1.265	correct	learning	LS1	h120_p21_i_up_right.jpg	97
2819.701	0.994	correct	learning	LS1	h32_p31_k_down_right.jpg	98
