onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	3.603	FLOW_B	B	1	1	1	2 + 101	103	103.0	3603.2	1	0
7.61	3.412	FLOW_B	B	1	2	1	109 + 5	114	114.0	3412.5	1	0
15.039	2.807	FLOW_B	B	1	3	1	100 + 6	106	106.0	2807.0	1	0
21.887	2.961	FLOW_B	B	1	4	1	102 + 1	103	103.0	2961.4	1	0
28.891	2.325	FLOW_B	B	1	5	1	9 + 100	109	109.0	2324.6	1	0
35.236	3.559	FLOW_B	B	1	6	1	109 + 6	115	115.0	3559.3	1	0
42.847	2.009	FLOW_B	B	1	7	1	8 + 108	116	116.0	2008.6	1	0
48.866	1.511	FLOW_B	B	1	8	1	8 + 104	112	112.0	1510.7	1	0
54.429	4.769	FLOW_B	B	1	9	1	109 + 8	117	117.0	4768.9	1	0
63.199	2.543	FLOW_B	B	1	10	1	105 + 8	113	113.0	2543.1	1	0
69.743	2.837	FLOW_B	B	1	11	1	9 + 102	111	111.0	2837.2	1	0
76.633	3.427	FLOW_B	B	1	12	1	106 + 8	114	114.0	3427.1	1	0
84.062	2.974	FLOW_B	B	1	13	1	105 + 3	108	108.0	2973.5	1	0
91.086	2.532	FLOW_B	B	1	14	1	9 + 109	118	118.0	2532.5	1	0
97.622	3.667	FLOW_B	B	1	15	1	109 + 7	116	116.0	3667.4	1	0
105.331	2.286	FLOW_B	B	1	16	1	6 + 106	112	112.0	2285.6	1	0
111.657	3.57	FLOW_B	B	1	17	1	9 + 102	111	111.0	3570.2	1	0
119.272	3.01	FLOW_B	B	1	18	1	4 + 108	112	112.0	3009.5	1	0
126.307	3.435	FLOW_B	B	1	19	1	5 + 104	109	109.0	3434.7	1	0
133.786	2.835	FLOW_B	B	1	20	1	106 + 4	110	110.0	2835.0	1	0
140.666	2.878	FLOW_B	B	1	21	1	106 + 2	108	108.0	2878.2	1	0
147.593	3.708	FLOW_B	B	1	22	1	4 + 109	113	113.0	3708.4	1	0
155.349	2.626	FLOW_B	B	1	23	1	102 + 9	111	111.0	2625.7	1	0
162.007	3.008	FLOW_B	B	1	24	1	103 + 2	105	105.0	3008.5	1	0
169.031	0.972	FLOW_B	B	1	25	1	104 + 1	105	n/a	971.6	0	1
215.349	13.143	FLOW_F	F	2	1	5	96 + 102 + 58 + 4	260	260.0	13142.9	1	0
232.538	18.004	FLOW_F	F	2	2	5	108 + 7 + 39 + 12	166	n/a	18004.5	0	1
254.556	15.72	FLOW_F	F	2	3	5	103 + 29 + 89 + 3	224	n/a	15720.1	0	0
274.294	9.201	FLOW_F	F	2	4	4	32 + 70 + 108	210	210.0	9200.8	1	0
287.508	16.54	FLOW_F	F	2	5	4	47 + 74 + 104	225	214.0	16540.5	0	0
308.061	17.666	FLOW_F	F	2	6	4	13 + 43 + 109	165	165.0	17665.8	1	0
329.767	15.567	FLOW_F	F	2	7	4	107 + 82 + 97	286	286.0	15566.9	1	0
349.386	16.188	FLOW_F	F	2	8	5	108 + 39 + 3 + 81	231	221.0	16188.3	0	0
369.61	13.421	FLOW_F	F	2	9	5	2 + 43 + 14 + 101	160	160.0	13421.2	1	0
422.558	11.614	FLOW_O	O	3	1	8	107 + 79 + 39 + 59 + 31	315	n/a	11614.3	0	0
438.187	15.081	FLOW_O	O	3	2	8	90 + 107 + 61 + 51 + 21	330	n/a	15080.7	0	0
457.283	18.014	FLOW_O	O	3	3	8	99 + 36 + 85 + 105 + 82	407	n/a	18014.3	0	1
479.314	17.904	FLOW_O	O	3	4	8	81 + 15 + 75 + 107 + 27	305	256.0	17904.1	0	0
501.252	15.427	FLOW_O	O	3	5	8	80 + 103 + 89 + 40 + 62	374	n/a	15427.3	0	0
520.725	15.248	FLOW_O	O	3	6	8	107 + 42 + 95 + 15 + 98	357	n/a	15248.4	0	0
539.991	18.001	FLOW_O	O	3	7	8	46 + 98 + 101 + 86 + 96	427	n/a	18000.8	0	1
562.009	0.024	FLOW_O	O	3	8	8	42 + 72 + 52 + 108 + 34	308	n/a	24.5	0	0
566.04	17.533	FLOW_O	O	3	9	8	59 + 40 + 107 + 48 + 61	315	306.0	17533.3	0	0
587.59	0.14	FLOW_O	O	3	10	8	63 + 24 + 109 + 37 + 45	278	n/a	140.4	0	0
591.747	0.82	FLOW_O	O	3	11	8	39 + 20 + 57 + 93 + 103	312	n/a	819.8	0	1
631.767	5.834	FLOW_B	B	4	1	1	108 + 7	115	115.0	5833.8	1	0
641.612	5.072	FLOW_B	B	4	2	1	8 + 109	117	117.0	5071.7	1	0
650.732	3.658	FLOW_B	B	4	3	1	102 + 5	107	107.0	3658.3	1	0
658.443	2.781	FLOW_B	B	4	4	1	109 + 9	118	118.0	2780.9	1	0
665.279	3.926	FLOW_B	B	4	5	1	105 + 2	107	107.0	3926.5	1	0
673.255	2.963	FLOW_B	B	4	6	1	100 + 8	108	108.0	2962.7	1	0
680.219	5.89	FLOW_B	B	4	7	1	102 + 2	104	104.0	5890.3	1	0
690.111	3.171	FLOW_B	B	4	8	1	2 + 101	103	103.0	3171.2	1	0
697.337	3.198	FLOW_B	B	4	9	1	107 + 4	111	111.0	3197.5	1	0
704.586	2.59	FLOW_B	B	4	10	1	109 + 9	118	118.0	2590.2	1	0
711.178	2.462	FLOW_B	B	4	11	1	108 + 1	109	109.0	2462.0	1	0
717.69	2.789	FLOW_B	B	4	12	1	4 + 104	108	108.0	2788.6	1	0
724.485	3.507	FLOW_B	B	4	13	1	100 + 5	105	105.0	3506.8	1	0
732.045	2.961	FLOW_B	B	4	14	1	100 + 2	102	102.0	2960.9	1	0
739.011	2.391	FLOW_B	B	4	15	1	9 + 102	111	111.0	2391.1	1	0
745.458	2.837	FLOW_B	B	4	16	1	105 + 1	106	106.0	2837.0	1	0
752.296	3.004	FLOW_B	B	4	17	1	7 + 102	109	109.0	3004.1	1	0
759.302	2.948	FLOW_B	B	4	18	1	105 + 2	107	107.0	2947.6	1	0
766.299	2.711	FLOW_B	B	4	19	1	7 + 101	108	108.0	2710.8	1	0
773.011	2.848	FLOW_B	B	4	20	1	3 + 106	109	109.0	2848.1	1	0
779.862	3.755	FLOW_B	B	4	21	1	4 + 103	107	107.0	3754.8	1	0
787.672	2.85	FLOW_B	B	4	22	1	106 + 2	108	108.0	2849.7	1	0
794.527	2.67	FLOW_B	B	4	23	1	1 + 108	109	109.0	2670.3	1	0
801.201	0.585	FLOW_B	B	4	24	1	4 + 103	107	n/a	584.9	0	1
834.31	17.526	FLOW_F	F	5	1	5	36 + 109 + 67 + 8	220	200.0	17525.8	0	0
855.839	18.006	FLOW_F	F	5	2	5	5 + 94 + 74 + 103	276	n/a	18006.0	0	1
877.886	18.004	FLOW_F	F	5	3	4	60 + 76 + 103	239	n/a	18004.4	0	1
899.938	9.282	FLOW_F	F	5	4	4	86 + 108 + 30	224	224.0	9282.0	1	0
913.262	17.822	FLOW_F	F	5	5	4	96 + 89 + 105	290	300.0	17821.7	0	0
935.137	17.227	FLOW_F	F	5	6	4	96 + 29 + 103	228	238.0	17226.7	0	0
956.417	9.852	FLOW_F	F	5	7	3	6 + 103 + 99	208	209.0	9851.8	0	0
