trial_index	trial_type	block_number	path_length
55	go	4	524.747697
56	nogo	4	547.938826
57	go	4	577.960101
58	go	4	609.139863
59	go	4	586.348692
60	go	4	478.110420
61	nogo	4	644.972794
62	go	4	549.988999
63	go	4	597.069246
64	nogo	4	637.600520
65	go	4	681.929164
66	go	4	472.919289
67	go	4	n/a
68	go	4	682.288253
69	go	4	461.511972
70	go	4	593.627918
71	go	4	616.591109
72	go	4	836.823406
73	go	4	n/a
74	go	4	1282.510884
75	go	4	534.713966
76	nogo	4	656.314470
77	go	4	608.164182
78	go	4	556.270644
79	go	4	729.647255
80	go	4	565.359106
81	go	4	569.305556
82	go	4	557.189382
83	go	4	869.699032
84	nogo	4	630.446922
85	go	4	541.448465
86	go	4	550.139162
87	go	4	951.951162
88	go	4	689.487030
89	go	4	564.236597
90	nogo	4	n/a
91	go	4	508.645345
92	nogo	4	n/a
93	go	4	605.477128
94	go	4	649.178271
95	go	4	914.308034
96	go	4	590.888131
97	go	4	570.766019
98	go	4	592.704409
99	nogo	4	n/a
100	go	4	879.741896
101	go	4	687.585835
102	go	4	555.296384
103	nogo	4	n/a
104	go	4	540.635550
105	go	4	756.725274
106	nogo	4	n/a
107	go	4	627.395944
108	nogo	4	n/a
109	go	4	505.726776
110	go	4	598.010174
111	go	4	612.743391
112	go	4	597.128224
113	nogo	4	746.018817
114	go	4	522.489659
115	go	5	613.783246
116	go	5	506.377594
117	nogo	5	994.022079
118	go	5	567.199771
119	go	5	632.017298
120	go	5	673.609386
121	nogo	5	757.141200
122	go	5	631.381980
123	nogo	5	n/a
124	go	5	739.926187
125	nogo	5	n/a
126	go	5	554.617681
127	go	5	601.255372
128	go	5	596.432607
129	go	5	524.631160
130	go	5	873.200854
131	go	5	767.266844
132	nogo	5	n/a
133	go	5	586.270804
134	nogo	5	n/a
135	go	5	581.319053
136	nogo	5	1037.924701
137	go	5	544.122840
138	nogo	5	n/a
139	go	5	837.860005
140	go	5	735.914519
141	go	5	576.761147
142	go	5	629.583849
143	go	5	820.662114
144	go	5	573.101465
145	go	5	705.579091
146	go	5	1148.536299
147	go	5	779.288465
148	go	5	796.474448
149	nogo	5	n/a
150	go	5	40.535157
151	go	5	563.270915
152	go	5	931.604769
153	go	5	564.968150
154	go	5	569.518627
155	go	5	569.369608
156	go	5	433.504665
157	go	5	557.370463
158	nogo	5	n/a
159	go	5	547.284837
160	go	5	665.312390
161	nogo	5	n/a
162	go	5	605.929407
163	go	5	863.443127
164	nogo	5	671.578901
165	go	5	642.312719
166	go	5	716.660975
167	go	5	539.445595
168	go	5	625.926252
169	go	5	n/a
170	go	5	854.843661
171	go	5	1062.103868
172	go	5	974.699024
173	go	5	465.631300
174	go	5	624.859025
193	nogo	7	658.823579
194	go	7	601.724432
195	go	7	810.113417
196	go	7	681.220347
197	go	7	567.794604
198	go	7	677.351808
199	go	7	864.958883
200	go	7	721.226643
201	go	7	563.358077
202	go	7	542.610226
203	go	7	806.981100
204	go	7	755.202071
205	go	7	499.445385
206	go	7	682.931314
207	go	7	586.284234
208	nogo	7	1361.494683
209	go	7	563.801995
210	go	7	525.322354
211	go	7	618.461269
212	go	7	625.476477
213	go	7	587.046004
214	go	7	727.498285
215	go	7	528.193682
216	nogo	7	539.213994
217	go	7	654.873050
218	nogo	7	981.211401
219	go	7	n/a
220	go	7	608.104329
221	go	7	623.888175
222	nogo	7	556.378531
223	go	7	559.088121
224	nogo	7	742.846739
225	go	7	591.400298
226	go	7	506.791085
227	go	7	828.754777
228	go	7	624.784484
229	go	7	827.924458
230	go	7	579.242290
231	go	7	637.134751
232	nogo	7	n/a
233	go	7	583.045605
234	go	7	593.854222
235	go	7	891.521274
236	go	7	838.129936
237	go	7	626.556169
238	nogo	7	551.501729
239	go	7	609.663769
240	nogo	7	446.717120
241	go	7	604.360264
242	nogo	7	260.426318
243	go	7	577.858902
244	go	7	638.374923
245	go	7	513.649126
246	go	7	559.430754
247	go	7	514.895381
248	go	7	553.510220
249	nogo	7	707.100460
250	go	7	n/a
251	go	7	584.305230
252	nogo	7	488.442424
253	go	8	707.226327
254	go	8	795.783142
255	nogo	8	611.381230
256	go	8	727.568940
257	go	8	612.260376
258	nogo	8	1240.696684
259	go	8	601.644117
260	go	8	605.218505
261	go	8	581.203917
262	go	8	617.285851
263	go	8	587.642735
264	go	8	990.463069
265	nogo	8	501.915060
266	go	8	599.628049
267	go	8	608.819980
268	go	8	625.814937
269	nogo	8	769.895034
270	go	8	596.403713
271	go	8	544.761171
272	nogo	8	614.666832
273	go	8	550.478270
274	go	8	545.394401
275	nogo	8	443.977777
276	go	8	531.926658
277	nogo	8	383.084674
278	go	8	552.144394
279	go	8	578.628226
280	go	8	597.652585
281	go	8	593.237140
282	go	8	600.889774
283	go	8	601.375574
284	go	8	575.454265
285	nogo	8	728.774530
286	go	8	594.203829
287	go	8	584.023087
288	nogo	8	638.882307
289	go	8	540.834443
290	nogo	8	690.267632
291	go	8	549.932479
292	go	8	601.727736
293	go	8	596.813703
294	nogo	8	478.985548
295	go	8	612.146737
296	go	8	626.759854
297	nogo	8	440.951032
298	go	8	630.458592
299	go	8	591.013025
300	go	8	618.664486
301	go	8	476.166222
302	go	8	460.452597
303	go	8	574.098424
304	go	8	n/a
305	go	8	572.544901
306	go	8	550.837564
307	go	8	536.093975
308	go	8	581.996799
309	go	8	1043.049967
310	go	8	580.842490
311	go	8	594.807530
312	go	8	626.637008
331	go	10	586.095611
332	nogo	10	n/a
333	go	10	n/a
334	go	10	796.904170
335	go	10	611.112651
336	go	10	597.417206
337	go	10	571.570854
338	nogo	10	465.723655
339	go	10	798.584906
340	go	10	568.049879
341	go	10	1149.511718
342	go	10	549.791802
343	go	10	682.765557
344	nogo	10	n/a
345	go	10	607.205617
346	go	10	589.914342
347	nogo	10	512.407445
348	go	10	728.823395
349	go	10	922.706862
350	go	10	649.471483
351	nogo	10	693.032931
352	go	10	598.584136
353	go	10	575.443257
354	go	10	604.422148
355	go	10	589.896533
356	go	10	592.894596
357	go	10	651.711851
358	go	10	598.415746
359	go	10	1062.602508
360	go	10	597.535392
361	go	10	559.447723
362	nogo	10	n/a
363	go	10	783.060165
364	nogo	10	n/a
365	go	10	636.308584
366	go	10	568.653162
367	go	10	568.962198
368	go	10	771.643721
369	go	10	771.230315
370	nogo	10	473.081480
371	go	10	582.853893
372	go	10	625.848651
373	go	10	567.244116
374	go	10	n/a
375	nogo	10	544.387883
376	go	10	730.735394
377	nogo	10	n/a
378	go	10	797.341100
379	go	10	620.020994
380	go	10	624.735912
381	go	10	554.766576
382	go	10	584.720388
383	nogo	10	653.971512
384	go	10	610.917590
385	go	10	494.592584
386	go	10	587.050149
387	go	10	602.770688
388	nogo	10	n/a
389	go	10	614.032807
390	go	10	633.767206
391	go	11	626.386665
392	go	11	667.327483
393	go	11	654.562353
394	nogo	11	n/a
395	go	11	654.628876
396	go	11	587.370780
397	nogo	11	n/a
398	go	11	n/a
399	go	11	603.798734
400	nogo	11	n/a
401	go	11	606.197095
402	nogo	11	647.596789
403	go	11	591.008151
404	go	11	150.619822
405	go	11	565.124296
406	go	11	576.456235
407	go	11	n/a
408	go	11	629.296124
409	nogo	11	673.906424
410	go	11	547.976875
411	go	11	584.733418
412	go	11	602.233763
413	go	11	655.608230
414	go	11	n/a
415	go	11	550.702636
416	go	11	627.655878
417	go	11	570.979484
418	go	11	632.839845
419	nogo	11	1171.288511
420	go	11	766.331301
421	go	11	726.350070
422	nogo	11	n/a
423	go	11	598.273388
424	go	11	628.628403
425	nogo	11	970.614384
426	go	11	605.066497
427	go	11	697.427041
428	go	11	570.033860
429	go	11	573.615899
430	go	11	562.614983
431	go	11	558.841275
432	nogo	11	n/a
433	go	11	734.639102
434	go	11	644.950733
435	nogo	11	n/a
436	go	11	629.472707
437	go	11	742.197781
438	go	11	646.004608
439	go	11	697.638411
440	go	11	666.495239
441	nogo	11	n/a
442	go	11	763.623441
443	go	11	774.782196
444	go	11	522.044830
445	go	11	586.186058
446	go	11	517.169334
447	go	11	567.584485
448	go	11	559.454171
449	go	11	664.503753
450	nogo	11	n/a
469	go	13	598.853565
470	go	13	586.979110
471	go	13	530.881366
472	go	13	603.524278
473	go	13	538.112050
474	nogo	13	n/a
