trial_index	trial_type	block_number	response_time_ms
55	go	4	609.648
56	nogo	4	693.905
57	go	4	574.986
58	go	4	575.791
59	go	4	542.347
60	go	4	507.755
61	nogo	4	876.314
62	go	4	574.494
63	go	4	644.027
64	nogo	4	791.933
65	go	4	643.581
66	go	4	493.015
67	go	4	n/a
68	go	4	528.217
69	go	4	427.507
70	go	4	575.792
71	go	4	557.689
72	go	4	593.491
73	go	4	n/a
74	go	4	858.799
75	go	4	475.322
76	nogo	4	727.616
77	go	4	576.138
78	go	4	810.847
79	go	4	559.520
80	go	4	727.870
81	go	4	594.252
82	go	4	461.378
83	go	4	693.485
84	nogo	4	643.840
85	go	4	542.396
86	go	4	542.879
87	go	4	643.966
88	go	4	543.399
89	go	4	442.782
90	nogo	4	n/a
91	go	4	661.705
92	nogo	4	n/a
93	go	4	461.277
94	go	4	610.745
95	go	4	595.755
96	go	4	661.551
97	go	4	742.283
98	go	4	545.804
99	nogo	4	n/a
100	go	4	610.378
101	go	4	609.533
102	go	4	594.985
103	nogo	4	n/a
104	go	4	610.323
105	go	4	624.513
106	nogo	4	n/a
107	go	4	495.242
108	nogo	4	n/a
109	go	4	542.798
110	go	4	610.777
111	go	4	693.131
112	go	4	643.123
113	nogo	4	409.389
114	go	4	594.714
115	go	5	624.931
116	go	5	741.829
117	nogo	5	992.348
118	go	5	443.316
119	go	5	560.465
120	go	5	677.760
121	nogo	5	827.293
122	go	5	526.515
123	nogo	5	n/a
124	go	5	1010.706
125	nogo	5	n/a
126	go	5	561.116
127	go	5	593.132
128	go	5	594.993
129	go	5	610.948
130	go	5	728.378
131	go	5	678.311
132	nogo	5	n/a
133	go	5	611.148
134	nogo	5	n/a
135	go	5	544.253
136	nogo	5	1224.995
137	go	5	661.031
138	nogo	5	n/a
139	go	5	544.237
140	go	5	561.482
141	go	5	842.264
142	go	5	628.250
143	go	5	541.926
144	go	5	528.027
145	go	5	528.764
146	go	5	678.491
147	go	5	727.258
148	go	5	711.152
149	nogo	5	n/a
150	go	5	424.779
151	go	5	528.523
152	go	5	593.381
153	go	5	809.978
154	go	5	626.863
155	go	5	778.917
156	go	5	544.451
157	go	5	575.458
158	nogo	5	n/a
159	go	5	511.823
160	go	5	760.894
161	nogo	5	n/a
162	go	5	677.798
163	go	5	642.735
164	nogo	5	843.606
165	go	5	427.860
166	go	5	661.401
167	go	5	611.271
168	go	5	528.206
169	go	5	n/a
170	go	5	575.674
171	go	5	894.756
172	go	5	678.452
173	go	5	408.647
174	go	5	561.597
193	nogo	7	1011.485
194	go	7	427.690
195	go	7	663.391
196	go	7	527.383
197	go	7	444.143
198	go	7	494.505
199	go	7	609.265
200	go	7	528.232
201	go	7	610.005
202	go	7	527.406
203	go	7	988.856
204	go	7	545.180
205	go	7	493.423
206	go	7	560.610
207	go	7	743.405
208	nogo	7	942.415
209	go	7	410.683
210	go	7	444.529
211	go	7	660.939
212	go	7	627.813
213	go	7	441.724
214	go	7	578.074
215	go	7	427.110
216	nogo	7	375.204
217	go	7	628.706
218	nogo	7	993.746
219	go	7	n/a
220	go	7	508.581
221	go	7	628.672
222	nogo	7	610.645
223	go	7	595.412
224	nogo	7	825.526
225	go	7	526.782
226	go	7	578.855
227	go	7	527.711
228	go	7	694.638
229	go	7	611.733
230	go	7	409.322
231	go	7	529.731
232	nogo	7	n/a
233	go	7	460.315
234	go	7	425.549
235	go	7	742.485
236	go	7	861.266
237	go	7	592.244
238	nogo	7	725.486
239	go	7	694.715
240	nogo	7	594.232
241	go	7	776.927
242	nogo	7	359.171
243	go	7	1025.411
244	go	7	610.518
245	go	7	478.469
246	go	7	425.630
247	go	7	446.233
248	go	7	561.032
249	nogo	7	943.938
250	go	7	n/a
251	go	7	745.814
252	nogo	7	708.994
253	go	8	576.132
254	go	8	645.050
255	nogo	8	944.726
256	go	8	660.160
257	go	8	545.231
258	nogo	8	876.821
259	go	8	678.095
260	go	8	427.152
261	go	8	628.735
262	go	8	810.093
263	go	8	578.406
264	go	8	561.695
265	nogo	8	445.254
266	go	8	428.317
267	go	8	893.253
268	go	8	724.915
269	nogo	8	677.239
270	go	8	444.219
271	go	8	777.405
272	nogo	8	962.032
273	go	8	575.640
274	go	8	509.111
275	nogo	8	343.366
276	go	8	743.837
277	nogo	8	594.619
278	go	8	692.471
279	go	8	674.824
280	go	8	743.794
281	go	8	642.734
282	go	8	761.183
283	go	8	760.955
284	go	8	695.005
285	nogo	8	759.326
286	go	8	576.298
287	go	8	642.559
288	nogo	8	410.383
289	go	8	710.689
290	nogo	8	677.088
291	go	8	626.053
292	go	8	610.823
293	go	8	795.099
294	nogo	8	592.776
295	go	8	593.451
296	go	8	544.163
297	nogo	8	409.133
298	go	8	543.370
299	go	8	560.447
300	go	8	594.764
301	go	8	509.174
302	go	8	610.390
303	go	8	509.318
304	go	8	n/a
305	go	8	643.336
306	go	8	640.435
307	go	8	742.479
308	go	8	459.648
309	go	8	644.150
310	go	8	747.063
311	go	8	826.541
312	go	8	713.770
331	go	10	528.160
332	nogo	10	n/a
333	go	10	n/a
334	go	10	741.967
335	go	10	494.165
336	go	10	844.893
337	go	10	561.059
338	nogo	10	227.555
339	go	10	642.061
340	go	10	626.296
341	go	10	776.610
342	go	10	577.808
343	go	10	579.508
344	nogo	10	n/a
345	go	10	644.084
346	go	10	496.857
347	nogo	10	825.736
348	go	10	492.517
349	go	10	811.556
350	go	10	827.654
351	nogo	10	677.494
352	go	10	527.008
353	go	10	611.328
354	go	10	510.927
355	go	10	509.378
356	go	10	543.973
357	go	10	642.276
358	go	10	575.749
359	go	10	626.951
360	go	10	443.947
361	go	10	627.052
362	nogo	10	n/a
363	go	10	475.838
364	nogo	10	n/a
365	go	10	610.480
366	go	10	712.944
367	go	10	576.127
368	go	10	542.147
369	go	10	495.327
370	nogo	10	559.159
371	go	10	510.817
372	go	10	561.032
373	go	10	458.371
374	go	10	n/a
375	nogo	10	278.779
376	go	10	561.103
377	nogo	10	n/a
378	go	10	559.571
379	go	10	477.159
380	go	10	625.518
381	go	10	461.981
382	go	10	408.864
383	nogo	10	843.448
384	go	10	677.997
385	go	10	558.659
386	go	10	662.060
387	go	10	661.625
388	nogo	10	n/a
389	go	10	510.596
390	go	10	627.330
391	go	11	678.555
392	go	11	728.291
393	go	11	511.467
394	nogo	11	n/a
395	go	11	461.346
396	go	11	495.135
397	nogo	11	n/a
398	go	11	n/a
399	go	11	644.858
400	nogo	11	n/a
401	go	11	692.438
402	nogo	11	527.661
403	go	11	590.968
404	go	11	517.389
405	go	11	459.942
406	go	11	561.836
407	go	11	n/a
408	go	11	526.120
409	nogo	11	777.549
410	go	11	626.597
411	go	11	594.951
412	go	11	595.050
413	go	11	493.311
414	go	11	n/a
415	go	11	558.180
416	go	11	595.073
417	go	11	578.024
418	go	11	494.758
419	nogo	11	1010.967
420	go	11	660.004
421	go	11	627.829
422	nogo	11	n/a
423	go	11	595.178
424	go	11	578.002
425	nogo	11	1261.190
426	go	11	526.570
427	go	11	576.938
428	go	11	676.533
429	go	11	728.600
430	go	11	761.660
431	go	11	528.172
432	nogo	11	n/a
433	go	11	542.962
434	go	11	727.374
435	nogo	11	n/a
436	go	11	627.110
437	go	11	526.226
438	go	11	559.619
439	go	11	611.343
440	go	11	611.787
441	nogo	11	n/a
442	go	11	628.039
443	go	11	811.921
444	go	11	591.867
445	go	11	595.699
446	go	11	628.634
447	go	11	461.115
448	go	11	610.660
