onset	duration	accuracy	trial_type	learning_stage	stimulus
0.0	0.758	correct	study	Phase1	study/STIM_000.jpg
4.556	0.746	correct	study	Phase1	study/STIM_000.jpg
8.864	1.202	correct	study	Phase1	study/STIM_000.jpg
13.545	1.288	correct	study	Phase1	study/STIM_001.jpg
17.68	0.675	incorrect	study	Phase1	study/STIM_001.jpg
21.52	0.862	correct	study	Phase1	study/STIM_001.jpg
24.611	1.429	correct	study	Phase1	study/STIM_002.jpg
29.363	0.657	correct	study	Phase1	study/STIM_002.jpg
33.326	1.266	correct	study	Phase1	study/STIM_002.jpg
36.643	1.45	correct	study	Phase1	study/STIM_003.jpg
40.572	1.209	correct	study	Phase1	study/STIM_003.jpg
45.225	0.905	incorrect	study	Phase1	study/STIM_003.jpg
49.307	0.884	correct	study	Phase1	study/STIM_004.jpg
52.509	0.928	correct	study	Phase1	study/STIM_004.jpg
57.287	1.256	incorrect	study	Phase1	study/STIM_004.jpg
61.73	1.196	correct	study	Phase1	study/STIM_005.jpg
66.068	0.725	correct	study	Phase1	study/STIM_005.jpg
69.062	1.213	incorrect	study	Phase1	study/STIM_005.jpg
73.079	0.82	correct	study	Phase1	study/STIM_006.jpg
77.247	1.322	correct	study	Phase1	study/STIM_006.jpg
81.152	1.044	correct	study	Phase1	study/STIM_006.jpg
84.377	0.756	incorrect	study	Phase1	study/STIM_007.jpg
88.455	0.732	correct	study	Phase1	study/STIM_007.jpg
91.189	1.136	correct	study	Phase1	study/STIM_007.jpg
95.463	0.946	correct	study	Phase1	study/STIM_008.jpg
98.797	1.112	correct	study	Phase1	study/STIM_008.jpg
103.066	0.922	incorrect	study	Phase1	study/STIM_008.jpg
106.796	0.854	correct	study	Phase1	study/STIM_009.jpg
110.493	1.166	correct	study	Phase1	study/STIM_009.jpg
114.413	1.056	correct	study	Phase1	study/STIM_009.jpg
119.152	1.153	correct	study	Phase1	study/STIM_010.jpg
123.628	0.651	correct	study	Phase1	study/STIM_010.jpg
126.894	0.979	correct	study	Phase1	study/STIM_010.jpg
130.235	0.86	correct	study	Phase1	study/STIM_011.jpg
133.845	1.194	correct	study	Phase1	study/STIM_011.jpg
137.079	1.291	incorrect	study	Phase1	study/STIM_011.jpg
141.313	1.443	incorrect	study	Phase1	study/STIM_012.jpg
145.14	0.81	correct	study	Phase1	study/STIM_012.jpg
149.633	1.262	correct	study	Phase1	study/STIM_012.jpg
154.699	0.882	incorrect	study	Phase1	study/STIM_013.jpg
158.437	0.852	correct	study	Phase1	study/STIM_013.jpg
162.76	1.149	correct	study	Phase1	study/STIM_013.jpg
166.584	1.214	correct	study	Phase1	study/STIM_014.jpg
170.294	1.376	correct	study	Phase1	study/STIM_014.jpg
175.103	0.932	correct	study	Phase1	study/STIM_014.jpg
179.056	1.104	correct	study	Phase1	study/STIM_015.jpg
182.584	0.725	correct	study	Phase1	study/STIM_015.jpg
185.369	1.157	correct	study	Phase1	study/STIM_015.jpg
188.531	1.03	correct	study	Phase1	study/STIM_016.jpg
192.461	0.84	correct	study	Phase1	study/STIM_016.jpg
195.462	1.155	correct	study	Phase1	study/STIM_016.jpg
200.034	0.774	correct	study	Phase1	study/STIM_017.jpg
204.169	0.922	correct	study	Phase1	study/STIM_017.jpg
208.214	0.634	correct	study	Phase1	study/STIM_017.jpg
212.645	0.718	correct	study	Phase1	study/STIM_018.jpg
215.398	1.189	correct	study	Phase1	study/STIM_018.jpg
218.947	0.803	incorrect	study	Phase1	study/STIM_018.jpg
222.799	1.46	correct	study	Phase1	study/STIM_019.jpg
228.164	0.729	correct	study	Phase1	study/STIM_019.jpg
231.588	1.145	correct	study	Phase1	study/STIM_019.jpg
236.445	1.143	correct	study	Phase1	study/STIM_020.jpg
241.128	0.774	correct	study	Phase1	study/STIM_020.jpg
245.38	0.644	incorrect	study	Phase1	study/STIM_020.jpg
248.333	1.198	correct	study	Phase1	study/STIM_021.jpg
251.754	1.104	correct	study	Phase1	study/STIM_021.jpg
255.198	0.789	correct	study	Phase1	study/STIM_021.jpg
258.658	0.79	correct	study	Phase1	study/STIM_022.jpg
261.628	1.081	correct	study	Phase1	study/STIM_022.jpg
266.166	1.0	correct	study	Phase1	study/STIM_022.jpg
269.612	1.014	incorrect	study	Phase1	study/STIM_023.jpg
274.276	1.118	correct	study	Phase1	study/STIM_023.jpg
278.497	0.827	correct	study	Phase1	study/STIM_023.jpg
281.747	0.872	correct	study	Phase1	study/STIM_024.jpg
285.678	1.126	correct	study	Phase1	study/STIM_024.jpg
