onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
241.443	2.068	correct	learning	LS1	h55_p24_k_down_q4_left.jpg	98
288.308	1.026	incorrect	learning	LS1	h75_p37_k_down_q1_left.jpg	97
335.007	1.518	incorrect	learning	LS1	h34_p41_k_up_q4_left.jpg	97
381.872	1.307	correct	learning	LS1	h75_p13_i_down_left.jpg	97
428.571	1.144	incorrect	learning	LS1	h61_p15_i_up_right.jpg	98
475.269	1.286	incorrect	learning	LS1	h38_p25_i_up_left.jpg	98
522.301	1.377	correct	learning	LS1	h34_p17_i_up_left.jpg	97
569.0	1.31	correct	learning	LS1	h61_p5_k_up_q2_right.jpg	98
615.699	0.86	correct	learning	LS1	h38_p37_k_up_q3_right.jpg	98
662.397	1.496	incorrect	learning	LS1	h55_p11_i_down_right.jpg	98
754.293	1.465	correct	learning	LS2	h75_p16_i_down_right.jpg	97
800.992	1.334	correct	learning	LS2	h34_p21_i_up_right.jpg	97
847.524	0.74	correct	learning	LS2	h61_p5_k_up_q2_right.jpg	98
894.222	1.153	correct	learning	LS2	h38_p47_i_up_left.jpg	97
941.088	1.038	correct	learning	LS2	h61_p25_i_up_left.jpg	97
987.786	1.211	correct	learning	LS2	h55_p15_i_down_left.jpg	97
1034.485	1.128	correct	learning	LS2	h38_p37_k_up_q3_right.jpg	98
1081.017	1.094	correct	learning	LS2	h75_p37_k_down_q1_left.jpg	98
1127.549	1.219	correct	learning	LS2	h34_p41_k_up_q4_left.jpg	98
1174.247	0.881	correct	learning	LS2	h55_p24_k_down_q4_left.jpg	98
1265.977	0.978	correct	learning	LS3	h38_p37_k_up_q3_right.jpg	98
1312.508	1.04	incorrect	learning	LS3	h75_p13_i_down_left.jpg	98
1359.04	1.005	correct	learning	LS3	h34_p41_k_up_q4_left.jpg	98
1405.739	0.938	correct	learning	LS3	h55_p24_k_down_q4_left.jpg	98
1452.271	1.016	correct	learning	LS3	h38_p25_i_up_left.jpg	97
1498.802	1.27	correct	learning	LS3	h61_p15_i_up_right.jpg	97
1545.501	1.458	correct	learning	LS3	h75_p37_k_down_q1_left.jpg	98
1592.033	1.12	correct	learning	LS3	h55_p11_i_down_right.jpg	97
1638.565	0.975	correct	learning	LS3	h34_p17_i_up_left.jpg	97
1685.096	1.1	correct	learning	LS3	h61_p5_k_up_q2_right.jpg	98
1776.826	1.101	correct	learning	LS4	h55_p15_i_down_left.jpg	97
1823.524	0.794	correct	learning	LS4	h34_p41_k_up_q4_left.jpg	98
1870.056	0.888	correct	learning	LS4	h61_p25_i_up_left.jpg	97
1916.588	0.886	correct	learning	LS4	h34_p21_i_up_right.jpg	97
1963.453	0.818	correct	learning	LS4	h61_p5_k_up_q2_right.jpg	98
2010.319	0.783	correct	learning	LS4	h75_p37_k_down_q1_left.jpg	98
2056.851	0.86	correct	learning	LS4	h38_p47_i_up_left.jpg	97
2103.382	0.938	correct	learning	LS4	h75_p16_i_down_right.jpg	97
2149.914	0.664	correct	learning	LS4	h55_p24_k_down_q4_left.jpg	98
2196.446	0.965	correct	learning	LS4	h38_p37_k_up_q3_right.jpg	98
2468.632	2.514	to late	control	LS1	h38_p25_i_up_left.jpg	97
2519.667	0.991	correct	control	LS1	h77_p16_i_down_right.jpg	98
2565.699	1.038	correct	control	LS1	h20_p53_k_up_q3_right.jpg	98
2611.563	0.768	correct	control	LS1	h38_p37_k_up_q3_right.jpg	98
2657.595	1.183	incorrect	control	LS1	h20_p12_i_up_right.jpg	97
2703.626	1.582	correct	control	LS1	h77_p42_k_down_q1_left.jpg	97
2749.658	0.703	correct	control	LS1	h97_p23_k_down_q2_right.jpg	98
2795.689	0.927	correct	control	LS1	h56_p2_i_up_left.jpg	97
2841.721	0.751	correct	control	LS1	h56_p13_k_up_q2_right.jpg	98
2887.752	1.102	correct	control	LS1	h97_p33_i_down_right.jpg	98
2978.981	1.137	correct	control	LS2	h56_p49_i_up_left.jpg	97
3025.013	0.801	correct	control	LS2	h20_p53_k_up_q3_right.jpg	98
3070.877	0.706	correct	control	LS2	h38_p37_k_up_q3_right.jpg	98
3116.909	0.961	correct	control	LS2	h97_p35_i_down_left.jpg	97
3162.94	0.657	correct	control	LS2	h77_p35_i_down_left.jpg	97
3208.972	0.785	correct	control	LS2	h38_p47_i_up_left.jpg	97
3254.837	0.929	correct	control	LS2	h77_p42_k_down_q1_left.jpg	97
3300.868	0.721	correct	control	LS2	h20_p43_i_up_right.jpg	98
3346.733	0.705	correct	control	LS2	h97_p23_k_down_q2_right.jpg	98
3392.597	0.786	correct	control	LS2	h56_p13_k_up_q2_right.jpg	98
3483.66	1.013	correct	control	LS3	h77_p42_k_down_q1_left.jpg	97
3529.691	0.677	correct	control	LS3	h77_p16_i_down_right.jpg	98
3575.723	0.789	correct	control	LS3	h97_p23_k_down_q2_right.jpg	98
3621.587	1.093	incorrect	control	LS3	h20_p12_i_up_right.jpg	97
3667.619	1.428	correct	control	LS3	h56_p2_i_up_left.jpg	97
3713.483	1.061	correct	control	LS3	h38_p25_i_up_left.jpg	97
3759.348	0.869	correct	control	LS3	h56_p13_k_up_q2_right.jpg	98
3805.213	0.646	correct	control	LS3	h38_p37_k_up_q3_right.jpg	98
3851.244	0.901	correct	control	LS3	h20_p53_k_up_q3_right.jpg	98
3897.276	0.869	correct	control	LS3	h97_p33_i_down_right.jpg	98
3988.338	0.936	correct	control	LS4	h97_p35_i_down_left.jpg	97
4034.203	1.001	correct	control	LS4	h56_p13_k_up_q2_right.jpg	98
4080.067	0.874	correct	control	LS4	h56_p49_i_up_left.jpg	97
4125.932	0.762	correct	control	LS4	h77_p35_i_down_left.jpg	97
4171.797	0.682	correct	control	LS4	h97_p23_k_down_q2_right.jpg	98
4217.662	0.794	correct	control	LS4	h20_p53_k_up_q3_right.jpg	98
4263.693	0.682	correct	control	LS4	h20_p43_i_up_right.jpg	98
4309.725	1.577	correct	control	LS4	h77_p42_k_down_q1_left.jpg	97
4355.756	0.889	correct	control	LS4	h38_p47_i_up_left.jpg	97
4401.787	0.793	correct	control	LS4	h38_p37_k_up_q3_right.jpg	98
4673.307	1.161	correct	learning	LS1	h20_p12_i_up_right.jpg	97
4720.005	1.414	incorrect	learning	LS1	h54_p3_k_up_q2_right.jpg	97
4766.704	1.075	correct	learning	LS1	h69_p34_k_down_q1_left.jpg	98
4813.569	1.216	correct	learning	LS1	h24_p20_i_up_right.jpg	97
4860.434	0.956	incorrect	learning	LS1	h57_p15_i_down_left.jpg	98
4907.133	1.129	correct	learning	LS1	h20_p53_k_up_q3_right.jpg	98
4953.665	1.302	incorrect	learning	LS1	h24_p40_k_up_q4_left.jpg	97
5000.53	1.155	correct	learning	LS1	h54_p31_i_up_left.jpg	97
5047.229	1.088	correct	learning	LS1	h69_p20_i_down_left.jpg	97
5093.761	1.085	incorrect	learning	LS1	h57_p36_k_down_q1_left.jpg	97
5185.657	1.293	incorrect	learning	LS2	h24_p40_k_up_q4_left.jpg	97
5232.522	1.049	correct	learning	LS2	h57_p34_i_down_left.jpg	97
5279.054	1.111	correct	learning	LS2	h20_p43_i_up_right.jpg	97
5325.753	1.395	correct	learning	LS2	h24_p48_i_up_right.jpg	97
5372.284	0.866	correct	learning	LS2	h20_p53_k_up_q3_right.jpg	98
5418.816	1.215	incorrect	learning	LS2	h54_p3_k_up_q2_right.jpg	97
5465.515	1.228	correct	learning	LS2	h69_p47_i_down_right.jpg	97
5512.213	1.289	correct	learning	LS2	h57_p36_k_down_q1_left.jpg	98
5558.745	0.696	correct	learning	LS2	h69_p34_k_down_q1_left.jpg	98
5605.444	1.076	correct	learning	LS2	h54_p47_i_up_left.jpg	97
5697.34	1.108	correct	learning	LS3	h24_p20_i_up_right.jpg	97
5744.039	1.217	correct	learning	LS3	h57_p15_i_down_left.jpg	97
5790.904	0.926	correct	learning	LS3	h20_p12_i_up_right.jpg	97
5837.603	0.97	correct	learning	LS3	h57_p36_k_down_q1_left.jpg	98
5884.301	0.999	correct	learning	LS3	h54_p3_k_up_q2_right.jpg	98
5930.833	0.996	correct	learning	LS3	h69_p20_i_down_left.jpg	97
5977.532	1.393	correct	learning	LS3	h54_p31_i_up_left.jpg	97
6024.063	1.023	correct	learning	LS3	h24_p40_k_up_q4_left.jpg	98
6070.595	0.876	correct	learning	LS3	h69_p34_k_down_q1_left.jpg	98
6117.127	0.874	correct	learning	LS3	h20_p53_k_up_q3_right.jpg	98
6208.856	0.987	correct	learning	LS4	h57_p36_k_down_q1_left.jpg	98
6255.388	0.617	correct	learning	LS4	h20_p53_k_up_q3_right.jpg	98
6301.92	1.094	correct	learning	LS4	h24_p48_i_up_right.jpg	97
6348.452	0.82	correct	learning	LS4	h54_p3_k_up_q2_right.jpg	98
6394.984	0.737	correct	learning	LS4	h24_p40_k_up_q4_left.jpg	98
6441.516	1.102	correct	learning	LS4	h57_p34_i_down_left.jpg	97
6488.214	0.923	correct	learning	LS4	h20_p43_i_up_right.jpg	97
6534.746	0.777	correct	learning	LS4	h69_p47_i_down_right.jpg	97
6581.278	1.109	correct	learning	LS4	h54_p47_i_up_left.jpg	97
6627.976	0.882	correct	learning	LS4	h69_p34_k_down_q1_left.jpg	98
6900.329	1.327	correct	learning	LS1	h44_p49_i_up_left.jpg	97
6947.028	1.244	incorrect	learning	LS1	h88_p35_k_down_q1_left.jpg	97
6993.727	1.401	correct	learning	LS1	h58_p15_i_down_left.jpg	97
7040.425	1.877	correct	learning	LS1	h44_p18_k_up_q1_right.jpg	98
7087.124	1.155	correct	learning	LS1	h97_p23_k_down_q2_right.jpg	98
7133.656	1.2	incorrect	learning	LS1	h58_p6_k_down_q3_right.jpg	97
7180.187	0.91	correct	learning	LS1	h97_p35_i_down_left.jpg	97
7226.719	1.307	correct	learning	LS1	h56_p49_i_up_left.jpg	97
