onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
241.301	n/a	to late	learning	LS1	h27_p8_k_up_q1_left.jpg	n/a
287.833	1.188	incorrect	learning	LS1	h93_p48_i_down_left.jpg	98
334.531	0.964	incorrect	learning	LS1	h77_p35_i_down_left.jpg	98
381.397	1.075	correct	learning	LS1	h101_p49_k_down_q2_right.jpg	98
428.095	1.427	incorrect	learning	LS1	h93_p27_k_down_q1_left.jpg	97
474.961	1.475	incorrect	learning	LS1	h44_p49_i_up_left.jpg	98
521.826	1.362	correct	learning	LS1	h27_p34_i_up_right.jpg	97
568.525	0.835	correct	learning	LS1	h44_p18_k_up_q1_right.jpg	98
615.223	1.347	incorrect	learning	LS1	h77_p42_k_down_q1_left.jpg	97
662.089	1.266	correct	learning	LS1	h101_p37_i_down_left.jpg	97
754.152	1.24	correct	learning	LS2	h27_p10_i_up_left.jpg	97
800.85	1.048	correct	learning	LS2	h77_p42_k_down_q1_left.jpg	98
847.549	1.256	correct	learning	LS2	h93_p35_i_down_left.jpg	97
894.08	0.953	correct	learning	LS2	h27_p8_k_up_q1_left.jpg	98
940.779	1.081	incorrect	learning	LS2	h93_p27_k_down_q1_left.jpg	97
987.478	1.545	incorrect	learning	LS2	h101_p49_k_down_q2_right.jpg	97
1034.343	1.144	correct	learning	LS2	h44_p20_i_up_right.jpg	97
1081.042	1.193	correct	learning	LS2	h77_p16_i_down_right.jpg	97
1127.74	1.529	incorrect	learning	LS2	h44_p18_k_up_q1_right.jpg	97
1174.439	1.081	correct	learning	LS2	h101_p21_i_down_left.jpg	97
1266.335	0.944	correct	learning	LS3	h27_p34_i_up_right.jpg	97
1313.033	1.04	correct	learning	LS3	h44_p18_k_up_q1_right.jpg	98
1359.732	1.456	incorrect	learning	LS3	h93_p27_k_down_q1_left.jpg	97
1406.264	0.977	correct	learning	LS3	h77_p42_k_down_q1_left.jpg	98
1452.796	1.106	correct	learning	LS3	h101_p37_i_down_left.jpg	97
1499.327	0.962	correct	learning	LS3	h77_p35_i_down_left.jpg	97
1546.026	1.073	correct	learning	LS3	h93_p48_i_down_left.jpg	97
1592.558	1.17	correct	learning	LS3	h101_p49_k_down_q2_right.jpg	98
1639.09	1.09	correct	learning	LS3	h44_p49_i_up_left.jpg	97
1685.788	1.027	correct	learning	LS3	h27_p8_k_up_q1_left.jpg	98
1777.518	1.002	correct	learning	LS4	h27_p8_k_up_q1_left.jpg	98
1824.216	0.874	correct	learning	LS4	h93_p27_k_down_q1_left.jpg	98
1870.748	0.715	correct	learning	LS4	h101_p49_k_down_q2_right.jpg	98
1917.613	0.938	correct	learning	LS4	h77_p16_i_down_right.jpg	97
1964.145	1.131	correct	learning	LS4	h44_p20_i_up_right.jpg	97
2010.677	1.02	correct	learning	LS4	h101_p21_i_down_left.jpg	97
2057.375	0.972	correct	learning	LS4	h77_p42_k_down_q1_left.jpg	98
2104.074	1.132	incorrect	learning	LS4	h44_p18_k_up_q1_right.jpg	97
2150.773	0.908	correct	learning	LS4	h27_p10_i_up_left.jpg	97
2197.471	1.228	correct	learning	LS4	h93_p35_i_down_left.jpg	97
