onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	n/a	n/a	learning	LS1	PICTURE_508.jpg	c	late
25.000	9.320	correct	learning	LS1	PICTURE_15.jpg	c	hit
34.320	9.869	incorrect	learning	LS1	PICTURE_480.jpg	c	miss
44.189	10.739	incorrect	learning	LS1	PICTURE_488.jpg	c	miss
54.928	11.936	correct	learning	LS1	PICTURE_95.jpg	c	hit
66.864	9.773	correct	learning	LS1	PICTURE_15.jpg	i	correct rejection
76.637	12.089	correct	learning	LS1	PICTURE_95.jpg	i	correct rejection
88.726	12.805	incorrect	learning	LS1	PICTURE_508.jpg	i	false alarm
101.531	13.841	correct	learning	LS1	PICTURE_480.jpg	i	correct rejection
115.372	15.037	correct	learning	LS1	PICTURE_488.jpg	i	correct rejection
130.409	11.065	correct	learning	LS2	PICTURE_95.jpg	c	hit
141.474	8.584	correct	learning	LS2	PICTURE_488.jpg	i	correct rejection
150.058	13.466	correct	learning	LS2	PICTURE_15.jpg	i	correct rejection
163.524	9.545	correct	learning	LS2	PICTURE_508.jpg	i	correct rejection
173.069	8.986	correct	learning	LS2	PICTURE_488.jpg	c	hit
182.055	7.471	correct	learning	LS2	PICTURE_508.jpg	c	hit
189.526	13.472	correct	learning	LS2	PICTURE_95.jpg	i	correct rejection
202.998	11.470	correct	learning	LS2	PICTURE_480.jpg	c	hit
214.468	8.035	correct	learning	LS2	PICTURE_15.jpg	c	hit
222.503	8.751	correct	learning	LS2	PICTURE_480.jpg	i	correct rejection
231.254	9.574	correct	learning	LS3	PICTURE_95.jpg	i	correct rejection
240.828	7.717	correct	learning	LS3	PICTURE_15.jpg	i	correct rejection
248.545	9.061	correct	learning	LS3	PICTURE_488.jpg	c	hit
257.606	8.966	correct	learning	LS3	PICTURE_95.jpg	c	hit
266.572	8.229	correct	learning	LS3	PICTURE_508.jpg	c	hit
274.801	7.980	correct	learning	LS3	PICTURE_488.jpg	i	correct rejection
282.781	7.730	correct	learning	LS3	PICTURE_15.jpg	c	hit
290.511	8.287	correct	learning	LS3	PICTURE_480.jpg	i	correct rejection
298.798	7.724	correct	learning	LS3	PICTURE_508.jpg	i	correct rejection
306.522	8.601	correct	learning	LS3	PICTURE_480.jpg	c	hit
315.123	7.661	correct	learning	LS4	PICTURE_488.jpg	i	correct rejection
322.784	9.337	correct	learning	LS4	PICTURE_480.jpg	c	hit
332.121	8.935	correct	learning	LS4	PICTURE_95.jpg	i	correct rejection
341.056	7.413	correct	learning	LS4	PICTURE_508.jpg	c	hit
348.469	8.616	correct	learning	LS4	PICTURE_488.jpg	c	hit
357.085	18.929	correct	learning	LS4	PICTURE_95.jpg	c	hit
376.014	7.336	correct	learning	LS4	PICTURE_15.jpg	c	hit
383.350	7.573	correct	learning	LS4	PICTURE_508.jpg	i	correct rejection
390.923	9.096	correct	learning	LS4	PICTURE_480.jpg	i	correct rejection
400.019	8.859	correct	learning	LS4	PICTURE_15.jpg	i	correct rejection
408.878	11.674	correct	learning	LS1	PICTURE_576.jpg	c	hit
420.552	10.298	correct	learning	LS1	PICTURE_581.jpg	c	hit
430.850	14.680	incorrect	learning	LS1	PICTURE_594.jpg	i	false alarm
445.530	9.952	correct	learning	LS1	PICTURE_576.jpg	i	correct rejection
455.482	14.981	correct	learning	LS1	PICTURE_605.jpg	c	hit
470.463	10.732	correct	learning	LS1	PICTURE_52.jpg	i	correct rejection
481.195	17.686	incorrect	learning	LS1	PICTURE_594.jpg	c	miss
498.881	23.521	correct	learning	LS1	PICTURE_581.jpg	i	correct rejection
522.402	12.882	correct	learning	LS1	PICTURE_605.jpg	i	correct rejection
535.284	10.232	correct	learning	LS1	PICTURE_52.jpg	c	hit
545.516	10.733	correct	learning	LS2	PICTURE_576.jpg	i	correct rejection
556.249	14.176	correct	learning	LS2	PICTURE_594.jpg	i	correct rejection
570.425	8.181	correct	learning	LS2	PICTURE_52.jpg	c	hit
578.606	7.458	correct	learning	LS2	PICTURE_576.jpg	c	hit
586.064	8.342	correct	learning	LS2	PICTURE_605.jpg	c	hit
594.406	9.858	correct	learning	LS2	PICTURE_594.jpg	c	hit
604.264	9.462	correct	learning	LS2	PICTURE_605.jpg	i	correct rejection
613.726	16.103	incorrect	learning	LS2	PICTURE_581.jpg	c	miss
629.829	8.503	correct	learning	LS2	PICTURE_52.jpg	i	correct rejection
638.332	10.029	correct	learning	LS2	PICTURE_581.jpg	i	correct rejection
648.361	8.935	correct	learning	LS3	PICTURE_594.jpg	i	correct rejection
657.296	8.672	correct	learning	LS3	PICTURE_605.jpg	i	correct rejection
665.968	9.696	correct	learning	LS3	PICTURE_581.jpg	c	hit
675.664	6.880	correct	learning	LS3	PICTURE_576.jpg	c	hit
682.544	7.424	correct	learning	LS3	PICTURE_52.jpg	c	hit
689.968	6.848	correct	learning	LS3	PICTURE_605.jpg	c	hit
696.816	8.837	correct	learning	LS3	PICTURE_581.jpg	i	correct rejection
705.653	8.908	correct	learning	LS3	PICTURE_594.jpg	c	hit
714.561	9.783	correct	learning	LS3	PICTURE_52.jpg	i	correct rejection
724.344	8.262	correct	learning	LS3	PICTURE_576.jpg	i	correct rejection
732.606	8.442	correct	learning	LS4	PICTURE_581.jpg	i	correct rejection
741.048	8.520	correct	learning	LS4	PICTURE_576.jpg	c	hit
749.568	8.116	correct	learning	LS4	PICTURE_52.jpg	i	correct rejection
757.684	9.315	correct	learning	LS4	PICTURE_594.jpg	i	correct rejection
766.999	8.751	correct	learning	LS4	PICTURE_581.jpg	c	hit
775.750	8.355	correct	learning	LS4	PICTURE_52.jpg	c	hit
784.105	9.878	correct	learning	LS4	PICTURE_605.jpg	i	correct rejection
793.983	9.796	correct	learning	LS4	PICTURE_594.jpg	c	hit
803.779	8.280	correct	learning	LS4	PICTURE_605.jpg	c	hit
812.059	8.524	correct	learning	LS4	PICTURE_576.jpg	i	correct rejection
820.583	8.466	correct	control	LS1	PICTURE_718.jpg	c	hit
829.049	7.883	correct	control	LS1	PICTURE_430.jpg	c	hit
836.932	10.185	correct	control	LS1	PICTURE_2.jpg	i	correct rejection
847.117	10.570	correct	control	LS1	PICTURE_292.jpg	i	correct rejection
857.687	10.640	correct	control	LS1	PICTURE_286.jpg	c	hit
868.327	8.951	correct	control	LS1	PICTURE_718.jpg	i	correct rejection
877.278	n/a	n/a	control	LS1	PICTURE_2.jpg	c	late
902.278	8.139	correct	control	LS1	PICTURE_430.jpg	i	correct rejection
910.417	7.255	correct	control	LS1	PICTURE_292.jpg	c	hit
917.672	9.411	correct	control	LS1	PICTURE_286.jpg	i	correct rejection
927.083	7.352	correct	control	LS2	PICTURE_718.jpg	c	hit
934.435	8.069	correct	control	LS2	PICTURE_286.jpg	i	correct rejection
942.504	10.711	correct	control	LS2	PICTURE_2.jpg	i	correct rejection
953.215	9.514	correct	control	LS2	PICTURE_430.jpg	i	correct rejection
962.729	9.591	correct	control	LS2	PICTURE_718.jpg	i	correct rejection
972.320	8.396	correct	control	LS2	PICTURE_292.jpg	c	hit
980.716	9.918	correct	control	LS2	PICTURE_286.jpg	c	hit
990.634	10.640	correct	control	LS2	PICTURE_2.jpg	c	hit
1001.274	8.797	correct	control	LS2	PICTURE_292.jpg	i	correct rejection
1010.071	11.280	correct	control	LS2	PICTURE_430.jpg	c	hit
1021.351	10.666	correct	control	LS3	PICTURE_134.jpg	c	hit
1032.017	10.270	correct	control	LS3	PICTURE_731.jpg	c	hit
1042.287	8.415	correct	control	LS3	PICTURE_134.jpg	i	correct rejection
1050.702	10.551	correct	control	LS3	PICTURE_645.jpg	c	hit
1061.253	9.495	correct	control	LS3	PICTURE_98.jpg	c	hit
1070.748	8.758	correct	control	LS3	PICTURE_733.jpg	c	hit
1079.506	8.022	correct	control	LS3	PICTURE_98.jpg	i	correct rejection
1087.528	13.370	correct	control	LS3	PICTURE_645.jpg	i	correct rejection
1100.898	8.802	correct	control	LS3	PICTURE_731.jpg	i	correct rejection
1109.700	9.838	correct	control	LS3	PICTURE_733.jpg	i	correct rejection
1119.538	7.459	correct	control	LS4	PICTURE_98.jpg	i	correct rejection
1126.997	8.176	correct	control	LS4	PICTURE_134.jpg	i	correct rejection
1135.173	8.093	correct	control	LS4	PICTURE_645.jpg	c	hit
1143.266	8.009	correct	control	LS4	PICTURE_733.jpg	c	hit
1151.275	9.527	correct	control	LS4	PICTURE_645.jpg	i	correct rejection
1160.802	9.762	correct	control	LS4	PICTURE_134.jpg	c	hit
1170.564	8.566	correct	control	LS4	PICTURE_731.jpg	c	hit
1179.130	8.803	correct	control	LS4	PICTURE_98.jpg	c	hit
1187.933	8.726	correct	control	LS4	PICTURE_731.jpg	i	correct rejection
1196.659	9.930	correct	control	LS4	PICTURE_733.jpg	i	correct rejection
1206.589	14.359	incorrect	learning	LS1	PICTURE_216.jpg	i	false alarm
1220.948	11.537	incorrect	learning	LS1	PICTURE_695.jpg	i	false alarm
1232.485	14.160	correct	learning	LS1	PICTURE_703.jpg	c	hit
1246.645	15.823	correct	learning	LS1	PICTURE_220.jpg	c	hit
1262.468	17.326	incorrect	learning	LS1	PICTURE_53.jpg	i	false alarm
1279.794	18.350	correct	learning	LS1	PICTURE_695.jpg	c	hit
1298.144	9.783	correct	learning	LS1	PICTURE_703.jpg	i	correct rejection
1307.927	12.733	correct	learning	LS1	PICTURE_53.jpg	c	hit
1320.660	12.969	correct	learning	LS1	PICTURE_216.jpg	c	hit
