trial_index	trial_type	block_number	response_time_ms
55	go	4	578.056
56	go	4	493.575
57	go	4	509.669
58	nogo	4	176.163
59	go	4	n/a
60	nogo	4	128.437
61	go	4	495.650
62	nogo	4	109.143
63	go	4	693.832
64	go	4	445.813
65	nogo	4	459.868
66	go	4	493.803
67	go	4	476.294
68	go	4	543.750
69	go	4	628.203
70	go	4	543.105
71	go	4	527.976
72	go	4	526.163
73	go	4	442.780
74	go	4	343.569
75	go	4	461.496
76	go	4	511.394
77	go	4	527.947
78	nogo	4	577.401
79	go	4	692.770
80	nogo	4	393.672
81	go	4	661.760
82	go	4	n/a
83	nogo	4	594.452
84	go	4	459.639
85	go	4	424.515
86	go	4	562.775
87	go	4	460.550
88	go	4	460.066
89	nogo	4	392.397
90	go	4	492.560
91	nogo	4	376.077
92	go	4	510.926
93	go	4	525.915
94	go	4	560.764
95	nogo	4	409.930
96	go	4	626.369
97	go	4	628.376
98	go	4	527.028
99	go	4	559.398
100	go	4	610.489
101	go	4	527.269
102	go	4	512.497
103	go	4	694.240
104	go	4	593.401
105	go	4	595.794
106	go	4	760.851
107	nogo	4	443.396
108	go	4	560.083
109	go	4	678.402
110	go	4	544.687
111	nogo	4	376.346
112	go	4	478.610
113	go	4	527.069
114	go	4	776.522
115	nogo	5	442.918
116	go	5	608.451
117	go	5	561.992
118	nogo	5	411.273
119	go	5	409.744
120	go	5	642.923
121	go	5	558.811
122	go	5	527.379
123	go	5	543.245
124	go	5	526.815
125	go	5	461.735
126	go	5	493.577
127	go	5	493.491
128	go	5	610.793
129	go	5	478.462
130	nogo	5	260.218
131	go	5	610.232
132	go	5	n/a
133	go	5	926.499
134	nogo	5	376.669
135	go	5	910.553
136	go	5	494.385
137	go	5	529.454
138	nogo	5	575.076
139	go	5	809.390
140	go	5	n/a
141	nogo	5	478.117
142	go	5	777.595
143	go	5	543.767
144	go	5	710.220
145	go	5	593.110
146	go	5	742.376
147	go	5	561.467
148	go	5	594.762
149	go	5	674.574
150	nogo	5	359.353
151	go	5	543.117
152	go	5	625.996
153	go	5	625.964
154	nogo	5	492.787
155	go	5	609.483
156	go	5	529.462
157	go	5	560.743
158	go	5	528.034
159	go	5	462.369
160	nogo	5	643.465
