onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	7.064	FLOW_B	B	1	1	1	9 + 105	114	114.0	7064.0	1	0
11.064	2.865	FLOW_B	B	1	2	1	3 + 108	111	111.0	2865.2	1	0
17.984	4.499	FLOW_B	B	1	3	1	5 + 108	113	113.0	4498.8	1	0
26.533	3.727	FLOW_B	B	1	4	1	104 + 9	113	113.0	3727.4	1	0
34.308	2.581	FLOW_B	B	1	5	1	108 + 2	110	110.0	2581.2	1	0
40.928	2.43	FLOW_B	B	1	6	1	100 + 5	105	105.0	2430.2	1	0
47.4	3.386	FLOW_B	B	1	7	1	107 + 5	112	112.0	3386.5	1	0
54.836	4.3	FLOW_B	B	1	8	1	8 + 105	113	113.0	4299.8	1	0
63.184	2.189	FLOW_B	B	1	9	1	6 + 100	106	106.0	2189.1	1	0
69.393	3.512	FLOW_B	B	1	10	1	105 + 3	108	108.0	3511.8	1	0
76.95	2.451	FLOW_B	B	1	11	1	109 + 2	111	111.0	2450.6	1	0
83.444	3.356	FLOW_B	B	1	12	1	103 + 7	110	110.0	3356.2	1	0
90.834	3.578	FLOW_B	B	1	13	1	8 + 104	112	112.0	3577.7	1	0
98.454	3.168	FLOW_B	B	1	14	1	9 + 103	112	112.0	3167.7	1	0
105.661	2.717	FLOW_B	B	1	15	1	1 + 104	105	105.0	2716.6	1	0
112.422	4.775	FLOW_B	B	1	16	1	107 + 6	113	113.0	4774.6	1	0
121.244	2.872	FLOW_B	B	1	17	1	7 + 107	114	114.0	2871.6	1	0
128.12	2.845	FLOW_B	B	1	18	1	2 + 105	107	107.0	2844.6	1	0
135.01	2.382	FLOW_B	B	1	19	1	6 + 101	107	107.0	2382.0	1	0
141.442	2.197	FLOW_B	B	1	20	1	102 + 7	109	109.0	2197.0	1	0
147.692	2.636	FLOW_B	B	1	21	1	4 + 101	105	105.0	2635.9	1	0
154.38	5.639	FLOW_B	B	1	22	1	7 + 108	115	115.0	5639.4	1	0
164.05	2.618	FLOW_B	B	1	23	1	2 + 104	106	106.0	2617.8	1	0
220.987	18.001	FLOW_O	O	2	1	7	41 + 46 + 3 + 22 + 103	215	n/a	18000.9	0	1
243.04	18.016	FLOW_O	O	2	2	7	105 + 94 + 1 + 60 + 85	345	n/a	18015.7	0	1
265.108	18.002	FLOW_O	O	2	3	7	27 + 49 + 106 + 6 + 89	277	n/a	18002.5	0	1
287.159	18.018	FLOW_O	O	2	4	7	77 + 67 + 107 + 78 + 2	331	n/a	18018.4	0	1
309.225	13.686	FLOW_O	O	2	5	7	102 + 15 + 25 + 6 + 28	176	168.0	13686.5	0	0
326.963	18.008	FLOW_O	O	2	6	7	98 + 13 + 1 + 109 + 62	283	n/a	18007.5	0	1
349.024	18.011	FLOW_O	O	2	7	7	63 + 97 + 8 + 105 + 55	328	n/a	18011.2	0	1
371.076	18.003	FLOW_O	O	2	8	7	43 + 40 + 107 + 3 + 16	209	n/a	18002.6	0	1
431.742	18.011	FLOW_F	F	3	1	4	38 + 89 + 102	229	n/a	18010.8	0	1
453.805	13.332	FLOW_F	F	3	2	4	12 + 103 + 46	161	161.0	13332.2	1	0
471.139	13.59	FLOW_F	F	3	3	4	86 + 22 + 108	216	216.0	13589.6	1	0
488.775	18.001	FLOW_F	F	3	4	5	105 + 26 + 2 + 31	164	n/a	18001.3	0	1
510.82	18.014	FLOW_F	F	3	5	5	88 + 6 + 108 + 87	289	n/a	18014.5	0	1
532.881	13.134	FLOW_F	F	3	6	4	100 + 95 + 95	290	290.0	13134.4	1	0
550.031	18.02	FLOW_F	F	3	7	4	99 + 106 + 88	293	n/a	18019.5	0	1
572.069	18.013	FLOW_F	F	3	8	4	29 + 107 + 37	173	n/a	18013.3	0	1
594.134	7.627	FLOW_F	F	3	9	3	108 + 6 + 84	198	n/a	7627.1	0	1
650.89	6.11	FLOW_B	B	4	1	1	108 + 9	117	117.0	6109.8	1	0
661.047	2.714	FLOW_B	B	4	2	1	3 + 103	106	106.0	2714.5	1	0
667.812	4.461	FLOW_B	B	4	3	1	108 + 6	114	114.0	4460.7	1	0
676.322	3.659	FLOW_B	B	4	4	1	105 + 6	111	111.0	3659.0	1	0
684.031	4.486	FLOW_B	B	4	5	1	2 + 106	108	108.0	4486.3	1	0
692.57	2.581	FLOW_B	B	4	6	1	7 + 107	114	114.0	2580.8	1	0
699.196	2.43	FLOW_B	B	4	7	1	7 + 101	108	108.0	2429.8	1	0
705.675	2.228	FLOW_B	B	4	8	1	104 + 1	105	105.0	2227.9	1	0
711.957	2.981	FLOW_B	B	4	9	1	2 + 108	110	110.0	2980.7	1	0
