trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	1	1	0.740731	0	0	0	0	0	0	1	1	0	0.490563	1	stopped_early	0	0.740731	1
2	go	1	go_only	1	1	1	1.055570	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.055570	1
3	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
4	go	1	go_only	1	1	1	0.757675	0	0	0	0	0	0	1	1	0	0.457355	1	stopped_early	0	0.757675	1
5	go	1	go_only	1	1	1	0.593906	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593906	1
6	go	1	go_only	1	1	1	0.790528	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.790528	1
7	go	1	go_only	1	1	1	0.694099	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.694099	1
8	go	1	go_only	1	1	1	0.559564	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559564	1
9	go	1	go_only	1	1	1	0.522369	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.522369	1
10	go	1	go_only	1	1	1	0.462470	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.462470	1
11	go	1	go_only	1	1	1	0.546168	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.546168	1
12	go	1	go_only	1	1	1	0.642070	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.642070	1
13	go	1	go_only	1	1	1	0.562075	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.562075	1
14	go	1	go_only	1	1	1	0.525724	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.525724	1
15	go	1	go_only	1	1	1	0.593490	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593490	1
16	go	1	go_only	1	1	1	0.558508	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.558508	1
17	go	1	go_only	1	1	1	0.494345	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494345	1
18	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_early	0	n/a	0
19	go	2	go_nogo_prac	1	1	1	0.494497	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494497	1
20	go	2	go_nogo_prac	1	1	1	0.476834	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.476834	1
21	go	2	go_nogo_prac	1	1	1	0.611387	0	0	0	0	0	0	1	1	0	0.244837	1	stopped_early	0	0.611387	1
22	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
23	go	2	go_nogo_prac	1	1	1	0.507674	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.507674	1
24	go	2	go_nogo_prac	1	1	1	0.429646	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.429646	1
25	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.692404	1	stopped_early	0	0.692404	1
26	go	2	go_nogo_prac	1	1	1	0.408342	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.408342	1
27	go	2	go_nogo_prac	1	1	1	0.461830	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461830	1
28	go	2	go_nogo_prac	1	1	1	0.527120	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527120	1
29	go	2	go_nogo_prac	1	1	1	0.543723	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.543723	1
30	go	2	go_nogo_prac	1	1	1	0.594486	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594486	1
31	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.245521	1	stopped_early	0	0.245521	1
32	go	2	go_nogo_prac	1	1	1	0.495098	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.495098	1
33	go	2	go_nogo_prac	1	1	1	0.793095	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.793095	1
34	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
35	go	2	go_nogo_prac	1	1	1	0.495077	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.495077	1
36	go	2	go_nogo_prac	1	1	1	0.710354	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710354	1
37	go	3	go_only	0	1	1	0.509130	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.509130	1
38	go	3	go_only	0	1	1	0.444783	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.444783	1
39	go	3	go_only	0	1	1	0.440800	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.440800	1
40	go	3	go_only	0	1	1	0.410073	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.410073	1
41	go	3	go_only	0	1	1	0.408638	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.408638	1
42	go	3	go_only	0	1	1	0.326769	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.326769	1
43	go	3	go_only	0	2	0	0.427020	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
44	go	3	go_only	0	1	1	0.460775	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460775	1
45	go	3	go_only	0	1	1	0.510866	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510866	1
46	go	3	go_only	0	1	1	0.529021	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.529021	1
47	go	3	go_only	0	2	0	0.509834	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
48	go	3	go_only	0	1	1	0.426763	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.426763	1
49	go	3	go_only	0	1	1	0.311334	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.311334	1
50	go	3	go_only	0	1	1	0.378468	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.378468	1
51	go	3	go_only	0	1	1	0.343984	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.343984	1
52	go	3	go_only	0	2	0	0.409386	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
53	go	3	go_only	0	1	1	0.492216	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.492216	1
54	go	3	go_only	0	1	1	0.359392	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.359392	1
55	nogo	4	go_nogo	0	1	1	0.427373	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
56	go	4	go_nogo	0	1	1	0.475358	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.475358	1
57	go	4	go_nogo	0	1	1	0.527505	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527505	1
58	go	4	go_nogo	0	1	1	0.509950	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.509950	1
59	go	4	go_nogo	0	1	1	0.544107	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544107	1
60	go	4	go_nogo	0	1	1	0.526018	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526018	1
61	nogo	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.625644	1	stopped_early	0	0.625644	1
62	go	4	go_nogo	0	1	1	0.525705	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.525705	1
63	go	4	go_nogo	0	1	1	0.594699	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594699	1
64	go	4	go_nogo	0	1	1	0.359998	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.359998	1
65	go	4	go_nogo	0	1	1	0.476870	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.476870	1
66	go	4	go_nogo	0	1	1	0.460211	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460211	1
67	go	4	go_nogo	0	2	0	0.493517	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
68	go	4	go_nogo	0	1	1	0.444340	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.444340	1
69	go	4	go_nogo	0	1	1	0.494569	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494569	1
70	go	4	go_nogo	0	1	1	0.478111	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.478111	1
71	nogo	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.793337	1	stopped_near_deadline	0	0.793337	1
72	go	4	go_nogo	0	1	1	0.526487	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526487	1
73	go	4	go_nogo	0	1	1	0.493224	0	0	0	0	0	0	1	1	0	0.309742	1	stopped_early	0	0.493224	1
