onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	4.666	FLOW_B	B	1	1	1	4 + 106	110	110.0	4666.3	1	0
8.678	2.429	FLOW_B	B	1	2	1	105 + 1	106	106.0	2429.3	1	0
15.117	4.154	FLOW_B	B	1	3	1	107 + 5	112	112.0	4154.3	1	0
23.325	7.967	FLOW_B	B	1	4	1	8 + 109	117	117.0	7967.4	1	0
35.348	2.717	FLOW_B	B	1	5	1	101 + 7	108	108.0	2717.0	1	0
42.11	2.824	FLOW_B	B	1	6	1	2 + 103	105	105.0	2823.5	1	0
48.96	2.082	FLOW_B	B	1	7	1	101 + 7	108	108.0	2082.0	1	0
55.054	2.948	FLOW_B	B	1	8	1	4 + 100	104	104.0	2948.0	1	0
62.004	1.828	FLOW_B	B	1	9	1	100 + 7	107	107.0	1827.6	1	0
67.836	2.415	FLOW_B	B	1	10	1	103 + 2	105	105.0	2415.4	1	0
74.258	2.832	FLOW_B	B	1	11	1	7 + 102	109	109.0	2832.2	1	0
81.099	1.965	FLOW_B	B	1	12	1	1 + 105	106	106.0	1965.3	1	0
87.08	2.497	FLOW_B	B	1	13	1	109 + 2	111	111.0	2497.0	1	0
93.592	2.152	FLOW_B	B	1	14	1	104 + 1	105	105.0	2152.5	1	0
99.763	2.281	FLOW_B	B	1	15	1	102 + 3	105	105.0	2281.2	1	0
106.065	3.992	FLOW_B	B	1	16	1	4 + 109	113	113.0	3991.7	1	0
114.077	2.767	FLOW_B	B	1	17	1	105 + 3	108	108.0	2767.4	1	0
120.889	4.052	FLOW_B	B	1	18	1	9 + 104	113	113.0	4051.7	1	0
128.956	5.096	FLOW_B	B	1	19	1	109 + 6	115	115.0	5095.7	1	0
138.076	2.28	FLOW_B	B	1	20	1	108 + 2	110	110.0	2279.6	1	0
144.36	1.725	FLOW_B	B	1	21	1	108 + 1	109	109.0	1724.8	1	0
150.093	3.106	FLOW_B	B	1	22	1	106 + 4	110	110.0	3106.0	1	0
157.24	1.946	FLOW_B	B	1	23	1	101 + 7	108	108.0	1946.4	1	0
163.214	4.362	FLOW_B	B	1	24	1	107 + 6	113	113.0	4362.3	1	0
220.852	14.003	FLOW_O	O	2	1	6	21 + 88 + 102 + 52	263	155.0	14002.7	0	0
238.901	18.015	FLOW_O	O	2	2	6	27 + 60 + 67 + 103	257	n/a	18015.4	0	1
260.962	18.016	FLOW_O	O	2	3	6	21 + 60 + 108 + 76	265	n/a	18015.8	0	1
283.031	14.717	FLOW_O	O	2	4	6	108 + 26 + 88 + 70	292	292.0	14717.2	1	0
301.748	17.931	FLOW_O	O	2	5	6	95 + 81 + 102 + 20	298	278.0	17930.7	0	0
323.723	14.48	FLOW_O	O	2	6	6	102 + 10 + 20 + 64	196	196.0	14479.8	1	0
342.218	18.006	FLOW_O	O	2	7	6	59 + 24 + 101 + 94	278	n/a	18005.7	0	1
364.229	18.003	FLOW_O	O	2	8	6	101 + 57 + 31 + 47	236	n/a	18003.1	0	1
386.234	4.636	FLOW_O	O	2	9	6	109 + 95 + 54 + 94	352	n/a	4635.6	0	1
449.798	18.0	FLOW_F	F	3	1	3	101 + 7 + 82	190	n/a	18000.3	0	1
471.844	11.006	FLOW_F	F	3	2	3	8 + 44 + 108	160	160.0	11005.8	1	0
486.857	9.271	FLOW_F	F	3	3	3	4 + 11 + 105	120	120.0	9271.2	1	0
