onset	duration	response_time_ms	trial_type	learning_stage	stimulus	coherence	response_port
0.000	14.696	14696.0	learning	LS1	PICTURE_462.jpg	c	n/a
14.696	17.417	17417.0	learning	LS1	PICTURE_21.jpg	i	n/a
32.113	n/a	n/a	learning	LS1	PICTURE_402.jpg	c	n/a
57.113	12.472	12472.0	learning	LS1	PICTURE_462.jpg	i	n/a
69.585	9.605	9605.0	learning	LS1	PICTURE_400.jpg	i	n/a
79.190	12.809	12809.0	learning	LS1	PICTURE_405.jpg	c	n/a
91.999	16.492	16492.0	learning	LS1	PICTURE_400.jpg	c	n/a
108.491	19.690	19690.0	learning	LS1	PICTURE_402.jpg	i	n/a
128.181	15.863	15863.0	learning	LS1	PICTURE_405.jpg	i	n/a
144.044	11.075	11075.0	learning	LS1	PICTURE_21.jpg	c	n/a
155.119	13.185	13185.0	learning	LS2	PICTURE_402.jpg	c	n/a
168.304	19.901	19901.0	learning	LS2	PICTURE_462.jpg	c	n/a
188.205	16.707	16707.0	learning	LS2	PICTURE_402.jpg	i	n/a
204.912	11.758	11758.0	learning	LS2	PICTURE_405.jpg	c	n/a
216.670	17.356	17356.0	learning	LS2	PICTURE_400.jpg	c	n/a
234.026	9.854	9854.0	learning	LS2	PICTURE_462.jpg	i	n/a
243.880	11.617	11617.0	learning	LS2	PICTURE_21.jpg	c	n/a
255.497	16.098	16098.0	learning	LS2	PICTURE_400.jpg	i	n/a
271.595	12.904	12904.0	learning	LS2	PICTURE_405.jpg	i	n/a
284.499	9.715	9715.0	learning	LS2	PICTURE_21.jpg	i	n/a
294.214	11.825	11825.0	learning	LS3	PICTURE_400.jpg	c	n/a
306.039	8.794	8794.0	learning	LS3	PICTURE_21.jpg	i	n/a
314.833	11.038	11038.0	learning	LS3	PICTURE_405.jpg	c	n/a
325.871	8.809	8809.0	learning	LS3	PICTURE_462.jpg	i	n/a
334.680	13.767	13767.0	learning	LS3	PICTURE_402.jpg	c	n/a
348.447	11.858	11858.0	learning	LS3	PICTURE_462.jpg	c	n/a
360.305	8.188	8188.0	learning	LS3	PICTURE_405.jpg	i	n/a
368.493	8.991	8991.0	learning	LS3	PICTURE_402.jpg	i	n/a
377.484	9.796	9796.0	learning	LS3	PICTURE_400.jpg	i	n/a
387.280	9.640	9640.0	learning	LS3	PICTURE_21.jpg	c	n/a
396.920	9.828	9828.0	learning	LS4	PICTURE_462.jpg	c	n/a
406.748	9.518	9518.0	learning	LS4	PICTURE_402.jpg	c	n/a
416.266	10.005	10005.0	learning	LS4	PICTURE_405.jpg	i	n/a
426.271	8.572	8572.0	learning	LS4	PICTURE_21.jpg	c	n/a
