trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
2	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
3	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	1.059019	1	stopped_near_deadline	0	n/a	0
4	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.609210	1	stopped_near_deadline	0	n/a	0
5	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.759100	1	stopped_near_deadline	0	n/a	0
6	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.710130	1	stopped_near_deadline	0	n/a	0
7	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.292332	1	stopped_near_deadline	0	n/a	0
8	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.511591	1	stopped_near_deadline	0	n/a	0
9	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.511365	1	stopped_near_deadline	0	n/a	0
10	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
11	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.772949	1	stopped_near_deadline	0	n/a	0
12	go	1	go_only	1	1	1	1.343154	0	0	0	0	0	0	1	1	0	0.510012	1	stopped_early	0	1.343154	1
13	go	1	go_only	1	1	1	0.677789	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.677789	1
14	go	1	go_only	1	1	1	0.609346	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.609346	1
15	go	1	go_only	1	1	1	0.611166	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611166	1
16	go	1	go_only	1	1	1	0.577844	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577844	1
17	go	1	go_only	1	1	1	0.595693	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.595693	1
18	go	1	go_only	1	1	1	0.645405	0	0	0	0	0	0	1	1	0	0.495319	1	stopped_early	0	0.645405	1
19	go	2	go_nogo_prac	1	1	1	1.110512	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.110512	1
20	nogo	2	go_nogo_prac	1	1	1	0.526884	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
21	go	2	go_nogo_prac	1	1	1	0.860833	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.860833	1
22	go	2	go_nogo_prac	1	1	1	0.444386	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.444386	1
23	go	2	go_nogo_prac	1	1	1	0.527622	0	0	0	0	0	0	1	1	0	0.260699	1	stopped_early	0	0.527622	1
24	go	2	go_nogo_prac	1	1	1	0.576966	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576966	1
25	go	2	go_nogo_prac	1	1	1	0.544658	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544658	1
26	go	2	go_nogo_prac	1	1	1	0.626836	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626836	1
27	go	2	go_nogo_prac	1	1	1	0.561701	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561701	1
28	go	2	go_nogo_prac	1	1	1	0.576000	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576000	1
29	go	2	go_nogo_prac	1	1	1	0.809386	0	0	0	0	0	0	1	1	0	0.509442	1	stopped_early	0	0.809386	1
30	go	2	go_nogo_prac	1	1	1	0.594828	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594828	1
31	go	2	go_nogo_prac	1	1	1	0.561346	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561346	1
32	nogo	2	go_nogo_prac	1	1	1	0.510154	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
33	go	2	go_nogo_prac	1	1	1	0.475878	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.475878	1
34	go	2	go_nogo_prac	1	1	1	0.544672	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544672	1
35	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.759906	1	stopped_early	0	0.759906	1
36	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.761747	1	stopped_early	0	0.761747	1
37	go	3	go_only	0	1	1	0.642519	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.642519	1
38	go	3	go_only	0	1	1	0.477821	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477821	1
39	go	3	go_only	0	1	1	0.660550	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660550	1
40	go	3	go_only	0	1	1	0.427757	0	0	0	0	0	0	1	1	0	0.244228	1	stopped_early	0	0.427757	1
41	go	3	go_only	0	1	1	0.594114	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594114	1
42	go	3	go_only	0	1	1	0.644855	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644855	1
43	go	3	go_only	0	1	1	0.478529	0	0	0	0	0	0	1	1	0	0.245064	1	stopped_early	0	0.478529	1
44	go	3	go_only	0	1	1	0.508885	0	0	0	0	0	0	1	1	0	0.275636	1	stopped_early	0	0.508885	1
45	go	3	go_only	0	1	1	0.728416	0	0	0	0	0	0	1	1	0	0.577945	1	stopped_early	0	0.728416	1
46	go	3	go_only	0	1	1	0.742329	0	0	0	0	0	0	1	1	0	0.575936	1	stopped_early	0	0.742329	1
47	go	3	go_only	0	1	1	0.644769	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644769	1
48	go	3	go_only	0	1	1	0.809159	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.809159	1
49	go	3	go_only	0	1	1	0.777069	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.777069	1
50	go	3	go_only	0	1	1	0.727916	0	0	0	0	0	0	1	1	0	0.561301	1	stopped_early	0	0.727916	1
51	go	3	go_only	0	1	1	0.693845	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693845	1
52	go	3	go_only	0	1	1	0.662030	0	0	0	0	0	0	1	1	0	0.512008	1	stopped_early	0	0.662030	1
53	go	3	go_only	0	1	1	0.661065	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.661065	1
54	go	3	go_only	0	1	1	0.510168	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510168	1
55	go	4	go_nogo	0	1	1	0.511466	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511466	1
56	go	4	go_nogo	0	1	1	0.561173	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561173	1
57	go	4	go_nogo	0	1	1	0.526895	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526895	1
58	nogo	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.627636	1	stopped_early	0	0.627636	1
59	go	4	go_nogo	0	1	1	0.643216	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643216	1
60	go	4	go_nogo	0	1	1	0.595087	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.595087	1
61	go	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_early	0	n/a	0
62	go	4	go_nogo	0	1	1	0.610912	0	0	0	0	0	0	1	1	0	0.177243	1	stopped_early	0	0.610912	1
63	nogo	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
64	go	4	go_nogo	0	1	1	0.644100	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644100	1
65	go	4	go_nogo	0	1	1	0.760134	0	0	0	0	0	0	1	1	0	0.543193	1	stopped_early	0	0.760134	1
66	go	4	go_nogo	0	1	1	0.677130	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.677130	1
67	go	4	go_nogo	0	1	1	0.676401	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.676401	1
68	go	4	go_nogo	0	1	1	0.743142	0	0	0	0	0	0	1	1	0	0.526554	1	stopped_early	0	0.743142	1
69	go	4	go_nogo	0	1	1	0.526327	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526327	1
70	go	4	go_nogo	0	1	1	0.611384	0	0	0	0	0	0	1	1	0	0.444572	1	stopped_early	0	0.611384	1
71	nogo	4	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	1.025420	1	stopped_near_deadline	0	1.025420	1
72	go	4	go_nogo	0	1	1	0.662021	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.662021	1
