trial_index	trial_type	block_number	path_length
55	go	4	550.592210
56	go	4	525.353103
57	go	4	520.992309
58	go	4	580.480118
59	go	4	580.442900
60	go	4	760.369560
61	nogo	4	383.772430
62	go	4	661.724064
63	go	4	552.940937
64	go	4	599.123169
65	nogo	4	578.822745
66	go	4	553.146993
67	go	4	592.625511
68	go	4	510.254914
69	go	4	512.609778
70	go	4	568.253892
71	nogo	4	433.912488
72	go	4	596.282309
73	go	4	601.918886
74	nogo	4	524.012166
75	go	4	601.652530
76	go	4	606.897163
77	nogo	4	634.910669
78	go	4	559.216540
79	go	4	540.105033
80	go	4	581.092127
81	go	4	1330.800799
82	nogo	4	467.804804
83	go	4	523.012980
84	go	4	n/a
85	go	4	560.880821
86	nogo	4	506.527261
87	go	4	601.205892
88	go	4	573.496850
89	go	4	467.155886
90	nogo	4	547.611394
91	go	4	592.292127
92	go	4	455.092364
93	go	4	n/a
94	go	4	611.082547
95	go	4	587.393570
96	go	4	565.924589
97	go	4	578.646025
98	go	4	659.382446
99	go	4	569.543877
100	nogo	4	461.040101
101	go	4	532.928411
102	go	4	534.960666
103	go	4	763.794912
104	go	4	574.467207
105	go	4	607.361109
106	go	4	611.462242
107	nogo	4	547.676645
108	go	4	489.059399
109	go	4	492.463019
110	go	4	564.839330
111	nogo	4	429.959100
112	go	4	483.342738
113	nogo	4	609.813132
114	go	4	614.190104
115	nogo	5	451.100183
116	go	5	543.089900
117	nogo	5	536.811432
118	go	5	599.625258
119	nogo	5	576.414770
120	go	5	606.428808
121	go	5	544.378161
122	go	5	494.280116
123	nogo	5	409.628459
124	go	5	585.377636
125	go	5	564.258120
126	go	5	558.141640
127	go	5	581.150224
128	go	5	588.298002
129	nogo	5	512.118470
130	go	5	645.161076
131	go	5	558.973313
132	go	5	556.525433
133	go	5	565.706357
134	go	5	623.381323
135	go	5	595.228290
136	nogo	5	519.381095
137	go	5	562.436375
138	go	5	576.844361
139	go	5	566.855164
140	go	5	509.653872
141	go	5	581.055640
142	nogo	5	581.663894
143	go	5	661.386495
144	go	5	525.307369
145	go	5	543.359968
146	go	5	618.040028
147	go	5	567.140518
148	go	5	486.888992
149	nogo	5	584.462692
150	go	5	582.371847
151	go	5	616.222034
152	go	5	588.899543
153	go	5	582.274289
154	go	5	608.386848
155	nogo	5	n/a
156	go	5	609.197523
157	go	5	602.175787
158	go	5	554.736615
159	go	5	517.319745
160	nogo	5	453.396491
161	go	5	600.705490
162	go	5	584.858460
163	go	5	687.742211
164	go	5	491.718226
165	go	5	611.533844
166	nogo	5	434.850349
167	go	5	578.326638
168	go	5	588.285371
169	nogo	5	709.206591
170	go	5	680.984113
171	go	5	567.888348
172	go	5	572.486485
173	go	5	505.781261
174	go	5	620.396570
193	go	7	554.755680
194	go	7	609.101151
195	go	7	530.558755
196	go	7	547.199256
197	go	7	621.222024
198	go	7	502.510319
199	nogo	7	536.427694
200	go	7	544.499402
201	go	7	590.026576
202	go	7	533.774534
203	go	7	594.440695
204	go	7	556.816056
205	go	7	570.375245
206	go	7	545.030559
207	go	7	584.350378
208	go	7	570.902729
209	go	7	481.005160
210	go	7	506.123390
211	nogo	7	508.392729
212	go	7	551.589568
213	nogo	7	551.526105
214	go	7	623.223308
215	go	7	569.421448
216	nogo	7	537.677558
217	go	7	600.507984
218	go	7	583.202934
219	go	7	591.569781
220	go	7	606.925424
221	go	7	557.272878
222	nogo	7	608.878254
223	go	7	603.212760
224	nogo	7	463.347294
225	go	7	577.726743
226	nogo	7	616.470860
227	go	7	555.274053
228	go	7	571.015098
229	go	7	585.240394
230	go	7	n/a
231	go	7	564.629441
232	go	7	686.775291
233	go	7	557.454340
234	nogo	7	443.796625
235	go	7	770.172066
236	go	7	600.466492
237	go	7	500.102825
238	go	7	622.629966
239	nogo	7	393.367695
240	go	7	598.789799
241	nogo	7	402.101046
242	go	7	612.692001
243	go	7	559.524970
244	go	7	607.879751
245	go	7	600.558864
246	go	7	629.840234
247	nogo	7	634.442766
248	go	7	557.827020
249	nogo	7	567.045378
250	go	7	591.771131
251	go	7	543.839086
252	go	7	n/a
253	go	8	674.695817
254	go	8	690.643806
255	go	8	467.861760
256	go	8	555.673482
257	go	8	539.992424
258	go	8	506.663377
259	go	8	542.286014
260	go	8	579.646476
261	nogo	8	405.158437
262	go	8	614.341684
263	go	8	606.692036
264	nogo	8	450.707136
265	go	8	575.264449
266	go	8	567.867418
267	go	8	592.622703
268	nogo	8	495.051632
269	go	8	569.771379
270	go	8	583.489392
271	go	8	500.458888
272	go	8	629.880493
273	go	8	610.251703
274	nogo	8	499.534703
275	go	8	571.606465
276	go	8	603.823608
277	go	8	604.181431
278	go	8	591.849246
279	go	8	584.520496
280	go	8	552.776343
281	nogo	8	566.542101
282	go	8	572.106132
283	go	8	581.983633
284	nogo	8	474.975988
285	go	8	584.829316
286	nogo	8	509.209886
287	go	8	558.499258
288	go	8	635.835227
289	nogo	8	465.805962
290	go	8	587.909826
291	go	8	616.858125
292	go	8	543.820557
293	go	8	540.523362
294	go	8	691.980754
295	go	8	530.229119
296	nogo	8	551.227545
297	go	8	559.344512
298	go	8	576.334474
299	go	8	579.524515
300	nogo	8	592.553054
301	go	8	594.157561
302	nogo	8	465.669417
303	go	8	566.095453
304	go	8	604.519630
305	go	8	566.170180
306	go	8	637.036088
307	go	8	621.501789
308	go	8	524.337747
309	go	8	625.284033
310	nogo	8	511.468485
311	go	8	521.773133
312	go	8	557.010241
331	go	10	758.097751
332	go	10	587.890328
333	go	10	909.918454
334	go	10	538.307018
335	nogo	10	625.742425
336	go	10	633.161809
337	go	10	609.308296
338	go	10	559.992132
339	go	10	543.574093
340	go	10	611.247212
341	go	10	533.340190
342	go	10	568.153945
343	nogo	10	n/a
344	go	10	534.253426
345	go	10	559.252280
346	go	10	571.707547
347	go	10	662.907697
348	nogo	10	471.256598
349	go	10	607.111986
350	go	10	594.454679
351	go	10	599.286378
352	nogo	10	562.881313
353	go	10	587.726681
354	go	10	500.040436
355	go	10	554.754131
356	go	10	609.318571
357	go	10	598.246048
358	go	10	595.015273
359	go	10	589.754410
360	go	10	559.614431
361	go	10	630.744716
362	nogo	10	498.739462
363	go	10	595.018321
364	go	10	607.179947
365	nogo	10	483.485458
366	go	10	566.938966
367	go	10	n/a
368	go	10	574.787262
369	go	10	575.558108
370	nogo	10	448.329920
371	go	10	596.075167
372	nogo	10	453.843643
373	go	10	618.160345
374	nogo	10	322.179896
375	go	10	574.538512
376	go	10	583.351501
377	go	10	573.378761
378	go	10	610.639937
379	go	10	585.735305
380	go	10	548.595085
381	nogo	10	516.377970
382	go	10	542.976525
383	go	10	539.225407
384	go	10	543.527094
385	nogo	10	616.774590
386	go	10	638.521996
387	go	10	555.468020
388	go	10	622.672527
389	go	10	547.021124
390	nogo	10	556.936724
391	go	11	718.618706
392	nogo	11	586.270740
393	go	11	523.745157
394	go	11	610.734533
395	go	11	554.404665
396	go	11	587.772799
397	go	11	610.403517
398	go	11	606.046252
399	go	11	534.145912
400	go	11	563.317677
401	go	11	571.857319
402	go	11	576.984287
403	nogo	11	488.405743
404	go	11	602.811790
405	go	11	622.106939
406	nogo	11	522.070286
407	go	11	593.027563
408	nogo	11	466.521281
409	go	11	529.479958
410	go	11	607.447123
411	go	11	617.024756
412	go	11	591.701493
413	nogo	11	502.154955
414	go	11	594.331870
415	go	11	605.955262
416	nogo	11	525.705454
417	go	11	517.661603
418	nogo	11	511.885713
419	go	11	576.730476
420	go	11	599.630926
421	go	11	583.883905
422	go	11	599.236788
423	go	11	639.433624
424	go	11	540.382207
425	go	11	616.899415
426	go	11	610.429832
427	go	11	539.796649
428	go	11	586.872966
429	go	11	608.417380
430	nogo	11	635.374567
431	go	11	561.290081
432	nogo	11	304.467862
433	go	11	621.455013
434	go	11	593.131419
435	go	11	595.283589
436	go	11	572.373791
437	go	11	621.922485
438	go	11	601.182670
439	go	11	612.233336
440	go	11	570.568415
441	go	11	639.136278
442	go	11	587.319374
443	nogo	11	526.577098
444	go	11	577.441940
445	nogo	11	477.906763
446	go	11	599.046763
447	go	11	571.947482
448	go	11	574.128248
449	nogo	11	552.812598
450	go	11	595.721446
469	go	13	591.716756
470	go	13	709.521982
471	go	13	516.380196
472	go	13	563.216318
473	nogo	13	487.276887
474	go	13	624.609878
475	go	13	570.365160
476	go	13	605.608208
477	go	13	555.606665
478	go	13	644.161911
479	go	13	539.443362
480	go	13	557.420196
481	go	13	578.428272
482	go	13	561.523630
483	go	13	537.698823
484	nogo	13	579.610970
485	go	13	643.488136
486	go	13	612.539341
487	go	13	579.581010
488	go	13	512.187309
489	go	13	n/a
490	go	13	595.160901
491	nogo	13	559.185452
492	go	13	608.438195
493	go	13	629.094264
494	nogo	13	541.190876
495	go	13	629.906382
496	go	13	517.251274
497	nogo	13	481.131492
498	go	13	582.408509
499	nogo	13	526.367935
500	go	13	525.396293
501	go	13	629.196397
502	nogo	13	579.686930
503	go	13	538.779380
504	go	13	565.048776
505	nogo	13	434.891549
506	go	13	598.216182
507	go	13	534.162605
508	go	13	597.294978
509	go	13	570.259617
510	go	13	573.573188
511	go	13	584.980719
512	go	13	n/a
513	go	13	539.554528
514	nogo	13	658.846397
515	go	13	591.572845
516	go	13	621.967887
517	nogo	13	535.461656
518	go	13	621.059502
519	go	13	581.934023
520	go	13	612.541569
521	go	13	728.171024
522	go	13	591.596414
523	nogo	13	587.866607
524	go	13	611.632584
525	go	13	566.403693
526	nogo	13	569.320582
527	go	13	596.520591
528	go	13	540.380071
529	nogo	14	585.899051
530	go	14	587.398094
531	nogo	14	417.650143
532	go	14	514.161362
533	go	14	585.630213
534	nogo	14	427.218687
535	go	14	644.030235
536	go	14	797.946731
537	go	14	609.448768
538	go	14	605.408813
539	go	14	572.939466
540	go	14	555.703062
541	go	14	558.189420
542	nogo	14	472.759329
543	go	14	636.217591
544	nogo	14	346.790872
545	go	14	611.441871
546	nogo	14	546.748657
547	go	14	604.946076
548	go	14	618.271397
549	go	14	594.660278
550	go	14	608.787914
551	nogo	14	531.686583
552	go	14	574.904045
553	go	14	544.829826
554	go	14	730.518407
555	go	14	566.266218
556	nogo	14	545.068287
557	go	14	586.323084
558	go	14	218.075477
559	go	14	623.441258
560	go	14	577.416688
561	go	14	572.677096
562	go	14	597.021900
563	go	14	574.355741
564	go	14	611.272694
565	nogo	14	454.672231
566	go	14	561.199307
567	go	14	553.918866
568	go	14	554.794725
569	go	14	618.186652
570	go	14	625.495619
571	go	14	592.008165
572	nogo	14	694.712286
573	go	14	589.325633
574	go	14	533.721831
575	go	14	603.802539
576	go	14	n/a
577	go	14	560.354118
578	nogo	14	553.156543
579	go	14	584.891275
580	go	14	643.761458
581	go	14	576.063614
582	go	14	561.945132
583	go	14	604.343257
584	go	14	635.674166
585	go	14	650.889972
586	go	14	614.708513
587	nogo	14	502.132384
588	go	14	568.752810
