trial_index	block_number	block_type	is_practice	trials_count	digit	trial_type	correct_response	mouse_resp.x	mouse_resp.y	mouse_resp.leftButton	mouse_resp.midButton	mouse_resp.rightButton	mouse_resp.time	click_pos_x	click_pos_y	iti_duration	participant
1	1	go_only	1	18	3	go	click	[42.0, 42.0, 42.0, 79.0, 97.0, 106.0, 112.0, 115.0, 119.0, 122.0, 126.0, 129.0, 132.0, 139.0, 147.0, 147.0, 147.0, 147.0, 147.0, 147.0, 147.0, 147.0, 149.0, 154.0, 163.0, 177.0, 191.0, 194.0, 194.0, 194.0, 193.0, 193.0, 192.0, 192.0]	[-196.0, -196.0, -196.0, -58.0, 10.0, 47.0, 76.0, 96.0, 117.0, 140.0, 153.0, 164.0, 172.0, 184.0, 204.0, 208.0, 209.0, 209.0, 209.0, 210.0, 211.0, 216.0, 224.0, 235.0, 251.0, 269.0, 289.0, 301.0, 306.0, 309.0, 310.0, 310.0, 310.0, 310.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0002492000348865986, 0.005605099955573678, 0.022820499958470464, 0.0402150999289006, 0.056348899961449206, 0.07283720001578331, 0.08941899996716529, 0.10593359998892993, 0.12292240001261234, 0.1393716000020504, 0.15625709993764758, 0.17270200001075864, 0.18959730002097785, 0.20639039995148778, 0.22287279996089637, 0.2397487999405712, 0.2563024000264704, 0.27248769998550415, 0.28927279997151345, 0.3060866999439895, 0.322908699978143, 0.33971159998327494, 0.35613349999766797, 0.3729211000027135, 0.38948250003159046, 0.40593240002635866, 0.42241460003424436, 0.43947779992595315, 0.456115199951455, 0.47268100001383573, 0.4893127999966964, 0.5059036000166088, 0.5227873999392614, 0.5396879999898374]	192.0	310.0	0.7	22b
2	1	go_only	1	18	2	go	click	[58.0, 58.0, 84.0, 109.0, 120.0, 126.0, 130.0, 131.0, 131.0, 132.0, 132.0, 134.0, 136.0, 141.0, 145.0, 148.0, 152.0, 167.0, 198.0, 231.0, 261.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 268.0, 246.0, 231.0, 220.0, 208.0, 206.0, 203.0, 201.0, 199.0, 199.0, 199.0, 199.0, 199.0, 199.0]	[-160.0, -160.0, -5.0, 119.0, 189.0, 238.0, 258.0, 264.0, 265.0, 266.0, 269.0, 272.0, 278.0, 285.0, 295.0, 299.0, 300.0, 304.0, 311.0, 319.0, 327.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 330.0, 327.0, 324.0, 319.0, 318.0, 317.0, 317.0, 316.0, 316.0, 315.0, 315.0, 315.0, 315.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0001938000787049532, 0.01112979999743402, 0.02744960004929453, 0.043983499985188246, 0.060565700056031346, 0.07738190004602075, 0.09401310002431273, 0.11072600004263222, 0.12758470000699162, 0.14406650001183152, 0.16058880009222776, 0.17732180003076792, 0.19396510010119528, 0.21101660002022982, 0.22735540010035038, 0.24446340010035783, 0.2607280000811443, 0.2775534000247717, 0.2940667000366375, 0.310746300034225, 0.3271704000653699, 0.34380070003680885, 0.3605235000140965, 0.3774062000447884, 0.3942029000027105, 0.41059690003748983, 0.42728420009370893, 0.444175900076516, 0.4605791000649333, 0.4771410000976175, 0.4938753000460565, 0.5109323000069708, 0.527313300059177, 0.5441984999924898, 0.560841100057587, 0.577327600098215, 0.5940948000643402, 0.6108859000960365, 0.6272294000955299, 0.6442055000225082, 0.6612531000282615, 0.6772389000980183, 0.6943443000782281, 0.7104059000266716, 0.7271946000400931, 0.7438247000100091, 0.7609039000235498]	199.0	315.0	0.5	22b
3	1	go_only	1	18	6	go	click	[53.0, 53.0, 65.0, 87.0, 109.0, 136.0, 149.0, 156.0, 162.0, 166.0, 173.0, 177.0, 180.0, 183.0, 186.0, 186.0, 186.0, 186.0, 186.0, 187.0, 188.0, 188.0, 188.0, 188.0, 188.0, 188.0, 188.0, 188.0]	[-252.0, -252.0, -203.0, -92.0, 28.0, 123.0, 154.0, 175.0, 190.0, 206.0, 219.0, 238.0, 259.0, 282.0, 295.0, 296.0, 296.0, 296.0, 296.0, 296.0, 297.0, 299.0, 299.0, 300.0, 300.0, 300.0, 300.0, 300.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00019459996838122606, 0.008869400015100837, 0.02542449999600649, 0.04186679993290454, 0.058903499972075224, 0.07583899993915111, 0.09227779996581376, 0.10905229998752475, 0.1255158999701962, 0.1422774000093341, 0.15868150000460446, 0.1753757999977097, 0.19251839991193265, 0.20880179991945624, 0.2252824999159202, 0.24182579992339015, 0.2583450999809429, 0.27515569992829114, 0.29229349992237985, 0.3086539999349043, 0.3254610999720171, 0.3418830999871716, 0.35894659999758005, 0.3750396999530494, 0.39195109996944666, 0.40844689996447414, 0.4250673999777064, 0.442449799971655]	188.0	300.0	0.7	22b
4	1	go_only	1	18	4	go	click	[60.0, 60.0, 76.0, 133.0, 176.0, 191.0, 205.0, 212.0, 217.0, 221.0, 231.0, 243.0, 252.0, 260.0, 264.0, 264.0, 264.0, 264.0, 263.0, 260.0, 254.0, 251.0, 245.0, 243.0, 243.0, 243.0, 243.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0]	[-233.0, -233.0, -184.0, -59.0, 62.0, 109.0, 146.0, 164.0, 172.0, 180.0, 189.0, 199.0, 210.0, 222.0, 237.0, 239.0, 241.0, 244.0, 247.0, 253.0, 262.0, 267.0, 270.0, 272.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00019699998665601015, 0.01137730001937598, 0.027752199908718467, 0.0443375000031665, 0.060839699930511415, 0.07778930000495166, 0.0943376999348402, 0.11091249994933605, 0.1279217000119388, 0.14423119998537004, 0.16122989996802062, 0.1780600999481976, 0.1945552999386564, 0.2111498999875039, 0.2278803999070078, 0.24434470001142472, 0.26139579992741346, 0.2777837999165058, 0.2942602999974042, 0.3112935000099242, 0.3279253999935463, 0.3446008999599144, 0.3608090999769047, 0.3777291999431327, 0.3940581999486312, 0.41085959994234145, 0.4276179999578744, 0.4442816999508068, 0.46095430001150817, 0.47752610000316054, 0.49416000000201166, 0.510831099934876, 0.527405499946326, 0.5442565999692306, 0.560783899971284, 0.5773912000004202, 0.5941434999695048, 0.6106250999728218, 0.6274121999740601, 0.6441246999893337, 0.6606409999076277, 0.6772726000053808, 0.6941350999986753, 0.7108000000007451, 0.7272774999728426, 0.7441126999910921, 0.76079440000467]	242.0	273.0	0.6	22b
5	1	go_only	1	18	7	go	click	[51.0, 51.0, 51.0, 87.0, 120.0, 142.0, 161.0, 179.0, 186.0, 191.0, 196.0, 198.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0, 201.0]	[-174.0, -174.0, -174.0, -48.0, 69.0, 154.0, 202.0, 248.0, 264.0, 275.0, 285.0, 295.0, 300.0, 301.0, 301.0, 301.0, 301.0, 301.0, 301.0, 301.0, 301.0, 301.0, 301.0, 300.0, 299.0, 298.0, 298.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0007829000242054462, 0.005185300018638372, 0.019745899946428835, 0.03639969998039305, 0.053165099932812154, 0.06975859997328371, 0.08624889992643148, 0.10288919997401536, 0.11969099997077137, 0.1366407999303192, 0.15299640002194792, 0.16953049995936453, 0.18600829993374646, 0.2025088999653235, 0.21938559995032847, 0.23604079999495298, 0.2529651999939233, 0.2693483999464661, 0.285986699978821, 0.30265769991092384, 0.3193574999459088, 0.3358817999251187, 0.3528741999762133, 0.36923339997883886, 0.3858453999273479, 0.40250859991647303, 0.419421499944292, 0.43596659996546805, 0.4527234999695793, 0.4691179000074044, 0.4859117999440059, 0.5025227000005543, 0.5191465999232605, 0.535889699938707, 0.552496699965559, 0.5691751999547705, 0.5858837999403477, 0.6025349999545142, 0.6192279999377206, 0.6358665999723598, 0.6524203999433666, 0.6689581999089569, 0.6861987999873236]	201.0	297.0	0.7	22b
6	1	go_only	1	18	8	go	click	[28.0, 28.0, 35.0, 57.0, 85.0, 109.0, 127.0, 134.0, 139.0, 140.0, 141.0, 141.0, 141.0, 141.0, 141.0, 141.0, 141.0, 141.0, 141.0, 141.0, 142.0, 142.0, 143.0, 143.0, 145.0, 153.0, 162.0, 169.0, 173.0, 175.0, 177.0, 177.0, 177.0, 177.0, 177.0, 177.0, 177.0]	[-224.0, -224.0, -189.0, -100.0, 24.0, 144.0, 217.0, 248.0, 260.0, 263.0, 264.0, 264.0, 264.0, 264.0, 264.0, 264.0, 264.0, 264.0, 264.0, 264.0, 264.0, 266.0, 267.0, 267.0, 269.0, 278.0, 286.0, 290.0, 294.0, 297.0, 298.0, 298.0, 298.0, 298.0, 298.0, 298.0, 298.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00046440004371106625, 0.004629000090062618, 0.020941700087860227, 0.037753700045868754, 0.05435690004378557, 0.07126440003048629, 0.08785890007857233, 0.10606630006805062, 0.12096920004114509, 0.13736900000367314, 0.1538739000679925, 0.1705468000145629, 0.18727990007027984, 0.20397130004130304, 0.22065150004345924, 0.2372863000491634, 0.25387190002948046, 0.2705597000895068, 0.2872915000189096, 0.304134999983944, 0.32073050003964454, 0.33738819998688996, 0.3543004000093788, 0.37098420003894717, 0.3873163000680506, 0.4040530000347644, 0.42087070003617555, 0.437386600067839, 0.4540258999913931, 0.47062670008745044, 0.48731570004019886, 0.503971700090915, 0.5205378000391647, 0.537168400012888, 0.5539290000451729, 0.5705595000181347, 0.5873512000543997]	177.0	298.0	0.5	22b
7	1	go_only	1	18	8	go	click	[37.0, 43.0, 53.0, 72.0, 93.0, 114.0, 135.0, 152.0, 162.0, 167.0, 172.0, 176.0, 177.0, 177.0, 177.0, 177.0, 177.0, 177.0, 177.0, 178.0, 179.0, 180.0, 180.0, 181.0, 182.0, 184.0, 188.0, 190.0, 192.0, 192.0, 192.0, 192.0, 192.0, 192.0]	[-254.0, -223.0, -182.0, -98.0, 5.0, 86.0, 146.0, 177.0, 194.0, 204.0, 216.0, 224.0, 228.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 235.0, 250.0, 258.0, 262.0, 265.0, 268.0, 273.0, 281.0, 287.0, 290.0, 291.0, 291.0, 291.0, 291.0, 291.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00013950001448392868, 0.012256299960426986, 0.0284395000198856, 0.04542900004889816, 0.06216950004454702, 0.07877759996335953, 0.09500730002764612, 0.11214430001564324, 0.12863239995203912, 0.14503390004392713, 0.16176619997713715, 0.17871939996257424, 0.19553400005679578, 0.21164660004433244, 0.2285965000046417, 0.24507389997597784, 0.2614841000176966, 0.2784474999643862, 0.29527670005336404, 0.3116974000586197, 0.32882439997047186, 0.3451489000581205, 0.36150440003257245, 0.3783920999849215, 0.3948128999909386, 0.4116453999886289, 0.4284388000378385, 0.44498939998447895, 0.461637599975802, 0.4784347000531852, 0.49471370002720505, 0.5113618000177667, 0.5279848000500351, 0.5447522000176832]	192.0	291.0	0.6	22b
8	1	go_only	1	18	4	go	click	[81.0, 81.0, 104.0, 143.0, 184.0, 233.0, 263.0, 281.0, 288.0, 288.0, 288.0, 288.0, 288.0, 289.0, 289.0, 289.0, 288.0, 279.0, 265.0, 252.0, 245.0, 239.0, 236.0, 231.0, 231.0, 230.0, 230.0, 230.0, 230.0, 229.0, 229.0, 229.0, 229.0]	[-149.0, -149.0, -87.0, 43.0, 185.0, 334.0, 402.0, 430.0, 439.0, 439.0, 440.0, 440.0, 440.0, 440.0, 438.0, 434.0, 427.0, 398.0, 365.0, 334.0, 313.0, 299.0, 290.0, 282.0, 278.0, 277.0, 277.0, 277.0, 276.0, 275.0, 273.0, 273.0, 273.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0003097999142482877, 0.010823699994944036, 0.02730999991763383, 0.04403190000448376, 0.06062859995290637, 0.07730449992232025, 0.0942130999173969, 0.11088519997429103, 0.1273500999668613, 0.14388180000241846, 0.16046839999035, 0.17711479996796697, 0.19399659999180585, 0.21069310000166297, 0.2272643999895081, 0.24378989997785538, 0.26095669995993376, 0.2772999999579042, 0.2942075999453664, 0.3109018999384716, 0.32732119993306696, 0.3439416999462992, 0.36064269999042153, 0.37739649997092783, 0.39442069991491735, 0.4108096999116242, 0.4271454999689013, 0.4441895999480039, 0.46063759992830455, 0.4772389999125153, 0.4939470000099391, 0.5106560999993235, 0.5273737999377772]	229.0	273.0	0.6	22b
9	1	go_only	1	18	3	go	click	[52.0, 52.0, 74.0, 116.0, 167.0, 196.0, 214.0, 228.0, 235.0, 243.0, 251.0, 257.0, 264.0, 265.0, 265.0, 265.0, 265.0, 264.0, 261.0, 260.0, 260.0, 259.0, 255.0, 244.0, 231.0, 223.0, 221.0, 220.0, 220.0, 219.0, 219.0, 219.0, 219.0]	[-194.0, -194.0, -132.0, -5.0, 129.0, 194.0, 235.0, 263.0, 280.0, 301.0, 325.0, 346.0, 363.0, 370.0, 370.0, 370.0, 370.0, 369.0, 367.0, 367.0, 366.0, 365.0, 362.0, 351.0, 337.0, 328.0, 324.0, 323.0, 323.0, 322.0, 321.0, 320.0, 320.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0002661999315023422, 0.012421199935488403, 0.028832699987106025, 0.045496499980799854, 0.06293170002754778, 0.0789803999941796, 0.09559059992898256, 0.11226650001481175, 0.12917590001598, 0.14566739997826517, 0.1626960999565199, 0.17922759999055415, 0.19546199997421354, 0.21210380003321916, 0.2289630000013858, 0.24559249996673316, 0.2625030999770388, 0.27944600000046194, 0.29590329993516207, 0.31254499999340624, 0.3290561999892816, 0.3458251999691129, 0.36273870000150055, 0.37896150001324713, 0.3957179000135511, 0.41242399998009205, 0.42912390001583844, 0.4453476000344381, 0.4621482000220567, 0.4790266000200063, 0.4956516999518499, 0.5119138000300154, 0.5292443999787793]	219.0	320.0	1.0	22b
10	1	go_only	1	18	6	go	click	[10.0, 10.0, 32.0, 57.0, 82.0, 111.0, 131.0, 145.0, 155.0, 160.0, 164.0, 168.0, 171.0, 176.0, 179.0, 180.0, 181.0, 182.0, 184.0, 185.0, 188.0, 191.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]	[-297.0, -297.0, -216.0, -126.0, -37.0, 46.0, 98.0, 124.0, 138.0, 143.0, 150.0, 158.0, 167.0, 176.0, 180.0, 182.0, 182.0, 184.0, 189.0, 201.0, 226.0, 268.0, 290.0, 301.0, 305.0, 307.0, 307.0, 307.0, 307.0, 307.0, 307.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[8.129992056638002e-05, 0.013074000016786158, 0.029201400000602007, 0.045846099965274334, 0.06284809997305274, 0.07927490002475679, 0.09585949999745935, 0.11291539994999766, 0.12947949999943376, 0.14581050002016127, 0.16281429992523044, 0.17993209999985993, 0.19597669993527234, 0.21301840001251549, 0.22975539998151362, 0.2460094999987632, 0.26257699995767325, 0.2792951000155881, 0.29618359997402877, 0.31258059991523623, 0.33086300001014024, 0.3466157999355346, 0.3628292999928817, 0.3796411999501288, 0.39617229998111725, 0.4124811999499798, 0.42903839994687587, 0.4457495999522507, 0.46259549993555993, 0.4791058999253437, 0.49616119998972863]	193.0	307.0	0.5	22b
