trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	1	1	1.406917	0	0	0	0	0	0	1	1	0	1.090056	1	stopped_early	0	1.406917	1
2	go	1	go_only	1	1	1	0.643082	0	0	0	0	0	0	1	1	0	0.459500	1	stopped_early	0	0.643082	1
3	go	1	go_only	1	1	1	0.394610	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.394610	1
4	go	1	go_only	1	1	1	0.491621	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.491621	1
5	go	1	go_only	1	1	1	0.458367	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.458367	1
6	go	1	go_only	1	1	1	0.378180	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.378180	1
7	go	1	go_only	1	1	1	0.459318	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.459318	1
8	go	1	go_only	1	1	1	0.611205	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611205	1
9	go	1	go_only	1	1	1	0.511264	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511264	1
10	go	1	go_only	1	1	1	0.510309	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510309	1
11	go	1	go_only	1	1	1	0.526335	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526335	1
12	go	1	go_only	1	1	1	0.560845	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.560845	1
13	go	1	go_only	1	1	1	0.678048	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.678048	1
14	go	1	go_only	1	1	1	0.560969	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.560969	1
