onset	duration	response_time_ms	trial_type	learning_stage	stimulus	coherence	response_port
0.000	8.480	8480.0	learning	LS1	PICTURE_488.jpg	c	n/a
8.480	12.033	12033.0	learning	LS1	PICTURE_15.jpg	c	n/a
20.513	9.678	9678.0	learning	LS1	PICTURE_95.jpg	c	n/a
30.191	9.240	9240.0	learning	LS1	PICTURE_15.jpg	i	n/a
39.431	9.274	9274.0	learning	LS1	PICTURE_508.jpg	c	n/a
48.705	8.356	8356.0	learning	LS1	PICTURE_488.jpg	i	n/a
57.061	10.789	10789.0	learning	LS1	PICTURE_480.jpg	i	n/a
67.850	10.834	10834.0	learning	LS1	PICTURE_508.jpg	i	n/a
78.684	11.034	11034.0	learning	LS1	PICTURE_480.jpg	c	n/a
89.718	8.997	8997.0	learning	LS1	PICTURE_95.jpg	i	n/a
98.715	8.302	8302.0	learning	LS2	PICTURE_488.jpg	c	n/a
107.017	7.864	7864.0	learning	LS2	PICTURE_508.jpg	c	n/a
114.881	7.906	7906.0	learning	LS2	PICTURE_15.jpg	i	n/a
122.787	8.267	8267.0	learning	LS2	PICTURE_95.jpg	c	n/a
131.054	12.147	12147.0	learning	LS2	PICTURE_488.jpg	i	n/a
143.201	12.029	12029.0	learning	LS2	PICTURE_95.jpg	i	n/a
155.230	9.994	9994.0	learning	LS2	PICTURE_480.jpg	c	n/a
165.224	8.436	8436.0	learning	LS2	PICTURE_508.jpg	i	n/a
173.660	8.318	8318.0	learning	LS2	PICTURE_480.jpg	i	n/a
181.978	7.881	7881.0	learning	LS2	PICTURE_15.jpg	c	n/a
189.859	8.943	8943.0	learning	LS3	PICTURE_95.jpg	i	n/a
198.802	8.347	8347.0	learning	LS3	PICTURE_15.jpg	i	n/a
207.149	7.908	7908.0	learning	LS3	PICTURE_488.jpg	c	n/a
215.057	8.751	8751.0	learning	LS3	PICTURE_480.jpg	c	n/a
223.808	8.474	8474.0	learning	LS3	PICTURE_508.jpg	i	n/a
232.282	8.356	8356.0	learning	LS3	PICTURE_15.jpg	c	n/a
240.638	10.958	10958.0	learning	LS3	PICTURE_508.jpg	c	n/a
251.596	7.642	7642.0	learning	LS3	PICTURE_488.jpg	i	n/a
259.238	8.003	8003.0	learning	LS3	PICTURE_480.jpg	i	n/a
267.241	11.726	11726.0	learning	LS3	PICTURE_95.jpg	c	n/a
278.967	8.311	8311.0	learning	LS4	PICTURE_488.jpg	i	n/a
287.278	7.713	7713.0	learning	LS4	PICTURE_480.jpg	i	n/a
294.991	7.756	7756.0	learning	LS4	PICTURE_95.jpg	i	n/a
302.747	10.358	10358.0	learning	LS4	PICTURE_480.jpg	c	n/a
313.105	7.680	7680.0	learning	LS4	PICTURE_15.jpg	c	n/a
320.785	7.724	7724.0	learning	LS4	PICTURE_508.jpg	i	n/a
328.509	8.087	8087.0	learning	LS4	PICTURE_95.jpg	c	n/a
336.596	7.808	7808.0	learning	LS4	PICTURE_15.jpg	i	n/a
344.404	7.690	7690.0	learning	LS4	PICTURE_488.jpg	c	n/a
352.094	7.412	7412.0	learning	LS4	PICTURE_508.jpg	c	n/a
359.506	9.696	9696.0	learning	LS1	PICTURE_599.jpg	c	n/a
369.202	9.256	9256.0	learning	LS1	PICTURE_741.jpg	i	n/a
378.458	8.971	8971.0	learning	LS1	PICTURE_43.jpg	i	n/a
387.429	10.773	10773.0	learning	LS1	PICTURE_247.jpg	i	n/a
398.202	12.097	12097.0	learning	LS1	PICTURE_741.jpg	c	n/a
410.299	10.059	10059.0	learning	LS1	PICTURE_43.jpg	c	n/a
420.358	9.461	9461.0	learning	LS1	PICTURE_610.jpg	i	n/a
429.819	9.344	9344.0	learning	LS1	PICTURE_247.jpg	c	n/a
439.163	6.666	6666.0	learning	LS1	PICTURE_610.jpg	c	n/a
445.829	9.269	9269.0	learning	LS1	PICTURE_599.jpg	i	n/a
455.098	8.254	8254.0	learning	LS2	PICTURE_610.jpg	c	n/a
463.352	8.614	8614.0	learning	LS2	PICTURE_599.jpg	i	n/a
471.966	7.219	7219.0	learning	LS2	PICTURE_43.jpg	c	n/a
