onset	duration	response_time_ms	trial_type	learning_stage	stimulus	response_port
0.0	2.232	2232.4	regulate	Run1	regulate/STIM_000.jpg	100
5.277	2.355	2355.3	regulate	Run1	regulate/STIM_000.jpg	99
10.152	2.706	2705.7	regulate	Run1	regulate/STIM_000.jpg	99
16.539	1.886	1885.5	regulate	Run1	regulate/STIM_000.jpg	100
22.097	2.137	2136.7	regulate	Run1	regulate/STIM_001.jpg	100
27.745	2.437	2437.0	regulate	Run1	regulate/STIM_001.jpg	99
33.895	1.415	1415.3	regulate	Run1	regulate/STIM_001.jpg	100
38.996	2.337	2337.3	regulate	Run1	regulate/STIM_001.jpg	99
43.819	2.437	2436.9	regulate	Run1	regulate/STIM_002.jpg	100
49.281	1.514	1513.9	regulate	Run1	regulate/STIM_002.jpg	99
53.523	2.92	2920.5	regulate	Run1	regulate/STIM_002.jpg	99
58.824	1.477	1477.0	regulate	Run1	regulate/STIM_002.jpg	99
63.502	2.906	2906.0	regulate	Run1	regulate/STIM_003.jpg	99
68.714	3.274	3274.3	regulate	Run1	regulate/STIM_003.jpg	100
75.464	1.721	1721.1	regulate	Run1	regulate/STIM_003.jpg	99
79.623	1.505	1504.6	regulate	Run1	regulate/STIM_003.jpg	100
83.762	2.041	2041.1	regulate	Run1	regulate/STIM_004.jpg	100
88.939	1.411	1410.9	regulate	Run1	regulate/STIM_004.jpg	100
93.365	1.469	1468.9	regulate	Run1	regulate/STIM_004.jpg	100
98.487	1.57	1570.1	regulate	Run1	regulate/STIM_004.jpg	100
102.766	2.045	2044.9	regulate	Run1	regulate/STIM_005.jpg	100
107.293	2.342	2342.5	regulate	Run1	regulate/STIM_005.jpg	99
112.13	1.414	1414.4	regulate	Run1	regulate/STIM_005.jpg	100
117.434	2.208	2207.6	regulate	Run1	regulate/STIM_005.jpg	100
121.861	1.544	1544.1	regulate	Run1	regulate/STIM_006.jpg	100
126.872	2.908	2908.3	regulate	Run1	regulate/STIM_006.jpg	99
131.851	1.866	1866.3	regulate	Run1	regulate/STIM_006.jpg	100
137.707	2.577	2577.3	regulate	Run1	regulate/STIM_006.jpg	100
142.848	2.701	2700.9	regulate	Run1	regulate/STIM_007.jpg	99
147.838	1.442	1442.2	regulate	Run1	regulate/STIM_007.jpg	100
151.818	2.683	2683.2	regulate	Run1	regulate/STIM_007.jpg	99
157.552	1.516	1515.5	regulate	Run1	regulate/STIM_007.jpg	100
161.599	1.824	1823.8	regulate	Run1	regulate/STIM_008.jpg	99
167.161	2.538	2538.1	regulate	Run1	regulate/STIM_008.jpg	99
173.15	2.152	2152.4	regulate	Run1	regulate/STIM_008.jpg	100
