onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	2.861	FLOW_B	B	1	1	1	9 + 100	109	109.0	2861.3	1	0
6.867	2.266	FLOW_B	B	1	2	1	107 + 3	110	110.0	2266.2	1	0
13.142	5.453	FLOW_B	B	1	3	1	5 + 108	113	113.0	5452.9	1	0
22.602	3.081	FLOW_B	B	1	4	1	105 + 9	114	114.0	3080.9	1	0
29.735	2.175	FLOW_B	B	1	5	1	4 + 104	108	108.0	2174.6	1	0
35.91	2.532	FLOW_B	B	1	6	1	105 + 2	107	107.0	2531.6	1	0
42.453	2.096	FLOW_B	B	1	7	1	7 + 107	114	114.0	2096.0	1	0
48.595	2.126	FLOW_B	B	1	8	1	4 + 108	112	112.0	2126.2	1	0
54.763	1.978	FLOW_B	B	1	9	1	4 + 109	113	113.0	1977.8	1	0
60.751	2.213	FLOW_B	B	1	10	1	8 + 108	116	116.0	2212.6	1	0
67.009	2.185	FLOW_B	B	1	11	1	4 + 105	109	109.0	2185.0	1	0
73.243	2.594	FLOW_B	B	1	12	1	106 + 8	114	114.0	2593.6	1	0
79.886	2.148	FLOW_B	B	1	13	1	109 + 8	117	117.0	2148.1	1	0
86.083	1.995	FLOW_B	B	1	14	1	109 + 2	111	111.0	1995.4	1	0
92.126	1.81	FLOW_B	B	1	15	1	2 + 107	109	109.0	1810.4	1	0
97.983	1.96	FLOW_B	B	1	16	1	5 + 109	114	114.0	1959.5	1	0
103.987	2.042	FLOW_B	B	1	17	1	100 + 2	102	102.0	2041.5	1	0
110.073	1.745	FLOW_B	B	1	18	1	6 + 107	113	113.0	1745.0	1	0
115.86	1.885	FLOW_B	B	1	19	1	8 + 107	115	115.0	1884.7	1	0
121.752	2.038	FLOW_B	B	1	20	1	108 + 6	114	114.0	2037.9	1	0
127.795	2.786	FLOW_B	B	1	21	1	3 + 109	112	112.0	2786.4	1	0
134.588	1.65	FLOW_B	B	1	22	1	102 + 7	109	109.0	1650.2	1	0
140.24	1.837	FLOW_B	B	1	23	1	9 + 104	113	113.0	1837.1	1	0
146.12	1.996	FLOW_B	B	1	24	1	7 + 100	107	107.0	1996.5	1	0
152.152	1.504	FLOW_B	B	1	25	1	4 + 108	112	112.0	1503.5	1	0
157.7	1.875	FLOW_B	B	1	26	1	101 + 4	105	105.0	1874.9	1	0
163.623	1.851	FLOW_B	B	1	27	1	106 + 8	114	114.0	1851.4	1	0
169.521	0.488	FLOW_B	B	1	28	1	8 + 100	108	n/a	488.2	0	1
208.89	18.019	FLOW_O	O	2	1	9	106 + 96 + 1 + 18 + 75 + 97	393	n/a	18019.0	0	1
230.948	15.343	FLOW_O	O	2	2	9	92 + 63 + 51 + 90 + 3 + 107	406	406.0	15343.1	1	0
250.331	18.018	FLOW_O	O	2	3	9	78 + 7 + 93 + 99 + 101 + 38	416	n/a	18018.3	0	1
272.39	18.004	FLOW_O	O	2	4	9	66 + 63 + 103 + 67 + 72 + 1	372	n/a	18003.9	0	1
294.43	13.912	FLOW_O	O	2	5	9	1 + 50 + 100 + 13 + 91 + 13	268	268.0	13911.6	1	0
312.395	18.011	FLOW_O	O	2	6	9	95 + 30 + 82 + 106 + 8 + 23	344	n/a	18011.3	0	1
