onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	14.270	incorrect	learning	LS1	PICTURE_720.jpg	i	false alarm
14.270	9.692	correct	learning	LS1	PICTURE_235.jpg	i	correct rejection
23.962	13.115	correct	learning	LS1	PICTURE_297.jpg	c	hit
37.077	14.453	correct	learning	LS1	PICTURE_235.jpg	c	hit
51.530	13.378	correct	learning	LS1	PICTURE_23.jpg	i	correct rejection
64.908	12.303	correct	learning	LS1	PICTURE_746.jpg	c	hit
77.211	10.750	correct	learning	LS1	PICTURE_297.jpg	i	correct rejection
87.961	11.436	correct	learning	LS1	PICTURE_720.jpg	c	hit
99.397	12.439	correct	learning	LS1	PICTURE_23.jpg	c	hit
111.836	12.172	correct	learning	LS1	PICTURE_746.jpg	i	correct rejection
124.008	10.230	correct	learning	LS2	PICTURE_235.jpg	c	hit
134.238	11.565	correct	learning	LS2	PICTURE_746.jpg	i	correct rejection
145.803	8.747	correct	learning	LS2	PICTURE_297.jpg	c	hit
154.550	10.086	correct	learning	LS2	PICTURE_746.jpg	c	hit
164.636	10.305	correct	learning	LS2	PICTURE_23.jpg	i	correct rejection
174.941	9.725	correct	learning	LS2	PICTURE_720.jpg	i	correct rejection
184.666	8.825	correct	learning	LS2	PICTURE_23.jpg	c	hit
193.491	9.684	correct	learning	LS2	PICTURE_235.jpg	i	correct rejection
203.175	8.792	correct	learning	LS2	PICTURE_297.jpg	i	correct rejection
211.967	9.971	correct	learning	LS2	PICTURE_720.jpg	c	hit
221.938	9.643	correct	learning	LS3	PICTURE_720.jpg	c	hit
231.581	10.347	correct	learning	LS3	PICTURE_746.jpg	i	correct rejection
241.928	10.406	correct	learning	LS3	PICTURE_720.jpg	i	correct rejection
252.334	9.991	correct	learning	LS3	PICTURE_235.jpg	c	hit
262.325	8.299	correct	learning	LS3	PICTURE_23.jpg	i	correct rejection
270.624	10.437	correct	learning	LS3	PICTURE_746.jpg	c	hit
281.061	10.175	correct	learning	LS3	PICTURE_297.jpg	c	hit
291.236	9.101	correct	learning	LS3	PICTURE_23.jpg	c	hit
300.337	8.825	correct	learning	LS3	PICTURE_235.jpg	i	correct rejection
309.162	7.750	correct	learning	LS3	PICTURE_297.jpg	i	correct rejection
316.912	8.036	correct	learning	LS4	PICTURE_297.jpg	c	hit
324.948	8.726	correct	learning	LS4	PICTURE_23.jpg	c	hit
333.674	7.338	correct	learning	LS4	PICTURE_720.jpg	c	hit
341.012	8.195	correct	learning	LS4	PICTURE_746.jpg	i	correct rejection
349.207	6.975	correct	learning	LS4	PICTURE_23.jpg	i	correct rejection
356.182	7.832	correct	learning	LS4	PICTURE_235.jpg	i	correct rejection
364.014	7.732	correct	learning	LS4	PICTURE_297.jpg	i	correct rejection
371.746	7.310	correct	learning	LS4	PICTURE_720.jpg	i	correct rejection
379.056	8.807	correct	learning	LS4	PICTURE_746.jpg	c	hit
387.863	8.546	correct	learning	LS4	PICTURE_235.jpg	c	hit
396.409	9.345	correct	control	LS1	PICTURE_2.jpg	c	hit
405.754	8.132	correct	control	LS1	PICTURE_430.jpg	c	hit
413.886	8.678	correct	control	LS1	PICTURE_2.jpg	i	correct rejection
422.564	12.734	correct	control	LS1	PICTURE_292.jpg	c	hit
435.298	11.040	correct	control	LS1	PICTURE_286.jpg	i	correct rejection
446.338	8.527	correct	control	LS1	PICTURE_430.jpg	i	correct rejection
454.865	12.089	correct	control	LS1	PICTURE_718.jpg	i	correct rejection
466.954	9.415	correct	control	LS1	PICTURE_292.jpg	i	correct rejection
476.369	8.501	correct	control	LS1	PICTURE_718.jpg	c	hit
484.870	8.707	correct	control	LS1	PICTURE_286.jpg	c	hit
493.577	8.046	correct	control	LS2	PICTURE_292.jpg	c	hit
501.623	7.460	correct	control	LS2	PICTURE_718.jpg	c	hit
509.083	8.316	correct	control	LS2	PICTURE_2.jpg	i	correct rejection
517.399	9.495	correct	control	LS2	PICTURE_292.jpg	i	correct rejection
526.894	7.476	correct	control	LS2	PICTURE_430.jpg	i	correct rejection
534.370	8.334	correct	control	LS2	PICTURE_718.jpg	i	correct rejection
542.704	7.433	correct	control	LS2	PICTURE_286.jpg	c	hit
550.137	7.973	correct	control	LS2	PICTURE_2.jpg	c	hit
558.110	7.551	correct	control	LS2	PICTURE_430.jpg	c	hit
565.661	8.730	correct	control	LS2	PICTURE_286.jpg	i	correct rejection
574.391	8.557	correct	control	LS3	PICTURE_134.jpg	c	hit
582.948	8.621	correct	control	LS3	PICTURE_733.jpg	c	hit
591.569	12.680	correct	control	LS3	PICTURE_645.jpg	c	hit
604.249	9.229	correct	control	LS3	PICTURE_98.jpg	i	correct rejection
613.478	7.854	correct	control	LS3	PICTURE_134.jpg	i	correct rejection
621.332	7.761	correct	control	LS3	PICTURE_733.jpg	i	correct rejection
629.093	8.785	correct	control	LS3	PICTURE_731.jpg	c	hit
637.878	7.245	correct	control	LS3	PICTURE_645.jpg	i	correct rejection
645.123	7.131	correct	control	LS3	PICTURE_98.jpg	c	hit
652.254	7.817	correct	control	LS3	PICTURE_731.jpg	i	correct rejection
660.071	8.581	correct	control	LS4	PICTURE_731.jpg	c	hit
668.652	8.784	correct	control	LS4	PICTURE_733.jpg	i	correct rejection
677.436	8.037	correct	control	LS4	PICTURE_98.jpg	i	correct rejection
685.473	7.929	correct	control	LS4	PICTURE_731.jpg	i	correct rejection
693.402	7.348	correct	control	LS4	PICTURE_98.jpg	c	hit
700.750	7.247	correct	control	LS4	PICTURE_733.jpg	c	hit
707.997	7.625	correct	control	LS4	PICTURE_645.jpg	c	hit
715.622	7.205	correct	control	LS4	PICTURE_134.jpg	c	hit
722.827	9.182	correct	control	LS4	PICTURE_645.jpg	i	correct rejection
732.009	7.481	correct	control	LS4	PICTURE_134.jpg	i	correct rejection
739.490	10.688	correct	learning	LS1	PICTURE_462.jpg	i	correct rejection
750.178	10.434	correct	learning	LS1	PICTURE_400.jpg	c	hit
760.612	14.336	incorrect	learning	LS1	PICTURE_21.jpg	c	miss
774.948	11.036	correct	learning	LS1	PICTURE_400.jpg	i	correct rejection
785.984	9.662	correct	learning	LS1	PICTURE_462.jpg	c	hit
795.646	9.890	incorrect	learning	LS1	PICTURE_402.jpg	c	miss
805.536	10.907	correct	learning	LS1	PICTURE_405.jpg	c	hit
816.443	12.391	correct	learning	LS1	PICTURE_402.jpg	i	correct rejection
828.834	11.158	correct	learning	LS1	PICTURE_21.jpg	i	correct rejection
839.992	15.682	correct	learning	LS1	PICTURE_405.jpg	i	correct rejection
855.674	7.492	correct	learning	LS2	PICTURE_400.jpg	c	hit
863.166	8.983	correct	learning	LS2	PICTURE_402.jpg	c	hit
872.149	9.195	correct	learning	LS2	PICTURE_405.jpg	c	hit
881.344	15.328	correct	learning	LS2	PICTURE_462.jpg	i	correct rejection
896.672	8.350	correct	learning	LS2	PICTURE_21.jpg	c	hit
905.022	7.769	correct	learning	LS2	PICTURE_462.jpg	c	hit
912.791	9.745	correct	learning	LS2	PICTURE_21.jpg	i	correct rejection
922.536	9.962	correct	learning	LS2	PICTURE_400.jpg	i	correct rejection
932.498	8.421	correct	learning	LS2	PICTURE_402.jpg	i	correct rejection
940.919	10.238	correct	learning	LS2	PICTURE_405.jpg	i	correct rejection
951.157	9.106	correct	learning	LS3	PICTURE_21.jpg	c	hit
960.263	8.211	correct	learning	LS3	PICTURE_405.jpg	i	correct rejection
968.474	7.956	correct	learning	LS3	PICTURE_402.jpg	c	hit
976.430	8.820	correct	learning	LS3	PICTURE_400.jpg	i	correct rejection
985.250	8.557	correct	learning	LS3	PICTURE_405.jpg	c	hit
993.807	11.020	correct	learning	LS3	PICTURE_21.jpg	i	correct rejection
1004.827	8.370	correct	learning	LS3	PICTURE_402.jpg	i	correct rejection
1013.197	8.109	correct	learning	LS3	PICTURE_462.jpg	c	hit
1021.306	7.695	correct	learning	LS3	PICTURE_400.jpg	c	hit
1029.001	9.819	correct	learning	LS3	PICTURE_462.jpg	i	correct rejection
1038.820	10.421	correct	learning	LS4	PICTURE_400.jpg	i	correct rejection
1049.241	7.588	correct	learning	LS4	PICTURE_402.jpg	i	correct rejection
1056.829	8.274	correct	learning	LS4	PICTURE_462.jpg	c	hit
1065.103	8.485	incorrect	learning	LS4	PICTURE_402.jpg	c	miss
1073.588	7.417	correct	learning	LS4	PICTURE_21.jpg	c	hit
1081.005	8.597	correct	learning	LS4	PICTURE_405.jpg	c	hit
1089.602	7.375	correct	learning	LS4	PICTURE_21.jpg	i	correct rejection
1096.977	7.914	correct	learning	LS4	PICTURE_405.jpg	i	correct rejection
1104.891	8.452	correct	learning	LS4	PICTURE_462.jpg	i	correct rejection
1113.343	8.191	correct	learning	LS4	PICTURE_400.jpg	c	hit
1121.534	12.038	correct	learning	LS1	PICTURE_95.jpg	c	hit
1133.572	11.458	correct	learning	LS1	PICTURE_15.jpg	c	hit
1145.030	7.679	correct	learning	LS1	PICTURE_480.jpg	i	correct rejection
1152.709	10.304	correct	learning	LS1	PICTURE_95.jpg	i	correct rejection
1163.013	11.490	correct	learning	LS1	PICTURE_480.jpg	c	hit
1174.503	11.396	correct	learning	LS1	PICTURE_508.jpg	i	correct rejection
1185.899	11.614	correct	learning	LS1	PICTURE_488.jpg	c	hit
1197.513	10.233	incorrect	learning	LS1	PICTURE_508.jpg	c	miss
1207.746	11.238	correct	learning	LS1	PICTURE_488.jpg	i	correct rejection
1218.984	13.043	correct	learning	LS1	PICTURE_15.jpg	i	correct rejection
1232.027	10.449	correct	learning	LS2	PICTURE_488.jpg	i	correct rejection
1242.476	9.062	correct	learning	LS2	PICTURE_508.jpg	i	correct rejection
1251.538	8.954	correct	learning	LS2	PICTURE_480.jpg	i	correct rejection
1260.492	9.964	correct	learning	LS2	PICTURE_15.jpg	c	hit
1270.456	10.025	incorrect	learning	LS2	PICTURE_480.jpg	c	miss
1280.481	10.083	correct	learning	LS2	PICTURE_488.jpg	c	hit
1290.564	13.180	correct	learning	LS2	PICTURE_95.jpg	i	correct rejection
