onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	14.696	incorrect	learning	LS1	PICTURE_462.jpg	c	miss
14.696	17.417	incorrect	learning	LS1	PICTURE_21.jpg	i	false alarm
32.113	n/a	n/a	learning	LS1	PICTURE_402.jpg	c	late
57.113	12.472	incorrect	learning	LS1	PICTURE_462.jpg	i	false alarm
69.585	9.605	correct	learning	LS1	PICTURE_400.jpg	i	correct rejection
79.190	12.809	correct	learning	LS1	PICTURE_405.jpg	c	hit
91.999	16.492	incorrect	learning	LS1	PICTURE_400.jpg	c	miss
108.491	19.690	incorrect	learning	LS1	PICTURE_402.jpg	i	false alarm
128.181	15.863	correct	learning	LS1	PICTURE_405.jpg	i	correct rejection
144.044	11.075	incorrect	learning	LS1	PICTURE_21.jpg	c	miss
155.119	13.185	incorrect	learning	LS2	PICTURE_402.jpg	c	miss
168.304	19.901	correct	learning	LS2	PICTURE_462.jpg	c	hit
188.205	16.707	correct	learning	LS2	PICTURE_402.jpg	i	correct rejection
204.912	11.758	correct	learning	LS2	PICTURE_405.jpg	c	hit
216.670	17.356	correct	learning	LS2	PICTURE_400.jpg	c	hit
234.026	9.854	incorrect	learning	LS2	PICTURE_462.jpg	i	false alarm
243.880	11.617	correct	learning	LS2	PICTURE_21.jpg	c	hit
255.497	16.098	correct	learning	LS2	PICTURE_400.jpg	i	correct rejection
271.595	12.904	correct	learning	LS2	PICTURE_405.jpg	i	correct rejection
284.499	9.715	correct	learning	LS2	PICTURE_21.jpg	i	correct rejection
294.214	11.825	correct	learning	LS3	PICTURE_400.jpg	c	hit
306.039	8.794	correct	learning	LS3	PICTURE_21.jpg	i	correct rejection
314.833	11.038	incorrect	learning	LS3	PICTURE_405.jpg	c	miss
325.871	8.809	correct	learning	LS3	PICTURE_462.jpg	i	correct rejection
334.680	13.767	correct	learning	LS3	PICTURE_402.jpg	c	hit
348.447	11.858	correct	learning	LS3	PICTURE_462.jpg	c	hit
360.305	8.188	correct	learning	LS3	PICTURE_405.jpg	i	correct rejection
368.493	8.991	correct	learning	LS3	PICTURE_402.jpg	i	correct rejection
377.484	9.796	correct	learning	LS3	PICTURE_400.jpg	i	correct rejection
387.280	9.640	correct	learning	LS3	PICTURE_21.jpg	c	hit
396.920	9.828	correct	learning	LS4	PICTURE_462.jpg	c	hit
406.748	9.518	correct	learning	LS4	PICTURE_402.jpg	c	hit
416.266	10.005	correct	learning	LS4	PICTURE_405.jpg	i	correct rejection
426.271	8.572	correct	learning	LS4	PICTURE_21.jpg	c	hit
434.843	9.857	correct	learning	LS4	PICTURE_400.jpg	i	correct rejection
444.700	8.264	correct	learning	LS4	PICTURE_405.jpg	c	hit
452.964	8.909	correct	learning	LS4	PICTURE_462.jpg	i	correct rejection
461.873	8.118	correct	learning	LS4	PICTURE_400.jpg	c	hit
469.991	9.562	correct	learning	LS4	PICTURE_402.jpg	i	correct rejection
479.553	10.368	correct	learning	LS4	PICTURE_21.jpg	i	correct rejection
489.921	14.998	incorrect	learning	LS1	PICTURE_581.jpg	c	miss
504.919	15.802	correct	learning	LS1	PICTURE_52.jpg	c	hit
520.721	13.414	incorrect	learning	LS1	PICTURE_576.jpg	c	miss
534.135	17.574	correct	learning	LS1	PICTURE_594.jpg	i	correct rejection
551.709	13.104	incorrect	learning	LS1	PICTURE_576.jpg	i	false alarm
564.813	17.264	incorrect	learning	LS1	PICTURE_594.jpg	c	miss
582.077	19.671	correct	learning	LS1	PICTURE_605.jpg	c	hit
601.748	11.530	correct	learning	LS1	PICTURE_581.jpg	i	correct rejection
613.278	12.975	correct	learning	LS1	PICTURE_52.jpg	i	correct rejection
626.253	9.788	correct	learning	LS1	PICTURE_605.jpg	i	correct rejection
636.041	9.823	correct	learning	LS2	PICTURE_581.jpg	c	hit
645.864	10.625	correct	learning	LS2	PICTURE_594.jpg	c	hit
656.489	10.306	incorrect	learning	LS2	PICTURE_576.jpg	i	false alarm
666.795	9.353	correct	learning	LS2	PICTURE_605.jpg	i	correct rejection
676.148	13.033	correct	learning	LS2	PICTURE_576.jpg	c	hit
689.181	12.080	correct	learning	LS2	PICTURE_52.jpg	i	correct rejection
701.261	13.526	incorrect	learning	LS2	PICTURE_594.jpg	i	false alarm
714.787	9.698	incorrect	learning	LS2	PICTURE_581.jpg	i	false alarm
724.485	10.506	correct	learning	LS2	PICTURE_605.jpg	c	hit
734.991	13.233	correct	learning	LS2	PICTURE_52.jpg	c	hit
748.224	8.470	incorrect	learning	LS3	PICTURE_581.jpg	i	false alarm
756.694	24.136	correct	learning	LS3	PICTURE_576.jpg	i	correct rejection
780.830	9.601	correct	learning	LS3	PICTURE_52.jpg	i	correct rejection
790.431	13.441	correct	learning	LS3	PICTURE_594.jpg	c	hit
803.872	8.812	correct	learning	LS3	PICTURE_605.jpg	c	hit
812.684	11.055	correct	learning	LS3	PICTURE_576.jpg	c	hit
823.739	10.742	correct	learning	LS3	PICTURE_605.jpg	i	correct rejection
834.481	17.459	correct	learning	LS3	PICTURE_581.jpg	c	hit
851.940	9.634	incorrect	learning	LS3	PICTURE_594.jpg	i	false alarm
861.574	8.843	correct	learning	LS3	PICTURE_52.jpg	c	hit
870.417	11.596	correct	learning	LS4	PICTURE_605.jpg	i	correct rejection
882.013	19.752	correct	learning	LS4	PICTURE_581.jpg	c	hit
901.765	8.732	correct	learning	LS4	PICTURE_52.jpg	c	hit
910.497	9.213	correct	learning	LS4	PICTURE_576.jpg	i	correct rejection
919.710	10.657	correct	learning	LS4	PICTURE_594.jpg	c	hit
930.367	7.945	correct	learning	LS4	PICTURE_581.jpg	i	correct rejection
938.312	9.069	correct	learning	LS4	PICTURE_576.jpg	c	hit
947.381	10.193	correct	learning	LS4	PICTURE_52.jpg	i	correct rejection
957.574	8.282	correct	learning	LS4	PICTURE_605.jpg	c	hit
965.856	10.526	correct	learning	LS4	PICTURE_594.jpg	i	correct rejection
976.382	18.354	correct	control	LS1	PICTURE_549.jpg	i	correct rejection
994.736	8.136	correct	control	LS1	PICTURE_350.jpg	c	hit
1002.872	8.938	correct	control	LS1	PICTURE_418.jpg	i	correct rejection
1011.810	7.828	correct	control	LS1	PICTURE_498.jpg	c	hit
1019.638	10.073	correct	control	LS1	PICTURE_485.jpg	i	correct rejection
1029.711	7.649	correct	control	LS1	PICTURE_549.jpg	c	hit
1037.360	9.288	correct	control	LS1	PICTURE_418.jpg	c	hit
1046.648	8.497	correct	control	LS1	PICTURE_350.jpg	i	correct rejection
1055.145	9.621	correct	control	LS1	PICTURE_485.jpg	c	hit
1064.766	8.824	correct	control	LS1	PICTURE_498.jpg	i	correct rejection
1073.590	9.491	correct	control	LS2	PICTURE_549.jpg	i	correct rejection
1083.081	9.180	correct	control	LS2	PICTURE_498.jpg	i	correct rejection
1092.261	7.586	correct	control	LS2	PICTURE_350.jpg	i	correct rejection
1099.847	6.313	correct	control	LS2	PICTURE_485.jpg	i	correct rejection
1106.160	8.079	correct	control	LS2	PICTURE_549.jpg	c	hit
1114.239	7.765	correct	control	LS2	PICTURE_350.jpg	c	hit
1122.004	9.850	correct	control	LS2	PICTURE_485.jpg	c	hit
1131.854	9.375	correct	control	LS2	PICTURE_418.jpg	c	hit
1141.229	12.902	correct	control	LS2	PICTURE_498.jpg	c	hit
1154.131	8.755	correct	control	LS2	PICTURE_418.jpg	i	correct rejection
1162.886	9.747	correct	control	LS3	PICTURE_476.jpg	i	correct rejection
1172.633	8.954	correct	control	LS3	PICTURE_314.jpg	c	hit
1181.587	10.397	correct	control	LS3	PICTURE_388.jpg	i	correct rejection
1191.984	8.005	correct	control	LS3	PICTURE_552.jpg	c	hit
1199.989	8.809	correct	control	LS3	PICTURE_476.jpg	c	hit
1208.798	11.852	correct	control	LS3	PICTURE_663.jpg	c	hit
1220.650	12.821	correct	control	LS3	PICTURE_314.jpg	i	correct rejection
1233.471	n/a	n/a	control	LS3	PICTURE_388.jpg	c	late
1258.471	10.116	correct	control	LS3	PICTURE_663.jpg	i	correct rejection
1268.587	8.526	correct	control	LS3	PICTURE_552.jpg	i	correct rejection
1277.113	11.275	correct	control	LS4	PICTURE_314.jpg	i	correct rejection
1288.388	8.565	correct	control	LS4	PICTURE_552.jpg	i	correct rejection
1296.953	8.414	correct	control	LS4	PICTURE_663.jpg	i	correct rejection
1305.367	7.944	correct	control	LS4	PICTURE_388.jpg	i	correct rejection
1313.311	8.428	correct	control	LS4	PICTURE_314.jpg	c	hit
1321.739	9.711	correct	control	LS4	PICTURE_388.jpg	c	hit
1331.450	8.919	correct	control	LS4	PICTURE_476.jpg	c	hit
1340.369	7.010	correct	control	LS4	PICTURE_552.jpg	c	hit
1347.379	9.252	correct	control	LS4	PICTURE_663.jpg	c	hit
1356.631	10.535	correct	control	LS4	PICTURE_476.jpg	i	correct rejection
1367.166	13.727	incorrect	learning	LS1	PICTURE_741.jpg	i	false alarm
1380.893	17.245	correct	learning	LS1	PICTURE_599.jpg	i	correct rejection
1398.138	11.657	correct	learning	LS1	PICTURE_43.jpg	c	hit
1409.795	10.381	correct	learning	LS1	PICTURE_247.jpg	i	correct rejection
1420.176	11.988	correct	learning	LS1	PICTURE_610.jpg	c	hit
1432.164	13.271	correct	learning	LS1	PICTURE_43.jpg	i	correct rejection
1445.435	12.160	correct	learning	LS1	PICTURE_741.jpg	c	hit
1457.595	12.643	correct	learning	LS1	PICTURE_610.jpg	i	correct rejection
1470.238	12.490	correct	learning	LS1	PICTURE_247.jpg	c	hit
1482.728	9.941	incorrect	learning	LS1	PICTURE_599.jpg	c	miss
1492.669	20.201	correct	learning	LS2	PICTURE_610.jpg	i	correct rejection
1512.870	8.059	correct	learning	LS2	PICTURE_247.jpg	c	hit
1520.929	8.226	correct	learning	LS2	PICTURE_43.jpg	c	hit
1529.155	14.305	incorrect	learning	LS2	PICTURE_741.jpg	i	false alarm
1543.460	8.560	correct	learning	LS2	PICTURE_599.jpg	i	correct rejection
1552.020	9.684	correct	learning	LS2	PICTURE_610.jpg	c	hit
1561.704	10.490	correct	learning	LS2	PICTURE_247.jpg	i	correct rejection
1572.194	5.541	correct	learning	LS2	PICTURE_599.jpg	c	hit
1577.735	9.865	correct	learning	LS2	PICTURE_43.jpg	i	correct rejection
1587.600	15.466	incorrect	learning	LS2	PICTURE_741.jpg	c	miss
1603.066	8.311	correct	learning	LS3	PICTURE_599.jpg	c	hit
1611.377	15.670	correct	learning	LS3	PICTURE_247.jpg	i	correct rejection
1627.047	9.442	correct	learning	LS3	PICTURE_43.jpg	c	hit
1636.489	11.687	correct	learning	LS3	PICTURE_741.jpg	c	hit
1648.176	16.965	incorrect	learning	LS3	PICTURE_43.jpg	i	false alarm
