onset	duration	response_time_ms	trial_type	learning_stage	stimulus	coherence	response_port
0.000	15.760	15760.0	learning	LS1	PICTURE_165.jpg	c	n/a
15.760	13.696	13696.0	learning	LS1	PICTURE_202.jpg	c	n/a
29.456	10.034	10034.0	learning	LS1	PICTURE_358.jpg	c	n/a
39.490	18.041	18041.0	learning	LS1	PICTURE_453.jpg	i	n/a
57.531	16.615	16615.0	learning	LS1	PICTURE_148.jpg	c	n/a
74.146	17.746	17746.0	learning	LS1	PICTURE_165.jpg	i	n/a
91.892	11.367	11367.0	learning	LS1	PICTURE_202.jpg	i	n/a
103.259	15.536	15536.0	learning	LS1	PICTURE_358.jpg	i	n/a
118.795	12.991	12991.0	learning	LS1	PICTURE_453.jpg	c	n/a
131.786	14.760	14760.0	learning	LS1	PICTURE_148.jpg	i	n/a
146.546	21.521	21521.0	learning	LS2	PICTURE_358.jpg	i	n/a
168.067	12.744	12744.0	learning	LS2	PICTURE_165.jpg	c	n/a
180.811	n/a	n/a	learning	LS2	PICTURE_148.jpg	c	n/a
205.811	10.692	10692.0	learning	LS2	PICTURE_453.jpg	c	n/a
216.503	n/a	n/a	learning	LS2	PICTURE_358.jpg	c	n/a
241.503	11.356	11356.0	learning	LS2	PICTURE_148.jpg	i	n/a
252.859	14.568	14568.0	learning	LS2	PICTURE_202.jpg	c	n/a
267.427	12.500	12500.0	learning	LS2	PICTURE_453.jpg	i	n/a
279.927	16.830	16830.0	learning	LS2	PICTURE_202.jpg	i	n/a
296.757	n/a	n/a	learning	LS2	PICTURE_165.jpg	i	n/a
321.757	13.855	13855.0	learning	LS3	PICTURE_165.jpg	i	n/a
335.612	12.910	12910.0	learning	LS3	PICTURE_148.jpg	i	n/a
348.522	13.401	13401.0	learning	LS3	PICTURE_202.jpg	i	n/a
361.923	11.174	11174.0	learning	LS3	PICTURE_358.jpg	i	n/a
373.097	11.347	11347.0	learning	LS3	PICTURE_148.jpg	c	n/a
384.444	12.317	12317.0	learning	LS3	PICTURE_358.jpg	c	n/a
396.761	8.173	8173.0	learning	LS3	PICTURE_165.jpg	c	n/a
404.934	8.987	8987.0	learning	LS3	PICTURE_453.jpg	c	n/a
413.921	8.039	8039.0	learning	LS3	PICTURE_202.jpg	c	n/a
421.960	12.530	12530.0	learning	LS3	PICTURE_453.jpg	i	n/a
434.490	8.425	8425.0	learning	LS4	PICTURE_358.jpg	c	n/a
442.915	11.476	11476.0	learning	LS4	PICTURE_165.jpg	i	n/a
454.391	20.762	20762.0	learning	LS4	PICTURE_202.jpg	i	n/a
475.153	9.109	9109.0	learning	LS4	PICTURE_165.jpg	c	n/a
484.262	11.519	11519.0	learning	LS4	PICTURE_453.jpg	c	n/a
495.781	7.217	7217.0	learning	LS4	PICTURE_202.jpg	c	n/a
502.998	8.348	8348.0	learning	LS4	PICTURE_148.jpg	c	n/a
511.346	11.078	11078.0	learning	LS4	PICTURE_358.jpg	i	n/a
522.424	10.134	10134.0	learning	LS4	PICTURE_148.jpg	i	n/a
532.558	14.304	14304.0	learning	LS4	PICTURE_453.jpg	i	n/a
546.862	12.747	12747.0	learning	LS1	PICTURE_267.jpg	c	n/a
559.609	9.721	9721.0	learning	LS1	PICTURE_97.jpg	c	n/a
569.330	12.284	12284.0	learning	LS1	PICTURE_32.jpg	i	n/a
581.614	9.413	9413.0	learning	LS1	PICTURE_100.jpg	c	n/a
591.027	11.349	11349.0	learning	LS1	PICTURE_97.jpg	i	n/a
602.376	10.245	10245.0	learning	LS1	PICTURE_100.jpg	i	n/a
612.621	13.293	13293.0	learning	LS1	PICTURE_267.jpg	i	n/a
625.914	13.461	13461.0	learning	LS1	PICTURE_77.jpg	i	n/a
639.375	12.676	12676.0	learning	LS1	PICTURE_32.jpg	c	n/a
652.051	16.206	16206.0	learning	LS1	PICTURE_77.jpg	c	n/a
668.257	9.380	9380.0	learning	LS2	PICTURE_97.jpg	c	n/a
677.637	9.552	9552.0	learning	LS2	PICTURE_77.jpg	i	n/a
687.189	11.163	11163.0	learning	LS2	PICTURE_32.jpg	i	n/a
698.352	11.335	11335.0	learning	LS2	PICTURE_100.jpg	i	n/a
709.687	16.463	16463.0	learning	LS2	PICTURE_267.jpg	i	n/a
726.150	16.632	16632.0	learning	LS2	PICTURE_100.jpg	c	n/a
742.782	18.723	18723.0	learning	LS2	PICTURE_77.jpg	c	n/a
761.505	14.100	14100.0	learning	LS2	PICTURE_267.jpg	c	n/a
775.605	9.478	9478.0	learning	LS2	PICTURE_32.jpg	c	n/a
785.083	n/a	n/a	learning	LS2	PICTURE_97.jpg	i	n/a
810.083	9.691	9691.0	learning	LS3	PICTURE_100.jpg	i	n/a
819.774	8.267	8267.0	learning	LS3	PICTURE_97.jpg	c	n/a
828.041	7.320	7320.0	learning	LS3	PICTURE_267.jpg	c	n/a
835.361	7.652	7652.0	learning	LS3	PICTURE_77.jpg	c	n/a
843.013	10.225	10225.0	learning	LS3	PICTURE_32.jpg	i	n/a
853.238	10.396	10396.0	learning	LS3	PICTURE_77.jpg	i	n/a
863.634	11.049	11049.0	learning	LS3	PICTURE_100.jpg	c	n/a
874.683	9.465	9465.0	learning	LS3	PICTURE_97.jpg	i	n/a
884.148	10.273	10273.0	learning	LS3	PICTURE_267.jpg	i	n/a
894.421	n/a	n/a	learning	LS3	PICTURE_32.jpg	c	n/a
919.421	14.974	14974.0	learning	LS4	PICTURE_77.jpg	i	n/a
934.395	7.955	7955.0	learning	LS4	PICTURE_100.jpg	c	n/a
942.350	14.362	14362.0	learning	LS4	PICTURE_97.jpg	i	n/a
956.712	9.100	9100.0	learning	LS4	PICTURE_100.jpg	i	n/a
