onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	2.11	FLOW_B	B	1	1	1	6 + 103	109	109.0	2109.7	1	0
6.152	1.592	FLOW_B	B	1	2	1	3 + 109	112	112.0	1591.6	1	0
11.786	3.099	FLOW_B	B	1	3	1	1 + 102	103	103.0	3098.6	1	0
18.927	1.958	FLOW_B	B	1	4	1	100 + 5	105	105.0	1958.4	1	0
24.927	1.986	FLOW_B	B	1	5	1	9 + 109	118	118.0	1986.2	1	0
30.957	1.648	FLOW_B	B	1	6	1	2 + 100	102	102.0	1648.2	1	0
36.622	1.794	FLOW_B	B	1	7	1	4 + 107	111	111.0	1794.2	1	0
42.47	1.726	FLOW_B	B	1	8	1	105 + 5	110	110.0	1725.9	1	0
48.242	2.498	FLOW_B	B	1	9	1	105 + 2	107	107.0	2497.6	1	0
54.756	2.258	FLOW_B	B	1	10	1	7 + 102	109	109.0	2257.7	1	0
61.04	1.857	FLOW_B	B	1	11	1	104 + 3	107	107.0	1857.1	1	0
66.924	2.614	FLOW_B	B	1	12	1	109 + 4	113	113.0	2614.2	1	0
73.57	1.398	FLOW_B	B	1	13	1	104 + 8	112	112.0	1398.4	1	0
78.992	2.685	FLOW_B	B	1	14	1	2 + 102	104	104.0	2684.6	1	0
85.705	2.208	FLOW_B	B	1	15	1	106 + 6	112	112.0	2208.2	1	0
91.967	1.822	FLOW_B	B	1	16	1	102 + 6	108	108.0	1822.3	1	0
97.804	1.528	FLOW_B	B	1	17	1	6 + 105	111	111.0	1528.5	1	0
103.379	1.775	FLOW_B	B	1	18	1	107 + 2	109	109.0	1775.0	1	0
109.209	2.16	FLOW_B	B	1	19	1	7 + 103	110	110.0	2160.0	1	0
115.381	1.91	FLOW_B	B	1	20	1	109 + 9	118	118.0	1909.7	1	0
121.326	2.072	FLOW_B	B	1	21	1	2 + 100	102	102.0	2071.9	1	0
127.427	1.578	FLOW_B	B	1	22	1	100 + 1	101	101.0	1578.4	1	0
133.034	1.986	FLOW_B	B	1	23	1	1 + 104	105	105.0	1986.0	1	0
139.07	2.899	FLOW_B	B	1	24	1	2 + 103	105	105.0	2899.0	1	0
146.014	1.972	FLOW_B	B	1	25	1	7 + 104	111	111.0	1972.3	1	0
152.034	1.619	FLOW_B	B	1	26	1	100 + 1	101	101.0	1619.3	1	0
157.704	1.666	FLOW_B	B	1	27	1	108 + 3	111	111.0	1666.1	1	0
163.402	1.827	FLOW_B	B	1	28	1	102 + 2	104	104.0	1827.1	1	0
169.274	0.749	FLOW_B	B	1	29	1	102 + 5	107	n/a	748.9	0	1
214.796	14.557	FLOW_F	F	2	1	9	18 + 24 + 51 + 88 + 109 + 5	295	304.0	14557.1	0	0
233.371	9.087	FLOW_F	F	2	2	9	13 + 73 + 9 + 34 + 106 + 61	296	296.0	9086.6	1	0
246.477	11.828	FLOW_F	F	2	3	9	9 + 50 + 97 + 40 + 104 + 49	349	349.0	11827.8	1	0
262.356	11.501	FLOW_F	F	2	4	10	77 + 21 + 47 + 85 + 31 + 108	369	369.0	11501.4	1	0
277.901	12.516	FLOW_F	F	2	5	10	87 + 99 + 108 + 10 + 31 + 69	404	404.0	12516.3	1	0
294.463	14.477	FLOW_F	F	2	6	11	76 + 100 + 70 + 3 + 94 + 27 + 89	459	457.0	14477.4	0	0
312.972	9.984	FLOW_F	F	2	7	11	103 + 83 + 9 + 79 + 38 + 91 + 28	431	431.0	9984.2	1	0
326.987	10.791	FLOW_F	F	2	8	11	81 + 59 + 26 + 5 + 102 + 14 + 46	333	383.0	10791.0	0	0
341.818	16.45	FLOW_F	F	2	9	11	89 + 77 + 27 + 9 + 106 + 99 + 66	473	473.0	16449.9	1	0
362.314	12.893	FLOW_F	F	2	10	11	94 + 79 + 46 + 40 + 82 + 105 + 5	451	456.0	12893.2	0	0
379.25	5.564	FLOW_F	F	2	11	11	5 + 105 + 91 + 32 + 37 + 79 + 52	401	n/a	5564.1	0	1
419.628	12.752	FLOW_O	O	3	1	12	42 + 34 + 105 + 19 + 19 + 89 + 88	396	396.0	12752.1	1	0
436.433	10.104	FLOW_O	O	3	2	12	66 + 53 + 16 + 47 + 100 + 16 + 97	395	395.0	10103.7	1	0
450.581	12.663	FLOW_O	O	3	3	13	3 + 100 + 61 + 39 + 22 + 71 + 54 + 81	431	431.0	12662.6	1	0
467.287	11.51	FLOW_O	O	3	4	13	40 + 33 + 24 + 103 + 17 + 57 + 8 + 72	354	384.0	11510.3	0	0
482.839	13.369	FLOW_O	O	3	5	13	8 + 22 + 16 + 87 + 56 + 38 + 108 + 52	387	397.0	13369.1	0	0
500.246	14.362	FLOW_O	O	3	6	12	29 + 91 + 47 + 65 + 18 + 92 + 108	450	460.0	14362.5	0	0
