trial_index	block_number	block_type	is_practice	trials_count	digit	trial_type	correct_response	mouse_resp.x	mouse_resp.y	mouse_resp.leftButton	mouse_resp.midButton	mouse_resp.rightButton	mouse_resp.time	click_pos_x	click_pos_y	iti_duration	participant
1	1	go_only	1	18	2	go	click	[32.0, 32.0, 42.0, 62.0, 88.0, 120.0, 155.0, 163.0, 169.0, 170.0, 170.0, 170.0, 170.0, 170.0, 170.0, 170.0, 171.0, 175.0, 176.0, 176.0, 179.0, 180.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0, 181.0]	[-240.0, -240.0, -188.0, -104.0, -25.0, 59.0, 174.0, 231.0, 270.0, 291.0, 301.0, 307.0, 312.0, 316.0, 316.0, 316.0, 316.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0, 313.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00020520004909485579, 0.008075200021266937, 0.024765599984675646, 0.04122589994221926, 0.05783870001323521, 0.07508770003914833, 0.09178599994629622, 0.10924479993991554, 0.12489320000167936, 0.14153390005230904, 0.15810540004167706, 0.1748029999434948, 0.19153459998779, 0.20806259999517351, 0.2246830000076443, 0.24149609997402877, 0.2581749999662861, 0.27447980002034456, 0.29119230003561825, 0.3086628000019118, 0.32484220003243536, 0.34139249997679144, 0.35806009999942034, 0.37456100003328174, 0.39151690003927797, 0.4080796999623999, 0.42441500001586974, 0.44109560002107173, 0.4579513999633491, 0.4743428999790922, 0.49107490002643317, 0.5081008999841288, 0.524586100014858, 0.5412889999570325, 0.5579090999672189, 0.5745977000333369, 0.5913331999909133, 0.6079311999492347, 0.6246602999744937, 0.6411919000092894, 0.6580310999415815, 0.6744208999443799, 0.691309200017713, 0.7078389000380412, 0.724455300020054, 0.7411919999867678, 0.7579082000302151, 0.7746631000190973, 0.7912571999477223, 0.808186599984765, 0.8245876999571919, 0.8410978999454528, 0.8576084000524133, 0.8744133999571204, 0.8912626999663189, 0.9078061999753118, 0.9244211999466643, 0.9410488000139594, 0.9577916000271216, 0.974527999991551, 0.9911114999558777, 1.0077339999843389, 1.0245384000008926, 1.0410256000468507, 1.0577895999886096, 1.0745408999500796, 1.0908796000294387, 1.107778299949132, 1.1245583000127226, 1.141395500046201, 1.1580563000170514, 1.1743727000430226, 1.1910577999660745, 1.207712100003846, 1.224292799946852, 1.2411164999939501, 1.2576131999958307, 1.2743253000080585, 1.2910193999996409, 1.3085822999710217, 1.3244628999382257, 1.3410572999855503, 1.3576803000178188, 1.3742328999796882, 1.390916800010018, 1.4075872999383137, 1.4242583999875933, 1.4409461000468582, 1.4577136000152677, 1.4742555000120774, 1.491221999982372, 1.5077606999548152]	n/a	n/a	0.6	19b
2	1	go_only	1	18	7	go	click	[-6.0, 2.0, 2.0, 25.0, 65.0, 76.0, 102.0, 114.0, 125.0, 131.0, 134.0, 135.0, 136.0, 137.0, 137.0, 137.0, 137.0, 147.0, 185.0, 217.0, 239.0, 253.0, 259.0, 259.0, 259.0, 259.0, 259.0, 259.0, 259.0, 259.0, 259.0, 259.0, 259.0, 254.0, 246.0]	[-242.0, -191.0, -191.0, -90.0, 41.0, 74.0, 157.0, 194.0, 225.0, 246.0, 255.0, 259.0, 261.0, 264.0, 264.0, 264.0, 264.0, 278.0, 321.0, 355.0, 371.0, 380.0, 382.0, 382.0, 382.0, 382.0, 382.0, 382.0, 382.0, 382.0, 382.0, 382.0, 382.0, 375.0, 363.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00019509997218847275, 0.005629499908536673, 0.022929699975065887, 0.039648299920372665, 0.05594200000632554, 0.07257550000213087, 0.08931609999854118, 0.10591339995153248, 0.12240619992371649, 0.13920460001099855, 0.1562845999142155, 0.17264779994729906, 0.18932539992965758, 0.20560079999268055, 0.22241579997353256, 0.23918989999219775, 0.25614700000733137, 0.27275559992995113, 0.2895930999657139, 0.30614489992149174, 0.32253239990677685, 0.3394742999225855, 0.3557105999207124, 0.3724473000038415, 0.389162499923259, 0.4056618999456987, 0.42234159994404763, 0.43907759990543127, 0.4558228999376297, 0.47248060000129044, 0.48900049994699657, 0.5056584000121802, 0.5223686000099406, 0.5390304999891669, 0.5556609999621287]	234.0	345.0	0.9	19b
3	1	go_only	1	18	8	go	click	[39.0, 39.0, 44.0, 55.0, 68.0, 85.0, 100.0, 113.0, 124.0, 132.0, 134.0, 137.0, 137.0, 138.0, 139.0, 141.0, 149.0, 159.0, 168.0, 173.0, 175.0, 178.0, 178.0, 179.0, 180.0, 181.0, 182.0, 182.0]	[-195.0, -195.0, -148.0, -78.0, -29.0, 18.0, 60.0, 92.0, 115.0, 135.0, 145.0, 149.0, 152.0, 152.0, 153.0, 156.0, 170.0, 195.0, 215.0, 228.0, 237.0, 249.0, 258.0, 265.0, 271.0, 276.0, 277.0, 277.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00018970004748553038, 0.007581099984236062, 0.024397199973464012, 0.041103500057943165, 0.05815340008120984, 0.07463300006929785, 0.09131829999387264, 0.1079339999705553, 0.12486109999008477, 0.141363300033845, 0.1579211000353098, 0.17505530000198632, 0.1909760000417009, 0.20798150007613003, 0.22476600005757064, 0.2418088000267744, 0.25799900002311915, 0.27465520007535815, 0.2912299999734387, 0.307778500020504, 0.32454110006801784, 0.34114899998530746, 0.35796250007115304, 0.37454520002938807, 0.39146990003064275, 0.4079916999908164, 0.42453540000133216, 0.4414151000091806]	182.0	277.0	0.5	19b
4	1	go_only	1	18	3	go	click	[15.0, 15.0, 14.0, 16.0, 21.0, 28.0, 38.0, 46.0, 50.0, 56.0, 63.0, 69.0, 76.0, 81.0, 85.0, 96.0, 117.0, 140.0, 154.0, 165.0, 173.0, 182.0, 186.0, 187.0, 188.0, 188.0, 188.0, 188.0, 188.0, 188.0, 188.0, 188.0, 190.0, 192.0]	[-244.0, -244.0, -219.0, -177.0, -146.0, -112.0, -77.0, -46.0, -25.0, -4.0, 14.0, 27.0, 45.0, 55.0, 61.0, 72.0, 91.0, 117.0, 143.0, 168.0, 190.0, 210.0, 220.0, 231.0, 237.0, 243.0, 247.0, 254.0, 263.0, 268.0, 275.0, 283.0, 296.0, 304.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00019040005281567574, 0.007272200076840818, 0.024338900111615658, 0.040752400062046945, 0.057859200052917004, 0.07438740006182343, 0.09097380004823208, 0.10770880000200123, 0.12438520009163767, 0.14095090003684163, 0.157826800015755, 0.17465520009864122, 0.19100930006243289, 0.20765100000426173, 0.22425210010260344, 0.24057320004794747, 0.2574096000753343, 0.2744425000855699, 0.2907751000020653, 0.30733200011309236, 0.3239867000374943, 0.3407567000249401, 0.35729030007496476, 0.37460820004343987, 0.3907837000442669, 0.40730140008963645, 0.4241937000770122, 0.44103400001768023, 0.4572950000874698, 0.47392550006043166, 0.4908445000182837, 0.507388100028038, 0.5240070000290871, 0.5407118001021445]	192.0	304.0	0.6	19b
5	1	go_only	1	18	4	go	click	[7.0, 7.0, 14.0, 27.0, 52.0, 67.0, 79.0, 84.0, 89.0, 92.0, 100.0, 106.0, 109.0, 112.0, 123.0, 127.0, 131.0, 137.0, 144.0, 150.0, 156.0, 161.0, 162.0, 162.0, 162.0, 163.0, 166.0, 173.0, 181.0, 195.0, 204.0, 206.0]	[-280.0, -280.0, -264.0, -231.0, -179.0, -140.0, -105.0, -72.0, -44.0, -18.0, 13.0, 40.0, 66.0, 89.0, 119.0, 136.0, 147.0, 167.0, 188.0, 205.0, 224.0, 236.0, 239.0, 239.0, 239.0, 241.0, 248.0, 264.0, 283.0, 311.0, 329.0, 334.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00019719998817890882, 0.010379499988630414, 0.02705079992301762, 0.04386089998297393, 0.06114240002352744, 0.0773860999615863, 0.0940040999557823, 0.11058119998779148, 0.12728010001592338, 0.1440109999384731, 0.16065380000509322, 0.17742169997654855, 0.19410129997413605, 0.21089079999364913, 0.2279502999735996, 0.24416929995641112, 0.26080769998952746, 0.2774451000150293, 0.2943478999659419, 0.31054640002548695, 0.3274313999572769, 0.34407899994403124, 0.3603452999377623, 0.3772124999668449, 0.3939894000068307, 0.41061889997217804, 0.42748509999364614, 0.443903399980627, 0.46067249996121973, 0.4772015999769792, 0.49402220000047237, 0.510913799982518]	206.0	334.0	0.7	19b
6	1	go_only	1	18	8	go	click	[30.0, 30.0, 35.0, 40.0, 50.0, 70.0, 82.0, 94.0, 104.0, 111.0, 119.0, 126.0, 134.0, 140.0, 142.0, 142.0, 143.0, 148.0, 160.0, 171.0, 177.0, 178.0, 179.0, 180.0, 182.0, 185.0, 186.0, 190.0, 191.0]	[-250.0, -250.0, -226.0, -164.0, -107.0, -41.0, -2.0, 31.0, 60.0, 83.0, 104.0, 124.0, 145.0, 162.0, 168.0, 168.0, 171.0, 183.0, 207.0, 226.0, 235.0, 239.0, 241.0, 243.0, 251.0, 267.0, 284.0, 295.0, 298.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00021309999283403158, 0.011742600006982684, 0.028416800079867244, 0.04561969998758286, 0.06208190007600933, 0.0784480000147596, 0.09486920002382249, 0.11154130008071661, 0.12822249997407198, 0.14496499998494983, 0.16153180005494505, 0.17842630005907267, 0.19494219997432083, 0.21189120004419237, 0.22814150003250688, 0.2454633000306785, 0.26169230008963495, 0.278412300045602, 0.29537680000066757, 0.3116353000514209, 0.3280979000264779, 0.3448518000077456, 0.36129680008161813, 0.3781975000165403, 0.39483840006869286, 0.4115417000139132, 0.4281294000102207, 0.44476480002049357, 0.46167220000643283]	191.0	298.0	0.7	19b
7	1	go_only	1	18	8	go	click	[43.0, 43.0, 50.0, 62.0, 73.0, 85.0, 98.0, 115.0, 131.0, 145.0, 152.0, 155.0, 157.0, 158.0, 158.0, 161.0, 166.0, 169.0, 172.0, 175.0, 175.0, 176.0, 179.0, 184.0, 193.0, 200.0, 202.0, 203.0, 203.0, 203.0]	[-280.0, -280.0, -240.0, -201.0, -164.0, -131.0, -92.0, -45.0, -6.0, 32.0, 48.0, 59.0, 68.0, 81.0, 99.0, 123.0, 150.0, 173.0, 193.0, 212.0, 226.0, 241.0, 258.0, 280.0, 314.0, 330.0, 339.0, 342.0, 342.0, 342.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[8.919998072087765e-05, 0.012094200006686151, 0.02895199996419251, 0.04563970002345741, 0.06232329993508756, 0.07909619994461536, 0.09540570003446192, 0.11223410000093281, 0.12898389995098114, 0.1455690999282524, 0.16231589997187257, 0.179269399959594, 0.19551390002015978, 0.21201839996501803, 0.2287263999460265, 0.2456663999473676, 0.26201009994838387, 0.2788941999897361, 0.2955321000190452, 0.31230450002476573, 0.3287640999769792, 0.34545559994876385, 0.36214230000041425, 0.3790335999801755, 0.3964917999692261, 0.4121535000158474, 0.42886550002731383, 0.4455745000159368, 0.4620192999718711, 0.478886800003238]	203.0	339.0	0.9	19b
8	1	go_only	1	18	3	go	click	[49.0, 49.0, 67.0, 108.0, 118.0, 127.0, 133.0, 141.0, 151.0, 156.0, 157.0, 157.0, 161.0, 161.0, 161.0, 161.0, 161.0, 162.0, 165.0, 166.0, 167.0, 168.0, 169.0, 172.0, 176.0, 179.0, 180.0]	[-244.0, -244.0, -212.0, -110.0, -55.0, -13.0, 21.0, 50.0, 83.0, 117.0, 153.0, 189.0, 219.0, 237.0, 238.0, 238.0, 240.0, 247.0, 255.0, 259.0, 261.0, 262.0, 264.0, 273.0, 286.0, 292.0, 292.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00022559997159987688, 0.011506799957714975, 0.0282096000155434, 0.04494849999900907, 0.06178630003705621, 0.07837660005316138, 0.09565340005792677, 0.1118385000154376, 0.1284146000398323, 0.14503190002869815, 0.16175970004405826, 0.1785395999904722, 0.19497760001104325, 0.21168579999357462, 0.2280553999589756, 0.24537410004995763, 0.2617060999618843, 0.27856080001220107, 0.29505670000799, 0.31162970000877976, 0.32823970005847514, 0.3450306999729946, 0.3616856000153348, 0.3782227999763563, 0.39495870005339384, 0.41182779998052865, 0.4281567999860272]	180.0	292.0	0.7	19b
9	1	go_only	1	18	7	go	click	[25.0, 25.0, 47.0, 76.0, 95.0, 114.0, 132.0, 145.0, 155.0, 163.0, 167.0, 170.0, 174.0, 182.0, 184.0, 184.0, 182.0, 181.0, 181.0, 183.0, 183.0, 183.0, 183.0, 182.0, 182.0, 182.0, 182.0, 182.0]	[-276.0, -276.0, -222.0, -156.0, -112.0, -64.0, -13.0, 22.0, 56.0, 79.0, 97.0, 115.0, 160.0, 185.0, 196.0, 200.0, 205.0, 214.0, 232.0, 257.0, 273.0, 281.0, 285.0, 288.0, 294.0, 296.0, 296.0, 296.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00020809995476156473, 0.010911599965766072, 0.026923099998384714, 0.04347170004621148, 0.060067999991588295, 0.07686609996017069, 0.09360560006462038, 0.11014450003858656, 0.12687749997712672, 0.14367510005831718, 0.16012630006298423, 0.17688499996438622, 0.19346079998649657, 0.20990999997593462, 0.22694169997703284, 0.24412869999650866, 0.2599123000400141, 0.27688150003086776, 0.2935377999674529, 0.31029880000278354, 0.3267391000408679, 0.3434678000630811, 0.36001219996251166, 0.37703470000997186, 0.39354740001726896, 0.40980230004061013, 0.42659920000005513, 0.4432842000387609]	182.0	296.0	0.7	19b
10	1	go_only	1	18	7	go	click	[42.0, 42.0, 57.0, 82.0, 105.0, 138.0, 153.0, 165.0, 170.0, 176.0, 182.0, 190.0, 194.0, 196.0, 197.0, 197.0, 197.0, 203.0, 209.0, 211.0, 211.0, 211.0, 211.0]	[-206.0, -206.0, -164.0, -93.0, -37.0, 49.0, 86.0, 111.0, 127.0, 142.0, 165.0, 196.0, 215.0, 226.0, 232.0, 237.0, 249.0, 288.0, 306.0, 312.0, 313.0, 313.0, 313.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0004115999909117818, 0.012045099982060492, 0.028525999980047345, 0.04541419993620366, 0.06193540000822395, 0.07861319999210536, 0.09530599997378886, 0.11220370000228286, 0.1290272999322042, 0.14523949997965246, 0.1622270999941975, 0.17878930002916604, 0.1950718000298366, 0.21192210004664958, 0.22836609999649227, 0.2450181000167504, 0.2616971000097692, 0.2790275999577716, 0.2957596000051126, 0.3119973000138998, 0.3285211999900639, 0.345073499949649, 0.36193210002966225]	211.0	313.0	0.8	19b
