trial_index	trial_type	block_number	mean_velocity
55	go	4	1155.955953
56	go	4	1572.596678
57	nogo	4	n/a
58	go	4	1580.604315
59	go	4	1464.272537
60	go	4	1552.312044
61	go	4	1803.406180
62	go	4	2090.356629
63	nogo	4	1075.040378
64	go	4	1476.235849
65	go	4	1133.248395
66	go	4	1582.847909
67	go	4	1562.961080
68	nogo	4	n/a
69	go	4	1277.450248
70	nogo	4	1019.593785
71	go	4	1584.782670
72	go	4	1412.029891
73	go	4	n/a
74	go	4	n/a
75	go	4	1732.170586
76	nogo	4	n/a
77	go	4	n/a
78	go	4	1598.599689
79	go	4	n/a
80	go	4	2011.047328
81	go	4	1369.854327
82	go	4	1721.812518
83	go	4	1753.376097
84	nogo	4	1371.894736
85	go	4	1258.818944
86	go	4	1807.437125
87	go	4	2000.314999
88	go	4	1811.756486
89	nogo	4	730.840337
90	go	4	1331.566637
91	go	4	1746.855327
92	go	4	1276.534976
93	go	4	1370.566242
94	go	4	1467.710857
95	go	4	1509.525123
96	nogo	4	1089.718665
97	go	4	1701.789294
98	go	4	1366.757016
99	go	4	759.050292
100	nogo	4	1106.389880
101	go	4	1401.822222
102	nogo	4	1322.893896
103	go	4	1247.386919
104	nogo	4	1612.111897
105	go	4	1618.017151
106	go	4	n/a
107	go	4	n/a
108	go	4	1580.447145
109	go	4	1386.536721
110	go	4	1238.776190
111	go	4	1354.814589
112	go	4	1509.313414
113	nogo	4	994.392621
114	go	4	1760.975366
115	go	5	1510.855335
116	nogo	5	915.002268
117	go	5	n/a
118	nogo	5	n/a
119	go	5	1647.353129
120	go	5	1353.420932
121	go	5	1645.554298
122	go	5	n/a
123	go	5	1658.222288
124	go	5	1262.637818
125	go	5	1213.260688
126	nogo	5	1282.714304
127	go	5	1653.289127
128	nogo	5	n/a
129	go	5	1567.247810
130	go	5	1603.153383
131	nogo	5	1163.202879
132	go	5	1148.010761
133	go	5	1335.882573
134	go	5	2065.054340
135	go	5	1549.602086
136	nogo	5	1167.192345
137	go	5	1613.492950
138	go	5	1680.068501
139	nogo	5	n/a
140	go	5	n/a
141	go	5	n/a
142	go	5	1329.662946
143	go	5	1256.338453
144	go	5	1294.039204
145	go	5	n/a
146	nogo	5	937.735761
147	go	5	1576.746778
148	go	5	n/a
149	go	5	1534.343683
150	go	5	1055.986874
151	go	5	1509.984093
152	go	5	1648.590774
153	go	5	1623.973608
154	go	5	994.221685
155	go	5	1104.716339
156	go	5	1567.186775
157	go	5	1260.373672
158	nogo	5	1088.558192
159	go	5	1427.884676
160	go	5	1348.548458
161	go	5	1306.549504
162	nogo	5	n/a
163	go	5	1146.201372
164	go	5	1473.886685
165	go	5	1583.318075
166	go	5	1721.963297
167	nogo	5	n/a
168	go	5	1358.650640
169	go	5	1141.953182
170	go	5	1671.592838
171	go	5	1383.772710
172	go	5	1484.383646
173	go	5	1637.745725
174	nogo	5	279.252043
193	go	7	1532.782334
194	go	7	1642.207221
195	go	7	1363.402332
196	go	7	2059.724620
197	go	7	1651.449507
198	go	7	1700.704111
199	go	7	1541.609487
200	nogo	7	966.965230
201	go	7	1447.381619
202	go	7	1513.817343
203	go	7	1383.343033
204	go	7	1490.444057
205	nogo	7	1109.701371
206	go	7	1754.710049
207	go	7	1370.687573
208	go	7	1875.521056
209	go	7	1590.637079
210	go	7	1723.064313
211	nogo	7	n/a
212	go	7	1280.794203
213	go	7	1630.489396
214	go	7	1108.529913
215	go	7	1728.445976
216	go	7	1661.822923
217	go	7	1508.242881
218	go	7	1989.129233
219	go	7	1867.664874
220	nogo	7	n/a
221	go	7	1283.370526
222	nogo	7	n/a
223	go	7	1757.869969
224	go	7	1463.505640
225	go	7	1852.095897
226	go	7	1841.489120
227	go	7	1574.433886
228	go	7	1465.385210
229	nogo	7	n/a
230	go	7	1771.381471
231	go	7	n/a
232	nogo	7	1590.633660
233	go	7	1849.683243
234	go	7	1843.695001
235	go	7	1363.843626
236	nogo	7	n/a
237	go	7	1637.225751
238	go	7	1230.912197
239	nogo	7	n/a
240	go	7	2097.111751
241	go	7	1495.438753
242	nogo	7	869.637249
243	go	7	1821.733961
244	go	7	1340.016112
245	go	7	1405.958492
246	go	7	1197.566206
247	nogo	7	1398.636677
248	go	7	1615.730158
249	nogo	7	n/a
250	go	7	1440.273678
251	go	7	1431.077574
252	go	7	1583.855540
253	go	8	1636.718784
254	go	8	1279.463146
255	nogo	8	896.670757
256	go	8	1274.538044
257	nogo	8	n/a
258	go	8	1383.749327
259	go	8	1506.033504
260	go	8	1280.093316
261	go	8	1285.082898
262	go	8	1735.292555
263	go	8	1300.708881
264	go	8	n/a
265	go	8	1359.416711
266	nogo	8	1060.874152
267	go	8	1783.327716
268	go	8	n/a
269	go	8	1324.481790
270	nogo	8	1129.736887
271	go	8	1363.471540
272	go	8	1595.446102
273	nogo	8	n/a
274	go	8	1656.920517
275	go	8	1419.098495
276	nogo	8	n/a
277	go	8	1388.446133
278	go	8	1340.577592
279	go	8	1561.625872
280	go	8	2130.303944
281	go	8	1945.836275
282	go	8	1716.382792
283	go	8	1439.955832
284	go	8	1338.450930
285	nogo	8	1439.492263
286	go	8	1215.722183
287	go	8	n/a
288	nogo	8	n/a
289	go	8	1481.791597
290	go	8	1739.804951
291	go	8	1789.070510
292	go	8	1640.714933
293	go	8	2318.524675
294	go	8	1543.268707
295	go	8	1314.049621
296	go	8	1923.413542
297	nogo	8	888.297236
298	go	8	1470.068364
299	go	8	1506.324389
300	nogo	8	1502.713154
301	go	8	1796.929944
302	go	8	1336.889880
303	go	8	1629.437565
304	go	8	1410.008152
305	go	8	n/a
306	nogo	8	n/a
307	go	8	1314.142454
308	go	8	1319.649576
309	go	8	1099.587342
310	nogo	8	946.874663
311	go	8	1442.105811
312	go	8	1552.221367
331	go	10	1159.420162
332	nogo	10	781.206030
333	go	10	1635.071987
334	go	10	1802.557096
335	go	10	1466.431110
336	nogo	10	854.167386
337	go	10	1458.056714
338	go	10	1408.435746
339	go	10	1526.578840
340	go	10	1258.979738
341	go	10	1553.453902
342	go	10	1394.872038
343	go	10	1532.887815
344	go	10	1561.729733
345	go	10	1235.220969
346	go	10	1321.282587
347	go	10	1965.337795
348	go	10	1439.270640
349	go	10	1706.060029
350	nogo	10	n/a
351	go	10	1809.725077
352	go	10	1536.153671
353	go	10	1181.738974
354	nogo	10	967.955762
355	go	10	1993.616110
356	go	10	1897.504366
357	go	10	1828.216162
358	go	10	1695.836815
359	go	10	1432.717658
360	nogo	10	n/a
361	go	10	1616.731543
362	go	10	1177.697550
363	go	10	1730.904894
364	nogo	10	1092.340994
365	go	10	n/a
366	go	10	1663.101716
367	go	10	1708.521762
368	go	10	1442.898406
369	go	10	1503.436670
370	nogo	10	984.155055
371	go	10	1520.545929
372	nogo	10	n/a
373	go	10	1365.991138
374	go	10	1396.162088
375	go	10	1416.498937
376	go	10	1746.989366
377	go	10	1639.993983
378	nogo	10	n/a
379	go	10	1162.486322
380	go	10	1347.380575
381	nogo	10	913.313665
382	go	10	1248.945926
383	go	10	1792.996612
384	go	10	1520.162607
385	nogo	10	1132.598466
386	go	10	n/a
387	go	10	1409.677955
388	go	10	1465.377743
389	nogo	10	n/a
390	go	10	1581.198356
391	go	11	1546.841026
392	nogo	11	1115.851250
393	go	11	1301.303228
394	go	11	1209.874811
