onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	6.825	FLOW_B	B	1	1	1	103 + 9	112	112.0	6825.1	1	0
10.88	2.865	FLOW_B	B	1	2	1	1 + 106	107	107.0	2864.7	1	0
17.746	2.995	FLOW_B	B	1	3	1	3 + 102	105	105.0	2995.4	1	0
24.795	3.073	FLOW_B	B	1	4	1	1 + 103	104	104.0	3072.6	1	0
31.924	4.519	FLOW_B	B	1	5	1	103 + 8	111	111.0	4519.2	1	0
40.493	3.105	FLOW_B	B	1	6	1	2 + 105	107	107.0	3104.9	1	0
47.644	3.128	FLOW_B	B	1	7	1	6 + 103	109	109.0	3127.9	1	0
54.775	2.536	FLOW_B	B	1	8	1	106 + 1	107	107.0	2535.7	1	0
61.313	5.179	FLOW_B	B	1	9	1	109 + 8	117	117.0	5179.3	1	0
70.495	3.767	FLOW_B	B	1	10	1	5 + 109	114	114.0	3767.1	1	0
78.314	3.529	FLOW_B	B	1	11	1	108 + 4	112	112.0	3529.1	1	0
85.874	2.91	FLOW_B	B	1	12	1	9 + 102	111	111.0	2909.9	1	0
92.834	3.21	FLOW_B	B	1	13	1	104 + 6	110	110.0	3209.8	1	0
100.099	5.507	FLOW_B	B	1	14	1	105 + 8	113	113.0	5507.1	1	0
109.66	2.738	FLOW_B	B	1	15	1	6 + 100	106	106.0	2737.9	1	0
116.45	3.744	FLOW_B	B	1	16	1	9 + 100	109	109.0	3744.3	1	0
124.249	2.683	FLOW_B	B	1	17	1	108 + 4	112	112.0	2683.3	1	0
130.977	2.213	FLOW_B	B	1	18	1	3 + 100	103	103.0	2213.0	1	0
137.234	6.087	FLOW_B	B	1	19	1	7 + 106	113	123.0	6087.4	0	0
147.377	3.1	FLOW_B	B	1	20	1	105 + 7	112	112.0	3100.5	1	0
154.529	2.554	FLOW_B	B	1	21	1	3 + 108	111	111.0	2554.2	1	0
161.138	2.957	FLOW_B	B	1	22	1	4 + 107	111	111.0	2957.0	1	0
168.147	1.861	FLOW_B	B	1	23	1	101 + 5	106	n/a	1860.9	0	1
208.998	6.838	FLOW_O	O	2	1	7	48 + 25 + 51 + 6 + 102	232	n/a	6838.5	0	0
219.882	16.179	FLOW_O	O	2	2	7	21 + 70 + 5 + 106 + 11	213	223.0	16179.1	0	0
240.111	14.714	FLOW_O	O	2	3	7	83 + 51 + 4 + 19 + 102	259	259.0	14714.1	1	0
258.878	18.001	FLOW_O	O	2	4	7	75 + 4 + 36 + 107 + 45	267	n/a	18000.8	0	1
280.927	16.206	FLOW_O	O	2	5	7	65 + 49 + 103 + 7 + 71	295	292.0	16206.4	0	0
301.184	6.202	FLOW_O	O	2	6	7	9 + 105 + 16 + 44 + 13	187	n/a	6202.3	0	0
311.43	11.87	FLOW_O	O	2	7	7	63 + 104 + 53 + 3 + 30	253	162.0	11870.3	0	0
327.344	18.003	FLOW_O	O	2	8	7	101 + 71 + 64 + 69 + 3	308	n/a	18003.0	0	1
349.388	10.209	FLOW_O	O	2	9	7	104 + 92 + 47 + 9 + 81	333	n/a	10208.6	0	0
363.641	15.378	FLOW_O	O	2	10	7	54 + 76 + 57 + 5 + 100	292	n/a	15378.4	0	1
417.978	10.007	FLOW_F	F	3	1	4	31 + 108 + 54	193	193.0	10006.7	1	0
431.987	11.922	FLOW_F	F	3	2	4	54 + 100 + 99	253	153.0	11922.1	0	0
447.963	8.653	FLOW_F	F	3	3	4	62 + 91 + 103	256	257.0	8653.1	0	0
460.617	8.915	FLOW_F	F	3	4	3	106 + 9 + 14	129	129.0	8914.9	1	0
473.587	11.145	FLOW_F	F	3	5	3	6 + 108 + 94	208	208.0	11145.0	1	0
488.736	13.128	FLOW_F	F	3	6	4	83 + 100 + 74	257	247.0	13128.3	0	0
505.91	16.705	FLOW_F	F	3	7	4	67 + 107 + 99	273	271.0	16705.1	0	0
526.656	5.796	FLOW_F	F	3	8	3	3 + 40 + 102	145	144.0	5796.4	0	0
536.495	9.957	FLOW_F	F	3	9	3	98 + 109 + 1	208	208.0	9957.4	1	0
550.499	7.711	FLOW_F	F	3	10	3	2 + 108 + 79	189	189.0	7711.0	1	0
562.249	15.635	FLOW_F	F	3	11	4	80 + 76 + 101	257	247.0	15635.2	0	0
581.899	6.089	FLOW_F	F	3	12	4	54 + 107 + 44	205	n/a	6088.6	0	1
620.232	4.959	FLOW_B	B	4	1	1	8 + 109	117	117.0	4959.2	1	0
629.231	2.428	FLOW_B	B	4	2	1	5 + 106	111	111.0	2428.3	1	0
635.706	2.887	FLOW_B	B	4	3	1	103 + 3	106	106.0	2886.8	1	0
642.635	1.876	FLOW_B	B	4	4	1	100 + 1	101	101.0	1875.8	1	0
648.559	2.008	FLOW_B	B	4	5	1	106 + 5	111	111.0	2008.2	1	0
654.61	2.335	FLOW_B	B	4	6	1	4 + 105	109	109.0	2334.6	1	0
660.985	3.172	FLOW_B	B	4	7	1	7 + 104	111	111.0	3171.9	1	0
668.197	2.838	FLOW_B	B	4	8	1	104 + 2	106	106.0	2837.6	1	0
675.074	4.863	FLOW_B	B	4	9	1	106 + 8	114	114.0	4863.4	1	0
683.942	9.134	FLOW_B	B	4	10	1	7 + 106	113	113.0	9134.0	1	0
697.081	2.122	FLOW_B	B	4	11	1	1 + 108	109	109.0	2122.1	1	0
703.208	2.184	FLOW_B	B	4	12	1	100 + 1	101	101.0	2183.9	1	0
709.441	2.566	FLOW_B	B	4	13	1	7 + 101	108	108.0	2566.3	1	0
716.056	2.664	FLOW_B	B	4	14	1	7 + 101	108	108.0	2664.5	1	0
722.769	1.952	FLOW_B	B	4	15	1	105 + 3	108	108.0	1952.2	1	0
728.771	2.47	FLOW_B	B	4	16	1	102 + 1	103	103.0	2469.8	1	0
735.295	2.888	FLOW_B	B	4	17	1	1 + 100	101	101.0	2887.7	1	0
742.234	2.511	FLOW_B	B	4	18	1	3 + 103	106	106.0	2510.7	1	0
748.796	1.959	FLOW_B	B	4	19	1	7 + 104	111	111.0	1959.3	1	0
754.807	1.776	FLOW_B	B	4	20	1	1 + 100	101	101.0	1775.8	1	0
760.634	3.333	FLOW_B	B	4	21	1	106 + 9	115	115.0	3332.9	1	0
768.018	2.012	FLOW_B	B	4	22	1	2 + 109	111	111.0	2012.2	1	0
774.072	2.75	FLOW_B	B	4	23	1	106 + 7	113	113.0	2749.5	1	0
780.863	1.939	FLOW_B	B	4	24	1	105 + 3	108	108.0	1939.4	1	0
786.854	2.624	FLOW_B	B	4	25	1	104 + 2	106	106.0	2623.8	1	0
829.987	12.238	FLOW_O	O	5	1	7	13 + 108 + 90 + 80 + 9	300	300.0	12237.9	1	0
846.273	18.019	FLOW_O	O	5	2	7	103 + 39 + 41 + 6 + 61	250	n/a	18018.7	0	1
868.331	10.794	FLOW_O	O	5	3	7	1 + 41 + 107 + 12 + 60	221	211.0	10793.9	0	0
883.176	13.901	FLOW_O	O	5	4	7	3 + 81 + 46 + 100 + 23	253	n/a	13901.0	0	0
901.13	14.394	FLOW_O	O	5	5	7	38 + 103 + 17 + 73 + 6	237	n/a	14394.1	0	0
919.576	18.022	FLOW_O	O	5	6	7	34 + 68 + 101 + 3 + 89	295	n/a	18022.2	0	1
