trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
1	go	1	go_only	1	0	36	0.574830	569.777076	3916.082090	991.209879	132210.804100	25882.762962
2	go	1	go_only	1	0	36	0.575303	760.147269	9556.401714	1321.298754	216679.189533	41046.930200
3	go	1	go_only	1	0	25	0.392951	442.211854	8403.527684	1125.361888	249854.959645	44121.101999
4	go	1	go_only	1	0	28	0.444132	539.487662	9710.093601	1214.701722	569083.060259	57259.130963
5	go	1	go_only	1	0	24	0.376039	520.921636	7664.952994	1385.286565	283182.919984	50887.866220
6	go	1	go_only	1	0	35	0.559078	573.051559	4102.726796	1024.994301	180838.703103	27401.840396
7	go	1	go_only	1	0	36	0.575755	744.534273	8784.327396	1293.145158	246694.772080	38553.151066
8	go	1	go_only	1	0	31	0.495819	781.100694	8834.463549	1575.373717	308143.941765	50641.043155
9	go	1	go_only	1	0	28	0.443456	541.456436	6297.046138	1220.993019	309419.744631	41802.758612
10	go	1	go_only	1	0	33	0.528348	819.327911	9733.426477	1550.735625	593744.082692	45487.652156
11	go	1	go_only	1	0	29	0.461076	559.078916	8998.199124	1212.553155	437281.523123	49441.873559
12	go	1	go_only	1	0	24	0.374834	492.244320	5125.681287	1313.232844	155295.797023	38494.500593
13	go	1	go_only	1	0	28	0.443653	536.366720	11276.294364	1208.978280	359283.228033	55906.043913
17	go	1	go_only	1	0	25	0.393359	597.056658	6116.739753	1517.841609	259420.223483	41521.993202
18	go	1	go_only	1	0	25	0.393051	587.877652	7045.351986	1495.678552	186357.484005	39475.162308
19	go	2	go_nogo_prac	1	0	29	0.461428	602.270573	7410.918441	1305.232526	275242.850448	47887.236293
20	go	2	go_nogo_prac	1	0	29	0.462200	589.629227	6583.529418	1275.701486	228885.273572	40032.824057
21	go	2	go_nogo_prac	1	0	25	0.392100	572.570293	7584.385461	1460.266356	220751.540734	48967.834239
22	go	2	go_nogo_prac	1	0	31	0.493219	704.542331	10198.596661	1428.457981	281732.257262	42946.559254
23	go	2	go_nogo_prac	1	0	27	0.426509	577.483802	8347.436796	1353.979268	288145.381019	43759.250244
24	nogo	2	go_nogo_prac	1	0	37	0.591483	755.734222	8260.338959	1277.693901	214309.707100	38529.113377
