onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	15.346	0	learning	LS1	PICTURE_605.jpg	i
15.346	17.753	0	learning	LS1	PICTURE_594.jpg	i
33.099	17.285	1	learning	LS1	PICTURE_581.jpg	c
50.384	13.618	0	learning	LS1	PICTURE_576.jpg	c
64.002	14.424	0	learning	LS1	PICTURE_52.jpg	i
78.426	12.360	1	learning	LS1	PICTURE_605.jpg	c
90.786	11.570	1	learning	LS1	PICTURE_576.jpg	i
102.356	10.780	1	learning	LS1	PICTURE_52.jpg	c
113.136	12.389	1	learning	LS1	PICTURE_594.jpg	c
125.525	12.086	1	learning	LS1	PICTURE_581.jpg	i
137.611	8.136	1	learning	LS2	PICTURE_594.jpg	c
145.747	10.863	1	learning	LS2	PICTURE_52.jpg	i
156.610	10.873	1	learning	LS2	PICTURE_576.jpg	c
167.483	14.242	1	learning	LS2	PICTURE_594.jpg	i
181.725	20.004	1	learning	LS2	PICTURE_576.jpg	i
201.729	20.012	1	learning	LS2	PICTURE_52.jpg	c
221.741	8.676	1	learning	LS2	PICTURE_605.jpg	c
230.417	8.043	1	learning	LS2	PICTURE_581.jpg	c
238.460	9.491	1	learning	LS2	PICTURE_605.jpg	i
247.951	9.500	1	learning	LS2	PICTURE_581.jpg	i
257.451	8.904	1	learning	LS3	PICTURE_594.jpg	c
266.355	11.152	1	learning	LS3	PICTURE_52.jpg	i
277.507	7.004	0	learning	LS3	PICTURE_576.jpg	i
284.511	7.657	1	learning	LS3	PICTURE_581.jpg	c
292.168	17.098	0	learning	LS3	PICTURE_594.jpg	i
309.266	10.395	1	learning	LS3	PICTURE_581.jpg	i
319.661	8.487	1	learning	LS3	PICTURE_576.jpg	c
328.148	12.493	1	learning	LS3	PICTURE_605.jpg	i
340.641	8.506	1	learning	LS3	PICTURE_52.jpg	c
349.147	7.234	1	learning	LS3	PICTURE_605.jpg	c
356.381	9.827	1	learning	LS4	PICTURE_52.jpg	i
366.208	6.798	1	learning	LS4	PICTURE_581.jpg	c
373.006	9.038	1	learning	LS4	PICTURE_52.jpg	c
382.044	10.647	1	learning	LS4	PICTURE_605.jpg	c
392.691	10.336	1	learning	LS4	PICTURE_576.jpg	i
403.027	10.665	1	learning	LS4	PICTURE_605.jpg	i
413.692	8.756	1	learning	LS4	PICTURE_581.jpg	i
422.448	8.283	1	learning	LS4	PICTURE_594.jpg	c
430.731	8.293	1	learning	LS4	PICTURE_576.jpg	c
439.024	9.102	1	learning	LS4	PICTURE_594.jpg	i
448.126	8.635	1	control	LS1	PICTURE_430.jpg	c
456.761	12.642	1	control	LS1	PICTURE_286.jpg	c
469.403	11.692	1	control	LS1	PICTURE_292.jpg	i
481.095	9.780	1	control	LS1	PICTURE_718.jpg	i
490.875	10.912	1	control	LS1	PICTURE_2.jpg	c
501.787	9.799	1	control	LS1	PICTURE_430.jpg	i
511.586	10.126	1	control	LS1	PICTURE_286.jpg	i
521.712	7.742	1	control	LS1	PICTURE_718.jpg	c
529.454	8.870	1	control	LS1	PICTURE_2.jpg	i
538.324	10.158	1	control	LS1	PICTURE_292.jpg	c
548.482	8.119	1	control	LS2	PICTURE_292.jpg	i
556.601	7.967	1	control	LS2	PICTURE_2.jpg	c
564.568	7.018	1	control	LS2	PICTURE_430.jpg	c
571.586	7.662	1	control	LS2	PICTURE_292.jpg	c
579.248	8.950	1	control	LS2	PICTURE_286.jpg	i
588.198	6.721	1	control	LS2	PICTURE_718.jpg	c
594.919	9.765	1	control	LS2	PICTURE_286.jpg	c
604.684	8.811	1	control	LS2	PICTURE_718.jpg	i
613.495	9.144	1	control	LS2	PICTURE_2.jpg	i
622.639	8.992	1	control	LS2	PICTURE_430.jpg	i
631.631	9.192	1	control	LS3	PICTURE_645.jpg	i
640.823	8.403	1	control	LS3	PICTURE_733.jpg	i
649.226	8.729	1	control	LS3	PICTURE_645.jpg	c
657.955	7.301	1	control	LS3	PICTURE_98.jpg	i
665.256	8.748	1	control	LS3	PICTURE_731.jpg	c
674.004	9.875	1	control	LS3	PICTURE_134.jpg	i
683.879	7.007	1	control	LS3	PICTURE_733.jpg	c
690.886	9.573	1	control	LS3	PICTURE_98.jpg	c
