trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	1	1	0.773448	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.773448	1
2	go	1	go_only	1	1	1	0.709350	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.709350	1
3	go	1	go_only	1	1	1	0.960534	0	0	0	0	0	0	1	1	0	0.676469	1	stopped_early	0	0.960534	1
4	go	1	go_only	1	1	1	0.562384	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.562384	1
5	go	1	go_only	1	1	1	0.592569	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.592569	1
6	go	1	go_only	1	1	1	0.625012	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.625012	1
7	go	1	go_only	1	1	1	0.445739	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.445739	1
8	go	1	go_only	1	1	1	0.843533	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.843533	1
9	go	1	go_only	1	1	1	0.609300	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.609300	1
10	go	1	go_only	1	1	1	0.392525	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.392525	1
11	go	1	go_only	1	1	1	0.426582	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.426582	1
12	go	1	go_only	1	1	1	0.594531	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594531	1
13	go	1	go_only	1	1	1	0.593553	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593553	1
14	go	1	go_only	1	1	1	0.477104	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477104	1
15	go	1	go_only	1	1	1	0.511225	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511225	1
16	go	1	go_only	1	1	1	0.443219	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.443219	1
17	go	1	go_only	1	1	1	0.412804	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.412804	1
18	go	1	go_only	1	1	1	0.543451	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.543451	1
19	go	2	go_nogo_prac	1	2	0	0.545591	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
20	go	2	go_nogo_prac	1	1	1	0.578437	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.578437	1
21	nogo	2	go_nogo_prac	1	1	1	0.511000	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
22	go	2	go_nogo_prac	1	1	1	0.626463	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626463	1
23	go	2	go_nogo_prac	1	1	1	0.694641	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.694641	1
24	go	2	go_nogo_prac	1	1	1	0.579206	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.579206	1
25	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.546130	1	stopped_early	0	0.546130	1
26	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.244250	1	stopped_early	0	0.244250	1
27	go	2	go_nogo_prac	1	1	1	0.492584	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.492584	1
28	go	2	go_nogo_prac	1	1	1	0.575824	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.575824	1
29	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_early	0	n/a	0
30	go	2	go_nogo_prac	1	1	1	0.578628	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.578628	1
31	go	2	go_nogo_prac	1	1	1	0.611627	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611627	1
32	go	2	go_nogo_prac	1	1	1	0.728011	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.728011	1
