trial_index	trial_type	block_number	path_length
55	go	4	625.281700
56	go	4	544.363398
57	go	4	607.509130
58	nogo	4	574.878091
59	go	4	511.095130
60	go	4	572.935521
61	go	4	801.975544
62	go	4	598.866958
63	go	4	522.411709
64	nogo	4	498.588305
65	go	4	393.679679
66	go	4	561.279208
67	go	4	617.255792
68	go	4	594.918055
69	go	4	555.230235
70	go	4	542.595297
71	go	4	826.126364
72	go	4	604.481734
73	go	4	592.391075
74	go	4	528.048950
75	nogo	4	416.471148
76	go	4	588.634250
77	go	4	575.856218
78	nogo	4	435.652269
79	go	4	487.266637
80	go	4	602.088558
81	go	4	748.124961
82	go	4	973.264899
83	go	4	462.421590
84	go	4	578.445014
85	go	4	541.325433
86	go	4	622.626688
87	nogo	4	684.519319
88	go	4	n/a
89	nogo	4	503.678603
90	go	4	577.444314
91	go	4	n/a
92	go	4	456.365758
93	go	4	504.880159
94	go	4	588.457236
95	go	4	465.793819
96	go	4	574.684375
97	nogo	4	841.037608
98	go	4	n/a
99	nogo	4	574.823689
100	go	4	584.941999
101	nogo	4	489.981781
102	go	4	552.361394
103	go	4	564.120434
104	nogo	4	439.129790
105	go	4	455.979501
106	nogo	4	587.728081
107	go	4	649.408256
108	go	4	544.054896
109	go	4	708.400207
110	go	4	788.360968
111	nogo	4	541.357394
112	go	4	728.939635
113	go	4	739.584098
114	go	4	770.671991
115	go	5	517.636332
116	go	5	624.647468
117	go	5	503.255397
118	go	5	556.731369
119	nogo	5	452.297691
120	go	5	501.134659
121	nogo	5	n/a
122	go	5	564.596986
123	go	5	495.822369
124	go	5	475.829841
125	go	5	674.292216
126	go	5	523.280830
127	go	5	533.563537
128	go	5	545.766656
129	go	5	649.938215
130	nogo	5	575.798672
131	go	5	469.803157
132	go	5	596.902658
133	go	5	603.559135
134	go	5	542.022785
135	nogo	5	n/a
136	go	5	500.840601
137	go	5	573.133833
138	nogo	5	n/a
139	go	5	562.785140
140	go	5	545.070929
141	nogo	5	514.645989
142	go	5	502.744976
143	go	5	788.457815
144	nogo	5	668.189171
145	go	5	469.759380
146	go	5	n/a
147	go	5	532.564437
148	go	5	662.772166
149	nogo	5	613.780969
150	go	5	709.661677
151	go	5	589.883314
152	go	5	642.693675
153	go	5	656.011657
154	nogo	5	745.970025
155	go	5	n/a
156	nogo	5	545.146845
157	go	5	323.742709
158	go	5	698.224017
159	go	5	1037.554877
160	go	5	583.999706
161	nogo	5	518.847879
162	go	5	507.580393
163	go	5	734.512760
164	go	5	604.461771
165	go	5	1013.230083
166	go	5	615.266372
167	go	5	560.582059
168	go	5	468.920165
169	go	5	780.858863
170	go	5	519.922129
171	go	5	747.583134
172	go	5	401.874272
173	nogo	5	n/a
174	go	5	611.649660
193	go	7	817.410976
194	go	7	585.079148
195	nogo	7	610.760175
196	go	7	636.896103
197	go	7	788.743373
198	go	7	579.774554
199	go	7	491.683824
200	go	7	n/a
201	go	7	474.140063
202	go	7	540.998029
203	go	7	491.091971
204	go	7	488.373340
205	nogo	7	443.061531
206	go	7	509.170250
207	nogo	7	522.833197
208	go	7	583.591921
209	go	7	556.747226
210	go	7	834.764784
211	go	7	795.941815
212	go	7	562.814090
213	go	7	588.943666
214	nogo	7	601.663406
215	go	7	833.041127
216	go	7	555.739161
217	nogo	7	466.379771
218	go	7	520.955504
219	go	7	602.163930
220	nogo	7	586.676551
221	go	7	558.371495
222	go	7	566.828591
223	go	7	488.367439
224	go	7	567.467246
225	go	7	634.382815
226	go	7	555.963419
227	go	7	564.058932
228	go	7	623.767128
229	go	7	595.535854
230	nogo	7	834.202566
231	go	7	586.535739
232	go	7	533.723609
233	go	7	595.268842
234	go	7	515.707610
235	nogo	7	235.026508
236	go	7	478.649449
237	go	7	607.719492
238	go	7	596.088606
239	go	7	521.683743
240	go	7	533.017878
241	nogo	7	580.366299
242	go	7	645.581346
243	go	7	525.482416
244	nogo	7	569.118076
245	go	7	576.315685
246	go	7	544.366947
247	go	7	n/a
248	go	7	528.771001
249	nogo	7	600.906167
250	go	7	521.454952
251	go	7	563.819922
252	nogo	7	412.224733
253	go	8	642.206137
254	nogo	8	486.323508
255	go	8	553.458942
