onset	duration	accuracy	trial_type	learning_stage	stimulus
24.142	1.839	correct	learning	LS1	h51_p24_k_up_q3_right.jpg
28.858	1.105	incorrect	learning	LS1	h101_p49_k_down_q2_right.jpg
33.574	1.206	correct	learning	LS1	h27_p8_k_up_q1_left.jpg
38.307	0.771	correct	learning	LS1	h101_p49_k_down_q2_right.jpg
43.040	0.807	incorrect	learning	LS1	h77_p42_k_down_q1_left.jpg
47.772	1.202	correct	learning	LS1	h93_p27_k_down_q1_left.jpg
52.488	0.084	correct	learning	LS1	h27_p8_k_up_q1_left.jpg
57.204	1.435	incorrect	learning	LS1	h93_p27_k_down_q1_left.jpg
61.937	0.981	correct	learning	LS1	h51_p24_k_up_q3_right.jpg
66.653	1.887	correct	learning	LS1	h77_p42_k_down_q1_left.jpg
75.852	1.127	correct	learning	LS2	h51_p24_k_up_q3_right.jpg
80.551	0.209	correct	learning	LS2	h77_p42_k_down_q1_left.jpg
85.251	0.913	correct	learning	LS2	h51_p24_k_up_q3_right.jpg
89.934	0.623	correct	learning	LS2	h93_p27_k_down_q1_left.jpg
94.616	1.400	incorrect	learning	LS2	h101_p49_k_down_q2_right.jpg
99.316	1.403	incorrect	learning	LS2	h27_p8_k_up_q1_left.jpg
104.015	0.735	correct	learning	LS2	h77_p42_k_down_q1_left.jpg
108.698	0.051	incorrect	learning	LS2	h93_p27_k_down_q1_left.jpg
113.380	1.066	correct	learning	LS2	h101_p49_k_down_q2_right.jpg
118.080	0.648	correct	learning	LS2	h27_p8_k_up_q1_left.jpg
127.362	1.396	correct	learning	LS3	h77_p42_k_down_q1_left.jpg
132.078	0.645	correct	learning	LS3	h27_p8_k_up_q1_left.jpg
136.811	0.060	correct	learning	LS3	h101_p49_k_down_q2_right.jpg
141.527	1.125	correct	learning	LS3	h77_p42_k_down_q1_left.jpg
146.260	0.374	correct	learning	LS3	h27_p8_k_up_q1_left.jpg
150.976	0.172	correct	learning	LS3	h51_p24_k_up_q3_right.jpg
155.692	1.021	correct	learning	LS3	h101_p49_k_down_q2_right.jpg
160.408	0.279	incorrect	learning	LS3	h93_p27_k_down_q1_left.jpg
165.124	0.833	correct	learning	LS3	h51_p24_k_up_q3_right.jpg
169.840	0.869	correct	learning	LS3	h93_p27_k_down_q1_left.jpg
179.072	1.071	correct	learning	LS4	h27_p8_k_up_q1_left.jpg
183.772	1.312	correct	learning	LS4	h101_p49_k_down_q2_right.jpg
188.471	1.429	correct	learning	LS4	h93_p27_k_down_q1_left.jpg
193.170	1.096	correct	learning	LS4	h77_p42_k_down_q1_left.jpg
