trial_index	trial_type	block_number	mean_acceleration
55	go	4	24838.171018
56	nogo	4	31044.691777
57	go	4	31192.770055
58	go	4	37861.424692
59	go	4	36989.271780
60	go	4	53097.787272
61	go	4	43508.647081
62	go	4	45099.284939
63	go	4	43687.906018
64	go	4	44622.272574
65	nogo	4	27408.482879
66	go	4	55700.624507
67	go	4	40132.706416
68	nogo	4	24859.946447
69	go	4	61423.990349
70	go	4	20259.524618
71	go	4	36718.711892
72	go	4	28517.500495
73	go	4	38549.363791
74	go	4	44245.681889
75	go	4	39213.463588
76	nogo	4	41785.337252
77	go	4	41546.540388
78	go	4	56039.323770
79	go	4	29458.422182
80	go	4	42067.166868
81	nogo	4	19600.134155
82	go	4	32032.741463
83	go	4	48434.092873
84	go	4	60519.839354
85	nogo	4	42362.092327
86	go	4	53263.261079
87	nogo	4	19154.750905
88	go	4	35200.501363
89	go	4	50962.942798
90	go	4	28883.229443
91	nogo	4	24346.137200
92	go	4	26630.156090
93	go	4	43183.505979
94	go	4	40735.944789
95	go	4	44921.086450
96	go	4	37014.985252
97	go	4	44074.595676
98	nogo	4	29578.529342
99	go	4	38161.467697
100	go	4	51436.118605
101	go	4	45850.513736
102	go	4	24198.833272
103	nogo	4	32938.018035
104	go	4	38164.831088
105	nogo	4	30018.548848
106	go	4	35940.948916
107	go	4	34267.158738
108	go	4	47256.559074
109	go	4	40870.965868
110	go	4	39588.881153
111	go	4	37252.458433
112	nogo	4	40143.638746
113	go	4	29931.879293
114	go	4	46330.717245
115	go	5	37544.291023
116	go	5	48237.024488
117	go	5	66302.480004
118	nogo	5	56862.305849
119	go	5	29179.437261
120	go	5	51025.372109
121	go	5	n/a
122	nogo	5	56442.083608
123	go	5	44887.045884
124	go	5	47951.919179
125	go	5	n/a
126	nogo	5	38393.304448
127	go	5	n/a
128	go	5	30437.469469
129	nogo	5	22075.377752
130	go	5	31499.673780
131	go	5	34813.653809
132	go	5	53448.902638
133	go	5	33485.366786
134	go	5	34882.110611
135	go	5	30992.753416
136	go	5	37920.912521
137	go	5	43916.154993
138	go	5	37652.311005
139	go	5	53978.094584
140	go	5	73252.878656
141	nogo	5	27032.344803
142	go	5	43218.423183
143	nogo	5	33476.293033
144	go	5	31387.377604
145	go	5	27250.651467
146	nogo	5	59333.968550
147	go	5	44787.759817
148	nogo	5	n/a
149	go	5	29687.701836
150	go	5	31310.979002
151	go	5	33054.952813
152	go	5	30362.368037
153	go	5	22904.238294
154	go	5	41648.333586
155	go	5	38888.200868
156	go	5	59279.743647
157	go	5	30573.297269
158	go	5	61718.689667
159	go	5	25839.542889
160	go	5	54577.102088
161	nogo	5	44892.958260
162	go	5	27148.524645
163	go	5	23677.357708
164	go	5	26031.698782
165	go	5	n/a
166	go	5	32886.517977
167	nogo	5	19085.877197
168	go	5	27216.920450
169	go	5	24405.163629
170	go	5	53373.678094
171	nogo	5	25112.256357
172	go	5	38368.855267
173	nogo	5	41020.822251
174	go	5	33466.081256
193	go	7	40261.058484
194	go	7	47779.794960
195	go	7	48435.373675
196	go	7	29463.761901
197	go	7	32099.413675
198	go	7	26916.473858
199	nogo	7	29984.611963
200	go	7	22851.743318
201	go	7	38124.402413
202	go	7	22957.942125
203	go	7	48754.829642
204	go	7	29900.804922
205	nogo	7	20575.977655
206	go	7	29500.500556
207	go	7	23867.935879
208	nogo	7	30458.545910
209	go	7	42005.282067
210	go	7	50916.893241
211	nogo	7	39310.896545
212	go	7	53457.596522
213	nogo	7	42791.736958
214	go	7	n/a
215	go	7	53188.460910
216	nogo	7	24220.990363
217	go	7	47602.857315
218	go	7	20252.729620
219	go	7	30048.280505
220	go	7	27776.797525
221	go	7	30276.384732
222	go	7	50499.203670
223	go	7	n/a
224	go	7	48213.138873
225	go	7	19317.468146
226	go	7	21091.864640
227	go	7	50803.173243
228	go	7	59779.811601
229	go	7	43491.790954
230	go	7	39760.104218
231	go	7	34465.865685
232	go	7	43640.148570
233	go	7	53102.752422
234	nogo	7	34713.620771
235	go	7	63891.893925
236	go	7	44365.002863
237	go	7	34569.251960
238	go	7	27954.281585
239	go	7	49445.420595
240	nogo	7	24142.020068
241	go	7	30017.813810
242	nogo	7	33517.882803
243	go	7	42626.675165
244	go	7	39846.077269
245	go	7	39338.649198
246	nogo	7	53556.538181
247	go	7	48531.050039
248	go	7	25491.569785
249	nogo	7	24380.968161
250	go	7	31282.981272
251	go	7	36114.029685
252	nogo	7	28291.058993
253	go	8	30980.746028
254	nogo	8	24107.879360
255	go	8	40531.190703
256	go	8	29045.447812
257	go	8	28563.753921
258	go	8	27782.795356
259	go	8	56760.773588
260	go	8	21732.844266
261	go	8	32371.396303
262	go	8	38079.585952
263	nogo	8	16042.386696
264	go	8	30820.083906
265	go	8	33708.047466
266	nogo	8	40082.334608
267	go	8	20642.797680
268	go	8	25708.947724
269	go	8	45382.645417
270	go	8	30863.273163
271	go	8	18839.579420
272	go	8	63817.330470
273	nogo	8	20071.341216
274	go	8	24779.241976
275	go	8	55795.971569
276	go	8	26416.432973
277	go	8	42568.621731
278	nogo	8	n/a
279	go	8	36591.959539
280	nogo	8	22921.819330
281	go	8	47670.813333
282	nogo	8	n/a
283	go	8	27759.173975
284	go	8	31935.761770
285	go	8	41574.006791
286	go	8	56574.738803
287	go	8	35405.655671
288	go	8	37516.935960
289	go	8	21812.755381
290	nogo	8	46295.744835
291	go	8	n/a
292	go	8	38105.034828
293	go	8	27760.024665
294	nogo	8	40899.124505
295	go	8	48024.090468
296	go	8	20256.108022
297	go	8	40562.361610
298	go	8	34446.393610
299	go	8	34599.058090
300	go	8	50502.403281
301	go	8	29635.700109
302	nogo	8	n/a
303	go	8	29191.455829
304	go	8	29680.324783
305	go	8	32418.463126
306	nogo	8	12681.325358
307	go	8	17600.051292
308	go	8	22464.188574
309	go	8	49533.264912
310	nogo	8	31509.299616
311	go	8	41062.416966
312	go	8	50509.601839
331	nogo	10	27917.562105
332	go	10	37864.070011
333	go	10	35853.372424
334	go	10	28123.066680
335	nogo	10	37067.387386
336	go	10	31878.668693
337	go	10	22454.520209
338	go	10	36407.806215
339	go	10	29867.138168
340	nogo	10	26857.714113
341	go	10	37159.877769
342	nogo	10	23785.375563
343	go	10	28666.322829
344	go	10	n/a
345	go	10	63265.755845
346	go	10	29726.989843
347	go	10	26899.002847
348	go	10	33304.127907
349	nogo	10	24535.155718
350	go	10	38494.034814
351	go	10	26903.493690
352	nogo	10	45528.619906
353	go	10	19011.723671
354	go	10	33632.478205
