trial_index	trial_type	block_number	mean_velocity
55	go	4	1273.516241
56	nogo	4	1634.661314
57	go	4	1604.314204
58	go	4	1841.903235
59	go	4	1636.688905
60	go	4	1760.149801
61	go	4	1740.073842
62	go	4	1491.853994
63	go	4	1540.344648
64	go	4	1440.863432
65	nogo	4	786.419499
66	go	4	1647.358395
67	go	4	1287.670009
68	nogo	4	1112.719243
69	go	4	1688.855624
70	go	4	1213.968197
71	go	4	1565.538917
72	go	4	1137.504752
73	go	4	1599.912692
74	go	4	1647.688342
75	go	4	1358.218139
76	nogo	4	1956.993103
77	go	4	1829.634405
78	go	4	1618.569135
79	go	4	1264.000341
80	go	4	1747.682456
81	nogo	4	923.391843
82	go	4	1183.347833
83	go	4	2048.678213
84	go	4	1681.428300
85	nogo	4	1820.240902
86	go	4	2055.527412
87	nogo	4	910.487547
88	go	4	1696.830633
89	go	4	2195.052334
90	go	4	1378.647644
91	nogo	4	1086.074602
92	go	4	1166.789877
93	go	4	1917.351299
94	go	4	1989.998017
95	go	4	1761.018836
96	go	4	1665.117457
97	go	4	1470.254906
98	nogo	4	1318.685694
99	go	4	1498.246820
100	go	4	1918.840957
101	go	4	1630.005627
102	go	4	1157.992331
103	nogo	4	1317.610007
104	go	4	1648.826093
105	nogo	4	1452.555780
106	go	4	1330.285408
107	go	4	900.396934
108	go	4	1744.913158
109	go	4	1823.495040
110	go	4	1300.601370
111	go	4	1537.214960
112	nogo	4	1152.222331
113	go	4	1225.325142
114	go	4	1712.528659
115	go	5	1694.321711
116	go	5	2134.505049
117	go	5	2087.621421
118	nogo	5	1475.549289
119	go	5	1051.298585
120	go	5	1495.784754
121	go	5	n/a
122	nogo	5	1859.271046
123	go	5	1910.762213
124	go	5	1632.451739
125	go	5	n/a
126	nogo	5	1805.721934
127	go	5	n/a
128	go	5	1304.322433
129	nogo	5	845.562187
130	go	5	1415.046557
131	go	5	1454.331778
132	go	5	1980.295056
133	go	5	1506.994225
134	go	5	1238.855802
135	go	5	1293.678399
136	go	5	1781.726853
137	go	5	1341.395101
138	go	5	1535.708326
139	go	5	2014.626115
140	go	5	1424.837496
141	nogo	5	1394.609762
142	go	5	1404.388347
143	nogo	5	1038.975663
144	go	5	1380.013240
145	go	5	1141.022500
146	nogo	5	1118.341013
147	go	5	1608.952624
148	nogo	5	n/a
149	go	5	1273.018428
150	go	5	1424.084040
151	go	5	1702.734787
152	go	5	1045.722227
153	go	5	1184.715169
154	go	5	1772.014886
155	go	5	1392.615413
156	go	5	1715.718297
157	go	5	1301.492924
158	go	5	1723.366551
159	go	5	1190.434616
160	go	5	1632.399530
161	nogo	5	1089.501539
162	go	5	1574.546460
163	go	5	1117.784759
164	go	5	1202.350451
165	go	5	n/a
166	go	5	1709.973325
167	nogo	5	1180.007714
168	go	5	917.529626
169	go	5	1176.921566
170	go	5	1956.068137
171	nogo	5	777.468697
172	go	5	1759.541233
173	nogo	5	1275.573803
174	go	5	1323.916649
193	go	7	1170.766560
194	go	7	1441.549899
195	go	7	1357.904322
196	go	7	1264.481458
197	go	7	1752.677873
198	go	7	1155.281315
199	nogo	7	1331.164778
200	go	7	1478.681718
201	go	7	1260.992460
202	go	7	1098.670776
203	go	7	1890.384257
204	go	7	1111.509489
205	nogo	7	959.507864
206	go	7	1754.318245
207	go	7	1163.301948
208	nogo	7	923.673878
209	go	7	1966.296671
210	go	7	1625.391564
211	nogo	7	1569.071959
212	go	7	1936.024066
213	nogo	7	1839.897127
214	go	7	n/a
215	go	7	1705.551738
216	nogo	7	1022.877772
217	go	7	1397.133743
218	go	7	996.090498
219	go	7	1259.294013
220	go	7	1331.452899
221	go	7	1265.207499
222	go	7	1642.649287
223	go	7	n/a
224	go	7	1858.341466
225	go	7	1225.138815
226	go	7	1102.958697
227	go	7	1317.999394
228	go	7	2034.550510
229	go	7	1847.230728
230	go	7	1624.106711
231	go	7	1191.935917
232	go	7	1586.646669
233	go	7	1835.930125
234	nogo	7	1342.951826
235	go	7	1865.743066
236	go	7	1730.770932
237	go	7	1275.599984
238	go	7	1123.537620
239	go	7	1756.740643
240	nogo	7	1358.691438
241	go	7	1074.233852
242	nogo	7	909.354419
243	go	7	1368.592821
244	go	7	1721.491696
245	go	7	1932.653659
246	nogo	7	1318.465666
247	go	7	1472.489364
248	go	7	1091.846137
249	nogo	7	1139.508753
250	go	7	1528.993120
251	go	7	1340.032717
252	nogo	7	1139.938759
253	go	8	1347.997555
254	nogo	8	1015.459079
255	go	8	1417.817419
256	go	8	1305.054499
257	go	8	1178.648969
258	go	8	1154.267024
259	go	8	1654.037205
260	go	8	830.010755
261	go	8	1306.752418
262	go	8	1634.926007
263	nogo	8	887.357966
264	go	8	905.292884
265	go	8	1353.468515
266	nogo	8	1328.252511
267	go	8	1110.834279
268	go	8	1297.989246
269	go	8	1489.911697
270	go	8	1265.822130
271	go	8	1160.022110
272	go	8	1713.053167
273	nogo	8	1099.624663
274	go	8	1371.965587
275	go	8	1597.559514
276	go	8	1218.549004
277	go	8	1535.988259
278	nogo	8	n/a
279	go	8	1505.427661
280	nogo	8	1106.790202
281	go	8	1689.837225
282	nogo	8	n/a
283	go	8	1455.351811
284	go	8	1430.126164
285	go	8	1930.577719
286	go	8	1693.814258
287	go	8	1150.146857
288	go	8	1365.152327
289	go	8	1059.544710
290	nogo	8	1524.624523
291	go	8	n/a
292	go	8	1451.668226
293	go	8	1278.295739
294	nogo	8	1205.182229
295	go	8	1537.104713
296	go	8	1038.367520
297	go	8	1397.174357
298	go	8	1150.541302
299	go	8	1577.686690
300	go	8	1953.202690
301	go	8	1523.548612
302	nogo	8	n/a
303	go	8	1650.164614
304	go	8	1419.381825
305	go	8	1434.467279
306	nogo	8	414.022805
307	go	8	901.161676
308	go	8	1550.653292
309	go	8	1649.366564
310	nogo	8	1010.850689
311	go	8	1755.544909
312	go	8	1107.847756
331	nogo	10	912.600098
332	go	10	1678.166530
333	go	10	1254.916568
334	go	10	1331.905051
335	nogo	10	1245.511688
336	go	10	1709.066837
337	go	10	1172.780845
338	go	10	1671.211801
339	go	10	1539.443313
340	nogo	10	1544.725102
341	go	10	1672.712200
342	nogo	10	1092.939898
343	go	10	1349.709924
344	go	10	n/a
345	go	10	1473.407097
346	go	10	1434.095123
347	go	10	1174.977657
348	go	10	1105.832041
349	nogo	10	1211.234077
350	go	10	2092.549334
351	go	10	1140.444829
352	nogo	10	1507.092565
353	go	10	938.130957
354	go	10	1610.747181
355	go	10	1373.196767
356	go	10	1745.819073
357	nogo	10	1279.412022
358	go	10	1686.619707
359	go	10	968.986467
360	nogo	10	894.911339
361	go	10	1357.097689
362	go	10	1321.947353
363	go	10	1097.994825
364	go	10	1188.515292
365	go	10	1527.197784
366	go	10	1559.041508
367	go	10	1136.615135
368	go	10	1826.921280
369	nogo	10	1326.004054
370	go	10	1300.555987
371	go	10	1119.255906
372	nogo	10	1146.877261
373	go	10	1411.889376
374	go	10	1601.996546
375	go	10	n/a
376	go	10	1525.613812
377	go	10	n/a
378	go	10	1556.016654
379	go	10	n/a
380	go	10	1311.812858
381	go	10	1358.444937
382	go	10	1611.774506
383	go	10	1451.160770
384	go	10	1362.571800
385	nogo	10	883.616741
386	go	10	1534.621649
387	go	10	1405.656096
388	go	10	1380.044262
389	go	10	2024.292899
390	nogo	10	802.547285
391	nogo	11	944.709786
392	go	11	852.092238
393	go	11	1100.094958
394	go	11	1240.574952
395	go	11	1221.801495
396	nogo	11	1057.387697
397	go	11	1169.270710
398	go	11	1454.124158
399	go	11	1543.915804
400	go	11	1595.589505
401	go	11	1270.547160
402	nogo	11	994.449120
403	go	11	1302.463637
404	go	11	1504.695462
405	nogo	11	1015.126586
406	go	11	2086.106345
407	nogo	11	n/a
408	go	11	n/a
409	go	11	914.909947
410	go	11	1302.904561
411	go	11	1078.728546
412	go	11	1184.871681
413	go	11	1077.162801
414	nogo	11	1465.917116
415	go	11	1534.374222
416	nogo	11	974.471239
417	go	11	1530.584628
418	go	11	1490.050964
419	nogo	11	1370.494620
420	go	11	986.045948
421	go	11	1486.467071
422	go	11	1144.422530
423	go	11	1485.712391
424	go	11	1032.866404
425	go	11	1356.089079
426	go	11	n/a
427	go	11	923.974633
428	go	11	1112.263080
429	go	11	1372.214633
430	go	11	1376.442313
431	go	11	1466.065643
432	nogo	11	1165.765350
433	go	11	1723.483338
434	go	11	1075.802520
