onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	13.282	incorrect	learning	LS1	PICTURE_659.jpg	i	false alarm
13.282	11.127	incorrect	learning	LS1	PICTURE_212.jpg	i	false alarm
24.409	10.730	incorrect	learning	LS1	PICTURE_38.jpg	i	false alarm
35.139	15.127	correct	learning	LS1	PICTURE_659.jpg	c	hit
50.266	12.152	incorrect	learning	LS1	PICTURE_654.jpg	i	false alarm
62.418	11.249	incorrect	learning	LS1	PICTURE_26.jpg	i	false alarm
73.667	11.953	correct	learning	LS1	PICTURE_212.jpg	c	hit
85.620	14.257	correct	learning	LS1	PICTURE_26.jpg	c	hit
99.877	12.088	correct	learning	LS1	PICTURE_38.jpg	c	hit
111.965	12.638	correct	learning	LS1	PICTURE_654.jpg	c	hit
124.603	10.414	correct	learning	LS2	PICTURE_212.jpg	c	hit
135.017	9.371	correct	learning	LS2	PICTURE_659.jpg	i	correct rejection
144.388	9.129	correct	learning	LS2	PICTURE_38.jpg	c	hit
153.517	11.126	correct	learning	LS2	PICTURE_654.jpg	i	correct rejection
164.643	12.803	correct	learning	LS2	PICTURE_26.jpg	c	hit
177.446	9.362	correct	learning	LS2	PICTURE_212.jpg	i	correct rejection
186.808	8.646	correct	learning	LS2	PICTURE_38.jpg	i	correct rejection
195.454	n/a	n/a	learning	LS2	PICTURE_654.jpg	c	late
220.454	8.175	correct	learning	LS2	PICTURE_26.jpg	i	correct rejection
228.629	8.738	correct	learning	LS2	PICTURE_659.jpg	c	hit
237.367	11.005	correct	learning	LS3	PICTURE_26.jpg	c	hit
248.372	7.570	correct	learning	LS3	PICTURE_212.jpg	i	correct rejection
255.942	8.126	correct	learning	LS3	PICTURE_38.jpg	i	correct rejection
264.068	9.330	correct	learning	LS3	PICTURE_659.jpg	c	hit
273.398	9.247	correct	learning	LS3	PICTURE_212.jpg	c	hit
282.645	8.845	correct	learning	LS3	PICTURE_654.jpg	i	correct rejection
291.490	8.908	correct	learning	LS3	PICTURE_38.jpg	c	hit
300.398	9.291	correct	learning	LS3	PICTURE_654.jpg	c	hit
309.689	8.875	correct	learning	LS3	PICTURE_26.jpg	i	correct rejection
318.564	8.300	correct	learning	LS3	PICTURE_659.jpg	i	correct rejection
326.864	8.141	correct	learning	LS4	PICTURE_26.jpg	i	correct rejection
335.005	8.371	correct	learning	LS4	PICTURE_654.jpg	i	correct rejection
343.376	11.327	correct	learning	LS4	PICTURE_659.jpg	c	hit
354.703	12.524	correct	learning	LS4	PICTURE_38.jpg	c	hit
367.227	9.403	correct	learning	LS4	PICTURE_212.jpg	i	correct rejection
376.630	9.959	correct	learning	LS4	PICTURE_654.jpg	c	hit
386.589	8.597	correct	learning	LS4	PICTURE_659.jpg	i	correct rejection
395.186	8.674	correct	learning	LS4	PICTURE_38.jpg	i	correct rejection
403.860	8.752	correct	learning	LS4	PICTURE_212.jpg	c	hit
412.612	10.116	correct	learning	LS4	PICTURE_26.jpg	c	hit
422.728	11.194	correct	learning	LS1	PICTURE_453.jpg	i	correct rejection
433.922	9.519	correct	learning	LS1	PICTURE_202.jpg	i	correct rejection
443.441	11.843	correct	learning	LS1	PICTURE_165.jpg	c	hit
455.284	12.076	incorrect	learning	LS1	PICTURE_148.jpg	c	miss
467.360	14.226	correct	learning	LS1	PICTURE_358.jpg	i	correct rejection
481.586	14.610	correct	learning	LS1	PICTURE_148.jpg	i	correct rejection
496.196	11.155	correct	learning	LS1	PICTURE_358.jpg	c	hit
507.351	16.497	correct	learning	LS1	PICTURE_165.jpg	i	correct rejection
523.848	14.003	correct	learning	LS1	PICTURE_453.jpg	c	hit
537.851	10.867	correct	learning	LS1	PICTURE_202.jpg	c	hit
548.718	8.963	correct	learning	LS2	PICTURE_148.jpg	i	correct rejection
557.681	10.801	correct	learning	LS2	PICTURE_165.jpg	i	correct rejection
568.482	8.159	correct	learning	LS2	PICTURE_453.jpg	i	correct rejection
576.641	9.358	correct	learning	LS2	PICTURE_358.jpg	i	correct rejection
585.999	8.795	correct	learning	LS2	PICTURE_202.jpg	c	hit
594.794	7.593	correct	learning	LS2	PICTURE_453.jpg	c	hit
602.387	9.750	correct	learning	LS2	PICTURE_202.jpg	i	correct rejection
612.137	10.314	correct	learning	LS2	PICTURE_148.jpg	c	hit
622.451	9.912	correct	learning	LS2	PICTURE_165.jpg	c	hit
632.363	9.515	correct	learning	LS2	PICTURE_358.jpg	c	hit
641.878	7.140	correct	learning	LS3	PICTURE_358.jpg	c	hit
649.018	10.264	correct	learning	LS3	PICTURE_148.jpg	i	correct rejection
659.282	12.102	correct	learning	LS3	PICTURE_453.jpg	c	hit
671.384	8.507	correct	learning	LS3	PICTURE_358.jpg	i	correct rejection
679.891	9.391	correct	learning	LS3	PICTURE_202.jpg	c	hit
689.282	10.276	correct	learning	LS3	PICTURE_453.jpg	i	correct rejection
699.558	10.034	correct	learning	LS3	PICTURE_202.jpg	i	correct rejection
709.592	8.339	correct	learning	LS3	PICTURE_165.jpg	c	hit
717.931	9.364	correct	learning	LS3	PICTURE_148.jpg	c	hit
727.295	8.788	correct	learning	LS3	PICTURE_165.jpg	i	correct rejection
736.083	8.151	correct	learning	LS4	PICTURE_358.jpg	c	hit
744.234	9.022	correct	learning	LS4	PICTURE_202.jpg	i	correct rejection
753.256	8.294	correct	learning	LS4	PICTURE_358.jpg	i	correct rejection
761.550	11.563	correct	learning	LS4	PICTURE_165.jpg	c	hit
773.113	8.923	correct	learning	LS4	PICTURE_202.jpg	c	hit
782.036	9.473	correct	learning	LS4	PICTURE_453.jpg	c	hit
791.509	8.110	correct	learning	LS4	PICTURE_165.jpg	i	correct rejection
799.619	n/a	n/a	learning	LS4	PICTURE_148.jpg	i	late
824.619	7.946	correct	learning	LS4	PICTURE_453.jpg	i	correct rejection
832.565	7.224	correct	learning	LS4	PICTURE_148.jpg	c	hit
839.789	8.618	incorrect	learning	LS1	PICTURE_68.jpg	c	miss
848.407	6.623	correct	learning	LS1	PICTURE_72.jpg	c	hit
855.030	8.460	correct	learning	LS1	PICTURE_71.jpg	i	correct rejection
863.490	10.143	correct	learning	LS1	PICTURE_72.jpg	i	correct rejection
873.633	14.387	correct	learning	LS1	PICTURE_68.jpg	i	correct rejection
888.020	11.585	correct	learning	LS1	PICTURE_74.jpg	c	hit
899.605	9.570	incorrect	learning	LS1	PICTURE_67.jpg	c	miss
909.175	12.833	correct	learning	LS1	PICTURE_71.jpg	c	hit
922.008	8.899	correct	learning	LS1	PICTURE_74.jpg	i	correct rejection
930.907	8.644	correct	learning	LS1	PICTURE_67.jpg	i	correct rejection
939.551	9.774	correct	learning	LS2	PICTURE_71.jpg	c	hit
949.325	9.685	correct	learning	LS2	PICTURE_72.jpg	i	correct rejection
959.010	10.402	correct	learning	LS2	PICTURE_68.jpg	c	hit
969.412	8.561	correct	learning	LS2	PICTURE_74.jpg	i	correct rejection
977.973	8.159	correct	learning	LS2	PICTURE_67.jpg	c	hit
986.132	8.877	correct	learning	LS2	PICTURE_71.jpg	i	correct rejection
995.009	9.115	correct	learning	LS2	PICTURE_67.jpg	i	correct rejection
1004.124	8.233	correct	learning	LS2	PICTURE_74.jpg	c	hit
1012.357	10.716	correct	learning	LS2	PICTURE_72.jpg	c	hit
1023.073	9.202	correct	learning	LS2	PICTURE_68.jpg	i	correct rejection
1032.275	7.945	correct	learning	LS3	PICTURE_71.jpg	i	correct rejection
1040.220	10.110	correct	learning	LS3	PICTURE_74.jpg	c	hit
1050.330	7.149	correct	learning	LS3	PICTURE_71.jpg	c	hit
1057.479	9.152	correct	learning	LS3	PICTURE_72.jpg	i	correct rejection
1066.631	7.636	correct	learning	LS3	PICTURE_67.jpg	i	correct rejection
