onset	duration	accuracy_binary	trial_type	learning_stage	stimulus
24.142	0.931	1	learning	LS1	h53_p33_k_down_right.jpg
28.829	1.444	0	learning	LS1	h114_p35_k_up_right.jpg
33.515	1.261	0	learning	LS1	h83_p29_k_up_right.jpg
38.202	0.603	0	learning	LS1	h18_p7_k_down_right.jpg
42.871	1.143	1	learning	LS1	h53_p33_k_down_right.jpg
47.558	1.333	0	learning	LS1	h35_p50_k_down_right.jpg
52.211	0.625	1	learning	LS1	h18_p7_k_down_right.jpg
56.881	1.070	1	learning	LS1	h114_p35_k_up_right.jpg
61.551	1.506	0	learning	LS1	h83_p29_k_up_right.jpg
66.221	0.498	1	learning	LS1	h35_p50_k_down_right.jpg
75.410	1.328	1	learning	LS2	h114_p35_k_up_right.jpg
80.097	0.653	1	learning	LS2	h18_p7_k_down_right.jpg
84.767	0.011	1	learning	LS2	h53_p33_k_down_right.jpg
89.453	1.017	1	learning	LS2	h35_p50_k_down_right.jpg
94.106	1.025	1	learning	LS2	h53_p33_k_down_right.jpg
98.776	0.084	1	learning	LS2	h83_p29_k_up_right.jpg
103.430	1.624	1	learning	LS2	h35_p50_k_down_right.jpg
108.099	0.998	1	learning	LS2	h114_p35_k_up_right.jpg
112.786	0.273	1	learning	LS2	h18_p7_k_down_right.jpg
117.439	1.412	1	learning	LS2	h83_p29_k_up_right.jpg
126.629	0.429	1	learning	LS3	h18_p7_k_down_right.jpg
131.282	0.672	1	learning	LS3	h114_p35_k_up_right.jpg
135.935	0.959	1	learning	LS3	h18_p7_k_down_right.jpg
140.605	0.284	1	learning	LS3	h35_p50_k_down_right.jpg
145.258	0.806	1	learning	LS3	h83_p29_k_up_right.jpg
149.911	1.215	1	learning	LS3	h35_p50_k_down_right.jpg
154.581	0.357	1	learning	LS3	h83_p29_k_up_right.jpg
159.234	0.781	1	learning	LS3	h53_p33_k_down_right.jpg
163.888	1.287	0	learning	LS3	h114_p35_k_up_right.jpg
168.541	0.512	1	learning	LS3	h53_p33_k_down_right.jpg
177.714	0.659	0	learning	LS4	h53_p33_k_down_right.jpg
182.367	0.735	1	learning	LS4	h114_p35_k_up_right.jpg
187.020	0.976	1	learning	LS4	h18_p7_k_down_right.jpg
191.707	1.382	1	learning	LS4	h35_p50_k_down_right.jpg
196.360	0.656	1	learning	LS4	h114_p35_k_up_right.jpg
201.030	0.998	1	learning	LS4	h18_p7_k_down_right.jpg
205.716	1.038	1	learning	LS4	h35_p50_k_down_right.jpg
210.386	0.496	1	learning	LS4	h83_p29_k_up_right.jpg
215.056	0.037	1	learning	LS4	h53_p33_k_down_right.jpg
219.709	1.194	1	learning	LS4	h83_p29_k_up_right.jpg
246.961	1.169	0	learning	LS1	h11_p43_k_down_left.jpg
251.631	1.230	1	learning	LS1	h82_p21_k_up_right.jpg
256.301	0.088	1	learning	LS1	h12_p4_k_down_left.jpg
260.987	1.157	1	learning	LS1	h22_p21_k_down_left.jpg
265.674	0.902	0	learning	LS1	h108_p27_k_up_left.jpg
270.344	0.244	1	learning	LS1	h82_p21_k_up_right.jpg
275.014	1.002	1	learning	LS1	h22_p21_k_down_left.jpg
279.667	1.491	1	learning	LS1	h108_p27_k_up_left.jpg
