onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	3.73	FLOW_B	B	1	1	1	7 + 106	113	113.0	3730.3	1	0
7.752	2.327	FLOW_B	B	1	2	1	102 + 8	110	110.0	2327.3	1	0
14.101	1.543	FLOW_B	B	1	3	1	100 + 1	101	101.0	1542.9	1	0
19.656	3.763	FLOW_B	B	1	4	1	107 + 8	115	115.0	3763.1	1	0
27.438	2.479	FLOW_B	B	1	5	1	6 + 105	111	111.0	2478.6	1	0
33.93	2.184	FLOW_B	B	1	6	1	106 + 2	108	108.0	2184.1	1	0
40.13	2.496	FLOW_B	B	1	7	1	101 + 1	102	102.0	2495.8	1	0
46.63	2.047	FLOW_B	B	1	8	1	6 + 107	113	113.0	2046.6	1	0
52.699	1.998	FLOW_B	B	1	9	1	7 + 109	116	116.0	1997.9	1	0
58.717	2.226	FLOW_B	B	1	10	1	5 + 100	105	105.0	2225.7	1	0
64.975	2.218	FLOW_B	B	1	11	1	101 + 5	106	106.0	2218.3	1	0
71.2	1.798	FLOW_B	B	1	12	1	106 + 5	111	111.0	1798.0	1	0
77.025	2.174	FLOW_B	B	1	13	1	107 + 9	116	116.0	2174.5	1	0
83.215	2.105	FLOW_B	B	1	14	1	3 + 102	105	105.0	2104.9	1	0
89.335	1.695	FLOW_B	B	1	15	1	104 + 6	110	110.0	1694.8	1	0
95.071	4.972	FLOW_B	B	1	16	1	8 + 103	111	111.0	4971.8	1	0
104.093	1.917	FLOW_B	B	1	17	1	107 + 9	116	116.0	1916.8	1	0
110.019	1.991	FLOW_B	B	1	18	1	103 + 5	108	108.0	1991.4	1	0
116.033	1.672	FLOW_B	B	1	19	1	6 + 106	112	112.0	1671.5	1	0
121.721	1.715	FLOW_B	B	1	20	1	9 + 104	113	113.0	1714.6	1	0
127.445	1.51	FLOW_B	B	1	21	1	5 + 106	111	111.0	1510.1	1	0
132.965	3.023	FLOW_B	B	1	22	1	6 + 108	114	114.0	3022.9	1	0
139.997	2.271	FLOW_B	B	1	23	1	2 + 104	106	106.0	2271.1	1	0
146.321	1.359	FLOW_B	B	1	24	1	105 + 6	111	111.0	1359.4	1	0
151.686	1.526	FLOW_B	B	1	25	1	100 + 9	109	109.0	1525.6	1	0
157.216	1.67	FLOW_B	B	1	26	1	9 + 106	115	115.0	1669.6	1	0
162.94	1.98	FLOW_B	B	1	27	1	8 + 104	112	112.0	1979.5	1	0
168.922	1.084	FLOW_B	B	1	28	1	6 + 108	114	n/a	1084.3	0	1
217.776	15.215	FLOW_F	F	2	1	6	88 + 37 + 58 + 100	283	233.0	15214.9	0	0
237.038	14.788	FLOW_F	F	2	2	6	73 + 102 + 69 + 57	301	302.0	14788.4	0	0
255.879	9.66	FLOW_F	F	2	3	5	2 + 33 + 101 + 78	214	204.0	9660.5	0	0
269.589	11.429	FLOW_F	F	2	4	5	84 + 9 + 100 + 89	282	282.0	11429.2	1	0
