onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
240.908	0.664	incorrect	learning	LS1	h51_p17_i_up_left.jpg	98
287.773	1.107	correct	learning	LS1	h95_p32_k_down_q2_right.jpg	98
334.305	1.344	incorrect	learning	LS1	h26_p48_i_up_right.jpg	98
381.337	1.402	incorrect	learning	LS1	h102_p43_i_down_left.jpg	98
428.036	1.127	incorrect	learning	LS1	h51_p24_k_up_q3_right.jpg	97
474.901	1.554	correct	learning	LS1	h97_p23_k_down_q2_right.jpg	98
521.433	1.312	correct	learning	LS1	h102_p40_k_down_q2_right.jpg	98
568.298	1.851	correct	learning	LS1	h95_p37_i_down_left.jpg	97
614.997	1.847	correct	learning	LS1	h97_p35_i_down_left.jpg	97
661.696	1.124	correct	learning	LS1	h26_p20_k_up_q2_right.jpg	98
753.425	1.316	correct	learning	LS2	h95_p32_k_down_q2_right.jpg	98
800.123	1.328	correct	learning	LS2	h26_p43_i_up_right.jpg	97
846.989	2.171	correct	learning	LS2	h95_p31_i_down_right.jpg	97
893.687	1.24	correct	learning	LS2	h51_p24_k_up_q3_right.jpg	98
940.219	1.892	incorrect	learning	LS2	h102_p40_k_down_q2_right.jpg	97
986.918	1.649	correct	learning	LS2	h51_p13_i_up_right.jpg	97
1033.45	1.327	correct	learning	LS2	h97_p23_k_down_q2_right.jpg	98
1080.315	1.434	correct	learning	LS2	h102_p20_i_down_left.jpg	97
1127.014	1.718	correct	learning	LS2	h97_p33_i_down_right.jpg	97
1173.545	0.996	correct	learning	LS2	h26_p20_k_up_q2_right.jpg	98
1265.442	1.235	correct	learning	LS3	h102_p40_k_down_q2_right.jpg	98
1312.307	1.038	correct	learning	LS3	h97_p35_i_down_left.jpg	97
1358.839	1.323	correct	learning	LS3	h51_p24_k_up_q3_right.jpg	98
1405.371	1.448	correct	learning	LS3	h26_p48_i_up_right.jpg	97
1452.069	1.316	correct	learning	LS3	h95_p37_i_down_left.jpg	97
1498.768	1.201	correct	learning	LS3	h51_p17_i_up_left.jpg	97
1545.466	0.846	correct	learning	LS3	h97_p23_k_down_q2_right.jpg	98
1591.998	1.083	correct	learning	LS3	h95_p32_k_down_q2_right.jpg	98
1638.697	0.856	correct	learning	LS3	h102_p43_i_down_left.jpg	97
1685.229	1.22	correct	learning	LS3	h26_p20_k_up_q2_right.jpg	98
1777.125	1.139	correct	learning	LS4	h97_p33_i_down_right.jpg	97
1823.657	0.929	correct	learning	LS4	h51_p24_k_up_q3_right.jpg	98
1870.188	1.054	correct	learning	LS4	h26_p43_i_up_right.jpg	97
1917.054	1.081	correct	learning	LS4	h95_p31_i_down_right.jpg	97
1963.752	0.758	correct	learning	LS4	h97_p23_k_down_q2_right.jpg	98
2010.284	0.755	correct	learning	LS4	h102_p20_i_down_left.jpg	97
2056.816	1.024	correct	learning	LS4	h26_p20_k_up_q2_right.jpg	98
2103.515	0.924	correct	learning	LS4	h95_p32_k_down_q2_right.jpg	98
2150.213	1.24	correct	learning	LS4	h51_p13_i_up_right.jpg	97
2196.912	0.853	correct	learning	LS4	h102_p40_k_down_q2_right.jpg	98
2469.598	1.389	incorrect	learning	LS1	h101_p37_i_down_left.jpg	98
2516.463	1.304	correct	learning	LS1	h74_p16_k_up_q1_left.jpg	98
2563.162	1.892	correct	learning	LS1	h27_p8_k_up_q1_left.jpg	98
2609.694	1.41	correct	learning	LS1	h54_p3_k_up_q2_right.jpg	98
2656.559	1.726	incorrect	learning	LS1	h58_p15_i_down_left.jpg	98
2703.258	n/a	to late	learning	LS1	h58_p6_k_down_q3_right.jpg	n/a
2749.79	1.384	incorrect	learning	LS1	h101_p49_k_down_q2_right.jpg	97
2796.655	1.571	correct	learning	LS1	h54_p47_i_up_left.jpg	97
2843.52	1.391	correct	learning	LS1	h74_p48_i_up_right.jpg	97
2890.219	2.074	correct	learning	LS1	h27_p34_i_up_right.jpg	97
2981.948	2.346	correct	learning	LS2	h101_p49_k_down_q2_right.jpg	98
3028.48	1.128	correct	learning	LS2	h27_p8_k_up_q1_left.jpg	98
3075.012	1.27	correct	learning	LS2	h58_p6_k_down_q3_right.jpg	98
3121.544	0.979	correct	learning	LS2	h58_p11_i_down_right.jpg	97
3168.409	1.198	correct	learning	LS2	h27_p10_i_up_left.jpg	97
3215.108	1.418	correct	learning	LS2	h74_p12_i_up_right.jpg	97
3261.806	1.223	correct	learning	LS2	h101_p21_i_down_left.jpg	97
3308.338	2.115	incorrect	learning	LS2	h54_p3_k_up_q2_right.jpg	97
3354.87	1.121	correct	learning	LS2	h74_p16_k_up_q1_left.jpg	98
3401.402	1.038	correct	learning	LS2	h54_p31_i_up_left.jpg	97
3493.298	1.261	correct	learning	LS3	h27_p8_k_up_q1_left.jpg	98
3540.163	1.049	correct	learning	LS3	h54_p47_i_up_left.jpg	97
3586.862	1.205	correct	learning	LS3	h58_p6_k_down_q3_right.jpg	98
3633.394	1.921	incorrect	learning	LS3	h101_p49_k_down_q2_right.jpg	97
3680.092	1.406	correct	learning	LS3	h54_p3_k_up_q2_right.jpg	98
3726.791	0.939	correct	learning	LS3	h74_p48_i_up_right.jpg	97
3773.489	1.127	correct	learning	LS3	h101_p37_i_down_left.jpg	97
3820.188	0.884	correct	learning	LS3	h74_p16_k_up_q1_left.jpg	98
